Date,Count,Hour,Seasons,FunctionDay,R_S,Cnt_LagD7,Cnt_LagD14,Cnt_LagW2,Count_lag2,Temperature_lag2,Humidity_lag2,Wind_lag2,Visibility_lag2,DewPoint_lag2,Solar_lag2,Rainfall_lag2,Snowfall_lag2,ProperHumidity,Weekday,Workingday,RushHour,TempGroup
2018-05-17,186,15,Spring,Yes,0,0,590,295,592,23.4,83,1.7,1944,20.3,1.5,0,0,0,3,1,0,Hot
2018-05-17,102,16,Spring,Yes,0,0,911,455.5,352,23.4,81,0.6,1921,19.9,0.5,0,0,0,3,1,0,Hot
2018-05-17,131,17,Spring,Yes,0.5,0,1421,710.5,186,22.8,95,1.6,294,21.9,0.11,0.5,0,0,3,1,1,Hot
2018-05-17,431,18,Spring,Yes,0,0,2310,1155,102,22.9,95,0.4,385,22,0.31,0,0,0,3,1,1,Hot
2018-05-17,29,19,Spring,Yes,2.5,0,1663,831.5,131,22.7,96,0.4,249,22,0.11,2.5,0,0,3,1,1,Hot
2018-05-17,17,20,Spring,Yes,1.5,0,1401,700.5,431,22.6,97,1.1,304,22,0.07,1.5,0,0,3,1,0,Hot
2018-05-17,18,21,Spring,Yes,0,0,1388,694,29,22.3,96,2.6,191,21.6,0,0,0,0,3,1,0,Hot
2018-05-17,26,22,Spring,Yes,12.5,0,1202,601,17,21.3,97,2.8,388,20.7,0,12.5,0,0,3,1,0,Hot
2018-05-17,35,23,Spring,Yes,4,0,832,416,18,20.5,97,1.1,726,20,0,4,0,0,3,1,0,Hot
2018-05-18,129,0,Spring,Yes,6,724,624,674,26,20.2,98,0.5,468,19.8,0,6,0,0,3,1,0,Hot
2018-05-18,116,1,Spring,Yes,2.5,565,480,522.5,35,20,98,1.8,589,19.6,0,2.5,0,0,3,1,0,Warm
2018-05-18,48,2,Spring,Yes,1,378,352,365,129,19.3,97,1.8,523,18.8,0,1,0,0,4,1,0,Warm
2018-05-18,47,3,Spring,Yes,1,252,224,238,116,19,97,1.5,278,18.5,0,1,0,0,4,1,0,Warm
2018-05-18,22,4,Spring,Yes,0.5,154,138,146,48,18.8,98,1.5,237,18.4,0,0.5,0,0,4,1,0,Warm
2018-05-18,29,5,Spring,Yes,2,223,186,204.5,47,18.3,98,1.6,320,17.9,0,2,0,0,4,1,0,Warm
2018-05-18,77,6,Spring,Yes,1,486,521,503.5,22,18.1,98,1.7,223,17.7,0,1,0,0,4,1,0,Warm
2018-05-18,210,7,Spring,Yes,0.5,1156,1260,1208,29,17.8,98,1,457,17.4,0,0.5,0,0,4,1,1,Warm
2018-05-18,400,8,Spring,Yes,0,1881,2041,1961,77,17.4,98,0.3,234,17,0,0,0,0,4,1,1,Warm
2018-05-18,427,9,Spring,Yes,0.5,850,1155,1002.5,210,16.6,98,0.6,219,16.2,0.01,0.5,0,0,4,1,0,Warm
2018-05-18,454,10,Spring,Yes,0,816,864,840,400,16.4,98,0.3,514,16,0.11,0,0,0,4,1,0,Warm
2018-05-18,352,11,Spring,Yes,0.5,972,1021,996.5,427,16.6,98,0.6,301,16.2,0.18,0.5,0,0,4,1,0,Warm
2018-05-18,185,12,Spring,Yes,0,1161,1206,1183.5,454,16.3,97,1,693,15.8,0.37,0,0,0,4,1,0,Warm
2018-05-18,509,13,Spring,Yes,0,1177,1222,1199.5,352,16.6,96,0.7,539,15.9,0.41,0,0,0,4,1,0,Warm
2018-05-18,697,14,Spring,Yes,0,1174,1266,1220,185,16.6,96,0.8,430,15.9,0.34,0,0,0,4,1,0,Warm
2018-05-18,906,15,Spring,Yes,0.5,1295,1323,1309,509,16.7,93,1,1373,15.5,0.72,0.5,0,0,4,1,0,Warm
2018-05-18,1182,16,Spring,Yes,0,1496,1501,1498.5,697,16.7,88,1.5,1760,14.6,0.72,0,0,0,4,1,0,Warm
2018-05-18,1551,17,Spring,Yes,0,1863,1857,1860,906,16.7,85,1.2,2000,14.1,0.49,0,0,0,4,1,1,Warm
2018-05-18,2261,18,Spring,Yes,0,2701,2661,2681,1182,17,82,1.9,2000,13.8,0.84,0,0,0,4,1,1,Warm
2018-05-18,1751,19,Spring,Yes,0,1999,1890,1944.5,1551,17.2,81,1.2,2000,13.9,0.57,0,0,0,4,1,1,Warm
2018-05-18,1386,20,Spring,Yes,0,941,1389,1165,2261,17.5,79,1.5,2000,13.8,0.57,0,0,0,4,1,0,Warm
2018-05-18,1263,21,Spring,Yes,0,1644,1298,1471,1751,17,76,1.5,2000,12.7,0.29,0,0,0,4,1,0,Warm
2018-05-18,1221,22,Spring,Yes,0,1556,1256,1406,1386,16.2,76,2.1,2000,11.9,0.02,0,0,0,4,1,0,Warm
2018-05-18,864,23,Spring,Yes,0,1185,935,1060,1263,15.3,73,2.3,2000,10.4,0,0,0,0,4,1,0,Warm
2018-05-19,689,0,Spring,Yes,0,862,796,829,1221,14.2,73,1.9,2000,9.4,0,0,0,0,4,1,0,Warm
2018-05-19,676,1,Spring,Yes,0,669,716,692.5,864,13.2,68,1.8,2000,7.4,0,0,0,0,4,1,0,Warm
2018-05-19,526,2,Spring,Yes,0,416,508,462,689,12.2,67,1.2,2000,6.2,0,0,0,0,5,0,0,Warm
2018-05-19,320,3,Spring,Yes,0,358,392,375,676,11.4,74,1.3,2000,6.9,0,0,0,0,5,0,0,Warm
2018-05-19,213,4,Spring,Yes,0,207,252,229.5,526,11.1,74,1.9,2000,6.6,0,0,0,0,5,0,0,Warm
2018-05-19,198,5,Spring,Yes,0,70,190,130,320,10.7,73,1.3,2000,6,0,0,0,0,5,0,0,Warm
2018-05-19,234,6,Spring,Yes,0,37,247,142,213,10.5,73,1.2,2000,5.8,0,0,0,0,5,0,0,Warm
2018-05-19,436,7,Spring,Yes,0,43,352,197.5,198,10.4,71,1.1,2000,5.3,0,0,0,0,5,0,0,Warm
2018-05-19,766,8,Spring,Yes,0,20,579,299.5,234,10.5,70,1,2000,5.2,0.03,0,0,0,5,0,0,Warm
2018-05-19,932,9,Spring,Yes,0,16,759,387.5,436,11.4,0,1.4,2000,4.5,0.46,0,0,0,5,0,0,Warm
2018-05-19,1051,10,Spring,Yes,0,6,877,441.5,766,13.7,57,1.4,2000,5.3,1.28,0,0,0,5,0,0,Warm
2018-05-19,1290,11,Spring,Yes,0,18,1024,521,932,15.7,49,1.6,2000,5,2,0,0,0,5,0,0,Warm
2018-05-19,1573,12,Spring,Yes,0,11,1258,634.5,1051,17.2,45,2.1,2000,5.1,2.61,0,0,0,5,0,0,Warm
2018-05-19,1865,13,Spring,Yes,0,19,1408,713.5,1290,19,44,1.4,2000,6.4,3.12,0,0,0,5,0,0,Warm
2018-05-19,2128,14,Spring,Yes,0,22,1669,845.5,1573,20.5,42,2.1,2000,7.1,3.42,0,0,0,5,0,0,Hot
2018-05-19,2268,15,Spring,Yes,0,17,1837,927,1865,21.9,39,2,2000,7.3,3.52,0,0,1,5,0,0,Hot
2018-05-19,2479,16,Spring,Yes,0,34,1223,628.5,2128,22.8,39,2.6,1983,8.1,3.39,0,0,1,5,0,0,Hot
2018-05-19,2355,17,Spring,Yes,0,24,2014,1019,2268,23.9,37,1.6,2000,8.3,3.07,0,0,1,5,0,0,Hot
2018-05-19,2439,18,Spring,Yes,0,22,1929,975.5,2479,24.5,34,1.5,2000,7.5,2.54,0,0,1,5,0,0,Hot
2018-05-19,2140,19,Spring,Yes,0,29,1753,891,2355,24.5,35,1.8,1927,8,1.93,0,0,1,5,0,0,Hot
2018-05-19,1872,20,Spring,Yes,0,29,1562,795.5,2439,24,34,1.7,2000,7.1,1.22,0,0,1,5,0,0,Hot
2018-05-19,1780,21,Spring,Yes,0,25,1551,788,2140,22.6,34,1.5,2000,5.9,0.51,0,0,1,5,0,0,Hot
2018-05-19,1595,22,Spring,Yes,0,30,1360,695,1872,20.9,34,1.4,2000,4.4,0.03,0,0,1,5,0,0,Hot
2018-05-19,1169,23,Spring,Yes,0,50,1097,573.5,1780,19.5,34,1.3,2000,3.2,0,0,0,1,5,0,0,Warm
2018-05-20,986,0,Spring,Yes,0,145,733,439,1595,18.4,34,1.2,2000,2.2,0,0,0,1,5,0,0,Warm
2018-05-20,713,1,Spring,Yes,0,178,181,179.5,1169,17.1,37,1.3,2000,2.2,0,0,0,1,5,0,0,Warm
2018-05-20,473,2,Spring,Yes,0,189,74,131.5,986,15.8,41,1.2,2000,2.5,0,0,0,0,6,0,0,Warm
2018-05-20,347,3,Spring,Yes,0,141,43,92,713,14.7,43,1.2,2000,2.2,0,0,0,0,6,0,0,Warm
2018-05-20,205,4,Spring,Yes,0,83,16,49.5,473,13.9,43,0.9,2000,1.5,0,0,0,0,6,0,0,Warm
2018-05-20,160,5,Spring,Yes,0,72,11,41.5,347,13.5,41,1,2000,0.4,0,0,0,0,6,0,0,Warm
2018-05-20,190,6,Spring,Yes,0,139,7,73,205,12.8,44,0.8,2000,0.8,0,0,0,0,6,0,0,Warm
2018-05-20,341,7,Spring,Yes,0,220,16,118,160,12.1,47,1.6,2000,1.1,0,0,0,0,6,0,0,Warm
2018-05-20,524,8,Spring,Yes,0,397,16,206.5,190,11.6,46,0.8,2000,0.3,0.05,0,0,0,6,0,0,Warm
2018-05-20,676,9,Spring,Yes,0,579,12,295.5,341,12.3,43,0.6,2000,0,0.3,0,0,0,6,0,0,Warm
2018-05-20,899,10,Spring,Yes,0,716,13,364.5,524,14.1,38,1,2000,0,0.72,0,0,1,6,0,0,Warm
2018-05-20,1013,11,Spring,Yes,0,993,10,501.5,676,16,34,1.3,2000,0.1,1,0,0,1,6,0,0,Warm
2018-05-20,1313,12,Spring,Yes,0,1434,71,752.5,899,17,37,1.4,2000,2.1,0.94,0,0,1,6,0,0,Warm
2018-05-20,1559,13,Spring,Yes,0,1839,211,1025,1013,18.7,30,1.9,2000,0.7,1.66,0,0,1,6,0,0,Warm
2018-05-20,1680,14,Spring,Yes,0,2055,384,1219.5,1313,18.8,31,1.2,2000,1.2,0.92,0,0,1,6,0,0,Warm
2018-05-20,1999,15,Spring,Yes,0,2329,770,1549.5,1559,19.9,33,1.4,2000,3.1,1.28,0,0,1,6,0,0,Warm
2018-05-20,2143,16,Spring,Yes,0,2379,1482,1930.5,1680,20.3,30,1.8,2000,2.1,1.01,0,0,1,6,0,0,Hot
2018-05-20,2310,17,Spring,Yes,0,2410,1737,2073.5,1999,21,28,1.7,2000,1.7,1.16,0,0,1,6,0,0,Hot
2018-05-20,2403,18,Spring,Yes,0,2338,1848,2093,2143,22.2,23,2.2,2000,0,1.66,0,0,1,6,0,0,Hot
2018-05-20,2145,19,Spring,Yes,0,2023,1639,1831,2310,22.4,23,2.4,2000,0.2,1.89,0,0,1,6,0,0,Hot
2018-05-20,1846,20,Spring,Yes,0,1714,1526,1620,2403,22.2,22,1.8,2000,-0.5,1.25,0,0,1,6,0,0,Hot
2018-05-20,1636,21,Spring,Yes,0,1571,1450,1510.5,2145,20.8,24,2,2000,-0.5,0.56,0,0,1,6,0,0,Hot
2018-05-20,1325,22,Spring,Yes,0,1155,1290,1222.5,1846,19,26,1.5,2000,-0.9,0.02,0,0,1,6,0,0,Warm
2018-05-20,943,23,Spring,Yes,0,814,1016,915,1636,17.8,26,1.3,2000,-1.9,0,0,0,1,6,0,0,Warm
2018-05-21,666,0,Spring,Yes,0,581,778,679.5,1325,16.8,29,1.2,2000,-1.3,0,0,0,1,6,0,0,Warm
2018-05-21,420,1,Spring,Yes,0,377,609,493,943,15.8,30,1.1,2000,-1.7,0,0,0,1,6,0,0,Warm
2018-05-21,262,2,Spring,Yes,0,241,404,322.5,666,15.3,29,1.3,2000,-2.6,0,0,0,1,0,1,0,Warm
2018-05-21,165,3,Spring,Yes,0,167,249,208,420,14.5,31,1.1,2000,-2.4,0,0,0,1,0,1,0,Warm
2018-05-21,113,4,Spring,Yes,0,121,185,153,262,13.9,0,0.9,2000,-2.1,0,0,0,0,0,1,0,Warm
2018-05-21,200,5,Spring,Yes,0,199,170,184.5,165,13,0,0.8,2000,-2.5,0,0,0,0,0,1,0,Warm
2018-05-21,467,6,Spring,Yes,0,552,221,386.5,113,12.4,0,0.8,2000,-3.4,0,0,0,0,0,1,0,Warm
2018-05-21,1135,7,Spring,Yes,0,1251,389,820,200,11.9,0,1.3,2000,-2.7,0,0,0,0,0,1,1,Warm
2018-05-21,1785,8,Spring,Yes,0,1997,600,1298.5,467,11.4,0,0.9,2000,-2,0.03,0,0,0,0,1,1,Warm
2018-05-21,1118,9,Spring,Yes,0,1106,737,921.5,1135,12.3,0,0.9,1989,-2.7,0.48,0,0,0,0,1,0,Warm
2018-05-21,962,10,Spring,Yes,0,779,895,837,1785,15.3,30,1.3,2000,-2.2,1.3,0,0,1,0,1,0,Warm
2018-05-21,1129,11,Spring,Yes,0,946,1167,1056.5,1118,17.7,27,1.3,2000,-1.5,2.02,0,0,1,0,1,0,Warm
2018-05-21,1373,12,Spring,Yes,0,1095,1414,1254.5,962,19.3,27,1.4,2000,-0.1,2.63,0,0,1,0,1,0,Warm
2018-05-21,1456,13,Spring,Yes,0,1051,1665,1358,1129,20.9,27,1.7,2000,1.1,3.11,0,0,1,0,1,0,Hot
2018-05-21,1483,14,Spring,Yes,0,1124,1970,1547,1373,21.8,31,2.1,2000,3.9,3.39,0,0,1,0,1,0,Hot
2018-05-21,1612,15,Spring,Yes,0,1171,2191,1681,1456,22.8,31,1.9,1923,4.7,3.49,0,0,1,0,1,0,Hot
2018-05-21,1820,16,Spring,Yes,0,1433,2213,1823,1483,23.4,36,2.8,1947,7.4,3.11,0,0,1,0,1,0,Hot
2018-05-21,2214,17,Spring,Yes,0,1891,2392,2141.5,1612,23.3,38,1.5,1963,8.1,2.13,0,0,1,0,1,1,Hot
2018-05-21,3069,18,Spring,Yes,0,2906,2268,2587,1820,22.7,42,1.9,2000,9.1,1.13,0,0,0,0,1,1,Hot
2018-05-21,2450,19,Spring,Yes,0,2236,1664,1950,2214,22.2,45,2.4,2000,9.6,0.83,0,0,0,0,1,1,Hot
2018-05-21,2167,20,Spring,Yes,0,1965,1912,1938.5,3069,21.6,48,2.5,1884,10.1,0.61,0,0,0,0,1,0,Hot
2018-05-21,2065,21,Spring,Yes,0,1885,1717,1801,2450,19.5,56,1.6,1600,10.4,0.29,0,0,0,0,1,0,Warm
2018-05-21,1832,22,Spring,Yes,0,1648,1336,1492,2167,18.4,59,2.6,1476,10.2,0.04,0,0,0,0,1,0,Warm
2018-05-21,1273,23,Spring,Yes,0,1071,994,1032.5,2065,17.7,63,0.5,1324,10.5,0,0,0,0,0,1,0,Warm
2018-05-22,957,0,Spring,Yes,0,764,712,738,1832,16.9,65,0.3,1281,10.2,0,0,0,0,0,0,0,Warm
2018-05-22,810,1,Spring,Yes,0,563,430,496.5,1273,16.3,70,0.7,1293,10.8,0,0,0,0,0,0,0,Warm
2018-05-22,590,2,Spring,Yes,0,372,287,329.5,957,16,71,0.5,1299,10.7,0,0,0,0,1,0,0,Warm
2018-05-22,406,3,Spring,Yes,0,241,194,217.5,810,15.9,71,1.1,1312,10.6,0,0,0,0,1,0,0,Warm
2018-05-22,248,4,Spring,Yes,0,170,155,162.5,590,15.7,74,1,1313,11,0,0,0,0,1,0,0,Warm
2018-05-22,182,5,Spring,Yes,0,182,200,191,406,15.5,0,0.7,1420,10.4,0,0,0,0,1,0,0,Warm
2018-05-22,277,6,Spring,Yes,0,562,555,558.5,248,15.6,0,0.5,1502,10.5,0,0,0,0,1,0,0,Warm
2018-05-22,443,7,Spring,Yes,0,1239,1280,1259.5,182,15.7,0,0.6,1610,10.6,0,0,0,0,1,0,0,Warm
2018-05-22,694,8,Spring,Yes,0,2059,1976,2017.5,277,15.5,0,0.5,1691,10.4,0.06,0,0,0,1,0,0,Warm
2018-05-22,912,9,Spring,Yes,0,1148,1128,1138,443,16.3,69,0.7,1750,10.5,0.34,0,0,0,1,0,0,Warm
2018-05-22,1119,10,Spring,Yes,0,832,792,812,694,18.2,63,0.8,1731,11,1,0,0,0,1,0,0,Warm
2018-05-22,1438,11,Spring,Yes,0,944,956,950,912,19.3,62,0.8,1894,11.8,1.14,0,0,0,1,0,0,Warm
2018-05-22,1798,12,Spring,Yes,0,1058,1135,1096.5,1119,20.7,55,1.8,1698,11.3,1.43,0,0,0,1,0,0,Hot
2018-05-22,2000,13,Spring,Yes,0,1080,1117,1098.5,1438,21.9,55,1.4,1820,12.4,1.87,0,0,0,1,0,0,Hot
2018-05-22,1407,14,Spring,Yes,0,1092,1096,1094,1798,22.9,51,1.1,1591,12.2,1.8,0,0,0,1,0,0,Hot
2018-05-22,163,15,Spring,Yes,0,1210,1267,1238.5,2000,22.7,52,1,1399,12.3,0.94,0,0,0,1,0,0,Hot
2018-05-22,86,16,Spring,Yes,0,1458,1457,1457.5,1407,22.8,53,1.4,1630,12.7,0.98,0,0,0,1,0,0,Hot
2018-05-22,50,17,Spring,Yes,0.1,1951,2020,1985.5,163,21.1,72,2.7,663,15.8,0.31,0.1,0,0,1,0,0,Hot
2018-05-22,30,18,Spring,Yes,0.4,2915,2142,2528.5,86,19.5,80,1.2,553,15.9,0.53,0.4,0,0,1,0,0,Warm
2018-05-22,45,19,Spring,Yes,1,2248,2241,2244.5,50,18.6,84,1.8,499,15.8,0.28,1,0,0,1,0,0,Warm
2018-05-22,30,20,Spring,Yes,2,1958,1726,1842,30,17.9,93,1.2,258,16.7,0.13,2,0,0,1,0,0,Warm
2018-05-22,58,21,Spring,Yes,1.5,1944,1513,1728.5,45,17.6,93,0.3,331,16.4,0.06,1.5,0,0,1,0,0,Warm
2018-05-22,29,22,Spring,Yes,0.5,1640,1283,1461.5,30,17.2,85,1.4,467,14.6,0,0.5,0,0,1,0,0,Warm
2018-05-22,18,23,Spring,Yes,0.5,848,767,807.5,58,17,85,1.1,597,14.4,0,0.5,0,0,1,0,0,Warm
2018-05-23,32,0,Spring,Yes,0.5,662,552,607,29,16.8,87,0.6,447,14.6,0,0.5,0,0,1,1,0,Warm
2018-05-23,25,1,Spring,Yes,2.5,502,34,268,18,16.3,96,1.1,198,15.6,0,2.5,0,0,1,1,0,Warm
2018-05-23,34,2,Spring,Yes,3.5,145,245,195,32,15.8,97,2.4,181,15.3,0,3.5,0,0,2,1,0,Warm
2018-05-23,43,3,Spring,Yes,3,166,187,176.5,25,15.3,97,3.2,178,14.8,0,3,0,0,2,1,0,Warm
2018-05-23,59,4,Spring,Yes,3,124,114,119,34,15,97,2.5,236,14.5,0,3,0,0,2,1,0,Warm
2018-05-23,152,5,Spring,Yes,0.5,52,203,127.5,43,14.9,96,2.2,636,14.2,0,0.5,0,0,2,1,0,Warm
2018-05-23,436,6,Spring,Yes,0,135,556,345.5,59,15,97,1.4,1827,14.5,0,0,0,0,2,1,0,Warm
2018-05-23,1241,7,Spring,Yes,0,367,1333,850,152,14.6,87,2.2,2000,12.4,0,0,0,0,2,1,1,Warm
2018-05-23,2035,8,Spring,Yes,0,291,2068,1179.5,436,13.9,83,3.2,2000,11,0.04,0,0,0,2,1,1,Warm
2018-05-23,1125,9,Spring,Yes,0,97,928,512.5,1241,13.6,75,1.6,1987,9.2,0.47,0,0,0,2,1,0,Warm
2018-05-23,871,10,Spring,Yes,0,81,954,517.5,2035,14.6,70,3.1,2000,9.1,1.28,0,0,0,2,1,0,Warm
2018-05-23,1012,11,Spring,Yes,0,243,1015,629,1125,16,60,1.9,1992,8.2,1.98,0,0,0,2,1,0,Warm
2018-05-23,1216,12,Spring,Yes,0,59,1242,650.5,871,17.9,56,3.3,1919,8.9,2.63,0,0,0,2,1,0,Warm
2018-05-23,1167,13,Spring,Yes,0,151,1188,669.5,1012,18.9,42,3.8,2000,5.6,3.13,0,0,0,2,1,0,Warm
2018-05-23,1183,14,Spring,Yes,0,248,1186,717,1216,20.1,37,4,1910,4.9,3.44,0,0,1,2,1,0,Hot
2018-05-23,1332,15,Spring,Yes,0,240,1324,782,1167,20.9,33,3.9,1853,4,3.52,0,0,1,2,1,0,Hot
2018-05-23,1563,16,Spring,Yes,0,223,1603,913,1183,22,33,3.4,1966,4.9,3.41,0,0,1,2,1,0,Hot
2018-05-23,2069,17,Spring,Yes,0,304,2034,1169,1332,23,29,2.9,1876,3.9,3.11,0,0,1,2,1,1,Hot
2018-05-23,3123,18,Spring,Yes,0,562,3130,1846,1563,23,33,4.2,1880,5.8,2.57,0,0,1,2,1,1,Hot
2018-05-23,2454,19,Spring,Yes,0,404,2405,1404.5,2069,22.4,39,3.2,1943,7.7,1.9,0,0,1,2,1,1,Hot
2018-05-23,2001,20,Spring,Yes,0,338,1979,1158.5,3123,21.7,40,3.5,1987,7.4,1.18,0,0,1,2,1,0,Hot
2018-05-23,1833,21,Spring,Yes,0,398,1940,1169,2454,18.8,52,3.4,2000,8.7,0.49,0,0,0,2,1,0,Warm
2018-05-23,1588,22,Spring,Yes,0,399,1602,1000.5,2001,16.7,61,1.9,2000,9.1,0.05,0,0,0,2,1,0,Warm
2018-05-23,1080,23,Spring,Yes,0,225,1073,649,1833,15.4,61,1.1,1959,7.9,0,0,0,0,2,1,0,Warm
2018-05-24,778,0,Spring,Yes,0,118,0,59,1588,14.8,59,1,1740,6.8,0,0,0,0,2,1,0,Warm
2018-05-24,578,1,Spring,Yes,0,144,0,72,1080,14.6,54,1.5,1596,5.3,0,0,0,0,2,1,0,Warm
2018-05-24,385,2,Spring,Yes,0,78,0,39,778,13.7,51,1.3,1651,3.7,0,0,0,0,3,1,0,Warm
2018-05-24,265,3,Spring,Yes,0,38,0,19,578,12.9,62,0.6,1557,5.7,0,0,0,0,3,1,0,Warm
2018-05-24,161,4,Spring,Yes,0,51,0,25.5,385,12.5,54,0.7,1500,3.4,0,0,0,0,3,1,0,Warm
2018-05-24,205,5,Spring,Yes,0,54,0,27,265,12.1,64,0.8,1538,5.4,0,0,0,0,3,1,0,Warm
2018-05-24,530,6,Spring,Yes,0,69,0,34.5,161,11.7,64,1.6,1578,5.1,0,0,0,0,3,1,0,Warm
2018-05-24,1390,7,Spring,Yes,0,80,0,40,205,11.3,64,1.2,1634,4.7,0,0,0,0,3,1,1,Warm
2018-05-24,2081,8,Spring,Yes,0,152,0,76,530,11.4,67,1,1600,5.4,0.04,0,0,0,3,1,1,Warm
2018-05-24,1226,9,Spring,Yes,0,28,0,14,1390,12.5,61,1.3,1818,5.1,0.42,0,0,0,3,1,0,Warm
2018-05-24,880,10,Spring,Yes,0,141,0,70.5,2081,15.2,50,1.6,1530,4.8,1.1,0,0,0,3,1,0,Warm
2018-05-24,922,11,Spring,Yes,0,182,0,91,1226,17.6,30,1.1,1531,0,1.79,0,0,1,3,1,0,Warm
2018-05-24,1087,12,Spring,Yes,0,467,0,233.5,880,19.9,27,2.7,1775,0.3,2.44,0,0,1,3,1,0,Warm
2018-05-24,1078,13,Spring,Yes,0,592,0,296,922,21.5,30,2.9,1779,3.1,2.92,0,0,1,3,1,0,Hot
2018-05-24,1059,14,Spring,Yes,0,352,0,176,1087,22.1,36,5.3,1696,6.3,3.2,0,0,1,3,1,0,Hot
2018-05-24,1174,15,Spring,Yes,0,186,0,93,1078,23.3,35,3.7,1874,6.9,3.28,0,0,1,3,1,0,Hot
2018-05-24,1455,16,Spring,Yes,0,102,0,51,1059,23.2,36,4.9,1597,7.2,3.18,0,0,1,3,1,0,Hot
2018-05-24,1863,17,Spring,Yes,0,131,0,65.5,1174,23.5,36,3.2,1786,7.5,2.91,0,0,1,3,1,1,Hot
2018-05-24,2825,18,Spring,Yes,0,431,0,215.5,1455,23.5,36,4,1763,7.5,2.42,0,0,1,3,1,1,Hot
2018-05-24,2334,19,Spring,Yes,0,29,0,14.5,1863,23.4,38,2.7,1885,8.2,1.76,0,0,1,3,1,1,Hot
2018-05-24,1902,20,Spring,Yes,0,17,0,8.5,2825,22.6,39,2.8,1655,7.9,1.1,0,0,1,3,1,0,Hot
2018-05-24,1838,21,Spring,Yes,0,18,0,9,2334,21.1,44,2.6,1512,8.3,0.41,0,0,0,3,1,0,Hot
2018-05-24,1678,22,Spring,Yes,0,26,0,13,1902,20,46,2.6,1414,8,0.05,0,0,0,3,1,0,Warm
2018-05-24,1087,23,Spring,Yes,0,35,0,17.5,1838,19.3,50,1.7,1381,8.6,0,0,0,0,3,1,0,Warm
2018-05-25,831,0,Spring,Yes,0,129,724,426.5,1678,18.6,54,2.3,1328,9,0,0,0,0,3,1,0,Warm
2018-05-25,610,1,Spring,Yes,0,116,565,340.5,1087,18.1,56,1.6,1095,9.1,0,0,0,0,3,1,0,Warm
2018-05-25,437,2,Spring,Yes,0,48,378,213,831,17.6,57,1.8,943,8.9,0,0,0,0,4,1,0,Warm
2018-05-25,286,3,Spring,Yes,0,47,252,149.5,610,16.9,61,1,844,9.3,0,0,0,0,4,1,0,Warm
2018-05-25,188,4,Spring,Yes,0,22,154,88,437,16.1,70,0.6,787,10.6,0,0,0,0,4,1,0,Warm
2018-05-25,201,5,Spring,Yes,0,29,223,126,286,15.4,71,0.5,780,10.1,0,0,0,0,4,1,0,Warm
2018-05-25,531,6,Spring,Yes,0,77,486,281.5,188,14.8,71,0.4,700,9.5,0,0,0,0,4,1,0,Warm
2018-05-25,1250,7,Spring,Yes,0,210,1156,683,201,14.3,75,0.6,635,9.9,0,0,0,0,4,1,1,Warm
2018-05-25,1996,8,Spring,Yes,0,400,1881,1140.5,531,13.8,74,0.7,644,9.2,0.05,0,0,0,4,1,1,Warm
2018-05-25,1121,9,Spring,Yes,0,427,850,638.5,1250,14.4,66,1.1,704,8.1,0.42,0,0,0,4,1,0,Warm
2018-05-25,819,10,Spring,Yes,0,454,816,635,1996,17.1,57,1.7,792,8.5,1.21,0,0,0,4,1,0,Warm
2018-05-25,959,11,Spring,Yes,0,352,972,662,1121,19.5,44,1.3,995,6.9,1.88,0,0,0,4,1,0,Warm
2018-05-25,1082,12,Spring,Yes,0,185,1161,673,819,21.4,30,2.5,1730,3,2.53,0,0,1,4,1,0,Hot
2018-05-25,1106,13,Spring,Yes,0,509,1177,843,959,23.1,30,2.5,1896,4.5,3.01,0,0,1,4,1,0,Hot
2018-05-25,1161,14,Spring,Yes,0,697,1174,935.5,1082,24.4,24,2.9,1811,2.5,3.28,0,0,1,4,1,0,Hot
2018-05-25,1306,15,Spring,Yes,0,906,1295,1100.5,1106,25.6,26,2.7,1747,4.6,3.36,0,0,1,4,1,0,Hot
2018-05-25,1533,16,Spring,Yes,0,1182,1496,1339,1161,26,23,2.3,1923,3.2,2.92,0,0,1,4,1,0,Hot
2018-05-25,2013,17,Spring,Yes,0,1551,1863,1707,1306,25.1,25,2.7,1959,3.6,2.2,0,0,1,4,1,1,Hot
2018-05-25,2916,18,Spring,Yes,0,2261,2701,2481,1533,24.3,27,4.1,1892,4,1.78,0,0,1,4,1,1,Hot
2018-05-25,2227,19,Spring,Yes,0,1751,1999,1875,2013,23.6,28,3.1,1844,4,1.26,0,0,1,4,1,1,Hot
2018-05-25,1905,20,Spring,Yes,0,1386,941,1163.5,2916,23.3,32,2.6,1772,5.6,1.05,0,0,1,4,1,0,Hot
2018-05-25,1740,21,Spring,Yes,0,1263,1644,1453.5,2227,22,40,1.6,1658,7.7,0.47,0,0,1,4,1,0,Hot
2018-05-25,1630,22,Spring,Yes,0,1221,1556,1388.5,1905,20.4,45,2,1457,8,0.06,0,0,0,4,1,0,Hot
2018-05-25,1209,23,Spring,Yes,0,864,1185,1024.5,1740,19.1,50,1.4,1378,8.4,0,0,0,0,4,1,0,Warm
2018-05-26,987,0,Spring,Yes,0,689,862,775.5,1630,18.3,54,1.7,1394,8.8,0,0,0,0,4,1,0,Warm
2018-05-26,837,1,Spring,Yes,0,676,669,672.5,1209,17.6,55,0.5,1362,8.4,0,0,0,0,4,1,0,Warm
