x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,amount,fraud
1.949,-0.503,-0.024,-0.079,-0.034,0.944,-0.005,0.496,0.375,-0.021,-0.417,-1.32,0.384,-0.002,-0.582,0.124,-0.072,-0.035,76.0,0
2.016,0.618,0.833,-1.949,-0.457,0.583,-0.769,0.797,-0.403,-0.15,-0.078,-0.075,-0.071,-0.397,0.369,-0.511,0.024,0.016,28.0,0
-6.37,3.306,0.175,0.232,-3.421,7.937,-1.14,0.406,-0.1,2.944,-1.614,0.388,-0.364,0.48,0.155,-0.535,-4.788,-3.697,12.33,0
-0.225,-0.258,-0.951,-1.359,-0.007,-0.42,-0.542,-0.493,-0.75,0.095,0.377,1.09,-0.038,0.878,0.059,-0.209,0.212,0.021,19.95,0
-0.576,-0.848,-1.328,3.002,0.809,1.213,0.23,0.516,1.679,0.694,0.43,1.54,0.55,-0.944,-0.988,0.931,0.269,0.216,258.0,0
-2.009,-0.798,0.497,0.973,1.137,0.715,0.068,0.714,-1.294,0.328,0.444,1.007,0.25,-0.998,-0.223,-0.726,0.341,-0.016,138.63,0
0.143,0.987,0.9,-0.75,-0.047,0.051,-0.636,-0.119,-0.284,-0.03,-0.346,-0.87,0.103,0.482,-0.454,0.122,0.222,0.082,2.28,0
-2.294,1.184,-1.041,0.458,-1.687,0.572,-0.376,0.124,-0.185,0.296,-1.079,0.882,-0.012,0.012,0.344,-0.827,-0.568,-0.311,1.0,0
-0.798,1.227,-0.373,-0.964,0.363,-0.559,0.073,0.814,0.008,0.016,-0.178,-0.613,0.05,0.359,-0.168,0.073,0.138,0.051,10.74,0
1.16,-1.248,-2.167,-0.272,0.178,0.324,-1.094,0.932,-0.97,-0.401,-0.178,-0.127,0.004,0.394,-0.067,1.147,-0.015,0.037,85.88,0
-8.486,-8.27,6.531,-3.015,1.015,0.521,-0.63,0.283,-2.925,-0.958,-0.083,-0.659,-3.399,-0.607,-0.234,-0.51,1.489,-2.491,6.3,0
-0.719,1.374,-0.208,-1.037,0.316,-0.667,0.873,0.781,-0.103,0.073,-0.206,-0.648,0.044,0.352,-0.111,0.071,0.124,0.031,8.99,0
-7.005,-2.258,-4.005,0.95,-0.106,0.756,-0.096,-0.285,0.989,-3.677,-1.353,-0.504,-0.139,0.716,-0.416,0.395,-3.026,1.638,407.7,0
0.855,-2.267,-1.363,-0.52,-0.233,1.049,0.091,0.629,-0.24,1.012,0.138,-0.843,-0.107,-0.003,-0.853,0.212,-0.148,0.06,602.55,0
1.429,-1.199,-1.462,-0.524,-0.031,-1.926,-0.585,0.012,0.164,-0.301,-0.174,-0.278,-0.037,-0.034,0.352,-0.204,0.012,0.012,50.0,0
-1.536,0.303,0.197,0.688,0.216,-1.103,0.277,0.211,-0.454,-0.712,-0.629,-1.575,-0.089,-1.715,0.033,1.065,-1.23,-0.255,24.8,0
2.12,-0.614,-0.433,-0.252,-0.161,0.628,2.444,-1.386,-0.707,-0.574,-0.485,-0.573,0.32,0.717,-0.335,0.461,-0.074,-0.063,10.0,0
-0.009,0.953,0.477,0.027,-1.667,0.009,0.163,0.669,-0.45,-0.406,1.158,-1.666,-0.094,-1.087,0.777,0.108,0.148,0.22,8.99,0
1.158,-0.335,1.988,3.281,0.753,-0.057,0.043,1.193,0.095,0.192,0.04,-0.183,-0.187,1.052,0.649,0.435,-0.049,0.019,88.95,0
1.051,0.011,0.598,1.58,0.535,-0.286,0.72,1.391,-1.258,-0.171,-0.101,-0.158,0.203,-1.329,-0.066,0.224,0.041,-0.008,3.94,0
1.702,-0.87,-0.867,-0.622,-0.152,1.016,0.452,0.872,-0.413,0.16,0.274,0.577,0.023,-0.049,-0.359,0.527,-0.056,-0.019,170.0,0
-1.434,1.307,-0.319,-0.46,-0.138,1.124,-0.259,0.305,-0.317,0.55,-0.398,-0.495,-0.052,0.009,-0.172,0.008,0.611,0.271,49.99,0
-1.077,0.907,0.178,0.544,0.601,-0.848,1.235,1.798,0.489,0.191,0.287,0.666,-0.336,-0.714,0.439,0.006,0.001,-0.028,36.0,0
1.18,0.028,-0.899,-0.614,-0.119,1.77,1.821,0.659,-0.571,-0.075,-0.152,-0.228,0.058,0.355,0.118,0.341,-0.039,0.024,29.5,0
1.685,-0.779,-0.747,0.238,0.2,1.363,-1.072,0.858,-0.615,-0.013,0.101,0.05,0.183,0.502,-0.388,-0.789,0.039,0.006,144.0,0
2.098,-0.213,0.426,-0.379,-0.064,0.676,-1.585,0.359,0.408,-0.318,0.211,0.668,-0.119,-1.168,0.309,-0.05,-0.033,-0.084,1.53,0
-0.011,0.244,-0.353,-0.264,0.005,0.467,0.568,-0.1,-0.527,-0.003,0.277,0.889,0.032,-0.024,-0.498,0.498,0.042,0.052,64.99,0
2.175,-0.991,-0.831,-0.065,-0.033,0.118,1.257,0.269,0.383,0.07,0.453,1.435,0.058,0.497,-0.017,0.024,0.023,-0.041,14.4,0
-1.007,1.091,-0.306,-0.482,0.334,-0.408,-0.115,-0.172,-0.961,-0.222,0.115,0.217,-0.092,0.488,-0.278,-0.784,-0.296,-0.155,0.0,0
1.232,0.111,0.315,0.538,0.253,0.083,-1.252,0.811,0.009,-0.215,-0.069,-0.23,-0.128,-1.194,0.549,-0.349,0.025,-0.003,2.5,0
-1.678,-2.531,-1.192,0.237,-0.042,-2.598,0.334,-1.411,0.068,0.999,0.096,-0.48,1.102,-0.598,0.375,-0.376,-0.112,0.137,521.54,0
-0.123,1.158,-0.03,0.524,-0.17,-0.67,0.181,1.605,0.131,0.038,0.328,1.111,0.135,0.094,-1.542,0.033,-0.242,0.029,20.0,0
2.061,-0.045,0.273,-0.675,-0.346,1.883,1.743,-0.587,0.128,-0.209,-0.467,-1.01,0.253,-0.776,-0.254,0.204,-0.1,-0.07,24.99,0
2.05,-0.028,0.297,-0.719,-0.241,0.277,0.617,0.054,0.132,-0.191,0.283,0.985,-0.062,-0.413,0.296,-0.1,-0.017,-0.072,1.79,0
-1.336,0.618,-1.429,1.699,-5.674,-0.82,0.398,-0.774,-2.63,0.502,-1.945,0.478,-0.149,-0.525,1.394,-0.234,0.083,0.195,50.0,0
1.989,-0.399,2.016,3.514,1.01,1.12,-0.103,1.221,-0.275,-0.107,-0.267,-0.71,0.413,0.57,-0.461,-0.262,0.045,-0.016,0.9,0
-0.414,0.458,0.023,-0.547,0.134,-0.369,-0.688,-0.023,-0.826,-0.152,0.076,0.087,0.021,0.25,-0.415,0.75,-0.055,0.015,20.0,0
2.032,0.268,0.512,-1.095,-0.449,0.118,0.336,-0.578,-0.201,-0.259,0.053,0.409,-0.019,-0.062,0.487,-0.487,-0.011,-0.061,9.9,0
-7.103,-1.707,-31.357,20.38,-5.499,-1.37,0.816,0.949,-2.005,-8.817,-2.719,0.876,-2.042,0.604,0.322,1.268,5.868,-4.072,6239.54,0
0.608,-1.689,-1.208,0.143,0.066,2.155,0.077,0.618,0.871,0.561,0.002,-0.338,-0.328,-0.405,0.293,-0.055,0.003,0.072,336.38,0
1.912,-2.309,-1.465,2.051,0.717,-0.211,0.036,-1.032,-0.522,-0.371,-0.083,0.4,0.238,-1.645,-0.659,-0.084,0.114,-0.045,96.0,0
-0.782,0.557,0.205,0.668,0.386,0.296,-0.725,-0.814,1.658,0.235,-0.326,-0.862,-0.071,0.55,0.368,-0.717,0.112,0.111,69.99,0
-0.358,1.081,0.256,-0.473,0.093,-0.639,0.139,0.212,0.322,0.134,-0.234,-0.633,-0.073,-0.046,-0.146,0.075,0.242,0.085,1.29,0
0.965,-0.889,-1.271,-0.015,0.027,-0.835,0.979,-0.455,-0.877,-0.18,-0.092,0.041,-0.206,0.337,0.466,-0.258,0.051,0.052,158.0,0
-3.118,-2.651,-0.399,-0.282,0.007,0.151,-0.782,-1.677,0.933,-0.661,-0.148,0.541,0.871,-0.002,-0.047,-0.515,-1.031,0.595,120.92,0
1.27,-1.198,-1.48,-0.75,-0.22,-2.069,1.125,0.678,-0.666,-0.13,-0.235,-0.463,0.087,0.393,0.178,-0.343,0.028,0.04,110.99,0
2.339,-1.496,-0.803,0.425,0.122,-1.151,0.059,-0.594,0.494,-0.415,-0.181,-0.058,0.165,-0.386,-0.165,-0.16,0.015,-0.061,6.0,0
2.018,-0.222,-0.119,-0.552,-0.115,1.243,0.095,0.36,0.451,-0.195,-0.467,-1.232,0.474,0.582,-0.357,-1.117,0.027,-0.027,13.56,0
-0.904,0.627,1.171,1.302,0.323,-0.541,-0.185,-1.227,0.063,0.066,-0.064,-0.24,-0.397,-1.715,0.905,-0.309,0.019,0.036,87.0,0
-3.471,-3.833,3.805,-0.78,0.886,0.782,-0.155,-1.447,1.024,1.151,0.118,-0.752,0.49,-0.463,0.59,0.575,-0.146,0.125,74.44,0
-0.436,0.803,3.468,3.089,0.821,-0.424,-0.445,0.594,-1.197,-0.091,0.274,0.697,-0.397,0.629,0.323,-0.193,0.133,0.155,9.39,0
1.193,0.243,0.03,-0.091,0.105,-0.203,0.144,0.673,-0.143,-0.093,-0.23,-0.667,0.106,-0.349,0.156,0.127,-0.011,0.014,1.98,0
-0.715,-0.63,-0.311,1.916,0.78,0.134,0.609,-0.454,-0.187,0.527,0.236,0.161,1.497,-1.719,-2.348,-0.935,0.216,0.302,397.36,0
1.184,-0.488,-0.844,0.148,0.298,1.647,-0.524,0.895,0.614,-0.164,0.04,0.345,-0.054,-0.296,0.426,-0.653,0.103,0.017,1.0,0
1.185,0.365,0.065,-0.699,-0.268,-0.244,1.134,0.792,0.076,0.031,-0.465,-1.438,0.11,-0.169,0.342,-0.83,0.01,0.034,50.36,0
-0.682,0.973,0.49,-0.804,0.283,-0.137,-0.809,-0.085,0.414,-0.297,0.437,1.361,0.085,-0.382,-0.768,-0.223,0.161,0.203,0.99,0
-2.262,-0.717,5.029,-0.933,0.397,-2.224,1.053,-1.315,-0.599,0.821,-0.127,-1.245,0.327,-0.644,-0.061,-0.276,0.043,0.263,10.93,0
-1.366,-1.82,-0.424,-1.099,0.183,-0.478,0.602,-2.487,-0.134,0.878,0.96,2.173,0.612,0.082,-0.888,-0.109,0.362,0.144,306.2,0
2.15,-0.62,-0.309,-0.838,-0.314,-0.765,1.138,-0.143,-0.477,-0.527,-0.082,0.365,0.018,-0.326,0.121,0.229,-0.022,-0.068,18.54,0
-0.405,1.117,0.336,-0.52,0.018,-0.531,0.999,1.048,-0.455,0.144,-0.224,-0.503,0.005,0.048,-0.202,0.099,0.268,0.097,0.89,0
1.447,-0.859,-1.379,-0.973,-0.202,-2.418,0.848,-0.275,0.229,-0.272,-0.568,-1.373,0.287,0.456,0.042,-0.674,0.015,0.02,25.9,0
-0.977,0.678,-0.338,-0.818,0.028,0.143,-1.873,-0.51,-0.314,-0.218,-0.226,-0.727,-0.148,0.673,0.233,0.079,-0.148,0.078,19.99,0
-4.529,-5.402,2.786,-2.118,1.149,-0.949,-0.311,-0.516,-0.452,1.407,0.907,0.602,-0.045,-0.233,-0.406,-0.362,0.121,-0.746,40.0,0
-1.27,-0.324,-0.546,0.913,0.364,0.108,0.518,-1.367,-0.024,0.447,0.013,-0.17,0.243,-0.238,0.201,0.882,-0.076,0.057,208.3,0
-0.504,0.565,0.915,-0.215,0.062,-0.153,-0.247,-2.341,-0.894,-0.234,0.203,0.661,-0.283,0.777,-0.005,0.462,0.045,0.134,9.95,0
-0.84,-0.051,1.589,3.465,1.323,-1.335,-0.107,-0.985,0.751,0.181,0.095,-0.122,-0.07,1.01,0.351,-0.39,-0.055,0.024,66.0,0
1.062,-0.612,-1.108,0.092,0.206,1.268,-0.515,0.009,0.093,-0.029,-0.179,-0.366,0.068,0.151,0.027,0.968,-0.031,0.02,63.22,0
2.115,-0.176,0.534,-0.119,-0.07,0.456,-0.309,-0.502,0.955,-0.202,-0.333,-0.882,0.165,-1.4,-0.164,0.265,-0.08,-0.085,1.98,0
0.775,-0.959,-1.168,0.577,0.435,0.754,-1.558,1.395,-0.61,0.174,0.371,0.623,-0.197,-0.301,0.022,0.491,-0.013,0.044,190.0,0
-1.127,0.907,3.118,3.661,0.855,-0.213,-0.702,-0.984,-1.394,-0.193,0.012,-0.03,-0.574,0.651,1.096,0.396,-0.267,0.032,55.93,0
-0.218,1.033,0.714,-0.225,0.481,-0.206,-1.267,-0.042,0.584,-0.154,0.401,1.157,-0.112,0.091,-0.738,-0.227,0.366,0.248,5.5,0
1.31,-0.991,-0.203,-1.408,-0.501,0.531,0.121,0.949,-0.575,0.586,0.425,0.529,-0.362,-0.005,0.113,-0.145,-0.074,0.039,389.35,0
-0.78,2.849,1.183,-1.279,-0.438,1.565,-0.748,1.595,-0.87,1.239,-0.481,-0.286,0.097,-0.682,-0.145,-0.369,0.778,0.042,0.89,0
-1.764,1.741,-0.891,0.812,-0.016,0.688,3.096,0.584,0.22,0.671,-0.179,0.847,0.065,0.9,0.154,0.476,0.796,0.162,62.98,0
1.266,-0.553,1.466,3.728,0.978,0.781,-0.02,0.318,0.509,0.069,-0.013,0.013,-0.118,1.108,0.508,1.166,-0.044,0.004,17.9,0
-0.578,0.627,0.132,-0.583,-0.125,0.14,-0.133,0.8,-1.041,0.082,-0.103,-0.055,-0.068,0.105,-0.443,0.72,0.108,-0.051,7.68,0
1.247,-1.272,-1.723,1.064,0.628,0.737,-1.795,-1.603,1.056,-0.093,0.177,0.786,-0.093,-0.274,0.361,-0.007,0.087,0.007,4.0,0
-0.149,1.779,1.115,1.276,0.309,-1.925,-0.707,-0.19,1.871,0.398,-0.237,-0.521,0.059,0.014,-0.84,0.03,0.564,0.331,3.08,0
0.041,0.988,0.625,-0.889,-0.352,0.913,2.165,-0.935,0.215,-0.131,-0.29,-0.452,0.104,-0.052,-1.058,0.101,0.145,0.209,0.89,0
1.225,0.178,-0.253,-0.471,-0.049,-0.22,0.469,0.337,0.292,-0.043,-0.221,-0.683,0.074,-0.002,0.235,0.096,-0.034,0.007,9.99,0
0.117,-1.459,-1.114,1.417,0.569,-0.139,-1.505,1.148,-1.99,0.639,0.596,0.637,-0.357,-0.31,-0.152,0.11,-0.021,0.1,458.52,0
1.212,0.24,-0.266,-0.625,-0.014,0.166,-0.703,1.446,-0.551,-0.17,-0.27,-0.79,0.17,0.009,0.112,0.127,-0.013,0.025,1.98,0
0.267,-0.437,1.829,3.195,-0.085,-1.214,0.001,0.269,0.031,0.107,0.982,-0.075,-0.393,1.032,1.039,-0.215,0.133,0.223,75.85,0
2.174,-0.849,-0.033,0.157,0.022,-0.636,0.525,-0.0,1.284,0.1,-0.235,-0.902,0.371,-0.419,-0.467,-0.685,-0.027,-0.053,37.48,0
-1.202,2.001,1.545,-0.29,0.203,-1.017,0.024,0.047,1.015,0.089,-0.06,-0.133,-0.642,-0.018,1.305,-0.187,-0.087,0.073,5.71,0
1.49,-0.416,-0.67,1.097,0.352,-0.33,0.987,-0.758,-1.635,0.143,0.363,0.76,0.06,-0.344,-0.522,-0.048,0.018,0.0,170.26,0
1.804,-0.111,0.674,-0.373,-0.227,-0.148,0.107,-1.21,0.034,-0.034,0.162,0.417,-0.067,0.725,0.421,-0.555,-0.039,-0.047,107.0,0
1.234,0.137,0.25,0.013,0.033,-0.063,-0.785,0.407,0.357,-0.101,0.007,-0.064,-0.267,-0.849,0.773,-0.273,-0.002,0.001,29.89,0
2.061,0.103,0.168,-1.125,-0.411,0.354,1.379,0.609,-0.366,-0.141,0.278,0.997,0.065,1.22,0.285,-0.172,-0.015,-0.045,1.0,0
1.902,-0.664,-0.323,0.322,0.296,1.352,-1.872,0.269,0.464,-0.198,-0.17,-0.617,0.3,-0.008,-0.441,-0.635,0.003,-0.036,54.99,0
-2.081,1.683,0.441,-0.114,-0.15,1.078,-0.253,0.706,-0.204,0.938,-0.598,-0.625,0.1,-0.39,0.133,0.091,0.657,0.232,17.99,0
-0.643,1.697,0.372,-0.681,-0.045,0.012,-0.578,0.111,0.713,0.456,0.009,0.593,-0.025,-0.014,-0.591,-0.451,0.294,-0.112,0.79,0
-0.89,0.994,0.914,-0.821,-1.288,0.434,-0.563,-1.083,-0.449,0.004,0.376,-0.941,-0.121,-0.354,-0.07,0.327,0.036,-0.228,4.0,0
1.813,-0.722,0.359,-1.01,-0.373,0.416,-0.459,-0.593,0.781,0.118,0.241,0.502,-0.14,0.814,0.268,0.815,-0.161,-0.067,160.0,0
-0.302,1.124,-0.008,-0.8,-0.193,-0.915,1.154,1.132,0.565,0.128,0.103,0.367,-0.082,0.731,-0.293,-0.377,0.174,0.161,8.0,0
1.345,-0.919,-0.822,0.709,0.364,-0.393,-0.838,0.891,0.599,0.054,0.377,0.959,-0.226,-1.127,0.433,0.038,0.038,0.0,24.99,0
1.868,1.363,1.24,-0.746,-0.131,-1.552,0.104,-1.374,-1.597,-0.172,-0.301,-0.819,0.207,-0.264,-0.115,-0.241,-0.007,0.017,3.14,1
-0.314,-0.067,-0.829,-0.999,-0.313,-2.507,1.894,-0.368,-0.946,-0.321,-0.074,0.159,-0.085,0.397,-0.236,-0.453,0.015,0.14,15.0,0
1.298,0.326,0.313,-0.072,-0.023,-0.251,1.036,0.402,0.526,0.01,-0.305,-0.874,-0.036,-0.872,0.365,0.148,-0.024,0.01,0.89,0
1.277,0.087,0.079,-0.006,0.04,-0.068,0.108,0.46,0.689,-0.034,-0.374,-1.173,0.041,-0.849,0.216,0.157,-0.046,-0.001,14.18,0
-1.943,-0.641,1.86,-1.608,0.03,-0.395,0.679,-0.944,-0.464,0.37,0.073,-0.155,-0.065,0.394,0.85,-0.424,-0.017,0.096,18.04,0
2.057,-0.328,0.249,0.277,-0.094,1.4,1.465,-1.254,0.541,-0.116,0.202,1.117,-0.181,0.159,0.589,0.076,0.027,-0.054,8.42,0
1.892,-0.439,-0.343,-0.735,-0.195,2.298,0.521,-1.779,0.312,-0.227,0.01,0.403,0.007,0.057,0.083,0.128,-0.073,-0.07,60.69,0
-0.619,1.118,0.24,-0.709,0.378,-0.05,-1.187,-0.541,-0.174,-0.222,0.005,0.073,-0.167,-0.442,-0.28,0.352,0.222,0.159,0.0,0
2.054,0.083,0.594,-0.394,-0.055,0.295,-0.236,-0.444,0.456,-0.154,-0.336,-0.908,0.295,0.178,-0.257,0.174,-0.069,-0.044,0.99,0
1.2,-0.582,-0.842,-0.062,-0.055,-0.746,0.673,1.127,-1.099,-0.321,-0.246,-0.384,-0.166,-0.493,0.472,-0.257,0.053,0.044,94.0,0
-1.647,-1.015,-1.292,-0.143,0.651,0.662,-0.972,-0.703,-0.647,0.447,0.22,-0.007,0.848,0.409,-0.985,0.668,-0.066,0.031,281.61,0
1.137,0.093,-0.47,-0.945,-0.098,-0.276,-0.639,0.291,0.304,-0.054,-0.42,-1.433,0.251,0.493,-0.019,-0.056,-0.066,0.014,43.95,0
2.315,-1.291,-1.169,-1.287,-0.388,-1.431,-0.165,0.297,-0.306,-0.45,0.076,0.652,0.046,-0.11,0.07,0.085,-0.017,-0.06,28.5,0
-1.066,1.373,0.024,0.428,0.483,0.396,0.027,-0.939,1.165,-0.116,-0.364,-0.961,0.266,0.602,-0.753,-1.066,-0.15,0.214,7.12,0
0.863,-1.393,-1.082,-0.537,-0.159,-0.655,-0.998,0.369,-0.897,-0.082,-0.279,-0.803,-0.189,0.102,0.226,1.098,-0.109,0.037,264.98,0
1.201,0.042,-1.039,-0.932,-0.064,0.422,-0.303,1.333,-0.445,-0.125,-0.07,-0.218,0.138,0.707,0.102,0.195,-0.009,0.029,5.99,0
2.111,-0.079,0.18,-0.822,-0.283,0.61,0.047,0.106,0.407,-0.21,-0.336,-0.838,0.256,-0.659,-0.211,0.239,-0.073,-0.067,1.98,0
2.036,-0.251,0.093,-0.074,-0.083,1.394,0.407,-1.54,0.805,-0.214,-0.372,-0.64,0.235,0.485,0.089,-0.52,0.016,-0.046,1.18,0
-0.085,0.505,-0.387,0.432,0.383,-0.071,-0.596,2.287,2.281,0.335,0.306,0.918,-0.12,-0.479,-0.926,0.74,0.231,0.205,16.59,0
0.119,0.583,2.317,3.668,-1.859,-0.378,-0.526,-0.436,-0.492,0.553,-1.327,0.146,-0.045,1.043,0.688,0.387,0.068,0.267,1.0,0
-0.508,2.032,0.009,-0.862,0.561,-1.09,1.521,1.431,1.174,-0.037,0.228,0.575,0.066,-0.06,-0.995,-0.306,-0.056,0.167,1.0,0
1.05,0.057,0.09,-0.383,-0.269,-0.192,1.711,0.896,-0.025,0.241,-0.14,-0.609,-0.181,-0.446,0.574,-0.529,0.004,0.043,131.16,0
-6.272,5.54,-1.816,2.208,-8.443,0.832,0.01,-0.784,0.641,-1.675,9.966,-3.112,1.585,-0.178,0.445,-0.184,0.451,0.121,2.68,0
1.137,0.135,-0.18,-0.449,-0.016,-0.154,-0.758,0.352,0.118,-0.084,-0.105,-0.459,-0.054,-0.035,0.48,-0.525,-0.001,0.017,46.32,0
1.866,-0.016,0.655,-1.566,-0.592,-0.122,-1.423,-0.154,-0.391,-0.152,0.366,0.948,-0.306,0.011,0.783,-0.201,-0.08,-0.061,120.0,0
1.26,-1.658,-0.371,-0.232,-0.183,1.309,-0.79,-1.754,0.92,0.507,0.341,0.508,-0.486,-0.426,0.383,-0.325,-0.064,-0.008,400.75,0
-0.216,-0.106,1.664,-0.734,-0.445,0.308,0.131,0.421,-0.142,-0.229,0.208,1.009,0.374,0.1,-0.062,-0.249,-0.13,-0.253,8.15,0
1.76,-0.744,0.057,1.265,0.434,1.048,0.081,1.752,-1.539,-0.132,0.296,0.923,0.248,-0.3,-0.554,0.598,0.009,-0.041,72.0,0
-0.591,1.087,0.186,-0.659,-0.013,-0.708,0.877,0.117,0.206,0.147,-0.193,-0.5,0.068,0.298,-0.149,0.043,0.128,0.075,8.7,0
0.908,-0.06,0.559,1.419,0.49,-0.326,0.013,1.298,-1.65,-0.146,0.234,0.719,-0.035,-0.999,0.328,-0.224,0.072,0.005,59.99,0
-4.566,3.353,-2.493,-1.09,0.448,-2.424,-1.128,0.638,0.937,-0.249,2.674,-0.021,-0.302,-0.086,-0.516,-0.295,0.196,0.141,1.0,1
-4.816,-10.123,-3.536,1.605,-0.436,0.093,-0.053,0.719,-1.292,6.096,1.892,-1.389,-2.649,-0.066,-1.059,0.73,-0.612,0.525,3078.84,0
1.181,-0.637,-1.045,-0.46,0.03,1.931,-0.01,1.014,0.506,-0.067,0.122,0.662,-0.146,0.177,0.545,0.183,0.048,0.019,31.88,0
-2.767,-2.448,-0.105,0.362,-0.18,-0.953,1.024,-1.435,0.089,-1.8,-0.758,0.368,1.209,-0.875,0.498,-0.156,-0.156,-0.655,96.78,0
0.302,0.233,0.059,0.102,-0.23,-2.093,1.881,0.84,2.581,-0.067,-0.559,-1.062,0.344,-0.807,-1.662,0.829,0.108,0.239,52.45,0
-1.319,0.629,0.45,-0.418,-0.275,0.584,-1.582,0.012,0.038,-0.233,0.021,0.475,-0.045,-0.469,-0.466,0.803,-0.925,-0.57,4.29,0
-0.361,1.079,0.545,-0.765,-0.406,0.795,1.969,-0.015,-0.67,0.111,-0.12,0.245,-0.08,0.381,-0.412,0.213,0.165,-0.018,8.28,0
-1.63,0.05,-1.435,-0.047,0.511,-0.502,1.356,-0.014,-0.449,0.101,0.443,1.209,-0.439,-0.015,0.545,-0.054,-0.038,0.06,80.75,0
1.195,-0.16,-0.83,0.103,0.184,0.534,0.507,-0.073,0.187,-0.055,0.123,0.52,-0.105,0.071,0.36,0.576,0.005,0.01,0.01,0
1.171,0.359,-0.333,-0.666,-0.115,-0.377,0.965,0.191,-0.168,-0.063,0.025,0.107,-0.022,0.546,0.519,-0.472,0.025,0.02,6.95,0
-1.996,1.218,-0.044,3.327,-4.076,-0.68,0.2,2.009,-1.111,-0.001,0.351,0.884,-1.843,-0.489,-0.824,0.396,0.171,-0.398,303.71,0
-1.043,0.713,0.013,0.578,0.691,-0.82,-0.693,-0.379,1.182,0.106,0.115,0.17,-0.063,-0.309,0.167,-0.188,-0.004,0.003,80.76,0
2.073,0.318,0.491,-0.88,-0.356,1.685,2.257,-0.603,-0.193,-0.168,-0.502,-1.065,0.358,0.593,-0.275,0.125,-0.085,-0.035,0.99,0
-1.728,1.191,0.554,-1.338,0.201,0.728,-2.188,-1.71,-0.322,-0.303,0.042,0.265,-0.134,-0.375,0.162,0.522,-0.004,0.222,8.49,0
0.183,0.498,0.743,0.417,0.017,0.651,-1.638,-0.41,-0.017,-0.189,-0.427,-1.076,0.111,-0.108,-0.577,-1.156,-0.06,-0.159,17.32,0
-0.582,1.229,0.798,-0.381,0.053,0.786,-1.269,-0.101,0.13,0.309,-0.422,-0.951,0.064,-0.027,-0.264,0.169,0.541,0.293,0.89,0
1.358,-0.22,1.908,3.104,0.763,0.118,0.063,1.323,0.444,0.052,-0.164,-0.602,0.012,1.064,0.401,0.976,-0.081,-0.003,1.0,0
-0.79,-0.199,2.976,3.342,0.306,-1.27,-0.258,0.29,-0.243,0.185,0.354,1.06,-0.699,0.764,1.026,0.055,-0.6,-0.376,29.9,0
-1.237,1.568,0.014,-0.977,0.004,0.283,-0.692,-0.307,0.47,-0.246,0.004,-0.246,0.175,-0.02,-0.961,0.151,-0.694,0.232,4.38,0
-0.207,0.738,1.399,1.013,0.34,-0.269,0.44,-0.335,-0.622,-0.093,-0.148,-0.198,0.08,-1.627,-0.642,0.239,0.161,0.066,0.89,0
-0.448,0.882,-0.078,-0.21,0.241,-0.728,1.865,0.648,0.294,0.173,-0.101,-0.569,0.272,-0.614,-0.335,0.043,-0.13,-0.021,111.6,0
0.027,0.732,0.365,-1.069,-0.13,0.148,-1.174,-0.258,-0.022,-0.088,-0.278,-0.7,0.089,-0.152,-0.506,0.151,0.235,0.094,11.48,0
1.099,-0.305,-0.474,-0.594,-0.165,0.473,0.009,0.363,0.412,0.119,-0.222,-0.759,-0.084,-0.076,0.335,0.543,-0.07,0.022,107.21,0
-2.954,-2.133,1.604,-1.093,0.443,-0.06,-0.158,-0.298,0.025,1.233,0.23,-0.757,0.507,0.13,0.258,-0.123,-0.09,-0.259,329.41,0
0.083,0.988,0.95,-0.492,0.044,-0.343,0.065,-0.92,-0.059,0.035,-0.273,-0.663,0.107,0.606,-0.476,0.092,0.222,0.075,4.99,0
1.323,-0.735,-1.503,-0.968,-0.071,-0.18,-1.458,-0.278,0.823,-0.017,-0.072,-0.246,0.072,0.697,0.341,-0.351,0.008,0.021,29.0,0
1.011,-0.246,-0.912,0.237,0.21,0.37,0.825,0.846,-0.4,0.096,0.331,0.859,-0.191,0.039,0.379,-0.261,0.064,0.043,77.0,0
2.013,-1.138,1.429,3.45,0.957,2.23,-0.044,1.451,0.441,-0.087,0.254,0.932,0.09,0.773,0.011,-0.044,0.056,-0.049,19.95,0
-3.156,3.162,-0.979,-1.077,1.796,0.582,0.862,-0.452,-0.057,0.414,-0.361,-0.853,0.267,-0.677,0.07,0.194,0.198,-0.013,8.98,0
2.032,-0.111,0.182,-0.6,-0.19,0.233,0.593,-0.682,0.608,-0.141,-0.256,-0.637,0.253,-0.478,-0.251,0.205,-0.074,-0.072,12.99,0
0.035,0.982,1.307,0.226,-0.006,-0.345,1.031,0.203,1.035,0.161,0.367,1.337,-0.345,-0.15,-0.272,-0.401,0.499,0.276,1.0,0
-0.164,0.175,0.181,-0.35,-0.088,-1.164,0.198,0.02,0.962,0.335,0.2,0.447,-0.058,0.39,-0.208,-0.18,0.138,0.193,71.12,0
-0.347,0.587,0.757,-0.414,0.38,-0.803,1.017,-0.639,1.265,0.051,0.044,-0.028,0.325,0.745,-1.579,0.094,0.129,0.146,7.58,0
-1.864,1.727,-0.377,-0.664,0.128,1.155,-0.535,0.003,-0.49,0.658,-0.25,-0.321,-0.038,0.007,-0.058,0.669,-0.033,-0.165,0.77,0
