Attrition,Age,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
0,33,Sales,8,4,1560,1,Male,1,Married,6392,2,No,13,1,8,6,1,2
0,30,Research & Development,9,2,1298,3,Female,3,Single,4695,7,Yes,18,0,10,3,3,8
0,45,Research & Development,6,4,101,4,Male,1,Married,13245,4,Yes,14,0,17,3,4,0
0,29,Research & Development,1,3,1954,1,Male,1,Married,5373,0,No,12,1,6,5,2,5
0,30,Sales,15,2,1754,3,Male,1,Divorced,7140,2,No,11,1,12,2,3,7
0,41,Sales,1,3,534,2,Male,1,Married,8392,1,No,16,1,10,2,3,10
0,53,Sales,6,2,205,2,Male,3,Married,2306,2,Yes,20,1,13,3,1,7
0,34,Sales,4,3,1882,3,Male,4,Married,9713,2,Yes,13,3,9,3,3,5
0,39,Research & Development,13,4,1307,3,Female,2,Divorced,17123,6,Yes,13,2,21,4,3,19
0,32,Research & Development,2,2,8,4,Male,4,Single,3068,0,No,13,0,8,2,2,7
0,40,Research & Development,12,3,1829,2,Female,1,Divorced,4448,2,No,12,1,15,3,3,7
0,52,Sales,2,4,329,1,Male,3,Single,19068,1,Yes,18,0,33,2,4,33
0,27,Research & Development,16,4,1001,3,Female,2,Married,2811,9,No,14,1,4,2,3,2
0,27,Research & Development,8,3,1647,2,Female,3,Married,3517,7,No,17,0,5,0,3,3
0,47,Sales,2,4,925,4,Female,4,Single,3294,1,Yes,18,0,3,3,2,3
0,34,Research & Development,9,3,1344,4,Male,4,Divorced,8500,0,No,11,1,10,0,2,9
0,21,Sales,9,2,484,1,Male,4,Single,2610,1,No,24,0,3,3,2,3
0,51,Research & Development,1,4,145,1,Female,1,Single,7484,3,No,20,0,23,1,2,13
1,26,Sales,4,4,401,4,Male,4,Single,5828,1,Yes,12,0,8,0,3,8
0,37,Research & Development,3,3,1062,4,Female,2,Single,4107,3,No,15,0,8,3,2,4
0,58,Sales,10,4,131,4,Male,3,Single,13872,0,No,13,0,38,1,2,37
0,30,Research & Development,16,3,1763,3,Male,3,Married,5294,3,No,16,1,10,3,3,7
0,46,Research & Development,1,3,124,3,Male,1,Married,10673,2,Yes,13,1,21,5,2,10
0,23,Research & Development,4,1,1735,3,Female,2,Single,3295,1,No,13,0,3,3,1,3
0,44,Research & Development,10,4,40,4,Male,4,Married,6465,2,Yes,13,0,9,5,4,4
0,38,Research & Development,10,3,634,3,Female,3,Married,9824,3,No,19,1,18,4,3,1
0,35,Research & Development,2,2,1804,2,Male,4,Divorced,5762,2,No,14,1,15,6,3,7
0,37,Research & Development,10,3,486,3,Female,1,Married,3452,6,No,20,1,17,3,3,5
0,38,Sales,1,3,1961,1,Male,1,Single,2858,4,No,14,0,20,3,2,1
0,32,Research & Development,10,3,1516,3,Male,4,Single,11244,2,No,25,0,10,5,4,5
0,59,Research & Development,2,3,1032,3,Female,4,Single,13726,3,Yes,13,0,30,4,3,5
0,40,Research & Development,16,2,1340,3,Male,3,Divorced,3544,9,No,16,1,6,0,3,4
0,30,Human Resources,1,3,1499,3,Male,3,Divorced,2064,0,No,21,1,6,3,4,5
0,46,Human Resources,5,2,103,2,Male,2,Divorced,5021,8,Yes,22,1,16,2,3,4
0,31,Sales,29,4,1784,1,Female,4,Married,5468,1,No,14,2,13,3,3,12
0,33,Research & Development,4,4,305,3,Female,2,Married,2622,6,No,21,0,7,3,3,3
0,40,Research & Development,2,4,2051,3,Female,3,Married,2001,2,No,14,3,20,2,3,5
0,28,Research & Development,2,1,1136,1,Male,2,Married,3201,0,No,17,0,6,2,1,5
0,45,Research & Development,1,4,996,4,Female,4,Divorced,2270,3,No,14,2,8,2,3,5
0,27,Research & Development,14,3,1244,1,Male,1,Married,2235,1,Yes,14,2,9,3,2,9
1,52,Sales,5,3,1319,2,Male,2,Single,8446,9,Yes,19,0,10,2,2,8
0,41,Research & Development,1,3,1999,4,Male,4,Married,2782,3,No,22,1,12,3,3,5
0,41,Sales,8,3,1909,3,Female,2,Married,4393,5,No,21,1,14,3,3,5
0,38,Sales,2,4,1835,2,Female,4,Married,5405,2,Yes,20,2,20,4,2,4
1,26,Sales,29,2,1037,2,Male,1,Single,4969,8,No,18,0,7,6,3,2
0,28,Research & Development,27,3,1622,2,Female,1,Divorced,4877,0,No,21,1,6,5,2,5
0,55,Research & Development,8,1,1278,4,Male,2,Divorced,13577,1,Yes,15,1,34,3,3,33
1,39,Research & Development,2,3,1127,1,Male,4,Divorced,12169,7,No,11,3,21,4,3,18
0,40,Sales,4,4,215,3,Male,4,Married,10855,7,No,11,1,15,2,2,12
0,35,Research & Development,11,2,70,3,Male,1,Married,9884,2,Yes,13,1,10,3,3,4
0,36,Human Resources,2,1,1890,2,Male,4,Single,3886,1,No,21,0,10,2,2,10
1,31,Research & Development,22,4,1389,4,Male,3,Married,6179,1,Yes,15,2,10,3,2,10
1,44,Research & Development,10,4,1200,3,Male,3,Single,2936,1,Yes,11,0,6,4,3,6
0,22,Research & Development,5,3,284,4,Male,2,Divorced,2328,1,Yes,16,1,4,2,2,4
0,40,Research & Development,6,3,601,2,Female,3,Single,13237,7,No,15,0,22,3,3,20
0,39,Sales,21,4,1929,1,Female,3,Married,5736,6,No,19,1,10,1,3,3
0,34,Research & Development,16,4,838,3,Female,4,Single,2553,1,No,16,0,6,3,3,5
0,35,Research & Development,4,4,1185,4,Male,4,Married,2376,1,No,13,1,2,2,4,2
0,44,Research & Development,7,4,36,1,Female,4,Married,10248,3,No,14,1,24,4,3,22
0,54,Research & Development,8,4,578,3,Female,3,Single,3780,7,No,11,0,19,3,3,1
1,28,Research & Development,1,3,1111,1,Male,2,Divorced,2596,1,No,15,2,1,2,3,1
1,36,Research & Development,15,3,1052,1,Male,3,Divorced,4834,7,No,14,1,9,3,2,1
0,43,Research & Development,7,3,451,3,Female,1,Married,9985,8,No,16,1,10,1,2,1
0,24,Research & Development,9,3,812,3,Male,2,Divorced,2694,1,No,11,3,1,4,3,1
1,19,Research & Development,2,3,243,2,Male,4,Single,1102,1,No,22,0,1,3,2,1
0,54,Research & Development,5,2,522,1,Male,1,Married,19406,4,No,11,1,24,4,2,4
0,43,Research & Development,2,2,46,4,Female,3,Divorced,2645,1,No,12,2,6,3,2,5
0,34,Sales,3,1,1915,4,Female,4,Married,8103,3,Yes,12,0,9,3,2,4
0,46,Sales,1,2,244,2,Female,1,Divorced,10453,1,No,25,3,24,2,3,24
0,45,Research & Development,7,3,86,2,Male,1,Divorced,9724,2,No,17,1,25,2,3,1
0,29,Research & Development,3,1,1586,2,Male,1,Single,4723,1,Yes,18,0,10,3,3,10
0,37,Human Resources,8,2,1794,3,Male,2,Divorced,4071,2,No,13,0,19,4,2,10
0,36,Research & Development,1,3,1237,3,Female,1,Divorced,10252,2,Yes,21,1,17,2,3,7
0,40,Research & Development,2,1,763,4,Female,4,Single,2342,0,Yes,20,0,5,2,2,4
0,37,Research & Development,1,2,340,3,Female,1,Married,3920,2,No,14,1,17,2,2,3
1,26,Sales,8,3,796,4,Male,1,Single,5326,6,No,17,0,6,2,2,4
0,39,Research & Development,10,1,1800,3,Male,3,Single,13464,7,No,21,0,9,3,3,4
0,29,Research & Development,28,4,1120,3,Female,4,Divorced,2514,4,No,22,1,11,1,3,7
0,54,Research & Development,20,4,450,4,Female,3,Single,4869,3,No,12,0,20,4,2,4
1,28,Research & Development,24,3,1604,3,Male,2,Married,2408,1,Yes,17,3,1,3,3,1
0,28,Research & Development,1,3,1506,1,Male,3,Divorced,1563,1,No,14,1,1,2,1,1
1,36,Sales,13,5,1733,2,Male,1,Divorced,6134,5,Yes,13,3,16,3,3,2
0,30,Research & Development,10,3,1816,1,Female,3,Single,9667,9,No,14,0,9,3,3,7
1,47,Sales,27,2,785,2,Female,3,Single,6397,4,Yes,12,0,8,2,3,5
1,45,Sales,26,4,684,1,Female,1,Married,4286,2,No,14,2,5,4,3,1
0,23,Sales,2,1,113,3,Male,1,Divorced,2322,3,No,13,1,3,3,3,0
0,34,Research & Development,1,5,683,2,Male,4,Married,2691,1,No,12,1,10,4,2,10
0,25,Sales,18,1,1399,1,Male,3,Married,6232,2,No,11,0,6,3,2,3
0,40,Research & Development,2,2,352,1,Male,3,Divorced,19436,0,No,19,1,22,5,3,21
0,28,Sales,10,1,1056,4,Male,2,Married,1052,1,No,22,0,1,5,3,1
1,27,Research & Development,17,4,1405,4,Female,3,Single,2394,1,Yes,13,0,8,2,3,8
0,59,Sales,3,3,1254,3,Female,4,Single,5171,5,No,17,0,13,2,3,6
0,44,Research & Development,4,2,1288,3,Male,1,Divorced,19190,1,No,14,2,26,4,2,25
0,44,Human Resources,1,5,1642,1,Male,4,Married,5743,4,Yes,11,0,14,3,3,10
0,29,Sales,10,3,766,4,Male,2,Divorced,2297,1,No,14,2,2,2,3,2
0,31,Sales,20,2,947,4,Female,3,Married,6932,1,No,13,1,9,2,2,9
0,26,Research & Development,4,2,1275,3,Male,4,Single,2875,1,Yes,20,0,8,2,2,8
0,60,Research & Development,1,4,1697,3,Male,4,Divorced,10883,3,No,20,1,19,2,4,1
0,50,Research & Development,24,3,1005,4,Male,3,Married,13973,3,Yes,18,1,22,2,3,12
0,32,Sales,13,4,859,2,Male,4,Divorced,4403,2,No,11,1,8,3,2,5
0,29,Research & Development,1,4,710,2,Male,4,Divorced,2720,1,No,18,1,10,5,3,10
0,27,Research & Development,4,3,933,2,Female,3,Single,2318,1,No,19,0,1,2,3,1
0,28,Human Resources,1,2,1858,3,Male,4,Divorced,2706,1,No,15,1,3,2,3,3
0,22,Research & Development,1,2,872,4,Male,4,Married,4775,6,No,22,2,4,2,1,2
0,41,Research & Development,14,3,227,1,Male,3,Divorced,2451,4,No,12,1,13,2,3,9
0,53,Sales,2,2,981,3,Male,3,Divorced,14852,6,No,13,1,22,3,4,17
0,48,Sales,7,3,1466,3,Male,1,Divorced,5486,4,No,11,3,15,3,3,2
0,29,Research & Development,28,4,2054,4,Female,1,Single,3785,1,No,14,0,5,3,1,5
0,43,Sales,2,4,1849,1,Male,4,Married,5675,1,No,20,1,7,5,3,7
0,43,Research & Development,10,4,430,3,Female,4,Single,2455,0,No,19,0,9,5,3,8
0,38,Research & Development,6,4,1997,1,Male,3,Married,5321,2,No,11,1,10,1,3,8
0,44,Research & Development,7,3,1608,2,Female,4,Divorced,19049,0,Yes,14,1,23,4,2,22
1,58,Research & Development,23,4,165,4,Female,4,Married,10312,1,No,12,1,40,3,2,40
0,41,Sales,2,5,625,2,Female,1,Married,16595,7,No,16,1,22,2,3,18
0,25,Research & Development,1,3,1303,4,Female,2,Single,2096,1,No,18,0,2,3,2,2
0,38,Human Resources,1,3,1152,3,Male,3,Married,2844,1,No,13,1,7,2,4,7
0,46,Research & Development,2,2,1857,4,Male,4,Divorced,8578,3,No,14,1,12,4,2,9
0,21,Research & Development,3,2,379,4,Male,3,Single,3230,1,No,17,0,3,4,4,3
0,48,Research & Development,10,3,1867,4,Male,2,Married,19665,4,No,12,0,29,3,3,22
0,38,Research & Development,23,4,393,4,Male,4,Divorced,5745,9,No,14,1,10,2,3,2
0,56,Human Resources,8,4,1338,4,Male,2,Single,19717,6,No,14,0,36,4,3,7
0,38,Research & Development,2,4,271,4,Male,3,Married,6553,9,No,14,0,14,3,3,1
0,30,Research & Development,6,3,1311,1,Female,4,Married,4627,0,No,12,1,10,6,3,9
0,31,Research & Development,5,3,2057,2,Male,1,Single,9936,0,No,19,0,10,2,3,9
0,34,Research & Development,2,1,256,4,Male,3,Married,9547,1,No,17,0,10,2,2,10
0,56,Research & Development,9,3,1071,1,Female,3,Married,2942,2,No,19,1,18,4,3,5
0,42,Research & Development,24,3,605,4,Male,1,Married,7406,1,Yes,21,1,10,5,2,10
0,34,Research & Development,27,2,247,4,Female,2,Single,2311,2,No,15,0,9,3,3,3
1,31,Research & Development,3,3,1537,4,Female,3,Single,4084,1,No,12,0,7,2,1,7
0,36,Sales,8,4,990,1,Male,4,Divorced,5079,4,No,13,2,12,3,3,7
0,46,Research & Development,13,4,1727,3,Male,2,Single,5562,6,No,14,0,19,3,3,10
0,40,Research & Development,16,4,832,1,Male,3,Single,5094,6,No,14,0,10,6,3,1
0,54,Human Resources,19,4,698,3,Male,2,Married,10725,2,No,15,1,16,1,4,9
0,37,Sales,9,4,626,1,Male,2,Divorced,8834,1,No,13,1,9,6,3,9
0,37,Sales,10,4,1105,4,Female,4,Divorced,6694,2,Yes,14,3,8,5,3,1
0,35,Research & Development,16,3,586,4,Male,3,Married,7632,4,Yes,12,0,10,2,3,8
0,48,Research & Development,1,4,1116,1,Male,4,Single,16885,2,No,22,0,27,3,2,5
0,49,Research & Development,4,2,1256,1,Male,3,Married,18711,2,No,13,1,23,2,4,1
1,26,Research & Development,21,3,1107,1,Male,3,Divorced,2377,1,No,20,1,1,0,2,1
0,30,Sales,7,4,1428,4,Female,1,Divorced,4779,7,No,14,2,8,3,3,3
1,28,Research & Development,2,4,828,3,Male,3,Single,4382,6,No,17,0,5,3,2,2
0,42,Sales,14,2,936,3,Female,3,Single,6244,7,No,17,0,10,6,3,5
1,20,Research & Development,4,3,960,1,Male,1,Single,2973,1,No,19,0,1,2,3,1
0,34,Research & Development,8,2,757,2,Female,3,Single,6142,3,No,11,0,10,2,3,5
0,55,Research & Development,20,2,389,2,Male,4,Married,5415,3,Yes,19,1,12,4,3,10
0,47,Research & Development,2,2,820,3,Female,4,Married,16752,1,Yes,11,1,26,3,2,26
0,34,Sales,28,3,2035,4,Female,3,Married,6712,1,No,21,2,8,2,3,8
0,37,Research & Development,4,1,1394,3,Male,3,Married,2996,7,Yes,15,0,8,2,3,6
0,40,Sales,2,4,558,3,Female,3,Married,18041,0,No,14,0,21,2,3,20
0,41,Research & Development,6,3,957,4,Male,1,Single,4721,2,Yes,13,0,20,3,3,18
0,34,Research & Development,10,4,1597,4,Male,3,Married,5063,1,No,14,1,8,3,2,8
0,43,Research & Development,1,3,902,4,Female,4,Married,5562,4,No,13,1,12,2,2,5
0,36,Research & Development,12,4,1614,3,Female,3,Married,4663,9,Yes,12,2,7,2,3,3
0,28,Research & Development,9,3,377,4,Male,4,Married,2070,1,No,23,1,5,3,2,5
0,38,Research & Development,1,1,662,3,Female,1,Single,2619,3,No,17,0,8,3,2,0
1,37,Human Resources,6,4,133,3,Male,1,Divorced,2073,4,Yes,22,0,7,3,3,3
0,52,Research & Development,11,4,813,4,Female,3,Married,3149,8,No,20,1,9,3,3,5
0,46,Research & Development,7,2,1007,4,Male,3,Divorced,10845,6,No,13,1,13,3,3,8
0,33,Research & Development,1,2,1994,2,Male,3,Divorced,2008,1,No,12,3,1,2,2,1
1,22,Research & Development,8,1,1783,3,Female,1,Married,2398,1,Yes,17,0,1,6,3,1
0,23,Research & Development,10,3,1592,4,Male,3,Married,2073,2,No,16,1,4,2,3,2
0,27,Research & Development,15,3,1870,4,Female,1,Married,4774,0,No,19,1,8,2,2,7
0,39,Research & Development,10,1,429,3,Male,1,Married,17068,1,Yes,14,0,21,3,3,21
0,30,Research & Development,2,4,1745,4,Female,1,Single,4968,0,No,16,0,10,2,3,9
0,43,Research & Development,8,3,920,1,Female,2,Divorced,4765,4,No,21,1,4,2,4,1
1,30,Research & Development,3,3,297,4,Female,1,Single,2657,5,Yes,11,0,8,5,3,5
0,43,Research & Development,21,3,525,4,Male,4,Married,2258,7,No,20,1,8,1,3,3
0,42,Research & Development,2,3,351,4,Female,1,Divorced,2593,0,Yes,11,1,10,4,3,9
0,50,Research & Development,20,5,1606,2,Male,3,Married,11245,2,Yes,15,1,32,3,3,30
0,30,Research & Development,1,1,292,3,Male,3,Single,8474,1,No,22,0,12,2,3,11
0,34,Research & Development,2,4,1755,4,Male,4,Married,2932,0,Yes,14,3,6,3,3,5
0,46,Research & Development,2,4,1789,3,Male,4,Divorced,19328,7,Yes,17,1,24,3,3,2
0,30,Sales,4,2,121,3,Female,2,Divorced,5209,1,Yes,12,3,11,4,2,11
0,34,Sales,10,4,1055,3,Female,3,Married,2220,1,Yes,19,1,1,2,3,1
0,46,Sales,4,2,1280,4,Female,2,Married,18789,2,No,14,1,26,2,3,11
0,36,Research & Development,2,4,1294,3,Female,2,Single,5410,9,Yes,11,0,18,2,3,16
0,53,Research & Development,3,4,386,3,Male,3,Married,17584,3,Yes,16,3,21,5,2,5
0,41,Research & Development,12,4,1158,2,Male,4,Married,4766,3,Yes,11,1,6,4,3,1
0,37,Research & Development,19,2,61,2,Male,2,Married,3022,4,No,21,0,8,1,3,1
0,37,Sales,19,2,904,1,Male,2,Single,7642,1,Yes,13,0,10,2,3,10
0,32,Sales,10,4,1853,4,Male,4,Single,4648,8,No,13,0,4,2,4,0
0,38,Research & Development,1,4,724,2,Female,4,Single,7625,0,No,13,0,10,4,2,9
0,31,Sales,10,2,1912,3,Female,4,Divorced,6583,2,Yes,11,1,8,2,3,5
0,53,Sales,8,3,897,1,Male,4,Married,11836,5,No,14,1,28,3,3,2
0,50,Research & Development,4,1,385,1,Male,2,Divorced,19144,3,No,14,2,28,4,2,10
0,31,Sales,7,3,613,3,Male,4,Divorced,11557,9,No,21,1,10,3,2,5
0,36,Sales,2,2,513,2,Male,3,Married,7596,1,No,13,2,10,2,3,10
0,45,Research & Development,8,4,452,4,Male,4,Married,3697,9,No,14,2,12,3,3,10
0,34,Sales,2,3,1281,3,Female,1,Single,4538,0,Yes,12,0,4,3,3,3
0,32,Research & Development,7,3,359,2,Male,2,Married,2794,1,No,20,0,5,3,1,5
0,48,Sales,29,1,473,1,Female,3,Married,12504,3,No,21,1,15,3,1,0
0,44,Research & Development,23,3,132,2,Male,2,Married,2042,4,No,12,1,17,3,4,3
0,37,Research & Development,10,4,518,3,Male,2,Single,4197,2,Yes,12,0,18,2,2,1
1,50,Sales,1,4,1113,4,Male,3,Single,4728,3,Yes,14,0,5,4,3,0
0,39,Research & Development,24,1,2014,1,Male,4,Single,4108,7,No,13,0,18,2,3,7
0,46,Human Resources,1,2,1314,4,Female,1,Single,3423,6,No,12,0,10,3,4,7
0,38,Research & Development,9,2,1940,2,Male,4,Divorced,4771,2,No,19,2,10,0,4,5
0,31,Research & Development,7,2,524,2,Female,1,Married,4306,1,No,12,1,13,5,1,13
0,45,Research & Development,9,3,206,2,Male,2,Divorced,2348,8,No,18,1,20,2,1,17
0,29,Research & Development,4,3,1762,4,Female,1,Divorced,2109,1,No,13,1,1,2,3,1
0,42,Research & Development,2,3,1542,3,Male,2,Married,4841,4,No,14,1,4,3,3,1
0,33,Research & Development,3,4,5,4,Female,3,Married,2909,1,Yes,11,0,8,3,3,8
0,47,Sales,2,4,1731,3,Male,2,Married,4978,7,No,11,1,4,3,1,1
0,32,Research & Development,2,3,1671,4,Male,2,Divorced,5470,0,No,13,2,10,4,2,9
1,53,Research & Development,2,5,1572,3,Female,4,Married,10169,0,No,16,1,34,4,3,33
0,36,Sales,16,4,1436,3,Female,1,Married,5647,4,No,13,2,11,3,2,3
0,40,Research & Development,8,2,1552,4,Male,4,Divorced,4069,3,Yes,18,0,8,2,3,2
0,41,Human Resources,10,4,731,2,Male,4,Divorced,19141,3,No,15,3,23,2,2,21
0,36,Research & Development,26,4,1682,1,Male,3,Married,5347,6,No,14,2,10,2,2,3
0,33,Research & Development,1,4,998,3,Female,2,Married,5488,1,Yes,13,1,6,2,3,6
0,34,Human Resources,11,3,1289,3,Male,2,Married,4490,4,No,11,2,14,5,4,10
1,18,Sales,5,3,614,2,Male,2,Single,1878,1,Yes,14,0,0,3,3,0
0,45,Research & Development,28,2,1719,4,Female,2,Single,16704,1,No,11,0,21,2,3,21
0,26,Research & Development,17,4,1718,4,Male,3,Married,2305,1,No,15,3,3,3,4,3
0,34,Research & Development,1,2,110,1,Male,2,Married,4325,1,No,15,0,5,2,3,5
0,30,Research & Development,7,3,1609,2,Male,2,Married,2141,1,No,12,1,6,3,2,6
0,45,Human Resources,24,4,1049,2,Male,2,Single,2177,1,No,16,0,6,3,3,6
0,40,Sales,2,2,516,4,Female,2,Divorced,5715,7,No,12,2,8,5,3,5
1,50,Sales,8,2,723,2,Male,3,Married,6796,3,Yes,14,1,18,4,3,4
0,36,Research & Development,23,2,2061,3,Male,4,Married,2571,4,No,17,1,17,3,3,5
0,37,Sales,2,3,656,4,Male,3,Married,9602,4,Yes,11,1,17,3,2,3
0,37,Sales,9,2,1787,2,Male,2,Married,4189,1,No,14,2,5,2,3,5
0,56,Sales,6,3,532,3,Female,1,Married,13212,9,No,11,3,36,0,2,7
1,50,Sales,3,2,47,1,Male,3,Married,2683,1,Yes,14,0,3,2,3,3
1,31,Human Resources,18,5,1842,4,Male,1,Married,2956,0,No,17,0,2,4,3,1
0,45,Sales,9,3,864,4,Male,1,Divorced,10761,4,Yes,12,1,18,2,3,5
0,30,Sales,22,4,567,3,Female,1,Married,8412,0,No,11,0,10,3,3,9
0,46,Research & Development,2,4,1228,4,Male,4,Divorced,7379,2,No,11,1,12,3,2,6
0,23,Research & Development,1,2,1270,4,Male,3,Married,1223,1,No,22,1,1,2,3,1
1,32,Sales,1,2,1734,1,Male,2,Single,6735,6,No,15,0,10,2,3,0
0,18,Research & Development,14,3,1839,2,Female,3,Single,1514,1,No,16,0,0,4,1,0
0,43,Research & Development,14,2,843,2,Male,1,Married,17159,6,No,24,1,22,3,3,4
0,36,Research & Development,27,3,13,3,Male,3,Married,5237,6,No,13,2,17,3,2,7
0,28,Sales,5,3,1469,4,Male,1,Single,8463,0,No,18,0,6,4,3,5
1,31,Research & Development,1,5,1459,3,Female,2,Single,7446,1,No,11,0,10,2,3,10
0,35,Research & Development,23,4,75,3,Female,1,Married,4014,3,Yes,15,1,4,3,3,2
1,36,Sales,3,1,967,3,Male,4,Married,10325,1,Yes,11,1,16,6,3,16
0,30,Research & Development,17,4,1321,2,Female,1,Married,11916,1,Yes,23,2,9,2,3,9
1,42,Sales,12,3,1167,3,Male,1,Single,13758,0,Yes,12,0,22,2,2,21
0,49,Research & Development,2,1,1941,2,Male,4,Married,19161,3,No,15,0,28,3,3,5
0,42,Research & Development,12,3,1768,2,Male,2,Divorced,2766,8,No,22,3,7,6,2,5
0,45,Research & Development,2,2,264,1,Male,4,Married,16792,9,No,23,1,22,1,3,20
0,18,Research & Development,5,2,1012,2,Male,4,Single,1051,1,No,15,0,0,2,3,0
0,36,Sales,3,4,481,1,Male,4,Married,9699,4,No,11,1,16,2,3,13
0,34,Sales,14,3,666,3,Female,3,Divorced,2579,1,Yes,18,2,8,3,3,8
0,48,Research & Development,4,5,1644,3,Male,4,Married,15202,2,No,25,1,23,3,3,2
0,44,Research & Development,5,3,1471,3,Male,3,Single,3162,3,No,14,0,7,5,3,5
0,38,Research & Development,2,2,1760,3,Female,2,Married,2468,4,No,14,1,9,4,2,6
0,38,Sales,3,3,307,1,Male,3,Divorced,10609,0,No,12,2,17,6,2,16
0,35,Sales,7,1,1492,4,Male,3,Married,2404,1,No,13,1,1,3,3,1
1,40,Sales,25,4,1318,4,Male,2,Single,9094,2,Yes,12,0,9,2,3,5
0,48,Research & Development,1,3,1263,4,Male,4,Single,18265,6,No,12,0,25,3,4,1
0,40,Research & Development,1,3,1822,3,Female,4,Divorced,6513,4,No,17,1,12,3,3,5
0,30,Research & Development,1,2,57,3,Female,4,Single,4011,1,No,23,0,12,2,3,12
0,47,Sales,2,2,903,3,Female,4,Married,4537,0,Yes,22,1,8,2,3,7
0,34,Sales,2,3,786,4,Male,4,Single,6274,1,No,22,0,6,5,3,6
0,52,Research & Development,6,2,630,4,Male,1,Divorced,5577,3,Yes,12,2,18,3,3,10
0,42,Research & Development,4,2,319,3,Male,4,Married,19232,1,No,11,0,22,3,3,22
0,31,Research & Development,24,3,1252,3,Female,1,Single,6812,1,No,19,0,10,2,3,10
0,33,Human Resources,2,3,1207,2,Male,3,Married,3600,1,No,13,1,5,2,3,5
0,51,Human Resources,5,3,1352,3,Male,2,Divorced,14026,1,Yes,11,1,33,2,3,33
0,23,Research & Development,26,1,465,3,Male,4,Divorced,2904,1,No,12,2,4,2,2,4
0,42,Research & Development,2,3,1547,4,Male,4,Married,10124,2,Yes,14,1,24,3,1,20
0,25,Research & Development,2,1,1653,4,Male,3,Divorced,5206,1,No,17,2,7,6,3,7
0,41,Sales,4,1,1815,3,Female,3,Divorced,10447,0,Yes,13,1,23,3,4,22
0,34,Research & Development,3,1,1103,1,Male,4,Single,7756,0,No,17,0,7,1,2,6
0,32,Research & Development,2,4,439,1,Female,4,Single,5055,7,No,16,0,10,0,2,7
0,38,Research & Development,4,2,1687,4,Female,3,Married,3306,7,No,19,1,7,5,2,0
0,40,Research & Development,1,4,119,3,Male,2,Married,13503,1,No,22,1,22,3,2,22
0,38,Sales,2,2,361,4,Male,4,Married,5249,3,No,18,1,13,0,3,8
0,31,Research & Development,7,4,462,3,Female,4,Single,7143,1,Yes,14,0,11,2,2,11
1,25,Research & Development,4,1,1106,4,Male,4,Married,3691,1,Yes,15,1,7,3,4,7
0,36,Research & Development,4,4,1435,1,Male,4,Single,5810,1,No,16,0,10,2,2,10
1,21,Research & Development,18,1,923,4,Female,4,Single,2693,1,No,19,0,1,3,2,1
0,36,Research & Development,2,4,958,3,Male,3,Single,2519,4,No,21,0,16,6,3,11
0,34,Research & Development,20,3,1265,3,Female,3,Married,2585,0,No,17,0,2,5,2,1
0,33,Research & Development,1,3,969,2,Female,4,Single,6949,0,No,14,0,6,3,3,5
0,35,Research & Development,21,1,942,4,Female,4,Married,4014,1,Yes,25,1,10,2,1,10
0,45,Research & Development,7,3,1195,1,Female,3,Married,4477,4,Yes,19,1,7,2,2,3
0,42,Research & Development,1,4,517,2,Female,1,Divorced,2576,3,No,16,1,8,5,3,5
0,42,Research & Development,2,1,1334,3,Male,3,Married,17861,0,Yes,13,0,21,3,2,20
1,30,Human Resources,8,3,1747,3,Female,4,Divorced,2180,6,No,11,1,6,0,2,4
0,26,Research & Development,11,2,390,1,Male,1,Married,4741,1,Yes,13,1,5,3,3,5
1,31,Research & Development,15,3,1160,3,Male,3,Married,2610,1,No,12,1,2,5,2,2
1,46,Sales,10,3,1869,3,Female,2,Married,7314,5,No,21,3,14,2,3,8
0,36,Sales,3,4,1425,1,Female,2,Single,9278,3,Yes,16,0,15,3,3,5
0,60,Sales,28,3,573,3,Female,1,Married,10266,4,No,19,0,22,5,4,18
0,32,Sales,4,2,330,3,Female,2,Married,3931,2,No,11,1,6,5,3,4
0,34,Sales,8,2,1823,2,Male,3,Married,6799,1,No,21,2,10,5,3,10
1,29,Research & Development,8,4,454,2,Male,1,Married,2119,1,Yes,11,0,7,4,2,7
0,44,Sales,28,3,1039,4,Female,4,Married,13320,3,Yes,18,1,23,2,3,12
1,20,Research & Development,11,3,1016,4,Female,1,Single,2600,1,Yes,15,0,1,2,3,1
0,34,Research & Development,2,2,1140,4,Male,3,Single,4033,2,No,11,0,5,3,2,3
0,43,Sales,2,3,1706,4,Male,4,Married,7847,1,Yes,17,1,10,3,3,10
0,31,Sales,5,3,1749,1,Male,3,Married,8346,1,No,19,1,6,3,3,5
0,56,Research & Development,1,2,1441,1,Female,1,Married,2066,2,No,22,1,5,3,4,3
0,36,Research & Development,8,3,83,3,Female,3,Divorced,10096,1,No,13,3,17,2,3,17
0,33,Research & Development,1,5,612,1,Female,3,Divorced,16184,4,No,19,1,10,2,3,6
1,50,Sales,1,4,2044,2,Male,3,Divorced,6728,7,No,12,2,12,3,3,6
0,26,Research & Development,7,3,1417,3,Male,1,Single,3578,0,No,12,0,8,2,3,7
