INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,CHURN
44595,248,5,239054,190,11,6,LEAVE
62053,0,14,625836,270,4,15,STAY
33206,253,18,225718,151,13,5,LEAVE
44069,69,13,190811,190,3,4,LEAVE
119904,0,21,457141,839,4,2,STAY
70284,59,0,946575,301,3,15,STAY
30233,220,0,260147,148,16,9,LEAVE
90398,244,54,925610,372,11,1,STAY
150324,188,18,565024,446,1,1,LEAVE
126840,51,0,211070,683,4,9,STAY
26373,237,0,601999,218,12,15,STAY
60794,257,0,386650,389,10,11,LEAVE
48740,206,0,963827,195,10,12,STAY
76788,65,0,469922,326,4,8,LEAVE
78859,194,24,198791,597,10,12,LEAVE
99936,180,15,478123,274,15,6,LEAVE
55565,174,0,367859,737,24,12,LEAVE
122134,55,0,276212,772,5,11,STAY
40721,0,23,791779,137,1,6,STAY
68372,194,21,191037,290,11,4,LEAVE
86256,101,16,501476,390,1,5,LEAVE
151060,23,55,356870,517,4,1,LEAVE
119641,0,5,253345,833,0,4,LEAVE
70872,62,0,692999,358,5,8,STAY
58538,214,18,910657,277,27,5,STAY
95771,254,11,157481,367,11,6,LEAVE
49156,0,5,498481,134,0,5,LEAVE
133683,0,0,986727,629,0,8,STAY
66359,36,19,853921,383,4,4,STAY
153804,196,19,541409,661,13,1,LEAVE
20242,78,18,432774,205,4,5,STAY
105727,75,8,970814,623,3,4,LEAVE
107539,0,10,710279,456,1,5,STAY
57299,94,0,490944,359,3,1,STAY
43178,42,47,287907,155,0,8,LEAVE
67803,79,0,261604,313,16,11,LEAVE
76577,166,62,550186,386,13,1,STAY
134642,230,78,258681,678,14,2,LEAVE
57583,181,13,256380,349,25,10,STAY
47411,193,0,452907,238,17,13,LEAVE
39558,66,0,710275,237,4,13,STAY
46424,0,0,198945,786,0,8,STAY
21002,48,26,488203,200,5,2,LEAVE
83583,0,45,298271,262,0,1,LEAVE
120937,155,64,778391,487,18,2,LEAVE
25678,61,8,211365,199,4,4,LEAVE
27412,69,0,282133,154,4,15,LEAVE
56691,168,0,656528,276,26,12,STAY
50467,49,78,957237,323,5,1,LEAVE
55408,41,0,858796,284,4,1,LEAVE
150823,0,14,264048,779,0,4,STAY
25134,0,7,697377,162,0,5,STAY
43076,189,0,236269,157,13,11,LEAVE
144283,218,6,845600,723,19,4,LEAVE
85607,72,0,196839,320,0,11,LEAVE
124336,0,0,459136,587,5,15,STAY
108763,54,23,719462,767,5,4,LEAVE
116850,205,0,241247,443,25,14,STAY
47184,0,0,924608,843,0,14,LEAVE
148119,156,0,506996,678,18,8,LEAVE
145373,0,73,185329,718,1,1,STAY
25574,206,71,308509,233,19,1,LEAVE
88160,237,51,213386,257,12,2,LEAVE
72728,49,46,362566,331,1,2,STAY
47443,62,38,723488,189,3,2,LEAVE
145162,63,79,202364,894,5,1,STAY
119518,0,18,219501,741,0,6,STAY
37698,0,19,247593,204,0,4,STAY
103355,64,13,360553,517,3,4,LEAVE
37074,225,38,349523,199,15,1,LEAVE
67035,237,0,823407,393,28,10,LEAVE
27859,0,18,518896,155,0,6,STAY
106429,0,27,946153,831,1,1,LEAVE
30358,208,15,247733,245,12,5,LEAVE
62660,200,20,416512,355,18,5,LEAVE
153488,187,18,274840,415,16,5,LEAVE
26065,154,22,264491,216,21,5,STAY
53573,64,0,405716,261,5,9,STAY
73895,53,20,243702,415,5,4,STAY
113508,39,46,257336,155,3,1,LEAVE
144824,62,0,692558,760,10,14,STAY
102909,0,0,441147,538,0,9,STAY
96540,190,0,303880,282,26,12,STAY
36328,72,82,516515,165,4,1,LEAVE
84696,20,14,495401,214,0,6,STAY
71894,221,0,592443,252,5,11,LEAVE
45731,186,14,882582,228,20,5,STAY
128528,62,30,434325,664,23,11,STAY
116103,58,0,486430,568,5,10,STAY
90787,0,46,459066,312,0,2,STAY
105509,70,33,846054,565,3,2,LEAVE
62129,72,0,772963,310,5,12,STAY
35602,0,0,207833,245,1,11,STAY
86651,160,27,643773,397,14,2,STAY
139456,0,0,200120,694,1,11,STAY
132789,235,20,786876,361,22,4,STAY
23792,83,15,299989,187,5,2,LEAVE
45421,54,16,476657,154,5,5,LEAVE
72496,81,37,880243,378,4,2,STAY
44595,220,8,366919,220,29,6,LEAVE
79549,180,0,289405,334,29,5,STAY
123437,0,7,275633,785,19,6,STAY
116082,0,43,778909,447,0,2,LEAVE
80613,0,19,693226,290,1,4,STAY
37309,45,0,654911,247,19,13,STAY
86104,185,6,185327,327,11,5,LEAVE
40549,203,0,665784,173,29,15,STAY
28018,53,0,629837,159,4,13,STAY
40950,0,7,660491,201,0,5,LEAVE
47202,187,82,274859,304,10,2,LEAVE
113292,181,0,646805,736,24,13,STAY
52787,213,0,754204,289,11,14,STAY
44158,64,9,447853,131,3,5,STAY
151222,0,22,191911,735,0,1,STAY
38894,0,0,763115,232,1,6,LEAVE
77932,0,0,293092,376,1,9,LEAVE
69190,0,75,286811,341,0,2,LEAVE
85870,265,5,246230,357,21,6,STAY
22873,184,16,523536,230,21,6,LEAVE
34980,68,81,696797,205,4,2,STAY
113252,80,83,698269,542,5,1,STAY
117442,0,24,842749,529,1,6,STAY
141851,176,0,174469,554,18,9,STAY
132976,0,23,980860,866,0,6,STAY
20667,44,15,395230,240,5,9,STAY
116144,169,0,217500,755,24,10,LEAVE
96374,59,78,298454,481,3,1,LEAVE
45879,41,12,472867,220,5,6,STAY
152981,132,0,663633,701,28,15,LEAVE
40526,68,13,485574,234,4,6,STAY
37219,186,0,228331,131,29,11,LEAVE
33125,0,58,588696,803,3,1,STAY
30940,203,62,184779,185,22,1,LEAVE
58904,72,0,452566,367,3,12,LEAVE
38052,0,77,521639,234,0,2,LEAVE
77448,31,88,224009,254,3,13,LEAVE
87002,55,24,832034,396,4,6,STAY
45745,202,18,463144,165,1,5,STAY
92282,0,17,178962,256,1,4,STAY
30593,198,0,549160,205,15,13,LEAVE
22116,0,85,659804,141,0,2,STAY
40831,0,33,603002,187,1,2,STAY
91781,0,21,623149,325,0,4,STAY
20543,58,0,501683,140,5,15,LEAVE
32135,65,53,546496,224,5,1,STAY
123599,42,0,970641,468,3,8,STAY
22814,0,22,922705,130,0,5,STAY
142631,46,9,507049,721,5,4,LEAVE
113583,230,65,737169,870,21,1,LEAVE
73962,49,45,404640,339,5,2,LEAVE
37413,80,0,586420,235,5,8,LEAVE
132408,0,61,169022,575,0,2,STAY
114880,46,23,878753,570,20,4,LEAVE
95480,257,30,286685,385,13,1,LEAVE
137729,56,46,181331,693,3,1,STAY
57188,241,0,473882,332,26,2,LEAVE
85694,166,34,548648,280,18,2,LEAVE
128382,86,12,253859,443,14,2,STAY
93832,0,0,662941,348,0,15,LEAVE
26435,38,0,704669,164,5,15,STAY
108848,65,0,168853,162,4,4,LEAVE
32737,166,23,919327,246,21,6,STAY
33847,63,6,368327,420,5,6,STAY
35091,51,18,161336,208,5,6,LEAVE
27896,69,0,732007,242,3,14,LEAVE
57656,60,7,393904,285,5,15,LEAVE
29792,46,79,704703,158,3,4,STAY
46396,52,0,731154,210,4,14,STAY
35505,116,0,163981,248,10,8,LEAVE
104087,0,0,700172,282,0,13,STAY
145464,200,0,396080,732,28,10,STAY
70889,179,80,619384,321,14,1,STAY
114044,37,47,171540,811,1,1,LEAVE
147735,51,9,164919,718,5,4,STAY
89395,52,0,921676,295,10,15,LEAVE
106401,149,0,206641,284,16,9,LEAVE
97019,194,0,193839,316,26,2,LEAVE
60641,33,0,987364,397,3,12,STAY
25156,81,66,929583,181,5,2,LEAVE
80845,187,0,172421,385,25,15,LEAVE
71447,0,0,473916,263,1,10,STAY
143195,62,0,174063,660,5,10,STAY
57728,0,0,512580,372,1,5,LEAVE
25137,0,0,153766,154,1,12,STAY
70543,219,57,900452,379,15,1,STAY
24856,62,50,691916,224,3,1,STAY
40805,144,0,813424,186,15,11,LEAVE
117362,214,9,208646,723,28,6,LEAVE
148595,0,47,689321,630,0,2,STAY
71845,62,25,163090,386,5,1,LEAVE
157438,0,0,186584,353,1,14,LEAVE
28162,0,84,442374,154,1,1,STAY
64746,0,0,194119,242,1,9,STAY
27572,58,17,266921,217,4,4,STAY
150212,48,54,979060,570,3,11,LEAVE
102201,0,0,339684,843,0,13,LEAVE
98840,196,5,473153,437,25,5,LEAVE
55915,186,17,203035,383,11,5,LEAVE
156425,0,14,688711,723,0,4,STAY
142971,95,7,190449,205,1,5,LEAVE
47623,51,86,867112,159,4,1,STAY
108104,0,14,739884,482,0,5,STAY
60695,201,0,507200,383,15,15,LEAVE
60510,220,0,813123,299,14,13,STAY
105714,206,0,219328,582,15,12,LEAVE
45031,180,38,469551,163,14,2,LEAVE
64270,237,17,552326,273,10,6,LEAVE
99090,0,54,558167,345,0,2,LEAVE
112208,174,20,850604,680,16,5,LEAVE
86409,158,18,166163,380,10,5,STAY
23726,0,0,728034,180,1,12,STAY
147617,0,0,945340,897,0,10,LEAVE
69127,0,0,759538,302,1,8,STAY
70705,63,0,305015,389,4,13,STAY
70808,0,20,225141,268,0,4,STAY
73415,0,38,242632,250,1,10,LEAVE
125485,54,33,186943,460,5,2,LEAVE
54690,82,34,204453,302,5,14,STAY
69535,62,0,924435,191,5,12,LEAVE
52232,138,0,209527,362,24,14,LEAVE
22281,220,76,550222,235,12,2,LEAVE
131389,81,18,234498,778,4,6,STAY
132865,0,5,813681,553,1,4,STAY
36693,191,0,831023,134,5,14,STAY
20975,0,18,978899,197,1,6,STAY
30151,0,55,979119,241,0,1,STAY
27877,172,20,796820,248,19,12,STAY
95880,196,0,178403,355,14,1,LEAVE
26732,181,66,332070,138,24,1,STAY
96686,0,59,259094,395,0,1,STAY
96253,0,21,180625,326,1,5,STAY
58048,180,52,789392,337,28,1,LEAVE
31488,76,40,976208,192,3,1,STAY
149032,220,0,170436,784,16,12,LEAVE
158409,41,14,342301,166,4,6,STAY
71168,79,6,651241,256,5,6,STAY
32155,219,41,462075,251,27,2,STAY
95248,0,0,180753,250,1,2,LEAVE
41766,139,11,789643,271,29,5,LEAVE
58230,228,0,449498,433,12,12,LEAVE
24851,58,0,908143,279,3,12,STAY
97307,48,77,378559,304,5,2,STAY
76909,173,17,208371,320,13,4,LEAVE
29163,0,14,617055,188,1,9,STAY
24503,62,13,273093,194,3,5,STAY
29745,0,24,583768,148,1,5,STAY
29392,0,0,289404,196,0,11,STAY
90610,0,18,768218,205,1,5,STAY
148003,53,0,216013,484,4,13,LEAVE
135987,225,10,823728,756,26,4,LEAVE
81705,186,8,866680,344,26,4,STAY
28944,0,81,598546,204,1,1,LEAVE
41146,0,83,354864,169,1,1,STAY
135702,161,0,289577,679,25,8,STAY
96157,0,64,416337,385,28,6,STAY
129791,0,0,659672,528,0,9,LEAVE
70278,191,39,755754,327,27,2,STAY
48722,188,0,711699,189,16,15,LEAVE
94980,0,0,418512,283,0,5,STAY
154480,0,11,733690,471,1,10,STAY
45000,218,0,498725,187,19,9,LEAVE
37243,45,0,545466,173,3,12,LEAVE
102317,0,8,639531,512,0,6,STAY
75175,191,0,417597,313,0,8,LEAVE
130436,182,22,217539,581,11,5,LEAVE
70499,0,22,150305,354,0,6,STAY
40327,43,50,155477,181,3,2,STAY
81247,178,0,525874,312,26,10,LEAVE
38598,211,12,278067,217,23,6,STAY
66785,173,34,656128,391,20,2,LEAVE
37106,208,73,765397,235,17,1,STAY
77229,223,0,151998,377,5,15,STAY
132715,0,21,551097,500,0,4,STAY
133496,163,11,166179,864,10,5,LEAVE
48942,67,64,244273,183,3,1,STAY
132113,35,71,199876,451,3,2,LEAVE
138073,51,54,530283,414,5,1,LEAVE
27121,0,0,460015,235,1,4,STAY
75560,61,8,271803,318,4,4,STAY
127065,38,60,661541,899,4,1,STAY
133869,0,74,187090,222,0,1,LEAVE
39911,55,67,282402,264,3,1,STAY
111218,0,19,255982,697,1,4,STAY
46954,0,0,735459,155,0,8,STAY
103413,0,18,725445,362,0,4,STAY
42044,59,0,184307,135,4,12,STAY
94609,38,0,835478,284,3,10,STAY
40741,242,53,416091,181,11,1,LEAVE
35203,0,0,157019,196,1,8,LEAVE
41863,0,55,445210,215,1,5,LEAVE
108180,0,0,678421,180,0,14,LEAVE
138558,0,63,486559,755,1,1,LEAVE
28169,208,43,249500,853,24,12,LEAVE
132146,48,5,283681,630,5,5,STAY
86434,169,57,865878,333,0,2,STAY
98996,41,20,643372,295,4,4,STAY
149437,0,35,397772,785,1,14,LEAVE
146987,0,14,215087,602,1,6,STAY
133894,201,36,890608,709,26,1,LEAVE
44607,242,85,629610,238,19,6,LEAVE
24347,0,0,971631,144,10,2,STAY
34470,97,0,238910,169,26,10,STAY
31623,0,7,667313,178,0,5,STAY
115464,63,53,681607,477,5,2,STAY
35534,0,0,152667,140,1,9,LEAVE
153907,0,6,288659,809,1,6,STAY
46427,0,0,268784,610,0,10,LEAVE
40166,190,0,426470,188,4,6,STAY
81157,71,51,492458,345,0,4,LEAVE
123115,182,41,275469,811,20,2,LEAVE
32702,0,11,177059,205,0,2,STAY
114492,180,5,924951,445,11,6,LEAVE
30138,175,0,535034,245,1,14,LEAVE
107222,36,24,782936,879,3,6,LEAVE
93077,162,64,599121,264,14,2,LEAVE
52064,0,65,883531,312,0,1,LEAVE
156952,77,8,215040,746,5,5,STAY
61191,180,0,190915,302,10,10,STAY
90259,41,14,959818,388,3,5,LEAVE
66329,243,20,225666,393,14,6,LEAVE
104962,81,9,570512,479,3,5,STAY
34560,23,0,328231,229,3,9,STAY
20736,0,58,640040,246,0,13,LEAVE
52129,0,15,640813,318,0,6,STAY
94905,203,0,593199,285,22,9,LEAVE
38346,189,36,386401,130,23,1,LEAVE
153763,0,12,970499,702,1,12,STAY
136275,197,46,377620,896,24,2,LEAVE
137358,203,0,727880,852,22,13,LEAVE
138084,0,0,701075,643,1,11,STAY
142221,233,69,160194,847,10,1,LEAVE
26892,230,18,702991,155,20,6,STAY
32231,215,0,783463,243,12,15,STAY
111623,201,72,564124,469,16,15,LEAVE
150512,0,0,168258,873,1,9,LEAVE
129155,73,83,181311,683,4,2,LEAVE
142398,0,51,379713,474,0,6,LEAVE
103796,41,0,609937,617,3,9,STAY
73938,46,0,516702,337,3,10,STAY
105622,178,0,278281,434,18,13,LEAVE
58812,61,46,837679,288,5,1,STAY
151622,50,65,875260,825,5,2,STAY
42010,52,0,982690,156,3,8,STAY
56318,95,0,199203,372,3,14,STAY
64750,72,0,746647,260,4,1,STAY
74037,234,19,359308,275,10,4,LEAVE
146591,0,62,199325,656,0,1,STAY
27911,238,20,601816,221,15,6,STAY
90692,68,0,837273,287,3,9,STAY
130121,182,48,458654,731,14,2,LEAVE
127217,0,0,681387,639,0,14,STAY
23395,64,69,172696,234,1,1,LEAVE
73174,0,12,954690,360,0,5,STAY
95325,62,73,585043,347,3,1,LEAVE
54324,168,41,460958,359,24,1,LEAVE
38208,45,6,160252,850,4,6,LEAVE
102794,64,56,622407,425,4,2,STAY
46640,65,30,232199,137,3,2,STAY
72002,173,0,469111,256,27,5,LEAVE
82232,73,76,192591,365,3,10,LEAVE
49108,209,0,418364,229,1,10,LEAVE
78750,191,20,242577,292,28,5,LEAVE
77449,186,6,558255,359,21,6,LEAVE
73762,0,0,275861,269,0,15,STAY
75785,183,8,421401,187,29,5,LEAVE
125394,212,20,175931,826,24,6,STAY
80155,0,23,216309,302,1,5,STAY
149815,0,0,918426,854,0,15,STAY
147278,184,9,600299,426,10,5,LEAVE
121868,64,6,251199,148,3,6,STAY
35645,49,6,279485,162,5,6,STAY
27031,52,0,183007,380,3,1,LEAVE
100571,68,0,307149,782,5,8,STAY
73910,0,42,973039,331,0,2,STAY
109401,0,47,291226,657,0,2,STAY
31387,57,0,411355,174,4,14,LEAVE
143282,0,15,421827,819,1,4,STAY
48221,51,8,202029,211,3,6,LEAVE
49825,251,11,400682,137,18,6,STAY
95561,0,23,151998,397,0,5,STAY
155831,0,46,638189,629,5,2,LEAVE
23564,0,0,275658,136,1,14,STAY
139706,45,0,659734,400,3,4,STAY
68670,0,0,484755,319,1,14,STAY
127045,87,73,591053,828,20,1,LEAVE
73711,217,0,646492,346,22,11,STAY
40082,158,35,892241,161,11,1,STAY
120601,76,49,203718,485,3,2,LEAVE
152126,0,20,732829,145,0,6,STAY
51354,0,0,274884,297,0,12,LEAVE
77448,37,0,302245,326,3,9,LEAVE
38873,0,0,318374,141,0,14,STAY
38568,186,38,165947,177,20,2,LEAVE
34496,168,0,168913,162,20,14,LEAVE
149999,0,15,723260,675,1,5,LEAVE
30953,67,5,347775,199,0,5,LEAVE
74323,41,0,770039,202,3,15,STAY
85172,0,23,280263,375,1,1,LEAVE
153689,0,0,254596,617,1,9,STAY
33210,188,73,254880,227,22,2,LEAVE
93222,205,49,556219,265,11,1,LEAVE
59757,208,0,992162,275,22,13,STAY
133961,0,0,886270,479,0,12,LEAVE
90230,0,71,269304,265,5,1,STAY
151182,52,84,856146,848,3,1,STAY
84662,61,24,694604,285,4,4,STAY
118844,49,77,175092,647,4,1,LEAVE
74039,220,0,362631,451,29,11,LEAVE
152840,185,0,473743,430,18,12,LEAVE
47378,0,8,748140,138,1,2,STAY
107030,0,5,208406,741,0,6,STAY
153396,226,0,263814,708,24,8,LEAVE
43854,0,16,277368,137,1,11,STAY
69937,231,85,898193,303,29,2,STAY
55039,57,0,731740,317,5,15,STAY
53398,61,89,518914,271,5,1,STAY
93425,56,18,371971,311,1,5,STAY
65766,165,0,258778,352,18,13,LEAVE
141697,39,0,420189,687,4,13,STAY
98958,89,0,643458,398,5,13,LEAVE
60967,182,19,219374,135,18,6,LEAVE
96136,75,43,882231,344,5,2,STAY
55013,64,0,475075,360,3,13,LEAVE
157319,0,16,258489,529,1,5,STAY
115880,185,14,465664,546,15,5,LEAVE
71246,183,0,664636,336,28,13,STAY
130053,0,6,235875,229,0,6,STAY
116299,0,18,218522,780,0,5,STAY
84190,0,24,453678,296,0,4,STAY
83821,0,8,153262,376,1,8,STAY
102780,224,48,233304,788,29,2,STAY
105917,48,16,305951,842,4,5,LEAVE
47543,0,0,172128,174,1,14,STAY
29314,199,63,548548,218,29,2,LEAVE
49676,0,0,472768,130,0,1,STAY
111981,0,18,694059,673,0,6,STAY
100366,79,0,462965,855,5,8,LEAVE
122406,0,0,520295,869,1,1,LEAVE
24015,179,21,226661,192,23,6,LEAVE
33272,81,37,322613,206,5,1,STAY
45256,212,66,157781,211,10,2,LEAVE
36855,0,0,608667,183,0,13,STAY
151313,85,0,253697,804,5,12,STAY
26638,0,14,518080,189,0,6,STAY
53156,204,0,627698,261,25,15,STAY
41263,42,0,874053,149,5,13,STAY
129126,168,0,200047,657,23,13,STAY
96398,54,7,960127,658,5,5,STAY
31295,51,6,903804,207,0,5,STAY
69605,71,0,292979,602,4,8,STAY
44822,59,12,265067,160,3,5,STAY
87654,0,15,347670,329,1,13,STAY
36507,53,26,379453,201,27,1,STAY
37337,0,6,181148,220,1,12,STAY
41030,223,0,298146,225,29,8,LEAVE
28462,68,0,452090,144,3,8,STAY
110718,0,0,926154,260,1,12,STAY
40939,190,79,686581,236,17,2,STAY
102031,0,0,323253,744,1,8,LEAVE
118439,163,15,431797,853,16,6,LEAVE
45473,213,50,969967,175,23,2,STAY
96781,68,16,577198,382,3,4,LEAVE
149676,240,6,797654,800,14,5,LEAVE
23503,198,23,436365,153,14,4,STAY
157427,0,10,177180,537,0,6,STAY
77623,158,8,772303,366,24,6,LEAVE
110595,109,17,497755,859,18,4,LEAVE
91836,73,54,295652,382,4,2,LEAVE
104075,0,57,844829,480,0,2,LEAVE
45215,0,0,676217,267,1,8,STAY
36110,0,16,281482,135,1,12,STAY
144640,229,28,733862,430,19,2,LEAVE
122836,66,0,929803,290,3,12,STAY
122689,206,12,453981,655,28,6,STAY
81652,57,76,553403,291,25,1,STAY
75466,0,16,475351,342,0,5,LEAVE
27572,233,38,261269,166,25,1,LEAVE
155027,0,11,835269,644,1,4,STAY
156695,0,7,328459,532,21,4,STAY
137261,0,0,285518,575,0,11,STAY
20764,174,6,284498,548,12,5,STAY
25081,0,0,251156,169,0,8,STAY
27850,71,0,257317,332,4,11,STAY
72504,62,8,452743,386,5,5,STAY
55124,0,17,897743,317,0,6,STAY
65771,0,0,170942,723,1,1,STAY
42792,59,13,445117,293,3,6,LEAVE
50613,85,11,376651,263,3,5,LEAVE
94822,199,22,416505,311,18,5,LEAVE
146043,60,86,696305,454,5,5,LEAVE
49163,0,9,896458,211,1,4,STAY
150741,0,7,312581,247,0,4,STAY
43327,84,30,401109,233,5,1,STAY
33414,0,0,232877,188,0,6,STAY
127968,169,22,838390,855,1,1,LEAVE
29258,222,45,262203,165,15,1,LEAVE
75952,196,24,157444,336,20,6,LEAVE
34543,209,81,588445,238,17,4,LEAVE
134569,69,56,899002,872,4,1,LEAVE
60984,189,0,614200,286,5,9,STAY
28754,0,19,222289,151,0,5,STAY
34472,0,0,550816,228,0,8,LEAVE
35569,0,11,713357,142,0,5,STAY
24682,72,40,888109,241,5,1,STAY
43758,0,0,337487,322,1,12,STAY
41083,66,35,322151,215,3,1,LEAVE
95764,63,33,719935,316,5,2,STAY
48815,0,0,986047,216,0,14,STAY
36459,40,0,545571,242,4,2,STAY
148316,59,83,312046,679,4,6,STAY
137558,240,7,701460,684,27,5,LEAVE
59408,228,80,287373,364,25,2,LEAVE
79976,0,56,481093,305,5,1,LEAVE
37510,167,11,431161,142,18,6,LEAVE
89605,47,68,897552,307,4,1,STAY
67111,54,20,300306,268,3,4,LEAVE
125021,0,5,323445,480,4,4,STAY
36061,181,0,706649,196,15,13,STAY
66977,0,24,184928,328,1,4,STAY
122217,0,38,272041,633,1,1,LEAVE
105275,209,7,401941,724,28,6,LEAVE
63475,57,42,297728,282,3,2,STAY
65775,79,66,185799,288,4,6,STAY
136596,86,10,368786,437,5,6,LEAVE
146939,0,65,896009,414,1,2,LEAVE
23317,203,15,290252,137,17,5,LEAVE
29825,0,0,205843,183,1,8,STAY
22637,64,13,186657,178,5,5,LEAVE
60815,129,80,427433,252,26,1,LEAVE
49256,196,87,187382,231,15,1,STAY
133152,16,19,162425,865,4,4,LEAVE
114856,224,44,285689,271,17,2,STAY
103215,56,60,418137,717,5,2,LEAVE
153323,0,5,277886,198,1,5,STAY
131754,0,73,843905,743,21,2,LEAVE
59775,258,56,552599,273,28,1,LEAVE
40302,0,17,424545,205,0,5,STAY
23394,52,23,594716,244,3,4,LEAVE
101979,0,43,553220,755,1,2,LEAVE
149956,84,43,535245,823,3,1,LEAVE
80621,202,66,218035,395,28,2,LEAVE
136925,66,75,878029,892,19,2,STAY
122569,18,6,377893,490,3,5,LEAVE
115848,36,0,729963,677,4,13,LEAVE
138207,185,64,855710,430,27,1,LEAVE
143453,57,0,886388,564,4,10,LEAVE
39355,0,0,292080,198,0,10,STAY
148787,64,0,207578,886,4,9,LEAVE
57895,0,16,481907,344,1,4,STAY
24622,95,12,559073,244,3,5,STAY
25587,0,34,273367,149,0,2,LEAVE
27287,215,73,840106,741,0,2,STAY
123777,82,39,291028,700,3,2,STAY
41996,185,22,781366,147,28,6,STAY
48740,0,0,529560,170,1,9,STAY
37867,0,0,275368,172,0,15,LEAVE
136803,174,23,437576,143,16,5,LEAVE
76194,81,13,954374,391,4,5,LEAVE
82815,48,52,436202,356,5,2,STAY
137221,162,0,599754,809,11,9,LEAVE
75210,0,13,586717,385,1,4,STAY
42254,0,65,284282,168,1,2,STAY
158581,189,79,797395,561,26,1,LEAVE
70449,0,0,866886,371,0,15,LEAVE
147783,0,0,250466,846,0,12,STAY
131284,90,0,585436,524,5,13,LEAVE
71994,203,17,206724,380,11,4,STAY
57924,0,0,767493,396,0,12,STAY
117357,0,15,264577,744,3,11,STAY
31129,0,0,231612,219,1,9,STAY
29431,183,53,852774,210,29,2,LEAVE
149898,153,15,367686,822,1,4,LEAVE
113738,0,0,301767,504,1,11,LEAVE
67937,29,74,517702,353,5,2,LEAVE
75729,66,61,238690,263,5,1,STAY
20568,188,0,259001,174,20,8,LEAVE
36588,47,27,281994,158,4,2,STAY
107376,0,26,252698,442,1,2,STAY
63784,171,0,353729,396,29,15,LEAVE
37318,204,60,156276,155,15,1,LEAVE
41177,171,0,448516,342,10,12,LEAVE
25568,0,5,520821,178,0,6,STAY
124061,50,0,298094,515,4,13,STAY
41456,205,85,386527,178,16,2,LEAVE
140659,192,72,569118,163,28,1,STAY
62003,0,32,285039,371,0,1,LEAVE
21781,199,76,579417,170,26,1,STAY
45438,0,6,394665,192,1,4,STAY
80915,265,0,268601,324,23,1,LEAVE
43973,207,0,998868,207,25,15,STAY
47309,34,17,706944,162,0,5,LEAVE
61174,165,84,173690,376,19,2,LEAVE
86062,62,6,285865,269,3,5,STAY
27280,62,0,369155,210,5,1,LEAVE
23966,0,0,637888,221,0,13,STAY
36394,41,0,563097,175,0,13,LEAVE
66024,160,15,443655,561,16,12,LEAVE
22999,0,0,683105,141,12,10,STAY
71460,245,13,849935,338,28,6,STAY
70829,158,21,267119,292,22,6,LEAVE
131805,188,10,969832,634,4,6,LEAVE
26401,210,86,705286,243,11,2,STAY
61355,0,48,929509,282,1,6,STAY
56693,74,32,590625,273,5,2,LEAVE
150309,225,0,165357,491,27,13,LEAVE
141722,0,10,178782,827,0,6,STAY
114696,0,74,227083,746,0,6,STAY
42594,225,45,296048,199,22,2,LEAVE
25350,238,44,712470,206,13,1,STAY
76767,253,60,184894,264,22,1,LEAVE
108207,0,0,788376,592,1,8,STAY
62157,53,14,811391,397,5,6,STAY
60923,0,17,987385,344,1,4,STAY
35291,0,18,900975,180,0,4,STAY
61147,93,0,559543,277,5,9,LEAVE
44300,54,20,166934,230,5,6,LEAVE
83837,65,48,778925,285,12,2,STAY
57023,72,0,620414,367,3,10,LEAVE
97802,231,66,254546,383,24,2,LEAVE
42586,220,0,878852,198,15,15,STAY
82661,192,0,506705,315,15,15,STAY
106588,82,15,457094,735,5,4,STAY
122136,0,27,513439,501,1,1,LEAVE
30987,0,52,676178,137,1,2,LEAVE
22758,215,87,830504,149,15,1,STAY
120221,0,64,507933,771,5,1,LEAVE
145644,229,21,599883,171,12,6,LEAVE
42196,178,0,329349,220,19,8,LEAVE
60648,0,62,161354,187,4,2,STAY
56921,45,6,603339,349,4,6,STAY
130772,0,0,953367,549,0,8,LEAVE
80274,67,36,269857,357,4,2,STAY
114839,189,78,205940,847,14,6,LEAVE
139964,75,39,194876,589,5,9,STAY
85397,71,0,421830,397,3,11,STAY
94342,71,86,231903,381,3,15,LEAVE
54634,0,0,254579,351,4,8,LEAVE
91560,60,21,390519,364,4,4,STAY
38203,65,10,566698,735,4,10,LEAVE
137753,0,23,336433,379,1,5,LEAVE
133941,52,20,378236,897,3,6,LEAVE
43280,49,47,486416,231,4,1,LEAVE
21068,209,0,678672,197,1,13,STAY
65868,0,74,400104,390,1,1,STAY
27399,55,24,869843,227,14,6,STAY
89426,48,68,379330,276,5,1,LEAVE
81283,151,7,607368,319,28,4,STAY
66098,245,16,973549,326,14,6,STAY
120631,66,17,467811,884,4,6,LEAVE
29001,62,6,827316,150,4,1,STAY
31798,64,41,660822,201,5,2,STAY
21750,198,0,813480,277,25,2,STAY
159225,0,5,435393,189,0,6,STAY
138312,55,17,185891,530,5,5,LEAVE
157543,209,10,272756,862,3,5,LEAVE
71645,219,44,550491,253,17,1,LEAVE
27068,66,5,243765,209,3,5,LEAVE
59401,237,5,821817,267,10,5,STAY
34148,186,21,369813,199,23,4,STAY
65987,77,72,200335,261,5,1,LEAVE
87073,0,87,166168,284,0,1,STAY
51638,227,38,776942,251,12,1,STAY
21195,176,0,247714,134,18,13,LEAVE
31705,198,43,374374,222,20,2,LEAVE
