v021,v087,v088,v089,v114,v115,v116,v117,v118,v120,v121,v157,v222,v223,v224,v249,v250,v251,v252,v253,v255,v256,v292,v360,v361,v362,v387,v388,v389,v390,v391,v393,v394,v430,v494,v495,v496,v521,v522,v523,v524,v525,v527,v528,v571,v572,v573,v574,v575,v576,v577,v578,defeat
1.400244975050774,2.4211822063874533,0.9800074299585109,1839.4958086190904,0.9498619089406944,0.0,727.6417071259227,0.9907786859528231,58.61376160760602,0.978989636345964,6.302542784972146,0.029017950490338708,0.06349706630447496,0.004443801572563847,102.47687604361724,0.02200801669761592,0.0,100.41882805222036,0.0005595619842743615,2.1579156664466708,0.004604380157256384,0.5495803238539511,0.010276495874194892,0.021784082710497647,0.0014344545189460694,33.82070037775312,0.007526710804851476,0.0,36.06030818221039,0.0002,0.5776181419297354,0.0014404380157256385,0.1727081328033454,2.077013005734667,2.6245985286964384,0.46076791727930416,5.573312120362034,2.326537646075937,0.0,13.799496574338587,0.05438627278912584,3.6839709927305653,0.4705063380244256,8.72201087586765,530.7932355359251,2.4518430171836045,7.917125599431216,0.5718211571693851,2.7848708509748294,0.1660464215125052,1.490660277250024,23.324260462478964,1
1.4032667543256787,2.4530526755114783,0.9796421221127353,1881.9127989058834,0.9511938028810025,0.0,752.3120335801308,0.990795693269311,58.46285654391654,0.9765969014405013,6.3280169639457196,0.02872032548225451,0.05098408796242403,0.005924632212943455,175.8993798511505,0.0101,0.0,73.47100853372399,0.0007,2.7884486202881487,0.005280619711899746,0.4677544020208645,0.009497846634655527,0.016431618263048797,0.0019827730772442186,53.72642164825849,0.0032,0.0,26.839157790534003,0.0002,0.8113482277494951,0.0013956932693110545,0.15508214040918272,2.0432754097202372,2.081631381895716,0.6065780318747208,9.346993143603239,1.0588846634655527,0.0,9.767079827018717,0.06936029422964524,4.769117131586717,0.5417361308058408,7.39160094913968,534.1234675014153,1.786008159903991,9.28578778872648,0.21671959371607943,3.2809710534404917,0.0659038874906066,1.7384913293736894,12.126648471640978,1
1.3962541956193075,2.378382213685063,0.9686012908937521,1823.9542760343095,0.9339417881714134,0.0,705.4668881640889,0.990295457807455,57.93459036427956,0.9661635906956291,6.308835716157896,0.10965472160257328,0.03887229262547587,0.006870475748457895,58.60935495549012,0.026869567309948907,0.0,79.88930455335242,0.0009018168770179757,3.1003644265116748,0.02321551521866413,0.3932387521646547,0.03513232133108041,0.014688190299383157,0.0021904613956556275,17.847490308881646,0.00939409514969158,0.0,25.266402624765618,0.0003004542192544939,1.0541815923025997,0.007671384186966883,0.13071233568388269,7.850388652244704,1.6347799670824292,0.7100253898663306,3.2131010704510063,2.882041502832272,0.0,11.324323477590115,0.09585352610801894,5.351519051856599,2.401021304468396,6.233573871433726,534.7014428723577,2.36869584112115,7.042543627825166,0.2605525459054986,2.6661311022013394,0.08688584743909936,1.3171255316774495,11.005039506773718,1
1.4225506722332932,2.4041023350331243,0.9868257190470057,1824.3904955701776,0.9533161373673696,0.0,748.9944531789832,0.9905360291363899,58.88775095499974,0.9746279791781901,6.285505919021244,0.03843234963667912,0.03801180435985055,0.0029750093627424904,161.29560371541504,0.030010384991324177,0.0,96.42813551328888,0.0010639708636100732,4.103747620095417,0.011249943823545053,0.48071974196514045,0.013255883454440294,0.014990455771333882,0.0009397086361007325,51.52903314387607,0.009125028088227473,0.0,29.46897892487327,0.00036397086361007324,1.1810309883287737,0.003433806456175458,0.16062644745675383,2.699407246646512,1.578422155668537,0.30092596436247654,8.840489972677057,3.1573140328087392,0.0,12.886779327529286,0.11007577522346063,6.965309300913537,1.1594978371483966,7.644579975268418,533.6922255634745,2.303270022847415,11.404787094721044,0.34515254101345916,3.880909868214409,0.10884058684972876,2.137783828949993,14.955953994296975,1
1.4313635039846053,2.455601514582167,0.9869639587766517,1762.098048808781,0.9493868444110326,0.0,736.1621334021546,0.9814447406850543,58.129656364996,0.96900606250263,6.192587086410262,0.13240951725259664,0.07559239162180884,0.0014598969416292542,218.01275154359024,0.027996392957023896,0.0,153.13287829089072,0.004938557182809559,3.4696397609180116,0.014077174865426503,0.27862779655368863,0.04348896607825489,0.025140618350224474,0.0005279175533034033,66.2759743208829,0.008643134309685736,0.0,44.87723666287194,0.0013715671548428674,1.0621874786155192,0.004740103058370746,0.08771818750788994,9.2296598426801,3.08064122543528,0.15086177660962202,12.37292637166641,2.956756089627728,0.0,20.786705424112846,0.5074860912939131,5.948770553255656,1.4546673196464344,4.502436894481598,533.6446232069276,2.2518415279343174,9.497929653264881,0.21299521008030703,3.2897012350285966,0.05731476196433599,1.7819452518029444,9.472415583917856,1
1.3947929459190795,2.432160834281393,0.9907863981581835,1797.828092244568,0.941136018418165,0.0,731.0328079775809,0.9915897986186376,57.58435340709126,0.9672648619086408,6.330169010382657,0.04811586881545258,0.0806330034309668,0.0005068009209082505,131.75153809833793,0.01959231875228603,0.0,154.45634983522842,0.0013965995395458747,2.7792783543701636,0.015663475261810337,0.1678227676501799,0.013444205985903629,0.025863981581834984,0.00020226697363608353,41.01643248295177,0.008145592632733996,0.0,56.307781082493605,0.0004,0.7925302301373061,0.004630604144087128,0.06725943616808798,3.4512011220203433,3.314161955404171,0.05437102419628072,7.328368175921751,2.0831874275491624,0.0,21.1281277655409,0.1438146144818658,4.826600552185924,1.623449033674633,2.650508753015269,537.5655759753236,2.203364850442166,12.203085730409946,0.2098577963612453,4.219499505146451,0.06393324512450428,2.2700639930483097,9.523138804973431,1
1.3764435273783535,2.4225492808198172,0.9718929283384521,1837.3911622336896,0.9459824409864118,0.0,761.9209920361491,0.9897178187636961,57.825062035159206,0.965902097470408,6.2177381343577345,0.14251320499340092,0.04610407480053458,0.008007730771590076,89.32813220381624,0.011112325072340466,0.0,133.60227348802346,0.003136575857087133,3.859204356874669,0.02547339199473736,0.39442001690484085,0.0533206954844279,0.014979164905745739,0.002860287672073178,30.317819798011243,0.004024510534854574,0.0,49.56103754933433,0.0010287054756706986,1.280136692674356,0.007644167018850852,0.13416066756246264,10.372822274860212,1.9027605146605857,0.8215404364926286,4.861445761135576,1.1717766937224425,0.0,17.52052687014132,0.3228252437315322,6.6956738944113585,2.634346530885392,6.342974005988196,530.9407272542918,2.178203876782074,7.266540147303939,0.36936170656289424,2.5386101269311956,0.11472319231477024,1.368639351907082,16.94368539605385,1
1.4083639261459737,2.3453603123276348,0.9678620128976712,1844.4680597410681,0.9504344436060156,0.0,759.9833244473607,0.9905201984426424,59.09566937861012,0.9778593904364491,6.2787240249392475,0.05210772502742559,0.0436663359289295,0.006090290546151424,88.56325995203427,0.01282615172191125,0.0,89.75844373027161,0.0010798015573577017,4.428967742369448,0.0031550674051906303,0.3883603114715404,0.016969312568563977,0.014475053169566586,0.0021788093441462097,27.691495075745998,0.004195251612208885,0.0,26.38182985812073,0.0003,1.2527724281400616,0.0011625797543498785,0.13036038264966054,3.702278668700094,1.8637097797758744,0.6325909963346933,4.80133246260397,1.346533103207052,0.0,11.811878948276009,0.1116290571834255,7.492021314178018,0.32774798811741324,6.184209066282483,535.8509589488141,2.2513632872550806,7.306804813573251,0.35241991373016135,2.5731952499000204,0.10413458510616176,1.3635080783497437,15.610115541901525,1
1.408698251265193,2.410600184077348,0.9853772319378458,1809.2138024217313,0.9624305913494486,0.0018607857796958064,775.545458658058,0.9889121203404696,59.12223880581078,0.9693737344682318,6.350429394846686,0.043199815922651895,0.06294921767127057,0.009704665207871443,103.427533525058,0.019953238608423657,0.014474165897096908,120.70418720685659,0.0015751150483425634,3.9325927231995914,0.013301104464088609,0.3467105901926745,0.017625621261049843,0.01997447077762421,0.0031599574316293517,40.67614462746016,0.006434612286601662,0.004620743211325155,44.866170501624325,0.0004750230096685127,1.1570721353011093,0.004562902669198972,0.11039107224861708,3.0650902439005505,2.6097795386498555,1.0010663712194594,5.716744155544197,2.124250477254642,96.93781003218533,15.560610941111895,0.16262426944544423,6.651256759097384,1.373827628876403,5.4616204094888685,531.3295138058012,2.091860946837697,5.879843534254114,0.2889788598694735,1.6869002013128238,0.09748392199654628,1.106608013109801,13.801224833167806,1
1.4081672038731545,2.448368256021026,0.9855093127641178,1787.6569621508922,0.9523509289788017,0.0,747.343681472961,0.9895799194190269,58.52271438969467,0.971724938415465,6.2884288338735,0.02241611832762672,0.06513174397897392,0.004636355475326034,124.08475922798888,0.01267781512328371,0.0,143.4849328745607,0.0008228341197219489,4.188596164938306,0.013964696672545521,0.21398573962997663,0.008397895704256891,0.02359514216550812,0.0014505260739357776,44.45093562237308,0.003775061584534941,0.0,41.35420650028943,0.00030380568662032476,1.2277906851028915,0.00440761137324065,0.07573465408444882,1.5905753394307394,2.6608017494760703,0.47406914946918066,6.941143476305278,1.3300552086315822,0.0,19.200986130223697,0.07859547827506151,7.155705137326889,1.4380709657405635,3.402769483445743,530.6138688058013,2.0336789800186703,10.007150223605437,0.2911461379396223,3.4756560144413142,0.09871092438358145,1.8857455806010213,14.333855337469426,1
1.3930996974724366,2.363204703447402,0.9883000513726051,1698.8124245166753,0.9333003310678997,0.0,818.6573061515029,0.9631015297620191,57.24033842100056,0.9812989325914269,6.209709903496654,0.04500194645092734,0.0695984131573085,0.0025999486273948795,119.06395313031973,0.029599811633781226,0.0,113.87061497722823,0.03299815058621566,4.0978615736614685,0.00320084479395087,0.5536857241238438,0.017100736340673394,0.025499292199662783,0.0007999885838655288,37.887772457465296,0.010999840174117401,0.0,41.18833989976008,0.009899446317478147,1.3233514243478248,0.0012002625710928376,0.16419619271915387,3.2281408865155097,2.944629391208296,0.26749479424268113,7.008703088064375,3.1706789086915643,0.0,13.909474461737089,3.429107786543908,7.159156219864501,0.3283880412290421,8.916162510154596,530.0847741987959,1.9812018322895828,9.00989896720993,0.275298304704031,2.595989599901497,0.08979972030470545,1.699680495534256,13.89780315693128,1
1.4086008555519676,2.377701490363348,0.9829312543284203,1912.2595978037878,0.949878625634776,0.0,750.5216482870846,0.9714291017433115,56.41885558638261,0.9769183662281478,6.37544818501398,0.041055098684443306,0.04895810682151954,0.02231719327048985,139.28891193922288,0.006983883022064492,0.0,86.17640289788721,0.006782171918129402,2.161015218124074,0.006376155643976856,0.3814863530128636,0.013215358091071536,0.015999461853722828,0.006644363169279519,52.42109295219274,0.002364123095672007,0.0,31.08952351994565,0.001984103762651291,0.7007096721990245,0.0018920518813256456,0.12871675178931627,2.9125437024050687,2.0579981792545463,2.274051781745443,7.279925502096749,0.7381688322753677,0.0,11.503850584434037,0.7007483494762569,3.842211821869034,0.6517111625623728,5.986110156982091,533.3690423721314,2.2526228647285724,8.392010902892542,0.27401320550596286,2.931577053040289,0.08498109562557507,1.573460742732146,12.163921182492567,1
1.4040226294987954,2.3905089066355925,0.9899895359026396,1873.4868047182702,0.9477051601275269,0.0,781.1764102229483,0.9905901988988688,59.24827494500629,0.9739639667343145,6.305930473022939,0.045907292958521,0.06648792222556825,0.0013104640973604271,112.03732094774014,0.015835370269456372,0.0,92.80120788480151,0.0007300662996229182,2.3995313542722845,0.00891576806719388,0.42387328009322306,0.01650397797737509,0.022914298232429037,0.00043006629962291816,38.0611672948387,0.0052215911909500356,0.0,30.465077653206507,0.00023006629962291815,0.7335300348879228,0.0028418563894417083,0.14289971231538706,3.271457060674819,2.78571986010396,0.13278296215565097,5.9772741315596525,1.6719023758877132,0.0,11.8827115156214,0.069707292958521,4.054135381856866,0.9164621331753428,6.7107787047305445,535.4233867681367,2.229826582672567,6.017391167775217,0.2751449150976747,2.2036733611121293,0.08029971231538705,1.1240174379595684,12.204729634679744,1
1.3978962669534518,2.4361898593876643,0.9895443236968582,1795.5002164019531,0.943693996432195,0.0,734.9517960793396,0.9911205599569822,57.79237741086866,0.9683502019989914,6.319828555313733,0.04200426231020271,0.07731014061233578,0.001481710564274468,129.98093729441453,0.018033375088557298,0.0,152.10643068879435,0.0012630171305663533,3.1147697099833813,0.015211881869938,0.17708373055418739,0.012212815131575062,0.02542923804402647,0.0004967962171062348,41.87615846427388,0.0071497980010087085,0.0,52.93813597750591,0.00037716952176105884,0.8960394225964918,0.0045543390435221175,0.06869172591093835,3.008918364206551,3.173614957109802,0.15346918990417274,7.2388539193063774,1.9132976980004182,0.0,20.704357839927617,0.12862961384104216,5.3822811504699235,1.5743809714320474,2.8026533119945385,535.962752662077,2.1624325106906586,11.687182048328248,0.22842005889429468,4.043492098430596,0.07193312455721351,2.179641104174802,10.635584408025023,1
1.3996366288109907,2.4447233443307272,0.9869086502976163,1791.8736356029613,0.9523684108957614,0.0,741.5845034045911,0.9893038231344371,58.62545607175512,0.9688396408972176,6.289978065222121,0.018692759255231013,0.05920322462979981,0.0034267619410592097,126.15640666913075,0.01200764626887406,0.0,134.03443740259928,0.00099617686556297,3.9203335242093114,0.016411063879206014,0.2217853059668891,0.006983703433509587,0.02047887627033026,0.0010684108957614662,43.115723807530046,0.003443058507549624,0.0,37.72248513317145,0.000339235373112594,1.1569950581084516,0.005263178208477068,0.07829718089430526,1.3332215123406097,2.422172043699542,0.3516106023158543,7.040031877250099,1.2604076853949557,0.0,18.05983909476804,0.09895269327086749,6.688046637921959,1.694347824331731,3.525475360844794,530.1826365727717,2.006205252250325,9.13136900043686,0.2896917552264887,3.141301915542032,0.09770664224013176,1.7222295250075073,14.439303708406069,1
1.4052801256332388,2.433473176618341,0.9870167139424094,1905.1966019346914,0.9517617706213722,0.0,787.1659416969263,0.9911771880060621,58.95930554825886,0.9612604740636528,6.342897549231073,0.09948186778530868,0.05961276341196964,0.006220948127305542,148.00164734177196,0.014534501645363133,0.0,68.43834047708316,0.0009342179909067469,1.9712409050218653,0.02044217990906747,0.2705698542540954,0.027754882463755903,0.01894138980297952,0.0019745340333419273,51.49782584966516,0.005113269863601205,0.0,25.767232343878003,0.00031140599696891563,0.6097305108895918,0.007036871963626987,0.09551541738468988,7.083440388184557,2.4495915130753936,0.629517624724492,7.770236145830523,1.5289511372142448,0.0,8.697436976161942,0.0911517828966853,3.346204439465825,2.1265806124914888,4.262830289130985,534.3421937946345,2.062662074907778,9.923879668754047,0.19157295382116601,3.549107579258227,0.06238808755139952,1.8576511970329586,9.28972767330646,1
1.402021667032371,2.344065730686975,0.9880612204306433,1847.4664695065674,0.9474330975098884,0.0,770.447415795292,0.991,58.11554309092721,0.967073004643328,6.28321627234949,0.07548063233484846,0.05986382929397666,0.001992394428006381,108.24350671990462,0.00929011718031366,0.0,79.10683346188075,0.0006961972140031903,2.0118317705155406,0.017577183284019145,0.3577591863204839,0.029994693795225923,0.019770329421414157,0.0006307981426687936,33.67260400221626,0.003109506964992024,0.0,25.92026648629612,0.0001980986070015952,0.6023609771158482,0.005659694892339182,0.11552922836531107,5.386154964327048,2.5405930346534524,0.19942613304964923,5.8587793499340775,0.9758638073517115,0.0,10.245633142989774,0.06714709261168533,3.4628516242784975,1.8180346671099843,5.68652958121417,529.038876828308,1.52794682682284,9.497793499340776,0.1936395974600642,3.082343709742175,0.05596113195253598,1.7949606233806807,10.268757147247,1
1.3993306936654275,2.415673732423521,0.9754666609575727,1759.6152763877826,0.9439666609575728,0.0,728.1049517004344,0.973595133014885,58.30361055996756,0.9589370866598438,6.4800351026270935,0.06190751236211482,0.05662981187309413,0.0023247244398958465,77.19331835645347,0.03395541810532326,0.0,87.4360876398815,0.002224283543729201,2.7459208525183447,0.02472560623222914,0.5442477195496889,0.02099823641533342,0.01823532307517719,0.0007498897759583386,23.040426028950385,0.011084992403052205,0.0,25.376423177415514,0.000762251995906262,0.8798733064480553,0.007162472443989584,0.18615718168998985,4.416126068668839,2.3431077200960777,0.24033293240082435,4.385736996610273,3.6065747771877135,0.0,12.026398213193673,0.2325001027636911,4.697418729260759,2.57732684328432,8.398719557990031,531.8976633028545,2.1046650515184426,9.484370010234345,0.27399384458094883,3.433921736517259,0.08189492969408359,1.7830914517000152,12.98480603994124,1
1.396124114642206,2.4127605518266217,0.990561918027922,1837.7926227464957,0.9448906884467521,0.0,733.8353668840122,0.990792054648052,58.171322958117,0.976372874368832,6.540475675681697,0.034519180279219984,0.05265230115780222,0.0005079453519479988,76.53589110268543,0.02499478705065206,0.0,129.35666234860705,0.0009238360558439963,2.686021451149871,0.004253972675973999,0.48034829402669565,0.011409590139609991,0.018677251559094072,0.00015397267597399943,24.304557779466826,0.008549038312988023,0.0,42.03781944169371,0.00030794535194799885,0.7661111167239687,0.0013460273240260005,0.16037282090781246,2.475102614199297,2.1834561128393775,0.0495356281558399,4.162053964340011,2.6447630394866524,0.0,17.609212801968766,0.0938775836064756,4.619122554214055,0.434265486189608,7.425138201898002,532.3038145311159,2.381550270861739,7.5430693792853925,0.3306637724916807,2.619264467484935,0.10080566320003273,1.4164522096850087,13.523541244785337,1
1.4034845983428246,2.4237040691297316,0.9745364221045125,1759.2472123215314,0.9397671304717427,0.0,770.9836890581159,0.9878076533550272,54.99053569646168,0.9763445920130164,6.308666192311911,0.03842153700081352,0.055464094448964,0.031786632907690265,151.7051322904769,0.02425950876575574,0.0,79.31944734673618,0.0010789795526630354,2.3443717172974994,0.009658475658802627,0.5706109210899191,0.013948207887352237,0.016791798442455836,0.00963332278365321,47.98250534857372,0.007035905551035992,0.0,25.133548466792416,0.0003871811102071985,0.6441188174684387,0.0027789795526630356,0.18910449073608715,2.7356342925925254,2.286292515059005,3.2597149879345535,8.62319200753181,2.580619936496231,0.0,10.295333030058556,0.10803644358472232,4.260121907763016,0.9879445615065245,9.045720394207715,531.5028195160324,2.3829404279361635,10.154355890606324,0.49575916062631165,3.522953847015175,0.16295731595568802,1.910661458552331,20.78910372201873,1
1.39603876253693,2.4150606602295497,0.9774791370725651,1760.4683930010065,0.9459791370725651,0.0,730.6570646226854,0.9772868938351029,58.47195218783821,0.9587371718139835,6.478875596521105,0.05949520655540207,0.05291139574009491,0.0021914478759890647,80.52733822383274,0.030530210412918965,0.0,84.94532191999684,0.0018777644775715687,2.943423392571805,0.025018814672824057,0.5310533397229175,0.020145266406330017,0.017182438220313612,0.000696579150395626,24.29238608732152,0.009872175671500491,0.0,24.91002184202373,0.0006423030883901584,0.9516027531426853,0.007149144787598907,0.18358494400658895,4.253408711795049,2.189653084413809,0.22603235709362668,4.572910602960957,3.2376785759501328,0.0,11.644654151195478,0.19627553269382783,5.020854294549737,2.6084469209565535,8.196578993512615,531.9161887452375,2.051487702519637,9.784242279024605,0.2649710212044597,3.5532575718393913,0.0794426409181988,1.8394141276070213,12.87890448226091,1
1.4074757069717378,2.4331938849565526,0.9664973181750561,1832.338795541419,0.9473380048187569,0.0,660.2612699057187,0.9903317437133015,59.48305328264692,0.9757391943983409,6.229341124829726,0.0326275696429979,0.09344247101307687,0.022707001957255675,98.56507308066769,0.03318539075393755,0.0,192.28591076384987,0.0007788375244656959,2.6524511007359415,0.009512073483126854,0.37051597651293194,0.010808494202615374,0.03305245746105195,0.0068450067760124625,31.689473595807833,0.01265722632114758,0.0,76.58612665954021,0.0002894187622328479,0.9063890950129392,0.0034491808463160173,0.11804024845767584,2.3165616187231546,3.837720900454177,2.353604954043904,5.379335968969782,3.5106387516444624,0.0,29.172794922267087,0.07564932690832428,4.459332901667609,0.9756218114967395,5.950156083476454,534.145309081496,1.9276240430712817,7.095603674156343,0.29275051648790845,2.2999556196390567,0.08608733172708107,1.328366336397073,15.244578257727719,1
1.3758846963653357,2.406496977463682,0.9844345142076787,1847.7513216422726,0.9474656013671476,0.0,711.5333967818823,0.9896170548478934,58.71715986282241,0.9801487776689066,6.249681731616431,0.047949239968211696,0.0368729353537075,0.0028388834453338344,110.08123329334293,0.017590394713492795,0.0,78.06620965582218,0.0011048893243732932,3.1169471394843904,0.004821944172266692,0.37680134670133725,0.01773917238239947,0.01327066405376024,0.0009048315369601652,34.92803246911979,0.006856169442879744,0.0,28.353393831868836,0.0003512223310933233,0.859260890419921,0.0014243888344533384,0.1160851008772276,3.503139388410011,1.5287077510743798,0.2905755433483189,5.958902977324833,1.8649430717597288,0.0,10.962451224877206,0.11006209894068933,5.31079922106566,0.4902943594392561,6.026220373882298,531.2939009171149,2.078171988149355,8.046315670496092,0.3757014220795857,2.804773947906494,0.11996746815520294,1.5141977060943101,17.80022583868933,1
1.4078158145615247,2.4048526672974098,0.9853179451253492,1760.9984382170244,0.9267784723977879,0.0,721.4352567117269,0.9658053345948195,56.482945156638856,0.9663712910735447,6.4246340762623095,0.05984637021740357,0.06500514537188566,0.00906071649537259,135.92509750304026,0.026365467050873285,0.0,78.20217050430998,0.006082638913969696,2.776972517410979,0.010878756232188709,0.3295445071174628,0.021842582147089527,0.021829292965774103,0.002611347840424932,45.239125027990184,0.008618039736816116,0.0,26.746448118960032,0.0018679924310826444,0.8032152141516887,0.0035226956808498636,0.1148347221720606,4.234814191483734,2.701520177523913,0.9240304246917412,7.717795775225023,2.863889632939251,0.0,10.802527872106106,0.6295224773285178,4.9187040319404085,1.1252159638201518,5.139671551314156,535.3462057474694,2.178860083344502,8.760795458649588,0.22363517885887813,3.030615547097641,0.0689936865494766,1.6362765474274146,9.994227579360768,1
1.4124488639869266,2.3904155399847333,0.9812119428480094,1781.2221797200268,0.9405852024085695,0.0,697.0230120776706,0.9905243955736336,58.11842499799984,0.968724249894315,6.217315161789727,0.06547978428036429,0.0437585348087888,0.0023317215296896105,95.41788926257205,0.03660183498819156,0.0,110.58066081739007,0.001124395573633604,2.8410344557311045,0.01100512676956818,0.5118492561786432,0.023175313067729384,0.014241465191211201,0.0007658607648448052,31.226308144612787,0.013877803612854222,0.0,37.340662564122745,0.0003414651912112013,0.9341557948951578,0.0035732595605600646,0.16275978707970634,4.640730398991391,1.8315109090960695,0.23776240930743944,5.359757809268304,3.8850119425641796,0.0,15.858910968222848,0.11349794649283068,4.897498638327678,1.1382161872571723,8.237911474676695,532.2937493955781,2.1084987057389517,9.711508895006753,0.3170318252188774,3.3617955456401836,0.10502701780136671,1.8264676397661954,14.156860480333703,1
1.4024706579701285,2.4331114759158043,0.9844109030011345,1887.2225658366135,0.9385039398882022,0.0,741.9572793090874,0.9913348508219058,58.5713982063359,0.9679423868495082,6.3652991979194615,0.04353270900340361,0.03925436075989374,0.003909219514368465,167.34424833645036,0.01340635053541731,0.0,65.38908330184279,0.0005541315940257069,2.0926237715469886,0.013760367546509002,0.38071392182026387,0.01689066590269752,0.013911973910385603,0.0013192807721199656,52.84468316955038,0.004415570049785776,0.0,22.88853811207346,0.0002,0.6258974307014052,0.00417149971351157,0.12878224846886718,3.1037716892040965,1.6093661672076982,0.3986578731680033,8.86883146622597,1.4337873121459677,0.0,8.799141778690032,0.05733879071010796,3.5753626988804728,1.432476197601368,5.990237592013559,533.0416125468374,2.0084573531329806,8.979089506856555,0.2559862676827592,3.1940267374740325,0.07677773566599487,1.6843544356799829,12.675824273934731,1
1.4089317466029438,2.4259649125678844,0.9874568892341627,1758.7985183472683,0.9422931815022639,0.0,838.2165099664129,0.9875502122092802,57.83975175451029,0.9656556113450199,6.198177486200224,0.031135511850676326,0.05807748620022424,0.001944247182126583,171.5392951026324,0.021168892341627495,0.0,80.97662082880763,0.0029290493518047316,3.880945817283899,0.011631107658372506,0.2670423396153348,0.010355113873301996,0.019879261561084997,0.0006126420520361665,51.19937588180435,0.008283309754524414,0.0,26.605019404339096,0.0009068184977359946,1.2476137100486293,0.004104048193439418,0.0874769203088102,2.2112084164002757,2.3949917806741126,0.20164368129071253,9.746936409491425,2.248992574991921,0.0,9.667241342202884,0.3023895274576016,6.710115640782727,1.2069150969763969,4.307675517011643,529.5540022913664,2.1046688877081663,10.546335173303435,0.3048088768043038,3.604173117993388,0.09195461640158409,1.9916036829276524,14.480114823297612,1
1.4077008653887513,2.4276494007182565,0.9720576565272087,1780.349224312941,0.9490784950888688,0.0,765.7807975120686,0.9911282289818609,58.36151937602857,0.9660853532950537,6.395569836873552,0.035275898922615054,0.05881704383191971,0.011798935571968455,139.78019540489134,0.017189148024794265,0.0,87.46910591486395,0.00041617844316845876,3.14546547963516,0.01742083856166022,0.45566245510896053,0.012341478084040144,0.017290878802296777,0.003751797845230106,46.93090671542837,0.005755592574970609,0.0,28.784557569957858,0.00014647137726738347,0.8346433343413878,0.005109986586454481,0.17300099952420644,2.5029194496145033,2.4222987971087084,1.2083900307380153,7.854504893780212,1.8150670676348473,0.0,11.42648004412506,0.038091679287222936,5.367156877668058,1.8048839210698469,7.1345387651068,532.0157647527096,1.9286029466522092,10.465852191595985,0.2529922201568487,3.7098043226159514,0.08211897797650751,1.9672181082599511,12.465573774460607,1
1.4084338110860721,2.428885520018668,0.9836243660110668,1761.8779596392824,0.9427601617041136,0.0,821.2059283692535,0.9893957736142409,57.03652759325807,0.9682357956930469,6.227940683821593,0.032521315711714516,0.05690845277151803,0.010765747959198806,169.16695375546533,0.021299191479432083,0.0,78.63451774982596,0.0008720323408227167,3.418705582526758,0.011277067247149651,0.3434332973638407,0.010990738707914048,0.018688937883858784,0.003284895281019197,51.08206632761367,0.00768048511234075,0.0,25.36517982150539,0.0003,1.0697997045802756,0.0037965821348089008,0.11404329316621654,2.309455054651672,2.3424618521341394,1.1058972143291117,9.601066333206155,2.25937607556505,0.0,9.587345389409997,0.08784810728448501,5.966708593956808,1.1660757801453259,5.495319049355548,530.0111859283179,2.1897712244416425,10.557706724714965,0.36455321620109005,3.6458544650549993,0.11371900054404,1.992058250486029,16.471206998664247,1
1.3936280568909012,2.393431417437043,0.9920876518276203,1774.2145392120535,0.9537810120893215,0.0,787.8125792558474,0.9899891497653266,58.789517352864635,0.9640177732897165,6.322257976390238,0.09137396842550329,0.10377469776696113,0.0009424696344759501,56.92895000256604,0.02048044545583284,0.0,85.9801099610499,0.0010177732897164492,2.7170467222300445,0.012106923055043052,0.19950955425972683,0.032160890911665685,0.03528744986486046,0.0003,17.39333363049419,0.006378016213908849,0.0,27.553909492826694,0.0003725910965721497,0.8425770064001099,0.0037698785379038004,0.06417465566776721,6.541326697195244,4.317254268806641,0.0979825100270279,3.209741288579498,2.1492323601188734,0.0,10.965667392407914,0.10355684312326012,4.621061903569868,1.2540281354004825,3.1571154589677612,530.9926125302243,2.006630160716887,11.459307694495694,0.31177700355570664,3.9018742488978444,0.09784510083915973,2.1581380571753415,15.521347717821827,1
1.4070118415055606,2.450158820661437,0.985314306427919,1787.862286357081,0.9523278878786737,0.0,746.6737564805825,0.9895858385675139,58.46863828133681,0.9717426292928912,6.26566940596367,0.030627646007740976,0.06670318989952265,0.004528177869539413,119.5906073881516,0.013844949219816802,0.0,141.3101416030717,0.000742774288324087,4.0804198681881045,0.013585258585782477,0.24529970937350032,0.01091822130460587,0.023814741414217522,0.0014141614324861304,42.25105007427505,0.0043010149680299346,0.0,40.448902133167906,0.0002856935720810217,1.1874023211981937,0.004328467860405109,0.08592851598033806,2.180145853328398,2.722628030967204,0.4621729827295574,6.689543794341426,1.4532221330031228,0.0,18.923153508399793,0.07160792662887368,6.976264143093226,1.398181054353864,3.924724929044306,530.5359031373301,2.0795618161743263,9.908554857664818,0.28872034811616565,3.478475301385215,0.09879811505937297,1.8676530208441233,13.969437469654288,1
