Rented Bike Count,Temperature,Humidity,Datetime
443,16.3,69.0,2018-05-22 07:00:00
694,18.2,63.0,2018-05-22 08:00:00
912,19.3,62.0,2018-05-22 09:00:00
1119,20.7,55.0,2018-05-22 10:00:00
1438,21.9,55.0,2018-05-22 11:00:00
1798,22.9,51.0,2018-05-22 12:00:00
2000,22.7,52.0,2018-05-22 13:00:00
1407,22.8,53.0,2018-05-22 14:00:00
163,21.1,72.0,2018-05-22 15:00:00
86,19.5,80.0,2018-05-22 16:00:00
50,18.6,84.0,2018-05-22 17:00:00
30,17.9,93.0,2018-05-22 18:00:00
45,17.6,93.0,2018-05-22 19:00:00
30,17.2,85.0,2018-05-22 20:00:00
58,17.0,85.0,2018-05-22 21:00:00
29,16.8,87.0,2018-05-22 22:00:00
18,16.3,96.0,2018-05-22 23:00:00
32,15.8,97.0,2018-05-23 00:00:00
25,15.3,97.0,2018-05-23 01:00:00
34,15.0,97.0,2018-05-23 02:00:00
43,14.9,96.0,2018-05-23 03:00:00
59,15.0,97.0,2018-05-23 04:00:00
152,14.6,87.0,2018-05-23 05:00:00
436,13.9,83.0,2018-05-23 06:00:00
1241,13.6,75.0,2018-05-23 07:00:00
2035,14.6,70.0,2018-05-23 08:00:00
1125,16.0,60.0,2018-05-23 09:00:00
871,17.9,56.0,2018-05-23 10:00:00
1012,18.9,42.0,2018-05-23 11:00:00
1216,20.1,37.0,2018-05-23 12:00:00
1167,20.9,33.0,2018-05-23 13:00:00
1183,22.0,33.0,2018-05-23 14:00:00
1332,23.0,29.0,2018-05-23 15:00:00
1563,23.0,33.0,2018-05-23 16:00:00
2069,22.4,39.0,2018-05-23 17:00:00
3123,21.7,40.0,2018-05-23 18:00:00
2454,18.8,52.0,2018-05-23 19:00:00
2001,16.7,61.0,2018-05-23 20:00:00
1833,15.4,61.0,2018-05-23 21:00:00
1588,14.8,59.0,2018-05-23 22:00:00
1080,14.6,54.0,2018-05-23 23:00:00
778,13.7,51.0,2018-05-24 00:00:00
578,12.9,62.0,2018-05-24 01:00:00
385,12.5,54.0,2018-05-24 02:00:00
265,12.1,64.0,2018-05-24 03:00:00
161,11.7,64.0,2018-05-24 04:00:00
205,11.3,64.0,2018-05-24 05:00:00
530,11.4,67.0,2018-05-24 06:00:00
1390,12.5,61.0,2018-05-24 07:00:00
2081,15.2,50.0,2018-05-24 08:00:00
1226,17.6,30.0,2018-05-24 09:00:00
880,19.9,27.0,2018-05-24 10:00:00
922,21.5,30.0,2018-05-24 11:00:00
1087,22.1,36.0,2018-05-24 12:00:00
1078,23.3,35.0,2018-05-24 13:00:00
1059,23.2,36.0,2018-05-24 14:00:00
1174,23.5,36.0,2018-05-24 15:00:00
1455,23.5,36.0,2018-05-24 16:00:00
1863,23.4,38.0,2018-05-24 17:00:00
2825,22.6,39.0,2018-05-24 18:00:00
2334,21.1,44.0,2018-05-24 19:00:00
1902,20.0,46.0,2018-05-24 20:00:00
1838,19.3,50.0,2018-05-24 21:00:00
1678,18.6,54.0,2018-05-24 22:00:00
1087,18.1,56.0,2018-05-24 23:00:00
831,17.6,57.0,2018-05-25 00:00:00
610,16.9,61.0,2018-05-25 01:00:00
437,16.1,70.0,2018-05-25 02:00:00
286,15.4,71.0,2018-05-25 03:00:00
188,14.8,71.0,2018-05-25 04:00:00
201,14.3,75.0,2018-05-25 05:00:00
531,13.8,74.0,2018-05-25 06:00:00
1250,14.4,66.0,2018-05-25 07:00:00
1996,17.1,57.0,2018-05-25 08:00:00
1121,19.5,44.0,2018-05-25 09:00:00
819,21.4,30.0,2018-05-25 10:00:00
959,23.1,30.0,2018-05-25 11:00:00
1082,24.4,24.0,2018-05-25 12:00:00
1106,25.6,26.0,2018-05-25 13:00:00
1161,26.0,23.0,2018-05-25 14:00:00
1306,25.1,25.0,2018-05-25 15:00:00
1533,24.3,27.0,2018-05-25 16:00:00
2013,23.6,28.0,2018-05-25 17:00:00
2916,23.3,32.0,2018-05-25 18:00:00
2227,22.0,40.0,2018-05-25 19:00:00
1905,20.4,45.0,2018-05-25 20:00:00
1740,19.1,50.0,2018-05-25 21:00:00
1630,18.3,54.0,2018-05-25 22:00:00
1209,17.6,55.0,2018-05-25 23:00:00
987,17.0,59.0,2018-05-26 00:00:00
837,16.2,63.0,2018-05-26 01:00:00
572,15.8,66.0,2018-05-26 02:00:00
419,15.3,69.0,2018-05-26 03:00:00
232,14.8,73.0,2018-05-26 04:00:00
198,14.4,73.0,2018-05-26 05:00:00
299,14.2,72.0,2018-05-26 06:00:00
503,15.0,64.0,2018-05-26 07:00:00
763,17.8,52.0,2018-05-26 08:00:00
992,20.6,43.0,2018-05-26 09:00:00
1010,23.2,41.0,2018-05-26 10:00:00
1164,24.8,34.0,2018-05-26 11:00:00
1285,26.2,31.0,2018-05-26 12:00:00
1441,27.8,31.0,2018-05-26 13:00:00
1448,28.3,30.0,2018-05-26 14:00:00
1575,29.4,30.0,2018-05-26 15:00:00
1690,29.0,31.0,2018-05-26 16:00:00
1886,27.9,34.0,2018-05-26 17:00:00
2020,27.0,33.0,2018-05-26 18:00:00
1985,24.9,46.0,2018-05-26 19:00:00
1909,22.3,50.0,2018-05-26 20:00:00
1851,21.7,58.0,2018-05-26 21:00:00
1683,21.2,60.0,2018-05-26 22:00:00
1330,20.7,63.0,2018-05-26 23:00:00
1089,20.1,65.0,2018-05-27 00:00:00
799,19.8,61.0,2018-05-27 01:00:00
555,19.0,62.0,2018-05-27 02:00:00
423,18.5,62.0,2018-05-27 03:00:00
208,17.9,59.0,2018-05-27 04:00:00
174,17.6,0.0,2018-05-27 05:00:00
234,17.3,62.0,2018-05-27 06:00:00
341,17.6,0.0,2018-05-27 07:00:00
608,18.3,51.0,2018-05-27 08:00:00
762,19.5,43.0,2018-05-27 09:00:00
821,21.6,33.0,2018-05-27 10:00:00
1004,22.3,33.0,2018-05-27 11:00:00
1404,23.4,38.0,2018-05-27 12:00:00
1579,24.3,37.0,2018-05-27 13:00:00
1730,24.2,36.0,2018-05-27 14:00:00
2019,23.9,37.0,2018-05-27 15:00:00
2242,24.0,36.0,2018-05-27 16:00:00
2307,23.5,32.0,2018-05-27 17:00:00
2267,23.0,36.0,2018-05-27 18:00:00
2207,21.7,38.0,2018-05-27 19:00:00
2044,20.6,41.0,2018-05-27 20:00:00
1729,19.5,46.0,2018-05-27 21:00:00
1374,18.6,50.0,2018-05-27 22:00:00
1071,17.9,53.0,2018-05-27 23:00:00
770,17.3,55.0,2018-05-28 00:00:00
440,16.7,60.0,2018-05-28 01:00:00
335,16.5,58.0,2018-05-28 02:00:00
185,17.1,56.0,2018-05-28 03:00:00
134,17.2,0.0,2018-05-28 04:00:00
247,16.6,0.0,2018-05-28 05:00:00
641,16.2,0.0,2018-05-28 06:00:00
1502,16.8,0.0,2018-05-28 07:00:00
2194,19.5,50.0,2018-05-28 08:00:00
1131,21.7,48.0,2018-05-28 09:00:00
828,23.3,49.0,2018-05-28 10:00:00
986,25.1,45.0,2018-05-28 11:00:00
1139,26.3,44.0,2018-05-28 12:00:00
1124,27.7,39.0,2018-05-28 13:00:00
1128,28.7,36.0,2018-05-28 14:00:00
1258,28.4,43.0,2018-05-28 15:00:00
1497,28.1,43.0,2018-05-28 16:00:00
2060,26.9,45.0,2018-05-28 17:00:00
3245,26.0,39.0,2018-05-28 18:00:00
2656,24.4,44.0,2018-05-28 19:00:00
2252,23.0,49.0,2018-05-28 20:00:00
2140,21.8,50.0,2018-05-28 21:00:00
1881,21.1,54.0,2018-05-28 22:00:00
1247,20.9,53.0,2018-05-28 23:00:00
841,20.6,54.0,2018-05-29 00:00:00
721,20.3,55.0,2018-05-29 01:00:00
466,20.2,56.0,2018-05-29 02:00:00
285,20.0,58.0,2018-05-29 03:00:00
204,19.8,60.0,2018-05-29 04:00:00
252,19.6,64.0,2018-05-29 05:00:00
625,19.5,64.0,2018-05-29 06:00:00
1427,19.9,63.0,2018-05-29 07:00:00
2234,20.5,66.0,2018-05-29 08:00:00
1192,21.0,67.0,2018-05-29 09:00:00
893,21.6,68.0,2018-05-29 10:00:00
949,23.1,63.0,2018-05-29 11:00:00
1184,23.1,64.0,2018-05-29 12:00:00
1103,24.2,58.0,2018-05-29 13:00:00
1174,25.5,53.0,2018-05-29 14:00:00
1234,25.7,56.0,2018-05-29 15:00:00
1592,23.6,66.0,2018-05-29 16:00:00
2022,23.9,65.0,2018-05-29 17:00:00
2154,23.1,68.0,2018-05-29 18:00:00
477,22.3,71.0,2018-05-29 19:00:00
422,20.1,88.0,2018-05-29 20:00:00
1041,19.9,93.0,2018-05-29 21:00:00
1121,19.9,85.0,2018-05-29 22:00:00
742,19.5,89.0,2018-05-29 23:00:00
507,19.1,84.0,2018-05-30 00:00:00
570,18.8,84.0,2018-05-30 01:00:00
422,18.7,83.0,2018-05-30 02:00:00
238,18.4,86.0,2018-05-30 03:00:00
167,18.3,84.0,2018-05-30 04:00:00
239,18.4,84.0,2018-05-30 05:00:00
505,18.6,84.0,2018-05-30 06:00:00
1150,18.9,85.0,2018-05-30 07:00:00
1937,19.3,83.0,2018-05-30 08:00:00
1200,19.8,79.0,2018-05-30 09:00:00
916,21.4,71.0,2018-05-30 10:00:00
975,22.8,66.0,2018-05-30 11:00:00
1187,23.2,64.0,2018-05-30 12:00:00
1134,24.0,56.0,2018-05-30 13:00:00
1119,24.3,58.0,2018-05-30 14:00:00
1280,24.3,52.0,2018-05-30 15:00:00
1571,24.7,47.0,2018-05-30 16:00:00
2166,24.1,41.0,2018-05-30 17:00:00
3251,23.6,42.0,2018-05-30 18:00:00
2650,21.2,52.0,2018-05-30 19:00:00
2224,19.1,64.0,2018-05-30 20:00:00
2074,18.2,69.0,2018-05-30 21:00:00
1732,17.3,76.0,2018-05-30 22:00:00
1158,16.4,80.0,2018-05-30 23:00:00
844,15.8,82.0,2018-05-31 00:00:00
610,15.5,82.0,2018-05-31 01:00:00
470,15.2,84.0,2018-05-31 02:00:00
328,15.0,84.0,2018-05-31 03:00:00
188,14.8,85.0,2018-05-31 04:00:00
265,14.4,82.0,2018-05-31 05:00:00
646,14.3,82.0,2018-05-31 06:00:00
1401,14.9,71.0,2018-05-31 07:00:00
2281,16.9,65.0,2018-05-31 08:00:00
1277,18.8,59.0,2018-05-31 09:00:00
936,20.8,54.0,2018-05-31 10:00:00
979,22.0,54.0,2018-05-31 11:00:00
1134,23.7,44.0,2018-05-31 12:00:00
1151,25.0,47.0,2018-05-31 13:00:00
1164,25.9,43.0,2018-05-31 14:00:00
1280,26.9,37.0,2018-05-31 15:00:00
1550,27.3,38.0,2018-05-31 16:00:00
2047,27.2,42.0,2018-05-31 17:00:00
3119,26.4,42.0,2018-05-31 18:00:00
2534,25.2,53.0,2018-05-31 19:00:00
2164,23.1,58.0,2018-05-31 20:00:00
2070,21.9,60.0,2018-05-31 21:00:00
1900,21.1,59.0,2018-05-31 22:00:00
1343,20.5,62.0,2018-05-31 23:00:00
963,20.1,63.0,2018-06-01 00:00:00
776,19.5,65.0,2018-06-01 01:00:00
554,19.0,72.0,2018-06-01 02:00:00
366,18.6,72.0,2018-06-01 03:00:00
265,18.1,76.0,2018-06-01 04:00:00
306,17.8,75.0,2018-06-01 05:00:00
672,17.5,76.0,2018-06-01 06:00:00
1421,18.1,64.0,2018-06-01 07:00:00
2149,20.6,55.0,2018-06-01 08:00:00
1219,23.1,52.0,2018-06-01 09:00:00
862,25.3,45.0,2018-06-01 10:00:00
1036,26.8,38.0,2018-06-01 11:00:00
1076,28.2,34.0,2018-06-01 12:00:00
1093,29.4,33.0,2018-06-01 13:00:00
1071,29.6,31.0,2018-06-01 14:00:00
1235,29.9,36.0,2018-06-01 15:00:00
1488,29.9,34.0,2018-06-01 16:00:00
2123,29.2,35.0,2018-06-01 17:00:00
3088,28.5,36.0,2018-06-01 18:00:00
2505,26.8,35.0,2018-06-01 19:00:00
2163,25.0,39.0,2018-06-01 20:00:00
2066,23.5,44.0,2018-06-01 21:00:00
1991,22.7,44.0,2018-06-01 22:00:00
1440,21.8,49.0,2018-06-01 23:00:00
1165,20.9,53.0,2018-06-02 00:00:00
989,20.2,57.0,2018-06-02 01:00:00
677,19.6,60.0,2018-06-02 02:00:00
475,18.9,63.0,2018-06-02 03:00:00
312,18.3,66.0,2018-06-02 04:00:00
264,17.8,69.0,2018-06-02 05:00:00
342,17.7,68.0,2018-06-02 06:00:00
560,18.1,59.0,2018-06-02 07:00:00
898,20.4,54.0,2018-06-02 08:00:00
1005,23.3,43.0,2018-06-02 09:00:00
1044,25.5,33.0,2018-06-02 10:00:00
1094,27.3,35.0,2018-06-02 11:00:00
1253,28.3,30.0,2018-06-02 12:00:00
1334,29.6,24.0,2018-06-02 13:00:00
1396,29.8,23.0,2018-06-02 14:00:00
1535,29.8,24.0,2018-06-02 15:00:00
1707,29.6,26.0,2018-06-02 16:00:00
2025,28.9,22.0,2018-06-02 17:00:00
2246,27.4,29.0,2018-06-02 18:00:00
2337,25.4,33.0,2018-06-02 19:00:00
2338,23.4,38.0,2018-06-02 20:00:00
2238,22.1,44.0,2018-06-02 21:00:00
1969,21.4,48.0,2018-06-02 22:00:00
1490,20.6,52.0,2018-06-02 23:00:00
1248,19.7,55.0,2018-06-03 00:00:00
902,19.2,57.0,2018-06-03 01:00:00
673,18.6,60.0,2018-06-03 02:00:00
437,18.0,64.0,2018-06-03 03:00:00
294,17.4,65.0,2018-06-03 04:00:00
193,17.1,66.0,2018-06-03 05:00:00
228,16.9,62.0,2018-06-03 06:00:00
423,18.0,54.0,2018-06-03 07:00:00
659,20.3,47.0,2018-06-03 08:00:00
831,22.7,39.0,2018-06-03 09:00:00
938,24.8,34.0,2018-06-03 10:00:00
977,26.7,30.0,2018-06-03 11:00:00
1134,28.7,27.0,2018-06-03 12:00:00
1393,29.4,24.0,2018-06-03 13:00:00
1399,29.8,26.0,2018-06-03 14:00:00
1556,30.7,21.0,2018-06-03 15:00:00
1834,30.4,28.0,2018-06-03 16:00:00
2131,29.5,29.0,2018-06-03 17:00:00
2349,29.3,25.0,2018-06-03 18:00:00
2514,27.4,29.0,2018-06-03 19:00:00
2460,25.3,32.0,2018-06-03 20:00:00
2173,24.2,32.0,2018-06-03 21:00:00
1741,23.0,38.0,2018-06-03 22:00:00
1274,22.0,44.0,2018-06-03 23:00:00
938,21.4,45.0,2018-06-04 00:00:00
596,20.7,47.0,2018-06-04 01:00:00
351,20.1,49.0,2018-06-04 02:00:00
244,19.6,51.0,2018-06-04 03:00:00
172,19.4,56.0,2018-06-04 04:00:00
299,19.2,56.0,2018-06-04 05:00:00
742,18.9,53.0,2018-06-04 06:00:00
1505,19.5,52.0,2018-06-04 07:00:00
2287,22.1,44.0,2018-06-04 08:00:00
1243,23.3,37.0,2018-06-04 09:00:00
970,25.1,40.0,2018-06-04 10:00:00
1008,26.1,37.0,2018-06-04 11:00:00
1152,26.3,36.0,2018-06-04 12:00:00
1085,27.4,30.0,2018-06-04 13:00:00
1148,26.5,43.0,2018-06-04 14:00:00
1249,25.5,43.0,2018-06-04 15:00:00
1671,25.5,43.0,2018-06-04 16:00:00
2190,24.9,46.0,2018-06-04 17:00:00
3380,24.4,48.0,2018-06-04 18:00:00
2788,23.9,51.0,2018-06-04 19:00:00
2508,23.4,43.0,2018-06-04 20:00:00
2377,22.6,62.0,2018-06-04 21:00:00
2000,22.0,64.0,2018-06-04 22:00:00
1354,21.4,68.0,2018-06-04 23:00:00
927,20.5,71.0,2018-06-05 00:00:00
742,20.0,67.0,2018-06-05 01:00:00
448,19.7,66.0,2018-06-05 02:00:00
314,19.1,72.0,2018-06-05 03:00:00
214,18.5,72.0,2018-06-05 04:00:00
282,18.1,73.0,2018-06-05 05:00:00
733,17.8,73.0,2018-06-05 06:00:00
1602,18.8,64.0,2018-06-05 07:00:00
2322,21.5,58.0,2018-06-05 08:00:00
1344,23.5,51.0,2018-06-05 09:00:00
959,25.5,43.0,2018-06-05 10:00:00
974,26.8,37.0,2018-06-05 11:00:00
1111,28.2,35.0,2018-06-05 12:00:00
1058,28.6,34.0,2018-06-05 13:00:00
1120,28.9,34.0,2018-06-05 14:00:00
1250,29.0,38.0,2018-06-05 15:00:00
1434,28.8,38.0,2018-06-05 16:00:00
2115,28.1,37.0,2018-06-05 17:00:00
3227,27.1,40.0,2018-06-05 18:00:00
2615,25.5,43.0,2018-06-05 19:00:00
2346,24.0,46.0,2018-06-05 20:00:00
2404,23.3,51.0,2018-06-05 21:00:00
2237,22.4,54.0,2018-06-05 22:00:00
1646,21.9,56.0,2018-06-05 23:00:00
1268,21.2,60.0,2018-06-06 00:00:00
1031,20.6,63.0,2018-06-06 01:00:00
792,20.1,65.0,2018-06-06 02:00:00
562,19.6,68.0,2018-06-06 03:00:00
332,19.2,68.0,2018-06-06 04:00:00
218,18.7,73.0,2018-06-06 05:00:00
351,18.5,73.0,2018-06-06 06:00:00
536,19.3,63.0,2018-06-06 07:00:00
799,21.2,59.0,2018-06-06 08:00:00
925,22.9,56.0,2018-06-06 09:00:00
1087,24.3,53.0,2018-06-06 10:00:00
1152,25.8,52.0,2018-06-06 11:00:00
1400,27.3,51.0,2018-06-06 12:00:00
1444,27.3,52.0,2018-06-06 13:00:00
1603,27.4,50.0,2018-06-06 14:00:00
1674,27.6,49.0,2018-06-06 15:00:00
1940,27.9,47.0,2018-06-06 16:00:00
2104,27.4,48.0,2018-06-06 17:00:00
2162,26.6,52.0,2018-06-06 18:00:00
2163,24.9,56.0,2018-06-06 19:00:00
2145,23.4,64.0,2018-06-06 20:00:00
1935,22.1,72.0,2018-06-06 21:00:00
1624,20.8,78.0,2018-06-06 22:00:00
1251,20.1,77.0,2018-06-06 23:00:00
978,19.6,82.0,2018-06-07 00:00:00
606,19.1,86.0,2018-06-07 01:00:00
418,18.8,88.0,2018-06-07 02:00:00
275,18.4,88.0,2018-06-07 03:00:00
191,18.1,88.0,2018-06-07 04:00:00
288,17.8,91.0,2018-06-07 05:00:00
716,18.1,88.0,2018-06-07 06:00:00
1551,18.6,85.0,2018-06-07 07:00:00
2317,18.9,82.0,2018-06-07 08:00:00
1342,20.5,73.0,2018-06-07 09:00:00
914,22.0,69.0,2018-06-07 10:00:00
967,23.4,62.0,2018-06-07 11:00:00
1099,25.0,56.0,2018-06-07 12:00:00
1071,26.7,47.0,2018-06-07 13:00:00
1116,28.2,44.0,2018-06-07 14:00:00
1171,29.3,41.0,2018-06-07 15:00:00
1442,29.3,41.0,2018-06-07 16:00:00
2002,28.2,51.0,2018-06-07 17:00:00
3221,25.6,57.0,2018-06-07 18:00:00
2649,24.0,60.0,2018-06-07 19:00:00
2278,22.8,67.0,2018-06-07 20:00:00
2161,21.5,69.0,2018-06-07 21:00:00
1939,20.9,71.0,2018-06-07 22:00:00
1290,20.3,77.0,2018-06-07 23:00:00
926,19.1,82.0,2018-06-08 00:00:00
769,18.8,84.0,2018-06-08 01:00:00
525,18.6,84.0,2018-06-08 02:00:00
365,18.6,83.0,2018-06-08 03:00:00
255,18.5,82.0,2018-06-08 04:00:00
299,18.6,81.0,2018-06-08 05:00:00
744,18.8,78.0,2018-06-08 06:00:00
1544,19.1,73.0,2018-06-08 07:00:00
2348,19.7,69.0,2018-06-08 08:00:00
1283,21.2,62.0,2018-06-08 09:00:00
1002,21.9,62.0,2018-06-08 10:00:00
1095,21.9,64.0,2018-06-08 11:00:00
1256,23.1,56.0,2018-06-08 12:00:00
1314,24.2,58.0,2018-06-08 13:00:00
1249,25.0,54.0,2018-06-08 14:00:00
1416,26.2,51.0,2018-06-08 15:00:00
1668,26.6,49.0,2018-06-08 16:00:00
2314,26.9,49.0,2018-06-08 17:00:00
3309,26.2,54.0,2018-06-08 18:00:00
2797,24.5,63.0,2018-06-08 19:00:00
2476,22.6,71.0,2018-06-08 20:00:00
2337,21.2,77.0,2018-06-08 21:00:00
2140,20.5,78.0,2018-06-08 22:00:00
1672,20.0,79.0,2018-06-08 23:00:00
1247,19.7,83.0,2018-06-09 00:00:00
1029,19.7,81.0,2018-06-09 01:00:00
732,19.4,84.0,2018-06-09 02:00:00
535,19.1,84.0,2018-06-09 03:00:00
352,19.0,83.0,2018-06-09 04:00:00
262,19.0,85.0,2018-06-09 05:00:00
381,19.0,84.0,2018-06-09 06:00:00
616,20.2,73.0,2018-06-09 07:00:00
963,21.9,62.0,2018-06-09 08:00:00
1102,24.0,55.0,2018-06-09 09:00:00
1156,25.8,49.0,2018-06-09 10:00:00
1200,27.2,46.0,2018-06-09 11:00:00
1462,28.2,42.0,2018-06-09 12:00:00
1583,28.8,42.0,2018-06-09 13:00:00
1744,30.1,35.0,2018-06-09 14:00:00
1890,29.6,40.0,2018-06-09 15:00:00
2297,28.7,40.0,2018-06-09 16:00:00
2355,28.2,39.0,2018-06-09 17:00:00
1934,27.3,42.0,2018-06-09 18:00:00
1058,25.7,47.0,2018-06-09 19:00:00
246,23.7,62.0,2018-06-09 20:00:00
225,22.4,72.0,2018-06-09 21:00:00
776,21.0,75.0,2018-06-09 22:00:00
766,20.7,66.0,2018-06-09 23:00:00
483,20.2,66.0,2018-06-10 00:00:00
375,19.7,71.0,2018-06-10 01:00:00
162,19.2,69.0,2018-06-10 02:00:00
150,18.6,78.0,2018-06-10 03:00:00
174,18.3,72.0,2018-06-10 04:00:00
138,18.4,70.0,2018-06-10 05:00:00
216,18.3,71.0,2018-06-10 06:00:00
313,18.4,68.0,2018-06-10 07:00:00
619,19.0,65.0,2018-06-10 08:00:00
786,19.2,65.0,2018-06-10 09:00:00
942,20.2,62.0,2018-06-10 10:00:00
1074,21.3,56.0,2018-06-10 11:00:00
1442,23.2,50.0,2018-06-10 12:00:00
1752,24.2,48.0,2018-06-10 13:00:00
1985,24.1,51.0,2018-06-10 14:00:00
2182,24.8,49.0,2018-06-10 15:00:00
2333,24.8,51.0,2018-06-10 16:00:00
2431,24.6,52.0,2018-06-10 17:00:00
2367,24.1,53.0,2018-06-10 18:00:00
2267,23.4,55.0,2018-06-10 19:00:00
2300,22.8,55.0,2018-06-10 20:00:00
2026,22.1,55.0,2018-06-10 21:00:00
1634,21.5,55.0,2018-06-10 22:00:00
1191,20.9,56.0,2018-06-10 23:00:00
918,20.3,58.0,2018-06-11 00:00:00
555,19.8,59.0,2018-06-11 01:00:00
353,19.2,60.0,2018-06-11 02:00:00
232,18.8,61.0,2018-06-11 03:00:00
194,18.8,60.0,2018-06-11 04:00:00
324,18.8,61.0,2018-06-11 05:00:00
807,18.6,61.0,2018-06-11 06:00:00
1629,19.1,59.0,2018-06-11 07:00:00
2375,20.7,55.0,2018-06-11 08:00:00
1307,22.2,48.0,2018-06-11 09:00:00
992,23.7,47.0,2018-06-11 10:00:00
1107,23.2,52.0,2018-06-11 11:00:00
1204,23.2,52.0,2018-06-11 12:00:00
1033,23.7,49.0,2018-06-11 13:00:00
1075,23.9,47.0,2018-06-11 14:00:00
1240,22.2,60.0,2018-06-11 15:00:00
1220,22.0,60.0,2018-06-11 16:00:00
1475,20.7,72.0,2018-06-11 17:00:00
1491,19.8,80.0,2018-06-11 18:00:00
873,19.4,85.0,2018-06-11 19:00:00
1280,19.1,84.0,2018-06-11 20:00:00
1647,19.0,82.0,2018-06-11 21:00:00
1117,19.0,76.0,2018-06-11 22:00:00
384,18.2,93.0,2018-06-11 23:00:00
470,18.0,94.0,2018-06-12 00:00:00
454,17.7,92.0,2018-06-12 01:00:00
385,17.7,87.0,2018-06-12 02:00:00
206,17.5,87.0,2018-06-12 03:00:00
144,17.5,84.0,2018-06-12 04:00:00
296,17.2,87.0,2018-06-12 05:00:00
740,16.7,85.0,2018-06-12 06:00:00
1573,17.1,77.0,2018-06-12 07:00:00
2495,19.0,67.0,2018-06-12 08:00:00
1317,21.1,60.0,2018-06-12 09:00:00
971,22.1,53.0,2018-06-12 10:00:00
1092,22.9,54.0,2018-06-12 11:00:00
1202,24.0,51.0,2018-06-12 12:00:00
1215,25.7,46.0,2018-06-12 13:00:00
1246,25.6,45.0,2018-06-12 14:00:00
1427,26.2,42.0,2018-06-12 15:00:00
1714,26.2,47.0,2018-06-12 16:00:00
2270,26.4,47.0,2018-06-12 17:00:00
3404,24.9,53.0,2018-06-12 18:00:00
2873,23.1,58.0,2018-06-12 19:00:00
2579,21.6,62.0,2018-06-12 20:00:00
2505,20.6,70.0,2018-06-12 21:00:00
2309,20.0,70.0,2018-06-12 22:00:00
1657,19.5,72.0,2018-06-12 23:00:00
1274,19.3,76.0,2018-06-13 00:00:00
1088,18.9,77.0,2018-06-13 01:00:00
847,18.4,75.0,2018-06-13 02:00:00
591,18.5,73.0,2018-06-13 03:00:00
421,18.7,74.0,2018-06-13 04:00:00
290,18.6,76.0,2018-06-13 05:00:00
416,18.7,75.0,2018-06-13 06:00:00
657,19.4,69.0,2018-06-13 07:00:00
959,20.7,65.0,2018-06-13 08:00:00
1111,22.6,59.0,2018-06-13 09:00:00
1269,23.0,57.0,2018-06-13 10:00:00
1478,24.5,51.0,2018-06-13 11:00:00
1747,24.5,56.0,2018-06-13 12:00:00
1834,24.9,52.0,2018-06-13 13:00:00
2088,26.6,50.0,2018-06-13 14:00:00
2288,25.5,50.0,2018-06-13 15:00:00
2474,25.8,50.0,2018-06-13 16:00:00
2664,25.6,57.0,2018-06-13 17:00:00
2479,23.4,63.0,2018-06-13 18:00:00
2404,22.8,64.0,2018-06-13 19:00:00
2276,22.1,65.0,2018-06-13 20:00:00
2166,21.8,67.0,2018-06-13 21:00:00
1934,21.6,66.0,2018-06-13 22:00:00
1394,21.5,62.0,2018-06-13 23:00:00
1047,21.1,69.0,2018-06-14 00:00:00
715,20.8,72.0,2018-06-14 01:00:00
453,20.8,73.0,2018-06-14 02:00:00
289,20.8,73.0,2018-06-14 03:00:00
193,21.0,72.0,2018-06-14 04:00:00
154,20.3,84.0,2018-06-14 05:00:00
100,19.5,95.0,2018-06-14 06:00:00
94,19.4,97.0,2018-06-14 07:00:00
187,18.9,97.0,2018-06-14 08:00:00
175,19.1,96.0,2018-06-14 09:00:00
532,19.7,94.0,2018-06-14 10:00:00
735,20.5,79.0,2018-06-14 11:00:00
945,21.2,75.0,2018-06-14 12:00:00
1056,22.8,67.0,2018-06-14 13:00:00
1153,23.8,62.0,2018-06-14 14:00:00
1292,24.6,57.0,2018-06-14 15:00:00
1550,25.0,56.0,2018-06-14 16:00:00
1934,24.6,57.0,2018-06-14 17:00:00
2962,24.0,61.0,2018-06-14 18:00:00
1856,23.6,63.0,2018-06-14 19:00:00
1557,22.6,74.0,2018-06-14 20:00:00
1807,22.2,72.0,2018-06-14 21:00:00
1737,21.8,72.0,2018-06-14 22:00:00
1295,21.6,68.0,2018-06-14 23:00:00
986,21.0,70.0,2018-06-15 00:00:00
717,20.6,65.0,2018-06-15 01:00:00
403,20.1,67.0,2018-06-15 02:00:00
154,18.8,93.0,2018-06-15 03:00:00
72,18.0,93.0,2018-06-15 04:00:00
161,17.4,86.0,2018-06-15 05:00:00
609,17.2,83.0,2018-06-15 06:00:00
1467,18.2,75.0,2018-06-15 07:00:00
2328,18.7,71.0,2018-06-15 08:00:00
1170,20.1,65.0,2018-06-15 09:00:00
1004,22.0,56.0,2018-06-15 10:00:00
1118,22.9,57.0,2018-06-15 11:00:00
1193,24.4,50.0,2018-06-15 12:00:00
1035,25.3,48.0,2018-06-15 13:00:00
1027,26.4,43.0,2018-06-15 14:00:00
1461,26.7,40.0,2018-06-15 15:00:00
1726,26.5,45.0,2018-06-15 16:00:00
2460,26.1,45.0,2018-06-15 17:00:00
2891,25.9,44.0,2018-06-15 18:00:00
2984,24.3,48.0,2018-06-15 19:00:00
2441,22.6,51.0,2018-06-15 20:00:00
2337,21.4,54.0,2018-06-15 21:00:00
