defeat,datetime,v021,v087,v088,v089,v114,v115,v116,v117,v118,v120,v121,v157,v222,v223,v224,v249,v250,v251,v252,v253,v255,v256,v292,v360,v361,v362,v387,v388,v389,v390,v391,v393,v394,v430,v494,v495,v496,v521,v522,v523,v524,v525,v527,v528,v571,v572,v573,v574,v575,v576,v577,v578
normal,16/09/2008 18:23:00,1.3869,2.3581,0.987,1748.2561,0.9184,0.0,766.3839999999999,0.9907,58.2474,0.9594,6.4202,0.1202,0.0609,0.0024,146.3693,0.0143,0.0,71.192,0.0017,4.0167,0.0182,0.1611,0.0394,0.0182,0.0009,42.7579,0.0053,0.0,23.1352,0.0005,1.3087,0.0052,0.0554,8.664,2.5836,0.2461,8.3723,1.5589,0.0,9.2893,0.1709,6.896,1.8987,2.5095,534.1482,1.6633,10.92,0.2937,3.7983,0.0853,2.0444,17.6552
normal,16/09/2008 19:34:00,1.4027,2.3907,0.9917,1795.2321,0.9485,0.0,703.9763,0.9911,57.6585,0.9802,6.3507,0.0556,0.0909,0.0005,72.824,0.0272,0.0,107.3284,0.0006,1.5123,0.005,0.2617,0.0182,0.0279,0.0002,21.3552,0.011000000000000001,0.0,32.181999999999995,0.0002,0.4216,0.0014,0.0893,3.9652,3.8012,0.049,4.0565,2.8725,0.0,15.245999999999999,0.0588,2.6228,0.51,4.1213,534.6127,2.2455,9.57,0.26,3.3175,0.0943,1.7901,11.5777
normal,16/09/2008 19:45:00,1.3630000000000002,2.4145,0.9884,1719.9675,0.9266,0.0,743.9188,0.9909,59.2772,0.9793,6.3885,0.0686,0.0282,0.0011,67.2747,0.0074,0.0,66.8427,0.0007,4.4775,0.0034,0.2897,0.0295,0.0094,0.0003,22.6578,0.003,0.0,22.9428,0.0002,1.2714,0.0012,0.0976,5.0344,1.169,0.10800000000000001,3.9114,0.8003,0.0,8.9852,0.0706,7.5535,0.3502,4.5352,526.5336,2.6194,9.6,0.2265,3.1446,0.0835,1.8232,8.6457
normal,16/09/2008 21:21:00,1.4223,2.4044,0.9896,1706.8278,0.9566,0.0,752.2176,0.9911,59.0059,0.9815,6.1117,0.0328,0.0563,0.0023,96.2336,0.0184,0.0,63.4802,0.0011,1.76,0.0048,0.2328,0.0109,0.0174,0.0009,37.3592,0.0054,0.0,19.8063,0.0003,0.5763,0.0016,0.0918,2.3089,2.34,0.2355,5.6382,1.9239,0.0,8.4391,0.1065,2.9828,0.4862,3.8089,532.5954,2.1606,10.59,0.3212,3.4596,0.0944,1.9884,14.8682
normal,16/09/2008 22:45:00,1.4075,2.3609999999999998,0.9875,1812.4838,0.9472,0.0,718.3788,0.9909,58.2218,0.9606,6.3877,0.0921,0.0765,0.002,144.2318,0.0246,0.0,228.5295,0.0015,3.3153,0.0197,0.2998,0.0329,0.0248,0.0008,48.052,0.006999999999999999,0.0,75.1488,0.0004,1.0193,0.0068,0.1066,6.5443,3.2411,0.2062,7.9577,2.5967,0.0,31.8118,0.1484,5.6942,2.049,4.6935,530.5682,2.1417,10.87,0.4214,3.7567,0.1085,2.0487,19.6759
normal,17/09/2008 02:01:00,1.4228,2.373,0.9891,1812.2497,0.9488,0.0,723.6714,0.9909,59.0937,0.9806,6.0841,0.0298,0.0511,0.0014,128.1179,0.0175,0.0,121.2332,0.001,2.0921,0.0038,0.2142,0.0123,0.0169,0.0005,43.3283,0.0051,0.0,35.9018,0.0003,0.6646,0.0013,0.0766,2.0923,2.1515,0.1416,7.0696,1.8493,0.0,16.7525,0.1018,3.5403,0.3899,3.5208,538.4991,2.2135,8.72,0.2363,3.1199,0.0788,1.6193,10.6737
defeat,17/09/2008 04:23:00,1.4039,2.4358,0.9868,1907.9462,0.9541,0.0,789.1864,0.9912,59.1108,0.9615,6.3099,0.1062,0.0574,0.0067,144.9377,0.0132,0.0,67.3963,0.0009,1.8923,0.0201,0.264,0.0295,0.0182,0.0021,51.5643,0.0046,0.0,25.2249,0.0003,0.5905,0.0069,0.0932,7.5658,2.3558,0.6774,7.5965,1.383,0.0,8.54,0.087,3.2012,2.0908,4.1843,534.6682,2.0435,9.43,0.1909,3.4259,0.0607,1.7637,9.3398
normal,17/09/2008 07:14:00,1.419,2.4174,0.9905,1766.5759,0.9603,0.0,726.2929,0.9905,60.4254,0.9769,5.1259,0.135,0.0671,0.001,98.8917,0.0249,0.0,174.4043,0.0011,1.6026,0.0072,0.1621,0.0452,0.0212,0.0003,32.3838,0.0074,0.0,49.0427,0.0003,0.4693,0.0029,0.0569,9.5135,2.7752,0.1017,5.5979,2.5883,0.0,24.0129,0.1066,2.6522,0.7397,3.1621,534.3127,2.1819,7.93,0.3379,2.8686,0.0928,1.4841,15.4868
normal,17/09/2008 07:28:00,1.4185,2.3762,0.9907,1825.8952,0.955,0.0,717.5179,0.9911,58.988,0.9616,6.351,0.0486,0.0793,0.0009,80.41199999999999,0.022000000000000002,0.0,91.2276,0.0008,1.7846,0.0195,0.2222,0.015,0.0254,0.0003,24.8291,0.0071,0.0,25.5045,0.0003,0.561,0.0059,0.0716,3.4289,3.3368,0.0921,4.404,2.3032,0.0,12.7143,0.0842,3.0254,2.0244,3.4984,531.8455,2.2544,8.64,0.2994,3.0979,0.0888,1.6245,13.283
normal,17/09/2008 21:52:00,1.4048,2.3836,0.9885,1727.1871,0.9229,0.0,661.9762,0.9907,59.0061,0.9629,6.3694,0.1172,0.0458,0.002,93.1145,0.0408,0.0,109.9575,0.0007,4.0498,0.0227,0.6115,0.0483,0.0138,0.0007,29.4063,0.0117,0.0,30.1228,0.0003,1.1345,0.0082,0.2133,8.3399,1.9213,0.2065,5.3911,4.4258,0.0,16.6105,0.0745,6.8634,2.3613,9.6003,531.5127,2.2373,13.81,0.1976,4.7519,0.0636,2.5982,8.8308
normal,18/09/2008 00:57:00,1.4091,2.4633,0.9899,1765.2269,0.9279,0.0,767.7514,0.9918,58.8545,0.965,6.3884,0.0516,0.034,0.0023,135.0997,0.0094,0.0,36.0511,0.0004,1.1999,0.0223,0.4823,0.0181,0.0126,0.0006,38.157,0.0027,0.0,13.3554,0.0001,0.4146,0.006999999999999999,0.1699,3.6605,1.381,0.2325,7.6534,1.0177,0.0,4.6957,0.039,2.0388,2.3099,7.5491,535.9636,2.2026,6.77,0.3033,2.1846,0.0956,1.2631,13.7684
normal,18/09/2008 01:40:00,1.4092,2.4036,0.9876,1790.6877,0.9329,0.0,718.7465,0.9628,56.9124,0.96,6.3951,0.0706,0.0695,0.002,108.9407,0.0379,0.0,63.45,0.006,1.9319,0.0238,0.2998,0.0283,0.0222,0.0006,36.3007,0.0128,0.0,20.6763,0.0018,0.6293,0.0082,0.1029,5.0115,2.8899,0.2028,6.0837,4.0653,0.0,8.8279,0.6222,3.3946,2.4825,4.6876,532.4645,2.2512,8.25,0.2209,2.7668,0.0582,1.5494,9.8105
normal,18/09/2008 01:43:00,1.389,2.4398,0.9915,1791.7535,0.9467,0.0,637.5776,0.9906,58.9508,0.9791,6.296,0.0589,0.0306,0.0007,98.5042,0.0259,0.0,147.6871,0.0009,3.4711,0.0031,0.5511,0.023,0.0117,0.0002,38.5673,0.0097,0.0,48.6253,0.0003,1.0849,0.0012,0.1851,4.2382,1.2556,0.0705,5.4976,2.7404,0.0,23.1638,0.0908,5.8881,0.3164,8.7528,531.8455,2.2544,8.64,0.2994,3.0979,0.0888,1.6245,13.283
normal,18/09/2008 02:01:00,1.3843,2.2735,0.9896,1766.5687,0.9346,0.0,651.6467,0.9909,59.1015,0.9591,6.5521,0.0706,0.0708,0.0022,157.6111,0.0238,0.0,67.9449,0.001,3.213,0.015,0.1767,0.0281,0.0227,0.0007,47.4773,0.0086,0.0,21.8095,0.0003,1.1369,0.0044,0.0595,5.0972,3.1139,0.2211,8.9219,2.5475,0.0,10.4266,0.1003,5.4364,1.5607,2.6965,532.0973,2.1448,9.6,0.49700000000000005,3.3367,0.1443,1.8042,23.1735
normal,18/09/2008 03:58:00,1.4069999999999998,2.4604,0.9888,1804.682,0.938,0.0,809.3271,0.991,58.8668,0.9632,6.2876,0.0611,0.0748,0.0028,158.61,0.0155,0.0,92.1328,0.0006,1.6359,0.0223,0.212,0.0275,0.0235,0.0008,46.4135,0.0055,0.0,26.0323,0.0002,0.5276,0.0073,0.0799,4.3397,3.0417,0.2859,8.7888,1.6524,0.0,11.3839,0.0566,2.7789,2.3149,3.3710000000000004,531.8455,2.2544,8.64,0.2994,3.0979,0.0888,1.6245,13.283
normal,18/09/2008 03:58:00,1.4109,2.4184,0.987,1822.9996,0.9354,0.0,788.9453,0.9906,59.2704,0.9637,6.1944,0.0202,0.067,0.003,230.2627,0.024,0.0,199.0506,0.0011,2.8398,0.0173,0.2315,0.0083,0.0215,0.0009,69.6634,0.0079,0.0,64.9459,0.0004,0.9688,0.0055,0.0846,1.4289,2.7692,0.304,12.630999999999998,2.5706,0.0,25.23,0.1126,4.7912,1.7971,3.7366,535.1345,2.1394,5.73,0.3258,2.0931,0.0953,1.0708,15.2286
normal,18/09/2008 05:44:00,1.3942,2.3944,0.9671,1907.2316,0.9365,0.0,695.1822,0.9906,59.0523,0.9685,6.3352,0.0734,0.0846,0.0034,97.098,0.0282,0.0,102.3815,0.0007,4.1972,0.0181,0.4898,0.0304,0.0257,0.0012,35.7001,0.0097,0.0,31.6157,0.0002,1.1867,0.0065,0.16399999999999998,5.2647,3.5325,0.3503,5.091,3.0127,0.0,14.7273,0.0739,7.1076,1.8675,7.7317,531.3346,2.2421,8.49,0.3689,2.7936,0.1177,1.5979,16.4543
normal,18/09/2008 05:58:00,1.4169,2.4116,0.966,1880.2885,0.9294,0.0,744.0963,0.9907,58.0021,0.9781,6.3918,0.0698,0.0349,0.009000000000000001,94.255,0.0072,0.0,32.4703,0.0014,3.9695,0.005,0.336,0.0255,0.0139,0.003,36.7117,0.0022,0.0,9.8813,0.0004,1.1902,0.0015,0.1052,4.9249,1.4469,0.9295,5.0128,0.7772,0.0,4.3637,0.1459,6.8437,0.5077,5.2575,532.0973,2.1448,9.6,0.49700000000000005,3.3367,0.1443,1.8042,23.1735
normal,18/09/2008 08:04:00,1.3985,2.4299,0.9681,1843.4549,0.9346,0.0,723.6946,0.9587,57.4288,0.9643,6.3633,0.0326,0.0335,0.0106,93.9828,0.0144,0.0,125.5225,0.0052,3.5472,0.0171,0.5912,0.0124,0.0104,0.0036,32.6672,0.0044,0.0,44.1584,0.0016,0.9571,0.0056,0.188,2.3346,1.3767,1.09,5.0982,1.5366,0.0,17.3447,0.5451,6.1768,1.7711,9.2903,528.7918,2.5088,10.33,0.264,3.4623,0.0819,1.9535,10.5239
normal,18/09/2008 10:48:00,1.4112,2.3944,0.9661,1815.3186,0.9307,0.0,717.8132,0.9905,59.532,0.9616,6.4838,0.0638,0.0846,0.0098,116.9177,0.0383,0.0,60.9904,0.0007,4.2748,0.0172,0.465,0.0217,0.0257,0.0036,45.09,0.0131,0.0,20.607,0.0003,1.2366,0.0052,0.1593,4.5224,3.5325,1.0192,6.4406,4.1119,0.0,8.4967,0.0696,7.1807,1.7938,7.1713,531.8455,2.2544,8.64,0.2994,3.0979,0.0888,1.6245,13.283
normal,18/09/2008 13:48:00,1.4252,2.4116,0.9678,1817.3502,0.9429,0.0,763.1569,0.9627,56.2824,0.9803,6.277,0.0447,0.0349,0.0174,109.26,0.0333,0.0,90.4649,0.0033,3.0877,0.004,0.3866,0.0155,0.0139,0.0055,33.7681,0.0114,0.0,26.2826,0.0011,0.9011,0.0012,0.1218,3.1385,1.4469,1.8025,6.0121,3.535,0.0,11.854000000000001,0.3448,5.4861,0.4051,6.1594,533.3073,2.349,10.19,0.3099,3.577,0.0994,1.9107,13.1943
normal,18/09/2008 17:22:00,1.3992,2.3909,0.9905,1804.854,0.9422,0.0,664.1708,0.9906,59.4534,0.9614,6.3641,0.0324,0.0757,0.0008,148.1555,0.0257,0.0,238.5018,0.0011,3.0026,0.0227,0.2987,0.0113,0.024,0.0002,41.2546,0.0085,0.0,74.7511,0.0003,0.977,0.0082,0.1037,2.3156,3.1675,0.0794,8.2087,2.7248,0.0,35.9097,0.115,5.0503,2.3637,4.6942,534.6682,2.0435,9.43,0.1909,3.4259,0.0607,1.7637,9.3398
normal,18/09/2008 18:12:00,1.3973,2.4126,0.9674,1771.1661,0.9429,0.0,782.4785,0.9643,55.44,0.9716,6.3321,0.0352,0.07400000000000001,0.0087,199.9777,0.0192,0.0,83.3026,0.0025,5.2181,0.01,0.2015,0.0148,0.0227,0.0024,61.8424,0.0061,0.0,31.625,0.0009,1.4151,0.0037,0.0728,2.517,3.0692,0.899,11.2907,2.0321,0.0,10.645999999999999,0.2611,9.4122,1.033,3.1818,533.2873,2.3473,10.93,0.2775,3.7154,0.0824,2.0496,11.8225
normal,18/09/2008 18:56:00,1.4197,2.362,0.9906,1787.1098,0.945,0.0,757.8227,0.9606,56.7993,0.9648,6.2734,0.0488,0.0374,0.001,132.5828,0.0147,0.0,204.0393,0.0032,3.9144,0.0176,0.2494,0.0171,0.012,0.0004,41.7363,0.0057,0.0,72.766,0.0011,1.0617,0.0064,0.0992,3.4366,1.5832,0.1022,7.4188,1.5579,0.0,26.9244,0.3283,6.8916,1.8206,3.9749,530.5682,2.1417,10.87,0.4214,3.7567,0.1085,2.0487,19.6759
normal,18/09/2008 21:12:00,1.4082,2.3971,0.9877,1829.7017,0.9496,0.0,767.8407,0.9904,59.7525,0.9637,6.3317,0.0438,0.0774,0.0016,110.756,0.0124,0.0,109.0219,0.0014,4.6071,0.0169,0.2997,0.0158,0.0238,0.0005,36.4519,0.004,0.0,36.1831,0.0004,1.29,0.0053,0.0908,3.1097,3.2277,0.1633,6.0532,1.3082,0.0,14.1985,0.1368,7.7103,1.7522,4.7334,504.9173,2.2656,438.87,2.1967,131.4529,0.5502,86.9192,96.9601
normal,18/09/2008 21:56:00,1.4285,2.4445,0.9647,1872.8737,0.9364,0.0,764.1577,0.9905,59.3096,0.9735,6.167999999999999,0.0342,0.0638,0.0103,191.9133,0.0616,0.0,92.8259,0.0012,4.8735,0.0104,0.20800000000000002,0.0115,0.0207,0.0036,57.9123,0.0193,0.0,31.7716,0.0003,1.3627,0.0037,0.0768,2.3948,2.6085,1.0716,10.247,6.579,0.0,12.1475,0.1197,8.2171,1.0635,3.3723,533.2873,2.3473,10.93,0.2775,3.7154,0.0824,2.0496,11.8225
normal,18/09/2008 23:00:00,1.4097,2.4483,0.9520000000000001,1866.4193,0.9236,0.0,736.3565,0.9905,59.2198,0.9813,6.0962,0.0486,0.0287,0.0546,130.1387,0.0205,0.0,50.5405,0.0007,4.1783,0.0033,0.2412,0.0171,0.0095,0.0168,40.3976,0.0058,0.0,16.9936,0.0002,1.1862,0.0012,0.0971,3.4482,1.171,5.7381,6.9726,2.2207,0.0,6.8636,0.0702,7.0555,0.3375,3.9566,532.5027,2.4053,7.54,0.2768,2.5601,0.0899,1.416,11.5084
normal,18/09/2008 23:05:00,1.3703,2.4559,0.991,1927.5179999999998,0.9575,0.0,779.0569,0.9908,60.5249,0.9815,6.1911,0.0301,0.0878,0.0013,122.323,0.0231,0.0,107.0623,0.001,2.4001,0.0031,0.3918,0.0102,0.0287,0.0004,36.5049,0.0078,0.0,39.1134,0.0003,0.6595,0.0011,0.1188,2.1974,3.5762,0.1271,6.3461,2.4134,0.0,13.7426,0.1047,3.9656,0.3126,6.3281,529.2209,1.9102,7.98,0.2889,2.7589,0.1067,1.5079,15.1238
normal,18/09/2008 23:44:00,1.4216,2.375,0.9871,1767.1722,0.9441,0.0,780.1029,0.9642,56.5781,0.9592,6.3315,0.0752,0.0821,0.0021,108.8723,0.0197,0.0,56.6733,0.0037,2.1184,0.023,0.2443,0.0263,0.027999999999999997,0.0007,33.3972,0.0057,0.0,18.2631,0.0012,0.7316,0.0075,0.0904,5.2869,3.4556,0.2097,6.1608,2.0848,0.0,7.2648,0.3875,3.7441,2.3942,3.8588,535.9636,2.2026,6.77,0.3033,2.1846,0.0956,1.2631,13.7684
normal,19/09/2008 00:30:00,1.3944,2.4187,0.99,1792.4735,0.9287,0.0,734.6362,0.9642,56.085,0.9663,6.4595,0.0367,0.0301,0.0011,122.1359,0.0188,0.0,58.8446,0.0037,2.0168,0.0202,0.5539,0.0134,0.0111,0.0004,36.0413,0.0067,0.0,21.289,0.001,0.6125,0.0067,0.1777,2.6334,1.2453,0.11199999999999999,6.8138,2.0258,0.0,8.01,0.3799,3.596,2.0893,8.5756,532.0973,2.1448,9.6,0.49700000000000005,3.3367,0.1443,1.8042,23.1735
normal,19/09/2008 01:57:00,1.4065,2.4547,0.9647,1872.8737,0.94,0.0,662.5107,0.9907,58.5564,0.958,6.3444,0.0292,0.0315,0.0103,191.9133,0.0271,0.0,135.1126,0.0005,4.005,0.0231,0.2597,0.0104,0.0117,0.0036,57.9123,0.0082,0.0,40.8498,0.0002,1.2695,0.0075,0.0923,2.0725,1.2844,1.0716,10.247,2.8811,0.0,20.394000000000002,0.0462,6.8395,2.4065,4.0941,530.5682,2.1417,10.87,0.4214,3.7567,0.1085,2.0487,19.6759
normal,19/09/2008 02:44:00,1.4157,2.3732,0.986,1809.8301,0.9602,0.0,783.0876,0.9908,59.5967,0.9802,6.4251,0.0235,0.1196,0.0024,138.887,0.0111,0.0,75.9038,0.0012,4.8998,0.0035,0.5253,0.0088,0.0354,0.0008,43.5471,0.0038,0.0,23.5891,0.0004,1.3912,0.0012,0.1701,1.66,5.0386,0.2442,7.6739999999999995,1.1543,0.0,9.6929,0.1211,8.2217,0.3523,8.1761,533.8955,2.3306,9.64,0.2706,3.2678,0.0913,1.8056,11.6113
normal,19/09/2008 04:42:00,1.4023,2.4222,0.9697,1815.1779999999999,0.9493,0.0,739.1567,0.9919,58.5492,0.9809,6.234,0.0607,0.0657,0.0047,112.0873,0.0222,0.0,122.994,0.0004,1.1713,0.0034,0.2486,0.0203,0.0206,0.0015,34.2864,0.0064,0.0,33.4815,0.0001,0.3651,0.001,0.0963,4.3266,2.7142,0.4845,6.175,2.3382,0.0,16.6398,0.0444,2.0005,0.3485,3.9881,530.6746,2.0193,10.8,0.3051,3.8939999999999997,0.086,2.0351,15.1082
normal,19/09/2008 05:33:00,1.4034,2.4469,0.9915,1791.7535,0.9486,0.0,739.7936,0.9913,58.4372,0.9605,6.3004,0.0524,0.0244,0.0007,98.5042,0.0252,0.0,220.4727,0.0007,3.3569999999999998,0.023,0.1999,0.022000000000000002,0.0102,0.0002,38.5673,0.0095,0.0,76.0322,0.0002,0.8757,0.006999999999999999,0.0699,3.7316,0.9992,0.0705,5.4976,2.6611,0.0,29.8019,0.0724,5.7447,2.3898,3.1729,531.3346,2.2421,8.49,0.3689,2.7936,0.1177,1.5979,16.4543
normal,19/09/2008 05:57:00,1.4269,2.3828,0.986,1809.8301,0.9495,0.0,782.2624,0.9907,59.4545,0.9817,6.1604,0.1258,0.0679,0.0024,138.887,0.0264,0.0,56.6223,0.0007,4.3399,0.0029,0.2527,0.0342,0.0223,0.0008,43.5471,0.0076,0.0,18.2319,0.0002,1.2404,0.0008,0.0994,8.8144,2.8489999999999998,0.2442,7.6739999999999995,2.7766,0.0,7.2383,0.0681,7.2995,0.2926,4.1021,531.0009,2.0786,11.15,0.1571,4.1012,0.057999999999999996,2.0998,7.5578
normal,19/09/2008 06:01:00,1.4041,2.4145,0.9874,1726.6365,0.9483,0.0,752.7343,0.991,59.1021,0.9791,6.3713,0.0989,0.0309,0.0031,147.1819,0.0406,0.0,115.8345,0.0007,2.0441,0.0055,0.3144,0.031,0.0127,0.0012,46.0977,0.0125,0.0,41.5603,0.0002,0.6232,0.0021,0.1016,7.0456,1.2811,0.3107,8.5242,4.2769,0.0,15.3885,0.0671,3.4585,0.5649,4.9347,526.5336,2.6194,9.6,0.2265,3.1446,0.0835,1.8232,8.6457
normal,19/09/2008 06:44:00,1.4154,2.3992,0.99,1832.1613,0.9287,0.0,688.8368,0.9908,58.7002,0.9791,6.3085,0.1173,0.0349,0.0018,146.7773,0.0345,0.0,54.5586,0.0013,4.0684,0.0049,0.5063,0.0336,0.0129,0.0005,42.3051,0.0106,0.0,18.7075,0.0004,1.187,0.0013,0.1656,8.2891,1.4547,0.1824,8.0112,3.7188,0.0,7.9204,0.1304,6.9308,0.5024,8.0256,526.5336,2.6194,9.6,0.2265,3.1446,0.0835,1.8232,8.6457
normal,19/09/2008 07:14:00,1.3993,2.3665,0.9891,1842.3669,0.9294,0.0,825.1554,0.9666,57.5845,0.9645,6.436,0.0681,0.0577,0.0013,158.1512,0.0278,0.0,145.0969,0.0049,3.7027,0.0257,0.5078,0.0219,0.0191,0.0005,49.3689,0.0082,0.0,40.5698,0.0017,1.1957,0.0087,0.1728,4.8683,2.4371,0.1331,8.5841,2.9906,0.0,17.5842,0.505,6.43,2.6695,7.8899,528.7918,2.5088,10.33,0.264,3.4623,0.0819,1.9535,10.5239
normal,19/09/2008 07:18:00,1.4063,2.3757,0.9871,1781.3522,0.938,0.0,726.8828,0.9911,58.1223,0.9799,6.3147,0.0614,0.0931,0.0025,111.8672,0.0252,0.0,70.252,0.001,1.5156,0.0035,0.3978,0.0242,0.03,0.0008,35.8283,0.0091,0.0,21.2405,0.0003,0.4848,0.0011,0.129,4.3674,3.9187,0.251,6.2799,2.6907,0.0,9.6648,0.1043,2.6076,0.3569,6.2999,533.2873,2.3473,10.93,0.2775,3.7154,0.0824,2.0496,11.8225
normal,19/09/2008 08:08:00,1.3968,2.4103,0.9868,1823.4487,0.9346,0.0,731.7544,0.9617,57.7769,0.9629,6.2308,0.0429,0.0495,0.0014,78.3778,0.027000000000000003,0.0,95.9564,0.0047,4.9296,0.0217,0.2808,0.0164,0.0159,0.0004,26.4673,0.0094,0.0,32.0891,0.0015,1.339,0.0075,0.1002,3.0734,2.0540000000000003,0.139,4.2983,2.8859,0.0,13.1132,0.4917,8.5321,2.2568,4.5072,530.5682,2.1417,10.87,0.4214,3.7567,0.1085,2.0487,19.6759
normal,19/09/2008 08:52:00,1.4127,2.3918,0.97,1804.9217,0.9293,0.0,749.3883,0.9908,59.1739,0.9638,6.4398,0.0371,0.0398,0.0029,59.1167,0.0225,0.0,78.2064,0.0007,2.2305,0.01,0.2332,0.0144,0.0143,0.0009,19.5296,0.0065,0.0,26.3759,0.0002,0.6293,0.0037,0.0695,2.6289999999999996,1.6658,0.3007,3.2753,2.4217,0.0,10.436,0.0694,3.7693,1.0389,3.6208,526.5336,2.6194,9.6,0.2265,3.1446,0.0835,1.8232,8.6457
normal,19/09/2008 09:12:00,1.4127,2.4242,0.9659,1845.5824,0.9521,0.0,717.4347,0.9908,59.0849,0.9653,6.2765,0.0375,0.0728,0.0092,69.1957,0.0256,0.0,100.8069,0.0009,3.7456,0.0221,0.3393,0.0107,0.0229,0.0032,25.0316,0.0085,0.0,30.1853,0.0004,1.1276,0.0072,0.1121,2.6523,3.0038,0.9484,3.7493,2.6915,0.0,14.050999999999998,0.0939,6.3393,2.2894,5.4055,504.9173,2.2656,438.87,2.1967,131.4529,0.5502,86.9192,96.9601
normal,19/09/2008 09:47:00,1.4227,2.417,0.9857,1843.0803,0.9402,0.0,844.8573,0.9912,58.4188,0.9608,6.5018,0.0246,0.052000000000000005,0.0019,92.0819,0.0238,0.0,105.53,0.0008,3.8886,0.0199,0.2596,0.0093,0.0171,0.0006,30.7043,0.0095,0.0,35.3965,0.0003,1.0492,0.0077,0.0903,1.7313,2.1517,0.19399999999999998,4.9961,2.5321,0.0,12.4909,0.0838,6.6564,2.0685,3.9934,532.0973,2.1448,9.6,0.49700000000000005,3.3367,0.1443,1.8042,23.1735
normal,19/09/2008 10:45:00,1.4206,2.4445,0.9647,1872.8737,0.9470000000000001,0.0,747.2486,0.991,58.324,0.9751,6.4344,0.0795,0.0638,0.0103,191.9133,0.0161,0.0,188.2354,0.0009,1.4137,0.0045,0.5356,0.0242,0.0207,0.0036,57.9123,0.0051,0.0,56.2624,0.0003,0.4484,0.0014,0.1861,5.5949,2.6085,1.0716,10.247,1.6994,0.0,25.1905,0.0922,2.4238,0.4648,8.3234,504.9173,2.2656,438.87,2.1967,131.4529,0.5502,86.9192,96.9601
normal,19/09/2008 11:13:00,1.4156,2.3813,0.9899,1819.2784,0.9417,0.0,732.9829,0.9644,55.9929,0.9634,6.4909,0.016,0.0553,0.0014,123.1672,0.0268,0.0,168.7849,0.0038,2.2475,0.0261,0.5351,0.005,0.0181,0.0005,51.0207,0.0074,0.0,54.7184,0.0012,0.7251,0.0085,0.1804,1.1296,2.3206,0.1373,6.7701,2.8497,0.0,23.0271,0.3982,4.0139,2.71,8.2437,532.0973,2.1448,9.6,0.49700000000000005,3.3367,0.1443,1.8042,23.1735
normal,19/09/2008 11:54:00,1.4112,2.4292,0.9878,1795.1763,0.9303,0.0,720.5147,0.9907,57.2119,0.9803,6.2897,0.0395,0.0344,0.0011,73.4838,0.0396,0.0,72.1931,0.0018,3.8453,0.0041,0.5429,0.0123,0.0112,0.0004,22.2955,0.0119,0.0,25.1056,0.0006,1.2262,0.0012,0.1811,2.7983,1.4158,0.107,4.0934,4.2568,0.0,10.0197,0.1867,6.7211,0.4223,8.6322,532.4618,2.2425,10.27,0.4006,3.5201,0.1282,1.9288,17.8615
normal,19/09/2008 13:59:00,1.3875,2.4169,0.9691,1773.4371,0.9398,0.0,754.409,0.9908,59.1449,0.9799,6.2957,0.0808,0.0335,0.0041,113.1661,0.045,0.0,83.368,0.0013,3.9912,0.0017,0.5204,0.0304,0.0114,0.0016,39.4513,0.0144,0.0,22.291,0.0004,1.1568,0.0005,0.183,5.8219,1.3869,0.423,6.3812,4.7914,0.0,11.0508,0.1314,6.7481,0.1705,8.2654,530.9809,2.3259,9.94,0.2182,3.2617,0.0779,1.8719999999999999,9.3821
normal,19/09/2008 15:31:00,1.4233,2.4687,0.9895,1762.8318,0.9297,0.0,715.3448,0.9620000000000001,55.7894,0.9677,6.2245,0.0556,0.0481,0.0017,133.4491,0.0203,0.0,88.0108,0.0033,3.4003,0.0224,0.2736,0.0179,0.0178,0.0006,40.0775,0.006999999999999999,0.0,26.0104,0.0012,0.9613,0.0065,0.0974,3.9057,1.9476,0.1689,7.5702,2.1878,0.0,12.3033,0.3419,6.0948,2.3155,4.3954,530.5682,2.1417,10.87,0.4214,3.7567,0.1085,2.0487,19.6759
normal,19/09/2008 16:40:00,1.4094,2.3775,0.9878,1807.7746,0.9398,0.0,838.0930000000001,0.9628,56.0791,0.9799,6.1502,0.043,0.0849,0.002,142.2002,0.017,0.0,62.9638,0.0027,2.2767,0.0034,0.5672,0.0175,0.0253,0.0006,41.037,0.0056,0.0,20.1195,0.0008,0.7843,0.0012,0.1845,3.0487,3.5701,0.2024,7.8660000000000005,1.8067,0.0,7.5127,0.282,4.0597,0.348,9.2231,532.8227,2.3242,11.76,0.2441,4.0477,0.0697,2.2071,10.5023
defeat,19/09/2008 16:58:00,1.4017,2.4103,0.9896,1893.0174,0.9253,0.0,731.6244,0.9919,58.7039,0.9589,6.4045,0.0591,0.0279,0.0017,157.44899999999998,0.0169,0.0,56.6546,0.0004,1.3792,0.0227,0.2832,0.0247,0.0116,0.0006,51.7392,0.0057,0.0,18.5149,0.0002,0.4376,0.0071,0.0996,4.2184,1.1555,0.1708,8.3174,1.8297,0.0,7.7437,0.0447,2.3494,2.3716,4.422,531.8455,2.2544,8.64,0.2994,3.0979,0.0888,1.6245,13.283
