Attrition,Age,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
No,25,Sales,8,2,Other,2018,Female,Sales Executive,3,Divorced,4907,0,2,6,3,2,5
No,37,Sales,4,4,Marketing,311,Male,Sales Representative,4,Divorced,2793,4,3,13,2,3,9
No,47,Sales,3,3,Medical,746,Female,Sales Executive,3,Divorced,13770,9,4,28,2,2,22
No,35,Sales,17,4,Life Sciences,1218,Male,Sales Executive,1,Married,8966,3,4,15,2,3,7
Yes,35,Sales,15,2,Medical,1645,Male,Sales Executive,4,Divorced,5440,6,4,7,2,2,2
No,34,Research & Development,6,4,Other,138,Female,Research Scientist,3,Single,4809,1,3,16,3,3,16
Yes,40,Sales,24,3,Life Sciences,986,Female,Sales Executive,2,Single,13194,4,4,22,2,2,1
No,30,Research & Development,18,3,Life Sciences,194,Female,Research Scientist,3,Single,2632,1,3,5,4,2,5
No,40,Sales,28,3,Other,615,Male,Sales Executive,1,Divorced,10932,3,3,20,2,3,1
Yes,30,Sales,12,4,Life Sciences,648,Male,Sales Representative,1,Married,2033,1,3,1,2,4,1
Yes,52,Sales,2,1,Marketing,1038,Female,Manager,4,Married,19845,1,4,33,3,3,32
No,54,Research & Development,1,3,Medical,1422,Female,Research Director,4,Single,17328,6,4,29,3,2,20
No,29,Research & Development,7,3,Life Sciences,1883,Male,Laboratory Technician,1,Single,2062,3,2,11,2,3,3
No,38,Research & Development,8,3,Medical,1937,Female,Research Scientist,2,Divorced,2133,1,3,20,3,3,20
No,26,Research & Development,1,3,Life Sciences,384,Female,Manufacturing Director,2,Divorced,6397,1,1,6,6,1,6
No,34,Research & Development,2,4,Technical Degree,1383,Female,Healthcare Representative,4,Single,6687,1,4,14,2,4,14
Yes,26,Research & Development,2,3,Life Sciences,1053,Male,Research Scientist,1,Married,2042,6,2,6,2,3,3
No,42,Sales,26,3,Marketing,404,Female,Sales Executive,2,Married,13525,5,4,23,2,4,20
No,34,Research & Development,1,4,Life Sciences,1580,Male,Research Scientist,4,Married,5484,9,2,9,3,2,2
No,36,Research & Development,10,4,Technical Degree,1312,Female,Healthcare Representative,3,Married,7094,3,1,10,0,3,7
No,48,Research & Development,2,2,Technical Degree,1258,Male,Laboratory Technician,2,Single,2559,5,3,7,4,2,1
No,33,Research & Development,21,3,Medical,1698,Male,Laboratory Technician,2,Married,2028,1,4,14,6,3,14
No,31,Sales,5,3,Marketing,399,Female,Sales Representative,2,Divorced,2789,1,3,2,5,2,2
No,48,Research & Development,4,4,Life Sciences,1024,Male,Healthcare Representative,3,Single,10999,7,2,27,3,3,15
Yes,55,Sales,2,1,Medical,842,Male,Sales Executive,4,Single,5160,4,3,12,3,2,9
No,40,Research & Development,9,4,Medical,964,Male,Research Scientist,2,Divorced,3617,8,4,3,2,3,1
No,45,Research & Development,29,3,Technical Degree,1465,Male,Manufacturing Director,4,Married,9380,4,4,10,4,4,3
No,31,Research & Development,26,1,Life Sciences,16,Male,Research Scientist,3,Divorced,2911,1,4,5,1,2,5
No,50,Research & Development,2,3,Medical,1215,Female,Manager,1,Married,17856,2,3,32,3,3,2
No,36,Research & Development,8,3,Life Sciences,742,Female,Research Director,1,Married,11713,9,1,10,2,3,8
No,50,Research & Development,11,3,Life Sciences,226,Female,Manager,2,Single,19926,3,2,21,5,3,5
No,36,Research & Development,3,3,Technical Degree,397,Male,Research Scientist,2,Single,4485,4,4,10,2,3,8
Yes,55,Research & Development,2,3,Medical,787,Male,Manager,1,Married,19859,5,4,24,2,3,5
No,35,Research & Development,1,3,Medical,1564,Male,Laboratory Technician,1,Single,2450,1,2,3,3,3,3
No,34,Sales,1,3,Technical Degree,1535,Male,Sales Executive,3,Married,7083,1,4,10,3,3,10
No,40,Research & Development,1,4,Life Sciences,2012,Male,Laboratory Technician,4,Married,2406,8,3,8,3,2,1
No,48,Research & Development,4,3,Life Sciences,1363,Male,Manufacturing Director,4,Single,7898,1,3,11,2,3,10
Yes,24,Research & Development,7,3,Life Sciences,647,Female,Laboratory Technician,3,Married,2886,1,4,6,4,3,6
No,35,Sales,18,4,Medical,1945,Male,Sales Executive,1,Married,5561,0,4,6,2,1,5
No,30,Sales,2,1,Technical Degree,508,Male,Sales Representative,2,Married,2476,1,1,1,3,3,1
No,36,Sales,7,3,Marketing,1362,Female,Sales Executive,1,Married,4639,2,4,17,2,2,15
Yes,48,Research & Development,1,2,Life Sciences,64,Male,Laboratory Technician,3,Single,5381,9,4,23,2,3,1
No,46,Research & Development,1,4,Medical,288,Male,Healthcare Representative,1,Divorced,9396,7,3,17,3,3,4
No,29,Sales,5,3,Medical,1669,Male,Sales Executive,2,Divorced,4187,1,2,10,3,2,10
No,39,Research & Development,2,4,Technical Degree,343,Female,Healthcare Representative,3,Single,10938,0,4,20,1,3,19
No,33,Sales,2,3,Marketing,1756,Female,Sales Executive,2,Single,5147,8,4,13,2,2,11
Yes,20,Sales,9,3,Marketing,1077,Female,Sales Representative,4,Single,2323,1,2,2,3,3,2
No,40,Research & Development,11,3,Technical Degree,1985,Female,Laboratory Technician,3,Married,6323,1,1,10,2,4,10
No,30,Sales,5,3,Life Sciences,228,Female,Sales Executive,4,Married,9419,2,3,12,2,3,10
No,30,Research & Development,1,3,Medical,1241,Male,Research Scientist,2,Married,3579,0,1,12,2,3,11
No,37,Sales,16,4,Marketing,868,Male,Sales Executive,3,Divorced,6334,4,4,9,2,3,1
No,43,Research & Development,28,3,Medical,171,Female,Research Scientist,3,Single,4739,4,4,18,2,3,3
No,29,Research & Development,8,1,Medical,1150,Male,Manufacturing Director,4,Married,5056,1,3,10,2,2,10
No,46,Sales,5,4,Marketing,62,Male,Sales Executive,4,Single,5772,4,3,14,4,3,9
No,25,Sales,8,3,Life Sciences,707,Male,Sales Executive,2,Married,4851,0,3,4,4,3,3
No,32,Sales,8,3,Marketing,207,Female,Sales Executive,4,Single,8998,1,4,9,2,3,9
No,28,Research & Development,1,3,Technical Degree,1301,Male,Research Scientist,1,Single,2080,2,2,5,2,2,3
No,53,Sales,7,2,Marketing,862,Female,Sales Executive,4,Married,10934,7,4,35,3,3,5
No,59,Research & Development,3,3,Medical,10,Female,Laboratory Technician,1,Married,2670,4,1,12,3,2,1
No,41,Human Resources,1,3,Human Resources,734,Male,Manager,3,Married,19189,1,2,22,3,3,22
Yes,29,Research & Development,1,2,Life Sciences,816,Female,Laboratory Technician,1,Married,2319,1,4,1,1,3,1
No,32,Sales,26,4,Marketing,333,Male,Sales Executive,4,Married,4465,0,1,4,2,3,3
No,28,Research & Development,15,2,Life Sciences,1102,Male,Laboratory Technician,3,Divorced,2207,1,4,4,5,2,4
No,38,Human Resources,10,4,Human Resources,1563,Male,Human Resources,3,Married,6077,3,3,10,2,3,6
No,45,Research & Development,23,2,Life Sciences,1002,Male,Laboratory Technician,1,Married,3633,1,3,9,2,3,9
Yes,29,Sales,1,3,Medical,896,Female,Sales Representative,3,Divorced,2800,6,3,5,3,3,3
No,28,Sales,3,3,Medical,1875,Female,Sales Representative,2,Married,2856,1,4,1,3,3,1
Yes,18,Research & Development,8,1,Medical,1156,Male,Laboratory Technician,3,Single,1904,1,4,0,0,3,0
No,27,Sales,10,3,Marketing,1403,Female,Sales Executive,4,Married,5769,1,4,6,3,3,6
No,36,Research & Development,7,3,Life Sciences,1659,Male,Laboratory Technician,2,Single,2013,2,3,15,4,3,4
No,34,Research & Development,19,2,Medical,18,Male,Laboratory Technician,4,Divorced,2661,0,3,3,2,3,2
No,36,Research & Development,5,4,Life Sciences,1651,Female,Healthcare Representative,1,Married,8008,4,3,9,6,3,3
No,42,Research & Development,29,3,Life Sciences,836,Male,Manufacturing Director,2,Married,4434,1,4,10,3,2,9
No,42,Research & Development,23,2,Life Sciences,1976,Male,Research Scientist,3,Single,4332,1,4,20,2,3,20
No,35,Research & Development,7,3,Other,845,Male,Manufacturing Director,3,Single,10221,3,2,17,3,4,8
No,51,Research & Development,7,4,Medical,211,Male,Manufacturing Director,3,Married,6132,2,3,10,2,3,1
No,31,Sales,5,4,Life Sciences,1673,Female,Sales Executive,4,Married,5476,1,1,10,2,3,10
No,51,Research & Development,11,2,Technical Degree,1367,Female,Manufacturing Director,2,Single,13142,3,2,29,1,2,5
No,30,Research & Development,3,3,Life Sciences,562,Male,Laboratory Technician,4,Married,2097,4,3,9,3,1,5
No,43,Research & Development,6,3,Medical,1402,Female,Research Scientist,3,Single,4081,1,1,20,3,1,20
No,35,Research & Development,18,4,Life Sciences,2049,Male,Healthcare Representative,3,Married,5689,1,4,10,2,4,10
No,33,Research & Development,8,4,Life Sciences,1798,Male,Research Scientist,1,Married,3143,6,2,14,1,3,10
No,38,Research & Development,18,3,Medical,1766,Male,Healthcare Representative,4,Married,5811,3,3,15,2,3,1
Yes,46,Sales,9,2,Medical,118,Male,Sales Executive,4,Single,9619,1,4,9,3,3,9
No,34,Research & Development,10,4,Medical,277,Male,Research Scientist,3,Divorced,3815,1,4,5,4,4,5
No,54,Research & Development,10,3,Medical,1980,Female,Manufacturing Director,1,Single,4440,6,4,9,3,3,5
Yes,33,Sales,16,3,Marketing,819,Female,Sales Executive,1,Single,5324,5,3,6,3,3,3
No,38,Research & Development,3,4,Other,1060,Male,Research Scientist,3,Married,2821,3,1,8,2,3,2
No,24,Research & Development,4,1,Life Sciences,888,Male,Laboratory Technician,4,Married,3162,0,4,6,2,2,5
No,33,Research & Development,5,4,Life Sciences,338,Female,Research Scientist,4,Married,2911,1,3,2,2,2,2
No,35,Research & Development,27,1,Medical,856,Female,Research Scientist,1,Single,2559,1,4,6,3,2,6
No,45,Research & Development,2,3,Life Sciences,834,Female,Research Scientist,3,Single,2274,1,4,1,3,3,1
No,46,Sales,10,3,Marketing,580,Female,Sales Executive,4,Married,9071,2,3,15,3,3,3
No,28,Research & Development,17,2,Medical,536,Male,Laboratory Technician,1,Divorced,4558,1,4,10,2,3,10
Yes,28,Research & Development,24,2,Technical Degree,1082,Male,Healthcare Representative,1,Single,8722,1,1,10,2,2,10
No,42,Sales,8,4,Marketing,35,Male,Sales Executive,2,Married,6825,0,4,10,2,3,9
Yes,39,Research & Development,2,3,Life Sciences,1458,Female,Laboratory Technician,1,Single,3646,2,2,11,2,4,1
No,50,Research & Development,22,5,Medical,1539,Male,Research Director,4,Single,14411,1,4,32,2,3,32
No,29,Research & Development,19,3,Technical Degree,611,Male,Manufacturing Director,4,Divorced,4262,4,2,8,2,4,3
No,47,Sales,4,2,Life Sciences,1003,Female,Sales Executive,4,Single,4163,1,3,9,0,3,9
No,45,Research & Development,4,2,Life Sciences,972,Male,Laboratory Technician,2,Married,4447,1,2,9,5,2,9
No,50,Sales,1,3,Life Sciences,1040,Female,Sales Executive,3,Married,6347,0,1,19,3,3,18
No,29,Research & Development,29,1,Life Sciences,1859,Male,Healthcare Representative,3,Divorced,6384,8,4,11,3,3,7
Yes,26,Research & Development,25,3,Life Sciences,55,Male,Laboratory Technician,3,Single,2293,1,3,1,2,2,1
No,53,Research & Development,23,4,Life Sciences,901,Female,Research Director,4,Single,14275,6,3,33,0,3,12
No,32,Sales,6,4,Medical,125,Male,Sales Executive,3,Single,5010,1,1,12,0,3,11
No,55,Research & Development,2,3,Medical,1770,Male,Research Director,1,Married,19038,8,2,34,2,3,1
No,38,Research & Development,2,2,Life Sciences,556,Male,Laboratory Technician,4,Married,1702,1,3,1,3,3,1
No,39,Research & Development,18,2,Life Sciences,1322,Male,Manufacturing Director,3,Single,4534,0,1,9,6,3,8
No,33,Sales,10,4,Marketing,1924,Male,Sales Executive,3,Single,5487,1,2,10,2,2,10
No,55,Research & Development,2,2,Medical,1336,Female,Manager,3,Married,19187,4,4,23,5,3,19
No,41,Research & Development,6,3,Medical,466,Male,Manufacturing Director,2,Single,6032,6,4,8,3,3,5
Yes,24,Research & Development,17,2,Life Sciences,1219,Female,Laboratory Technician,2,Married,2210,1,1,1,3,1,1
No,31,Research & Development,23,3,Medical,367,Male,Healthcare Representative,4,Married,5582,0,2,10,2,3,9
No,36,Research & Development,9,2,Medical,699,Male,Manufacturing Director,2,Divorced,8847,2,3,13,2,3,3
No,35,Sales,3,4,Life Sciences,984,Male,Sales Executive,4,Divorced,7823,6,2,12,2,3,10
No,55,Research & Development,4,4,Life Sciences,1501,Male,Healthcare Representative,3,Married,4035,0,2,4,2,3,3
No,24,Research & Development,29,1,Medical,1725,Male,Laboratory Technician,1,Divorced,3907,1,2,6,2,4,6
No,50,Research & Development,28,3,Life Sciences,1317,Female,Research Director,1,Married,16880,4,2,25,2,3,3
No,37,Research & Development,3,3,Other,689,Male,Manufacturing Director,3,Married,9434,1,3,10,2,3,10
No,36,Research & Development,10,3,Life Sciences,1790,Male,Healthcare Representative,1,Married,8321,7,4,15,1,3,12
No,28,Research & Development,1,4,Medical,1286,Male,Laboratory Technician,3,Single,2154,0,3,5,2,2,4
No,27,Research & Development,7,3,Medical,764,Female,Healthcare Representative,1,Single,6811,8,1,9,2,1,7
No,33,Sales,8,4,Life Sciences,1560,Male,Sales Executive,1,Married,6392,2,4,8,6,1,2
No,30,Research & Development,9,2,Medical,1298,Female,Manufacturing Director,3,Single,4695,7,3,10,3,3,8
No,45,Research & Development,6,4,Other,101,Male,Research Director,1,Married,13245,4,2,17,3,4,0
No,29,Research & Development,1,3,Life Sciences,1954,Male,Healthcare Representative,1,Married,5373,0,1,6,5,2,5
No,30,Sales,15,2,Marketing,1754,Male,Sales Executive,1,Divorced,7140,2,1,12,2,3,7
No,41,Sales,1,3,Marketing,534,Male,Sales Executive,1,Married,8392,1,3,10,2,3,10
No,53,Sales,6,2,Marketing,205,Male,Sales Representative,3,Married,2306,2,4,13,3,1,7
No,34,Sales,4,3,Life Sciences,1882,Male,Sales Executive,4,Married,9713,2,4,9,3,3,5
No,39,Research & Development,13,4,Medical,1307,Female,Manager,2,Divorced,17123,6,4,21,4,3,19
No,32,Research & Development,2,2,Life Sciences,8,Male,Laboratory Technician,4,Single,3068,0,3,8,2,2,7
No,40,Research & Development,12,3,Life Sciences,1829,Female,Healthcare Representative,1,Divorced,4448,2,2,15,3,3,7
No,52,Sales,2,4,Life Sciences,329,Male,Manager,3,Single,19068,1,4,33,2,4,33
No,31,Research & Development,12,1,Medical,246,Female,Research Scientist,4,Married,3929,8,3,7,0,3,4
No,27,Research & Development,16,4,Technical Degree,1001,Female,Laboratory Technician,2,Married,2811,9,2,4,2,3,2
No,27,Research & Development,8,3,Medical,1647,Female,Research Scientist,3,Married,3517,7,1,5,0,3,3
No,47,Sales,2,4,Life Sciences,925,Female,Sales Representative,4,Single,3294,1,1,3,3,2,3
No,34,Research & Development,9,3,Life Sciences,1344,Male,Healthcare Representative,4,Divorced,8500,0,4,10,0,2,9
No,21,Sales,9,2,Medical,484,Male,Sales Representative,4,Single,2610,1,3,3,3,2,3
No,51,Research & Development,1,4,Medical,145,Female,Healthcare Representative,1,Single,7484,3,3,23,1,2,13
Yes,26,Sales,4,4,Marketing,401,Male,Sales Executive,4,Single,5828,1,2,8,0,3,8
No,37,Research & Development,3,3,Other,1062,Female,Healthcare Representative,2,Single,4107,3,1,8,3,2,4
No,58,Sales,10,4,Medical,131,Male,Sales Executive,3,Single,13872,0,3,38,1,2,37
No,30,Research & Development,16,3,Life Sciences,1763,Male,Healthcare Representative,3,Married,5294,3,3,10,3,3,7
No,46,Research & Development,1,3,Medical,124,Male,Healthcare Representative,1,Married,10673,2,3,21,5,2,10
No,23,Research & Development,4,1,Medical,1735,Female,Laboratory Technician,2,Single,3295,1,3,3,3,1,3
No,44,Research & Development,10,4,Other,40,Male,Healthcare Representative,4,Married,6465,2,4,9,5,4,4
No,38,Research & Development,10,3,Medical,634,Female,Healthcare Representative,3,Married,9824,3,3,18,4,3,1
No,35,Research & Development,2,2,Medical,1804,Male,Manufacturing Director,4,Divorced,5762,2,3,15,6,3,7
No,37,Research & Development,10,3,Medical,486,Female,Laboratory Technician,1,Married,3452,6,2,17,3,3,5
No,38,Sales,1,3,Life Sciences,1961,Male,Sales Representative,1,Single,2858,4,1,20,3,2,1
No,32,Research & Development,10,3,Medical,1516,Male,Manager,4,Single,11244,2,2,10,5,4,5
No,59,Research & Development,2,3,Life Sciences,1032,Female,Manufacturing Director,4,Single,13726,3,1,30,4,3,5
No,40,Research & Development,16,2,Life Sciences,1340,Male,Research Scientist,3,Divorced,3544,9,2,6,0,3,4
No,30,Human Resources,1,3,Life Sciences,1499,Male,Human Resources,3,Divorced,2064,0,1,6,3,4,5
No,46,Human Resources,5,2,Medical,103,Male,Human Resources,2,Divorced,5021,8,4,16,2,3,4
No,31,Sales,29,4,Marketing,1784,Female,Sales Executive,4,Married,5468,1,1,13,3,3,12
No,33,Research & Development,4,4,Medical,305,Female,Research Scientist,2,Married,2622,6,4,7,3,3,3
No,40,Research & Development,2,4,Medical,2051,Female,Research Scientist,3,Married,2001,2,2,20,2,3,5
No,28,Research & Development,2,1,Life Sciences,1136,Male,Research Scientist,2,Married,3201,0,1,6,2,1,5
No,45,Research & Development,1,4,Medical,996,Female,Laboratory Technician,4,Divorced,2270,3,4,8,2,3,5
No,27,Research & Development,14,3,Life Sciences,1244,Male,Research Scientist,1,Married,2235,1,4,9,3,2,9
Yes,52,Sales,5,3,Life Sciences,1319,Male,Sales Executive,2,Single,8446,9,3,10,2,2,8
No,41,Research & Development,1,3,Life Sciences,1999,Male,Research Scientist,4,Married,2782,3,1,12,3,3,5
No,41,Sales,8,3,Marketing,1909,Female,Sales Executive,2,Married,4393,5,3,14,3,3,5
No,38,Sales,2,4,Marketing,1835,Female,Sales Representative,4,Married,5405,2,1,20,4,2,4
No,35,Research & Development,2,4,Medical,1704,Male,Research Scientist,4,Single,4930,0,3,6,2,4,5
Yes,26,Sales,29,2,Medical,1037,Male,Sales Executive,1,Single,4969,8,4,7,6,3,2
No,28,Research & Development,27,3,Medical,1622,Female,Manufacturing Director,1,Divorced,4877,0,2,6,5,2,5
No,55,Research & Development,8,1,Medical,1278,Male,Healthcare Representative,2,Divorced,13577,1,4,34,3,3,33
Yes,39,Research & Development,2,3,Life Sciences,1127,Male,Healthcare Representative,4,Divorced,12169,7,4,21,4,3,18
No,40,Sales,4,4,Marketing,215,Male,Sales Executive,4,Married,10855,7,1,15,2,2,12
No,35,Research & Development,11,2,Medical,70,Male,Healthcare Representative,1,Married,9884,2,3,10,3,3,4
No,36,Human Resources,2,1,Human Resources,1890,Male,Human Resources,4,Single,3886,1,4,10,2,2,10
Yes,31,Research & Development,22,4,Medical,1389,Male,Manufacturing Director,3,Married,6179,1,4,10,3,2,10
Yes,44,Research & Development,10,4,Life Sciences,1200,Male,Research Scientist,3,Single,2936,1,3,6,4,3,6
No,22,Research & Development,5,3,Life Sciences,284,Male,Research Scientist,2,Divorced,2328,1,1,4,2,2,4
No,40,Research & Development,6,3,Life Sciences,601,Female,Manufacturing Director,3,Single,13237,7,3,22,3,3,20
No,39,Sales,21,4,Life Sciences,1929,Female,Sales Executive,3,Married,5736,6,3,10,1,3,3
No,34,Research & Development,16,4,Life Sciences,838,Female,Research Scientist,4,Single,2553,1,3,6,3,3,5
No,35,Research & Development,4,4,Other,1185,Male,Laboratory Technician,4,Married,2376,1,2,2,2,4,2
No,44,Research & Development,7,4,Medical,36,Female,Healthcare Representative,4,Married,10248,3,4,24,4,3,22
No,54,Research & Development,8,4,Life Sciences,578,Female,Laboratory Technician,3,Single,3780,7,3,19,3,3,1
Yes,28,Research & Development,1,3,Medical,1111,Male,Laboratory Technician,2,Divorced,2596,1,1,1,2,3,1
Yes,36,Research & Development,15,3,Other,1052,Male,Laboratory Technician,3,Divorced,4834,7,2,9,3,2,1
No,43,Research & Development,7,3,Life Sciences,451,Female,Healthcare Representative,1,Married,9985,8,1,10,1,2,1
No,24,Research & Development,9,3,Life Sciences,812,Male,Laboratory Technician,2,Divorced,2694,1,3,1,4,3,1
Yes,19,Research & Development,2,3,Life Sciences,243,Male,Laboratory Technician,4,Single,1102,1,3,1,3,2,1
No,54,Research & Development,5,2,Medical,522,Male,Research Director,1,Married,19406,4,3,24,4,2,4
No,43,Research & Development,2,2,Medical,46,Female,Research Scientist,3,Divorced,2645,1,4,6,3,2,5
No,34,Sales,3,1,Medical,1915,Female,Sales Executive,4,Married,8103,3,3,9,3,2,4
No,46,Sales,1,2,Marketing,244,Female,Sales Executive,1,Divorced,10453,1,3,24,2,3,24
No,45,Research & Development,7,3,Life Sciences,86,Male,Research Scientist,1,Divorced,9724,2,3,25,2,3,1
No,29,Research & Development,3,1,Medical,1586,Male,Laboratory Technician,1,Single,4723,1,4,10,3,3,10
No,37,Human Resources,8,2,Other,1794,Male,Human Resources,2,Divorced,4071,2,3,19,4,2,10
No,36,Research & Development,1,3,Technical Degree,1237,Female,Manufacturing Director,1,Divorced,10252,2,3,17,2,3,7
No,40,Research & Development,2,1,Medical,763,Female,Research Scientist,4,Single,2342,0,4,5,2,2,4
No,37,Research & Development,1,2,Medical,340,Female,Research Scientist,1,Married,3920,2,1,17,2,2,3
Yes,26,Sales,8,3,Technical Degree,796,Male,Sales Executive,1,Single,5326,6,3,6,2,2,4
No,39,Research & Development,10,1,Medical,1800,Male,Research Director,3,Single,13464,7,3,9,3,3,4
No,29,Research & Development,28,4,Life Sciences,1120,Female,Research Scientist,4,Divorced,2514,4,1,11,1,3,7
No,54,Research & Development,20,4,Life Sciences,450,Female,Research Scientist,3,Single,4869,3,4,20,4,2,4
Yes,28,Research & Development,24,3,Medical,1604,Male,Laboratory Technician,2,Married,2408,1,3,1,3,3,1
No,28,Research & Development,1,3,Life Sciences,1506,Male,Research Scientist,3,Divorced,1563,1,4,1,2,1,1
Yes,36,Sales,13,5,Marketing,1733,Male,Sales Executive,1,Divorced,6134,5,2,16,3,3,2
No,30,Research & Development,10,3,Medical,1816,Female,Manufacturing Director,3,Single,9667,9,2,9,3,3,7
Yes,47,Sales,27,2,Life Sciences,785,Female,Sales Executive,3,Single,6397,4,4,8,2,3,5
Yes,45,Sales,26,4,Life Sciences,684,Female,Sales Executive,1,Married,4286,2,4,5,4,3,1
No,23,Sales,2,1,Technical Degree,113,Male,Sales Representative,1,Divorced,2322,3,3,3,3,3,0
No,34,Research & Development,1,5,Life Sciences,683,Male,Research Scientist,4,Married,2691,1,4,10,4,2,10
No,25,Sales,18,1,Life Sciences,1399,Male,Sales Executive,3,Married,6232,2,2,6,3,2,3
No,40,Research & Development,2,2,Medical,352,Male,Research Director,3,Divorced,19436,0,4,22,5,3,21
No,28,Sales,10,1,Medical,1056,Male,Sales Representative,2,Married,1052,1,2,1,5,3,1
Yes,27,Research & Development,17,4,Life Sciences,1405,Female,Research Scientist,3,Single,2394,1,4,8,2,3,8
No,59,Sales,3,3,Life Sciences,1254,Female,Sales Executive,4,Single,5171,5,4,13,2,3,6
No,44,Research & Development,4,2,Life Sciences,1288,Male,Manager,1,Divorced,19190,1,4,26,4,2,25
No,44,Human Resources,1,5,Human Resources,1642,Male,Human Resources,4,Married,5743,4,3,14,3,3,10
No,29,Sales,10,3,Marketing,766,Male,Sales Representative,2,Divorced,2297,1,4,2,2,3,2
No,31,Sales,20,2,Marketing,947,Female,Sales Executive,3,Married,6932,1,4,9,2,2,9
No,26,Research & Development,4,2,Life Sciences,1275,Male,Research Scientist,4,Single,2875,1,2,8,2,2,8
No,60,Research & Development,1,4,Medical,1697,Male,Healthcare Representative,4,Divorced,10883,3,3,19,2,4,1
No,50,Research & Development,24,3,Life Sciences,1005,Male,Manufacturing Director,3,Married,13973,3,4,22,2,3,12
No,32,Sales,13,4,Life Sciences,859,Male,Sales Executive,4,Divorced,4403,2,3,8,3,2,5
No,29,Research & Development,1,4,Life Sciences,710,Male,Research Scientist,4,Divorced,2720,1,4,10,5,3,10
No,27,Research & Development,4,3,Life Sciences,933,Female,Research Scientist,3,Single,2318,1,3,1,2,3,1
No,28,Human Resources,1,2,Life Sciences,1858,Male,Human Resources,4,Divorced,2706,1,2,3,2,3,3
No,22,Research & Development,1,2,Life Sciences,872,Male,Manufacturing Director,4,Married,4775,6,1,4,2,1,2
No,41,Research & Development,14,3,Life Sciences,227,Male,Research Scientist,3,Divorced,2451,4,1,13,2,3,9
No,53,Sales,2,2,Medical,981,Male,Manager,3,Divorced,14852,6,3,22,3,4,17
No,48,Sales,7,3,Marketing,1466,Male,Sales Executive,1,Divorced,5486,4,1,15,3,3,2
No,29,Research & Development,28,4,Medical,2054,Female,Research Scientist,1,Single,3785,1,2,5,3,1,5
No,43,Sales,2,4,Life Sciences,1849,Male,Sales Executive,4,Married,5675,1,3,7,5,3,7
No,43,Research & Development,10,4,Life Sciences,430,Female,Laboratory Technician,4,Single,2455,0,1,9,5,3,8
No,38,Research & Development,6,4,Life Sciences,1997,Male,Manufacturing Director,3,Married,5321,2,4,10,1,3,8
No,44,Research & Development,7,3,Medical,1608,Female,Research Director,4,Divorced,19049,0,4,23,4,2,22
Yes,58,Research & Development,23,4,Medical,165,Female,Healthcare Representative,4,Married,10312,1,4,40,3,2,40
No,41,Sales,2,5,Life Sciences,625,Female,Manager,1,Married,16595,7,2,22,2,3,18
No,25,Research & Development,1,3,Medical,1303,Female,Research Scientist,2,Single,2096,1,4,2,3,2,2
No,38,Human Resources,1,3,Human Resources,1152,Male,Human Resources,3,Married,2844,1,4,7,2,4,7
No,46,Research & Development,2,2,Life Sciences,1857,Male,Manufacturing Director,4,Divorced,8578,3,3,12,4,2,9
No,21,Research & Development,3,2,Medical,379,Male,Research Scientist,3,Single,3230,1,1,3,4,4,3
No,48,Research & Development,10,3,Life Sciences,1867,Male,Research Director,2,Married,19665,4,4,29,3,3,22
No,38,Research & Development,23,4,Life Sciences,393,Male,Healthcare Representative,4,Divorced,5745,9,2,10,2,3,2
No,56,Human Resources,8,4,Life Sciences,1338,Male,Manager,2,Single,19717,6,1,36,4,3,7
No,38,Research & Development,2,4,Life Sciences,271,Male,Manufacturing Director,3,Married,6553,9,2,14,3,3,1
No,30,Research & Development,6,3,Technical Degree,1311,Female,Laboratory Technician,4,Married,4627,0,1,10,6,3,9
No,31,Research & Development,5,3,Medical,2057,Male,Manufacturing Director,1,Single,9936,0,2,10,2,3,9
No,34,Research & Development,2,1,Life Sciences,256,Male,Manufacturing Director,3,Married,9547,1,3,10,2,2,10
No,56,Research & Development,9,3,Medical,1071,Female,Research Scientist,3,Married,2942,2,2,18,4,3,5
No,42,Research & Development,24,3,Medical,605,Male,Manufacturing Director,1,Married,7406,1,4,10,5,2,10
No,34,Research & Development,27,2,Medical,247,Female,Research Scientist,2,Single,2311,2,4,9,3,3,3
Yes,31,Research & Development,3,3,Life Sciences,1537,Female,Research Scientist,3,Single,4084,1,1,7,2,1,7
No,36,Sales,8,4,Technical Degree,990,Male,Sales Executive,4,Divorced,5079,4,4,12,3,3,7
No,46,Research & Development,13,4,Life Sciences,1727,Male,Healthcare Representative,2,Single,5562,6,4,19,3,3,10
No,40,Research & Development,16,4,Medical,832,Male,Laboratory Technician,3,Single,5094,6,4,10,6,3,1
No,54,Human Resources,19,4,Medical,698,Male,Human Resources,2,Married,10725,2,3,16,1,4,9
No,37,Sales,9,4,Medical,626,Male,Sales Executive,2,Divorced,8834,1,4,9,6,3,9
No,37,Sales,10,4,Life Sciences,1105,Female,Sales Executive,4,Divorced,6694,2,3,8,5,3,1
No,35,Research & Development,16,3,Life Sciences,586,Male,Healthcare Representative,3,Married,7632,4,3,10,2,3,8
No,27,Research & Development,11,1,Life Sciences,1434,Male,Laboratory Technician,1,Married,2099,0,2,6,3,4,5
