"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","AgeGroup","Family","Age_scale1"
"0","3","male",41,0,0,7.125,"S","Age41_50",1,0.509927117366172
"1","3","male",20,0,0,7.2292,"C","Age11_20",1,0.246041719024881
"1","1","female",36,1,2,120,"S","Age31_40",4,0.447097260618246
"0","3","male",16,0,0,7.775,"S","Age11_20",1,0.195777833626539
"1","1","female",51,1,0,77.9583,"S","Age51_60",2,0.635586830862026
"0","1","male",42,0,0,39.6,"C","Age41_50",1,0.522493088715758
"0","3","female",30.5,0,0,7.75,"Q","Age31_40",1,0.377984418195527
"0","3","male",32.37,1,0,24.15,"Q","Age31_40",2,0.401482784619251
"0","3","male",32,0,0,8.3625,"S","Age31_40",1,0.396833375219904
"0","3","male",24,0,0,9.5,"S","Age21_30",1,0.296305604423222
"0","3","male",48,0,0,7.8542,"S","Age41_50",1,0.59788891681327
"0","2","female",57,0,0,10.5,"S","Age51_60",1,0.710982658959538
"0","3","male",32.37,0,0,7.225,"C","Age31_40",1,0.401482784619251
"1","2","female",54,1,3,23,"S","Age51_60",5,0.673284744910782
"0","3","male",18,0,0,7.75,"S","Age11_20",1,0.22090977632571
"0","3","male",32.37,0,0,7.75,"Q","Age31_40",1,0.401482784619251
"1","3","female",5,0,0,12.475,"S","Age0_10",1,0.0575521487811008
"0","3","male",32.37,0,0,7.7375,"Q","Age31_40",1,0.401482784619251
"1","1","female",43,0,1,211.3375,"S","Age41_50",2,0.535059060065343
"1","3","female",13,0,0,7.2292,"C","Age11_20",1,0.158079919577783
"1","1","female",17,1,0,57,"S","Age11_20",2,0.208343804976125
"0","1","male",29,0,0,30,"S","Age21_30",1,0.359135461171149
"0","3","male",32.37,1,2,23.45,"S","Age31_40",4,0.401482784619251
"0","3","male",25,0,0,7.05,"S","Age21_30",1,0.308871575772807
"0","3","male",25,0,0,7.25,"S","Age21_30",1,0.308871575772807
"1","3","female",18,0,0,7.4958,"S","Age11_20",1,0.22090977632571
"0","3","male",8,4,1,29.125,"Q","Age0_10",6,0.0952500628298567
"1","3","male",1,1,2,20.575,"S","Age0_10",4,0.00728826338275949
"0","1","male",46,0,0,79.2,"C","Age41_50",1,0.572756974114099
"0","3","male",32.37,0,0,7.75,"Q","Age31_40",1,0.401482784619251
"0","2","male",16,0,0,26,"S","Age11_20",1,0.195777833626539
"0","3","female",21.77,8,2,69.55,"S","Age21_30",11,0.268283488313647
"0","1","male",32.37,0,0,30.6958,"C","Age31_40",1,0.401482784619251
"0","3","male",25,0,0,7.8958,"S","Age21_30",1,0.308871575772807
"0","2","male",39,0,0,13,"S","Age31_40",1,0.484795174667002
"1","1","female",49,0,0,25.9292,"S","Age41_50",1,0.610454888162855
"1","3","female",31,0,0,8.6833,"S","Age31_40",1,0.384267403870319
"0","3","male",30,0,0,7.2292,"C","Age21_30",1,0.371701432520734
"0","3","female",30,1,1,24.15,"S","Age21_30",3,0.371701432520734
"0","2","male",34,0,0,13,"S","Age31_40",1,0.421965317919075
"1","2","female",31,1,1,26.25,"S","Age31_40",3,0.384267403870319
"1","1","male",11,1,2,120,"S","Age11_20",4,0.132947976878613
"1","3","male",0.42,0,1,8.5167,"C","Age0_10",2,0
"1","3","male",27,0,0,6.975,"S","Age21_30",1,0.334003518471978
"0","3","male",31,0,0,7.775,"S","Age31_40",1,0.384267403870319
"0","1","male",39,0,0,0,"S","Age31_40",1,0.484795174667002
"0","3","female",18,0,0,7.775,"S","Age11_20",1,0.22090977632571
"0","2","male",39,0,0,13,"S","Age31_40",1,0.484795174667002
"1","1","female",33,1,0,53.1,"S","Age31_40",2,0.40939934656949
"0","3","male",26,0,0,7.8875,"S","Age21_30",1,0.321437547122393
"0","3","male",39,0,0,24.15,"S","Age31_40",1,0.484795174667002
"0","2","male",35,0,0,10.5,"S","Age31_40",1,0.43453128926866
"0","3","female",6,4,2,31.275,"S","Age0_10",7,0.0701181201306861
"0","3","male",30.5,0,0,8.05,"S","Age31_40",1,0.377984418195527
"0","1","male",32.37,0,0,0,"S","Age31_40",1,0.401482784619251
"0","3","female",23,0,0,7.925,"S","Age21_30",1,0.283739633073637
"0","2","male",31,1,1,37.0042,"C","Age31_40",3,0.384267403870319
"0","3","male",43,0,0,6.45,"S","Age41_50",1,0.535059060065343
"0","3","male",10,3,2,27.9,"S","Age0_10",6,0.120382005529027
"1","1","female",52,1,1,93.5,"S","Age51_60",3,0.648152802211611
"1","3","male",27,0,0,8.6625,"S","Age21_30",1,0.334003518471978
"0","1","male",38,0,0,0,"S","Age31_40",1,0.472229203317416
"1","3","female",27,0,1,12.475,"S","Age21_30",2,0.334003518471978
"0","3","male",2,4,1,39.6875,"S","Age0_10",6,0.0198542347323448
"0","3","male",32.37,0,0,6.95,"Q","Age31_40",1,0.401482784619251
"0","3","male",32.37,0,0,56.4958,"S","Age31_40",1,0.401482784619251
"1","2","male",1,0,2,37.0042,"C","Age0_10",3,0.00728826338275949
"1","3","male",32.37,0,0,7.75,"Q","Age31_40",1,0.401482784619251
"1","1","female",62,0,0,80,"S","Age61_70",1,0.773812515707464
"1","3","female",15,1,0,14.4542,"C","Age11_20",2,0.183211862276954
"1","2","male",0.83,1,1,18.75,"S","Age0_10",3,0.00515204825332998
"0","3","male",32.37,0,0,7.2292,"C","Age31_40",1,0.401482784619251
"0","3","male",23,0,0,7.8542,"S","Age21_30",1,0.283739633073637
"0","3","male",18,0,0,8.3,"S","Age11_20",1,0.22090977632571
"1","1","female",39,1,1,83.1583,"C","Age31_40",3,0.484795174667002
"0","3","male",21,0,0,8.6625,"S","Age21_30",1,0.258607690374466
"0","3","male",32.37,0,0,8.05,"S","Age31_40",1,0.401482784619251
"1","3","male",32,0,0,56.4958,"S","Age31_40",1,0.396833375219904
"1","1","male",32.37,0,0,29.7,"C","Age31_40",1,0.401482784619251
"0","3","male",20,0,0,7.925,"S","Age11_20",1,0.246041719024881
"0","2","male",16,0,0,10.5,"S","Age11_20",1,0.195777833626539
"1","1","female",30,0,0,31,"C","Age21_30",1,0.371701432520734
"0","3","male",34.5,0,0,6.4375,"C","Age31_40",1,0.428248303593868
"0","3","male",17,0,0,8.6625,"S","Age11_20",1,0.208343804976125
"0","3","male",42,0,0,7.55,"S","Age41_50",1,0.522493088715758
"0","3","male",32.37,8,2,69.55,"S","Age31_40",11,0.401482784619251
"0","3","male",35,0,0,7.8958,"C","Age31_40",1,0.43453128926866
"0","2","male",28,0,1,33,"S","Age21_30",2,0.346569489821563
"1","1","female",35.9,1,0,89.1042,"C","Age31_40",2,0.445840663483287
"0","3","male",4,4,2,31.275,"S","Age0_10",7,0.0449861774315155
"0","3","male",74,0,0,7.775,"S","Age71_80",1,0.924604171902488
"0","3","female",9,1,1,15.2458,"C","Age0_10",3,0.107816034179442
"1","1","female",16,0,1,39.4,"S","Age11_20",2,0.195777833626539
"0","2","female",44,1,0,26,"S","Age41_50",2,0.547625031414928
"1","3","female",18,0,1,9.35,"S","Age11_20",2,0.22090977632571
"1","1","female",45,1,1,164.8667,"S","Age41_50",3,0.560191002764514
"1","1","male",51,0,0,26.55,"S","Age51_60",1,0.635586830862026
"1","3","female",24,0,3,19.2583,"C","Age21_30",4,0.296305604423222
"0","3","male",32.37,0,0,7.2292,"C","Age31_40",1,0.401482784619251
"0","3","male",41,2,0,14.1083,"S","Age41_50",3,0.509927117366172
"0","2","male",21,1,0,11.5,"S","Age21_30",2,0.258607690374466
"1","1","female",48,0,0,25.9292,"S","Age41_50",1,0.59788891681327
"0","3","female",21.77,8,2,69.55,"S","Age21_30",11,0.268283488313647
"0","2","male",24,0,0,13,"S","Age21_30",1,0.296305604423222
"1","2","female",42,0,0,13,"S","Age41_50",1,0.522493088715758
"1","2","female",27,1,0,13.8583,"C","Age21_30",2,0.334003518471978
"0","1","male",31,0,0,50.4958,"S","Age31_40",1,0.384267403870319
"0","3","male",32.37,0,0,9.5,"S","Age31_40",1,0.401482784619251
"1","3","male",4,1,1,11.1333,"S","Age0_10",3,0.0449861774315155
"0","3","male",26,0,0,7.8958,"S","Age21_30",1,0.321437547122393
"1","1","female",47,1,1,52.5542,"S","Age41_50",3,0.585322945463684
"0","1","male",33,0,0,5,"S","Age31_40",1,0.40939934656949
"0","3","male",47,0,0,9,"S","Age41_50",1,0.585322945463684
"1","2","female",28,1,0,24,"C","Age21_30",2,0.346569489821563
"1","3","female",15,0,0,7.225,"C","Age11_20",1,0.183211862276954
"0","3","male",20,0,0,9.8458,"S","Age11_20",1,0.246041719024881
"0","3","male",19,0,0,7.8958,"S","Age11_20",1,0.233475747675295
"0","3","male",32.37,0,0,7.8958,"S","Age31_40",1,0.401482784619251
"1","1","female",56,0,1,83.1583,"C","Age51_60",2,0.698416687609952
"1","2","female",25,0,1,26,"S","Age21_30",2,0.308871575772807
"0","3","male",33,0,0,7.8958,"S","Age31_40",1,0.40939934656949
"0","3","female",22,0,0,10.5167,"S","Age21_30",1,0.271173661724051
"0","2","male",28,0,0,10.5,"S","Age21_30",1,0.346569489821563
"0","3","male",25,0,0,7.05,"S","Age21_30",1,0.308871575772807
"0","3","female",39,0,5,29.125,"Q","Age31_40",6,0.484795174667002
"0","2","male",27,0,0,13,"S","Age21_30",1,0.334003518471978
"1","1","female",19,0,0,30,"S","Age11_20",1,0.233475747675295
"0","3","female",21.77,1,2,23.45,"S","Age21_30",4,0.268283488313647
"1","1","male",26,0,0,30,"C","Age21_30",1,0.321437547122393
"0","3","male",32,0,0,7.75,"Q","Age31_40",1,0.396833375219904
