Attrition,Age,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
1,35,Sales,18,4,Marketing,Female,Sales Executive,3,Married,4614,0,3,5,0,2,4
0,33,Research & Development,14,3,Medical,Female,Research Scientist,2,Married,2756,1,4,8,5,3,8
0,29,Research & Development,20,1,Medical,Male,Laboratory Technician,4,Married,3812,1,2,11,3,4,11
0,46,Sales,3,3,Life Sciences,Female,Manager,2,Married,16606,8,4,23,2,4,13
0,38,Research & Development,3,4,Other,Male,Research Scientist,3,Married,2821,3,1,8,2,3,2
0,59,Human Resources,6,2,Medical,Male,Human Resources,3,Married,2267,8,4,7,2,2,2
0,31,Sales,5,3,Marketing,Female,Sales Representative,2,Divorced,2789,1,3,2,5,2,2
0,50,Research & Development,2,4,Life Sciences,Male,Manager,1,Divorced,17924,1,4,31,3,3,31
0,44,Research & Development,29,4,Other,Male,Research Scientist,4,Single,4541,1,2,20,3,3,20
0,59,Research & Development,3,3,Life Sciences,Male,Research Scientist,4,Married,2177,3,1,7,6,3,1
0,40,Research & Development,10,4,Life Sciences,Female,Laboratory Technician,3,Married,2213,3,3,10,3,3,7
0,37,Research & Development,4,1,Life Sciences,Male,Research Scientist,3,Married,2996,7,4,8,2,3,6
0,35,Sales,3,4,Life Sciences,Male,Sales Executive,4,Divorced,7823,6,2,12,2,3,10
0,29,Research & Development,3,4,Medical,Male,Research Director,3,Married,11935,1,3,10,2,3,10
0,36,Sales,10,4,Technical Degree,Female,Sales Executive,3,Married,5673,1,1,10,4,3,10
0,54,Research & Development,1,3,Medical,Female,Research Director,4,Single,17328,6,4,29,3,2,20
0,24,Sales,24,3,Medical,Male,Sales Representative,4,Married,2400,0,3,3,3,3,2
0,48,Research & Development,1,4,Life Sciences,Female,Manager,1,Married,15402,7,1,21,3,1,3
0,58,Sales,21,3,Life Sciences,Female,Manager,4,Married,17875,4,3,29,2,2,1
0,29,Research & Development,1,3,Life Sciences,Female,Research Director,4,Divorced,16124,3,2,9,2,2,7
0,30,Research & Development,16,1,Life Sciences,Male,Research Scientist,4,Married,2862,1,2,10,2,2,10
0,41,Research & Development,12,4,Life Sciences,Male,Laboratory Technician,4,Married,4766,3,1,6,4,3,1
0,33,Research & Development,7,3,Medical,Male,Research Director,3,Married,11691,0,4,14,3,4,13
0,27,Research & Development,8,3,Medical,Female,Research Scientist,3,Married,3517,7,1,5,0,3,3
0,57,Research & Development,1,4,Medical,Male,Healthcare Representative,3,Married,6755,2,3,15,2,3,3
0,35,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,4,Single,9362,2,3,10,2,3,2
0,30,Research & Development,9,2,Medical,Male,Laboratory Technician,3,Single,2206,1,1,10,5,3,10
0,28,Research & Development,29,1,Life Sciences,Male,Manufacturing Director,2,Married,6549,1,2,8,2,2,8
0,29,Research & Development,1,3,Life Sciences,Female,Research Scientist,4,Divorced,3760,1,1,3,5,3,3
0,47,Research & Development,16,4,Medical,Male,Manufacturing Director,3,Divorced,5067,1,3,20,3,4,19
0,29,Research & Development,2,1,Life Sciences,Male,Healthcare Representative,4,Divorced,8853,1,4,6,0,4,6
0,26,Research & Development,4,2,Life Sciences,Male,Research Scientist,4,Single,2875,1,2,8,2,2,8
0,40,Sales,26,3,Marketing,Male,Sales Executive,1,Married,8396,1,2,8,3,2,7
0,30,Sales,10,3,Marketing,Male,Sales Executive,3,Married,6578,1,1,10,3,3,10
0,33,Sales,10,4,Marketing,Male,Sales Executive,3,Single,5487,1,2,10,2,2,10
0,35,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,4,Married,2690,1,4,1,5,2,1
0,29,Sales,2,3,Life Sciences,Male,Sales Executive,3,Married,4649,1,1,4,3,2,4
1,30,Research & Development,4,3,Technical Degree,Male,Research Scientist,4,Single,2285,9,3,3,4,3,1
0,56,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,3,Divorced,6306,1,1,13,2,2,13
0,34,Research & Development,2,4,Medical,Male,Research Scientist,4,Married,2932,0,1,6,3,3,5
0,33,Sales,17,3,Life Sciences,Male,Manager,3,Single,17444,1,4,10,2,3,10
0,31,Research & Development,11,4,Life Sciences,Male,Research Scientist,4,Married,2356,3,2,8,2,3,6
0,23,Research & Development,4,1,Medical,Female,Laboratory Technician,2,Single,3295,1,3,3,3,1,3
1,34,Sales,19,3,Marketing,Male,Sales Executive,4,Single,5304,8,2,9,3,2,5
0,33,Sales,7,3,Medical,Male,Sales Executive,1,Married,4373,0,1,5,2,3,4
0,42,Research & Development,17,2,Life Sciences,Female,Research Scientist,1,Single,6545,3,3,10,1,3,3
0,45,Research & Development,25,3,Medical,Female,Manager,2,Single,18061,3,3,22,4,3,0
0,32,Research & Development,3,4,Medical,Female,Manufacturing Director,1,Married,6725,1,3,8,2,4,8
0,47,Research & Development,5,5,Life Sciences,Male,Research Director,3,Married,18300,4,2,21,2,3,3
0,32,Research & Development,1,3,Medical,Male,Manufacturing Director,4,Married,6162,1,2,9,3,3,9
0,40,Sales,14,2,Life Sciences,Female,Sales Executive,1,Married,4639,1,3,5,2,3,5
0,31,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,3,Married,3477,1,4,6,2,4,5
0,22,Research & Development,19,1,Medical,Male,Research Scientist,4,Married,2323,1,1,2,6,3,2
0,34,Research & Development,5,2,Medical,Male,Laboratory Technician,4,Married,3986,1,3,15,3,4,15
0,18,Research & Development,14,3,Medical,Female,Research Scientist,3,Single,1514,1,3,0,4,1,0
0,46,Sales,2,4,Marketing,Female,Manager,1,Single,18947,3,4,22,2,2,2
0,43,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Married,5562,4,2,12,2,2,5
0,32,Research & Development,9,4,Life Sciences,Female,Research Scientist,4,Married,6322,1,4,6,2,2,6
0,28,Sales,4,3,Medical,Male,Sales Executive,3,Married,4221,1,2,5,3,4,5
0,35,Human Resources,26,4,Life Sciences,Female,Human Resources,4,Single,8837,1,3,9,2,3,9
0,30,Sales,5,3,Life Sciences,Female,Sales Executive,4,Married,9419,2,3,12,2,3,10
0,30,Sales,29,4,Technical Degree,Male,Sales Executive,2,Married,9250,3,2,9,3,3,4
0,34,Research & Development,3,4,Life Sciences,Male,Research Scientist,4,Married,2979,3,4,6,2,3,0
0,40,Research & Development,2,4,Medical,Female,Research Scientist,3,Married,2001,2,2,20,2,3,5
0,40,Research & Development,20,4,Technical Degree,Male,Healthcare Representative,4,Married,10322,4,4,14,6,3,11
0,31,Research & Development,7,2,Medical,Female,Manufacturing Director,1,Married,4306,1,2,13,5,1,13
0,36,Research & Development,10,4,Technical Degree,Female,Healthcare Representative,3,Married,7094,3,1,10,0,3,7
0,48,Research & Development,22,3,Medical,Female,Manager,4,Divorced,17174,3,2,24,3,3,22
0,38,Research & Development,29,3,Technical Degree,Male,Manufacturing Director,4,Married,6261,3,1,9,3,1,7
0,39,Research & Development,22,3,Medical,Female,Manufacturing Director,1,Single,10880,1,3,21,2,3,21
0,24,Research & Development,17,2,Other,Male,Laboratory Technician,2,Married,2127,1,4,1,2,3,1
0,36,Sales,17,2,Marketing,Male,Sales Executive,2,Married,5507,2,3,12,1,1,4
0,31,Research & Development,8,4,Life Sciences,Female,Manufacturing Director,4,Single,4424,1,4,11,2,3,11
0,53,Research & Development,1,4,Medical,Female,Manufacturing Director,3,Married,12965,4,4,27,2,2,3
0,32,Sales,26,4,Marketing,Male,Sales Executive,4,Married,4465,0,1,4,2,3,3
0,42,Research & Development,4,2,Technical Degree,Male,Manager,4,Married,19232,1,4,22,3,3,22
0,36,Sales,16,4,Marketing,Female,Sales Executive,1,Married,5647,4,1,11,3,2,3
0,26,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,2,Divorced,6397,1,1,6,6,1,6
0,40,Sales,1,2,Medical,Male,Sales Executive,4,Married,7457,2,3,6,2,2,4
1,39,Sales,5,3,Technical Degree,Male,Sales Representative,4,Married,2086,3,3,19,6,4,1
0,35,Sales,17,4,Life Sciences,Male,Sales Executive,1,Married,8966,3,4,15,2,3,7
0,31,Research & Development,9,4,Life Sciences,Male,Research Scientist,2,Single,2657,0,4,3,5,3,2
0,35,Sales,1,3,Marketing,Male,Sales Executive,3,Married,4717,9,3,15,2,3,11
0,35,Research & Development,27,1,Medical,Female,Research Scientist,1,Single,2559,1,4,6,3,2,6
0,42,Research & Development,12,3,Medical,Male,Laboratory Technician,2,Divorced,2766,8,2,7,6,2,5
0,35,Sales,18,4,Medical,Male,Sales Executive,1,Married,5561,0,4,6,2,1,5
0,41,Research & Development,7,2,Medical,Female,Manufacturing Director,3,Single,5003,6,2,8,6,3,2
0,52,Research & Development,1,4,Life Sciences,Male,Manager,3,Married,19999,0,1,34,5,3,33
0,45,Sales,6,3,Medical,Female,Sales Executive,4,Single,8865,6,4,23,2,3,19
0,44,Research & Development,2,1,Life Sciences,Female,Research Scientist,4,Married,2011,1,4,10,5,3,10
0,23,Research & Development,12,2,Other,Male,Laboratory Technician,4,Single,2647,1,3,5,6,4,5
0,50,Research & Development,10,3,Technical Degree,Male,Healthcare Representative,4,Single,10496,6,4,20,2,3,4
0,33,Sales,10,5,Marketing,Male,Sales Executive,3,Divorced,8380,0,4,10,3,3,9
0,30,Research & Development,23,3,Life Sciences,Male,Research Scientist,3,Divorced,2613,1,3,10,2,2,10
0,35,Research & Development,7,3,Other,Male,Manufacturing Director,3,Single,10221,3,2,17,3,4,8
0,38,Sales,2,2,Life Sciences,Female,Sales Executive,1,Divorced,6893,3,4,11,3,3,7
0,46,Sales,2,3,Technical Degree,Female,Manager,2,Married,16872,3,2,28,2,2,7
0,41,Research & Development,7,1,Life Sciences,Female,Research Director,3,Divorced,19973,1,2,21,3,3,21
0,36,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,3,Divorced,2741,1,3,7,4,3,7
0,27,Sales,9,3,Marketing,Male,Sales Executive,4,Single,4105,1,1,7,5,3,7
0,40,Research & Development,16,3,Life Sciences,Female,Manufacturing Director,4,Single,7945,6,4,18,2,2,4
0,29,Research & Development,28,4,Medical,Female,Research Scientist,1,Single,3785,1,2,5,3,1,5
0,46,Research & Development,1,4,Medical,Male,Healthcare Representative,1,Divorced,9396,7,3,17,3,3,4
0,35,Research & Development,4,2,Other,Male,Laboratory Technician,4,Divorced,1951,1,3,1,3,3,1
0,33,Human Resources,3,2,Human Resources,Male,Human Resources,2,Divorced,2277,3,3,7,4,4,4
0,28,Research & Development,2,1,Life Sciences,Male,Research Scientist,2,Married,3201,0,1,6,2,1,5
0,36,Human Resources,2,1,Human Resources,Male,Human Resources,4,Single,3886,1,4,10,2,2,10
0,25,Research & Development,1,3,Technical Degree,Male,Laboratory Technician,4,Married,3229,4,2,7,2,2,3
0,43,Sales,4,4,Marketing,Female,Sales Executive,4,Single,10231,3,4,23,3,4,21
0,22,Research & Development,5,3,Life Sciences,Male,Research Scientist,2,Divorced,2328,1,1,4,2,2,4
0,43,Sales,16,3,Marketing,Female,Manager,4,Married,16064,5,3,22,3,3,17
0,34,Research & Development,19,2,Medical,Male,Laboratory Technician,4,Divorced,2661,0,3,3,2,3,2
0,42,Human Resources,2,1,Technical Degree,Male,Human Resources,3,Divorced,2696,0,3,4,5,3,3
0,34,Sales,2,3,Marketing,Female,Sales Executive,1,Single,4538,0,4,4,3,3,3
0,37,Sales,3,3,Life Sciences,Male,Sales Executive,4,Single,7428,2,1,12,3,3,5
0,27,Research & Development,5,2,Life Sciences,Female,Laboratory Technician,4,Single,2379,0,3,6,3,2,5
0,54,Sales,3,3,Marketing,Female,Sales Executive,1,Married,5940,2,4,16,4,3,6
0,38,Research & Development,25,2,Life Sciences,Female,Research Director,2,Married,12061,3,3,19,2,3,10
0,25,Research & Development,19,1,Medical,Male,Laboratory Technician,4,Married,3669,3,3,7,6,2,3
0,36,Research & Development,8,3,Technical Degree,Female,Healthcare Representative,3,Divorced,10096,1,2,17,2,3,17
0,35,Research & Development,9,4,Medical,Male,Research Scientist,3,Single,5098,1,2,10,5,3,10
0,31,Research & Development,2,1,Medical,Female,Laboratory Technician,4,Divorced,1129,1,3,1,4,3,1
0,35,Research & Development,10,4,Medical,Female,Healthcare Representative,3,Single,6142,3,3,10,4,3,5
0,30,Research & Development,18,3,Life Sciences,Female,Research Scientist,3,Single,2632,1,3,5,4,2,5
0,26,Research & Development,6,3,Life Sciences,Female,Laboratory Technician,4,Married,2659,1,3,3,2,3,3
0,41,Sales,4,1,Marketing,Female,Sales Executive,3,Divorced,10447,0,4,23,3,4,22
0,43,Research & Development,21,3,Medical,Male,Laboratory Technician,4,Married,2258,7,1,8,1,3,3
0,38,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,3,Single,9526,0,2,10,2,3,9
0,30,Research & Development,2,3,Medical,Female,Laboratory Technician,4,Single,2564,0,3,12,2,2,11
1,50,Sales,1,4,Life Sciences,Male,Sales Executive,3,Divorced,6728,7,4,12,3,3,6
0,45,Research & Development,25,2,Life Sciences,Female,Manufacturing Director,4,Married,5906,0,4,10,2,2,9
0,34,Research & Development,6,4,Other,Female,Research Scientist,3,Single,4809,1,3,16,3,3,16
0,22,Research & Development,6,1,Medical,Male,Research Scientist,3,Married,2773,0,4,3,3,3,2
0,51,Sales,2,3,Marketing,Male,Sales Executive,2,Married,10596,2,2,14,5,3,4
0,50,Research & Development,7,2,Medical,Female,Research Director,3,Divorced,18740,5,4,29,2,2,27
0,32,Research & Development,1,1,Life Sciences,Male,Research Scientist,1,Single,2956,1,4,1,2,3,1
0,47,Sales,14,3,Medical,Female,Sales Executive,3,Married,4591,3,3,11,4,2,5
0,47,Sales,4,1,Medical,Male,Sales Representative,3,Single,2976,3,1,5,3,3,0
0,29,Research & Development,19,3,Technical Degree,Male,Manufacturing Director,4,Divorced,4262,4,2,8,2,4,3
0,40,Research & Development,16,2,Life Sciences,Male,Research Scientist,3,Divorced,3544,9,2,6,0,3,4
0,38,Research & Development,29,5,Life Sciences,Female,Laboratory Technician,4,Single,2406,1,4,10,2,3,10
0,43,Research & Development,12,3,Life Sciences,Male,Research Director,2,Divorced,14336,1,3,25,3,3,25
0,33,Sales,22,2,Marketing,Male,Sales Executive,2,Married,6146,0,1,8,2,4,7
1,31,Research & Development,8,3,Life Sciences,Female,Research Scientist,2,Single,1261,1,3,1,3,4,1
0,36,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,4,Married,3210,0,3,16,4,3,15
0,30,Research & Development,20,3,Other,Male,Manufacturing Director,1,Married,9957,0,3,7,1,2,6
0,35,Research & Development,25,3,Technical Degree,Male,Manufacturing Director,2,Married,10903,3,1,16,2,3,13
0,35,Research & Development,1,4,Life Sciences,Female,Research Scientist,4,Married,2977,1,4,4,5,3,4
0,34,Research & Development,16,4,Life Sciences,Female,Research Scientist,4,Single,2553,1,3,6,3,3,5
0,42,Research & Development,8,3,Life Sciences,Male,Laboratory Technician,3,Single,3968,4,4,8,3,3,0
0,34,Research & Development,9,3,Medical,Female,Healthcare Representative,2,Single,8621,1,2,9,3,4,8
0,37,Sales,6,4,Medical,Male,Sales Executive,4,Married,6502,4,2,7,5,4,5
0,45,Research & Development,28,2,Technical Degree,Female,Research Director,2,Single,16704,1,3,21,2,3,21
0,26,Research & Development,1,2,Life Sciences,Female,Laboratory Technician,4,Divorced,4364,3,1,5,2,3,2
0,38,Research & Development,10,3,Medical,Female,Research Director,3,Married,13206,3,1,20,3,3,18
0,32,Sales,2,1,Life Sciences,Female,Sales Representative,1,Divorced,2827,1,3,1,3,3,1
0,22,Research & Development,16,2,Medical,Male,Laboratory Technician,4,Divorced,2935,1,2,1,2,2,1
1,27,Research & Development,17,4,Life Sciences,Female,Research Scientist,3,Single,2394,1,4,8,2,3,8
0,30,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,4,Single,6091,2,3,11,2,3,5
0,36,Research & Development,3,3,Technical Degree,Male,Research Scientist,2,Single,4485,4,4,10,2,3,8
0,42,Research & Development,26,5,Medical,Female,Research Director,1,Married,13191,3,3,20,6,3,1
0,36,Research & Development,5,4,Life Sciences,Female,Research Scientist,1,Married,3419,9,4,6,3,4,1
1,22,Research & Development,4,1,Technical Degree,Male,Laboratory Technician,3,Single,3894,5,3,4,3,3,2
0,28,Research & Development,15,2,Life Sciences,Male,Laboratory Technician,3,Divorced,2207,1,4,4,5,2,4
0,27,Research & Development,17,3,Technical Degree,Male,Research Scientist,2,Married,3058,0,4,6,3,2,5
0,24,Human Resources,10,3,Medical,Male,Human Resources,4,Married,2145,0,4,3,2,3,2
0,34,Sales,4,3,Life Sciences,Male,Sales Executive,4,Married,9713,2,4,9,3,3,5
0,39,Research & Development,7,2,Medical,Male,Manager,4,Married,19272,1,1,21,2,3,21
1,24,Research & Development,17,2,Life Sciences,Female,Laboratory Technician,2,Married,2210,1,1,1,3,1,1
1,33,Research & Development,15,1,Medical,Male,Manager,3,Married,13610,7,4,15,2,4,7
1,33,Research & Development,3,3,Life Sciences,Male,Research Scientist,1,Single,3348,1,1,10,3,3,10
0,53,Research & Development,7,3,Life Sciences,Male,Research Director,3,Married,14814,3,3,32,3,3,5
0,45,Human Resources,24,4,Medical,Male,Human Resources,2,Single,2177,1,1,6,3,3,6
0,35,Research & Development,28,3,Life Sciences,Male,Laboratory Technician,3,Married,3407,1,4,10,3,2,10
0,35,Research & Development,1,4,Medical,Male,Laboratory Technician,3,Married,2258,6,2,10,2,3,8
0,46,Human Resources,5,2,Medical,Male,Human Resources,2,Divorced,5021,8,4,16,2,3,4
0,32,Sales,7,3,Life Sciences,Male,Sales Executive,3,Married,5484,1,3,13,3,2,13
0,30,Sales,16,1,Life Sciences,Male,Sales Executive,3,Married,5301,8,3,4,2,2,2
0,42,Research & Development,13,3,Medical,Male,Healthcare Representative,1,Married,5538,5,3,10,2,2,0
0,49,Sales,11,4,Marketing,Female,Sales Executive,4,Single,4507,3,3,8,1,4,5
0,38,Research & Development,12,3,Life Sciences,Male,Healthcare Representative,1,Divorced,6288,2,3,13,3,2,4
0,45,Research & Development,2,3,Life Sciences,Female,Research Scientist,3,Single,2274,1,4,1,3,3,1
0,24,Research & Development,29,1,Medical,Male,Laboratory Technician,1,Divorced,3907,1,2,6,2,4,6
0,35,Research & Development,16,2,Other,Female,Manufacturing Director,2,Married,4788,0,4,4,2,3,3
0,50,Research & Development,11,3,Life Sciences,Female,Manager,2,Single,19926,3,2,21,5,3,5
0,36,Research & Development,7,4,Other,Male,Research Scientist,4,Single,4678,2,3,8,6,3,6
0,29,Research & Development,15,1,Life Sciences,Female,Research Scientist,4,Married,2168,0,1,6,2,2,5
0,41,Research & Development,10,3,Life Sciences,Male,Manager,1,Divorced,17181,4,2,21,2,2,7
0,32,Research & Development,2,3,Medical,Female,Laboratory Technician,2,Married,2370,1,3,8,4,3,8
0,55,Research & Development,2,3,Medical,Male,Research Director,1,Married,19038,8,2,34,2,3,1
1,47,Sales,27,2,Life Sciences,Female,Sales Executive,3,Single,6397,4,4,8,2,3,5
0,28,Sales,10,1,Medical,Male,Sales Representative,2,Married,1052,1,2,1,5,3,1
1,37,Research & Development,10,4,Medical,Male,Manufacturing Director,1,Single,4213,1,2,10,4,1,10
0,34,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,4,Single,6687,1,4,14,2,4,14
0,36,Research & Development,27,3,Medical,Male,Healthcare Representative,3,Married,5237,6,2,17,3,2,7
0,31,Sales,2,2,Life Sciences,Male,Sales Representative,3,Married,3067,0,3,3,1,3,2
0,31,Sales,10,2,Medical,Female,Sales Executive,4,Divorced,6583,2,4,8,2,3,5
0,30,Sales,2,1,Technical Degree,Male,Sales Representative,2,Married,2476,1,1,1,3,3,1
1,38,Research & Development,29,1,Medical,Male,Healthcare Representative,1,Married,6673,7,2,17,2,3,1
0,37,Research & Development,13,3,Medical,Male,Research Scientist,4,Married,4285,1,1,10,2,3,10
0,30,Sales,4,2,Medical,Female,Sales Executive,2,Divorced,5209,1,2,11,4,2,11
0,33,Research & Development,28,4,Life Sciences,Male,Laboratory Technician,3,Married,5207,1,2,15,3,3,15
0,43,Sales,25,3,Medical,Male,Sales Executive,4,Divorced,10798,5,3,18,5,3,1
0,58,Sales,10,4,Medical,Male,Sales Executive,3,Single,13872,0,3,38,1,2,37
0,27,Research & Development,3,3,Medical,Male,Research Scientist,4,Married,1706,1,3,0,6,2,0
0,40,Sales,4,4,Marketing,Male,Sales Executive,4,Married,10855,7,1,15,2,2,12
0,40,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Divorced,6513,4,4,12,3,3,5
0,34,Sales,4,4,Marketing,Female,Sales Executive,3,Married,6538,9,1,6,3,3,3
0,33,Research & Development,4,3,Technical Degree,Male,Research Scientist,2,Divorced,3055,5,4,11,2,2,9
0,27,Research & Development,2,4,Technical Degree,Male,Research Scientist,2,Married,2226,1,3,6,3,2,5
0,45,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2348,8,3,20,2,1,17
0,30,Research & Development,10,3,Medical,Female,Manufacturing Director,3,Single,9667,9,2,9,3,3,7
0,29,Sales,19,3,Life Sciences,Male,Sales Executive,3,Divorced,8620,1,3,10,3,3,10
0,33,Sales,1,3,Medical,Male,Sales Executive,1,Divorced,4037,1,1,9,5,3,9
0,23,Research & Development,10,3,Technical Degree,Male,Research Scientist,3,Married,2073,2,4,4,2,3,2
1,55,Research & Development,2,3,Medical,Male,Manager,1,Married,19859,5,4,24,2,3,5
0,27,Research & Development,2,1,Medical,Male,Laboratory Technician,2,Married,3468,9,4,6,3,3,2
0,35,Research & Development,1,3,Medical,Male,Research Scientist,1,Married,2194,4,4,5,2,2,3
0,36,Research & Development,6,3,Life Sciences,Female,Laboratory Technician,4,Married,3038,3,2,5,3,3,1
0,28,Research & Development,1,4,Medical,Male,Laboratory Technician,3,Single,2154,0,3,5,2,2,4
1,32,Research & Development,25,4,Life Sciences,Male,Laboratory Technician,4,Single,2795,1,3,1,2,1,1
0,37,Research & Development,1,4,Medical,Female,Research Director,4,Divorced,13603,2,1,15,2,3,5
0,56,Sales,6,3,Life Sciences,Female,Sales Executive,1,Married,13212,9,4,36,0,2,7
1,23,Research & Development,8,1,Medical,Male,Laboratory Technician,3,Single,3989,1,1,5,2,3,5
0,35,Sales,1,4,Marketing,Male,Sales Executive,1,Single,4312,0,2,16,2,3,15
1,21,Research & Development,18,1,Other,Female,Research Scientist,4,Single,2693,1,1,1,3,2,1
0,38,Sales,2,4,Marketing,Female,Sales Representative,4,Married,5405,2,1,20,4,2,4
0,42,Research & Development,6,3,Medical,Male,Research Director,1,Married,13348,9,2,18,3,4,13
0,38,Human Resources,10,4,Human Resources,Male,Human Resources,3,Married,6077,3,3,10,2,3,6
1,36,Sales,9,4,Life Sciences,Male,Sales Representative,1,Single,3407,7,2,10,4,3,5
1,36,Sales,13,5,Marketing,Male,Sales Executive,1,Divorced,6134,5,2,16,3,3,2
0,27,Research & Development,14,3,Life Sciences,Male,Research Scientist,1,Married,2235,1,4,9,3,2,9
0,34,Research & Development,10,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2008,1,2,1,3,3,1
0,25,Sales,4,1,Marketing,Male,Sales Executive,1,Married,4256,1,1,5,1,4,5
0,34,Research & Development,8,2,Medical,Female,Healthcare Representative,3,Single,6142,3,4,10,2,3,5
0,31,Research & Development,8,5,Life Sciences,Female,Research Director,2,Single,16422,3,3,9,3,4,3
0,53,Sales,2,3,Marketing,Female,Sales Executive,2,Married,7525,2,1,30,2,3,15
0,41,Human Resources,10,4,Human Resources,Male,Manager,4,Divorced,19141,3,2,23,2,2,21
0,28,Research & Development,9,3,Medical,Female,Research Scientist,3,Divorced,2377,5,2,6,2,3,2
0,45,Research & Development,29,3,Technical Degree,Male,Manufacturing Director,4,Married,9380,4,4,10,4,4,3
0,22,Research & Development,11,3,Medical,Female,Research Scientist,2,Married,2244,1,4,2,1,3,2
0,42,Research & Development,2,4,Other,Male,Healthcare Representative,4,Single,6781,3,2,14,6,3,1
0,40,Research & Development,9,4,Medical,Male,Research Scientist,2,Divorced,3617,8,4,3,2,3,1
0,21,Sales,9,2,Medical,Male,Sales Representative,4,Single,2610,1,3,3,3,2,3
0,34,Research & Development,20,3,Technical Degree,Female,Research Scientist,3,Married,2585,0,4,2,5,2,1
0,36,Research & Development,26,4,Life Sciences,Male,Healthcare Representative,3,Married,5347,6,2,10,2,2,3
0,45,Research & Development,29,3,Medical,Male,Research Scientist,4,Single,3452,5,2,9,2,2,6
0,31,Research & Development,9,1,Life Sciences,Male,Manufacturing Director,2,Divorced,10648,1,4,13,6,4,13
1,44,Human Resources,1,2,Medical,Male,Human Resources,1,Married,10482,9,4,24,1,3,20
0,53,Sales,2,2,Medical,Male,Manager,3,Divorced,14852,6,3,22,3,4,17
0,29,Research & Development,15,2,Life Sciences,Female,Laboratory Technician,3,Single,4193,0,4,10,3,3,9
0,45,Research & Development,1,1,Life Sciences,Male,Healthcare Representative,3,Married,10748,3,4,25,3,2,23
0,38,Research & Development,3,5,Technical Degree,Female,Research Scientist,3,Single,4317,3,2,19,2,3,3
0,33,Research & Development,1,5,Medical,Female,Research Director,3,Divorced,16184,4,3,10,2,3,6
0,33,Research & Development,7,2,Life Sciences,Male,Healthcare Representative,3,Divorced,5968,1,3,9,2,3,9
0,26,Sales,23,3,Marketing,Female,Sales Executive,4,Married,4157,7,3,5,2,2,2
0,27,Research & Development,6,3,Life Sciences,Male,Research Scientist,3,Married,2539,1,3,4,0,3,4
1,30,Sales,9,3,Medical,Male,Sales Representative,4,Single,1081,1,3,1,3,2,1
0,35,Sales,18,3,Medical,Female,Sales Executive,3,Married,4601,1,2,5,3,3,5
0,39,Research & Development,8,1,Life Sciences,Female,Laboratory Technician,3,Married,3755,1,1,8,3,3,8
0,41,Research & Development,2,4,Other,Female,Healthcare Representative,3,Single,6811,2,1,10,3,3,8
0,32,Sales,9,2,Medical,Male,Sales Executive,4,Divorced,4668,0,4,9,2,4,8
0,45,Research & Development,5,5,Medical,Female,Laboratory Technician,1,Single,5769,1,1,10,3,3,10
0,44,Research & Development,7,3,Medical,Female,Research Director,4,Divorced,19049,0,4,23,4,2,22
0,38,Sales,14,3,Life Sciences,Male,Sales Executive,2,Married,9924,0,4,10,3,3,9
0,38,Sales,10,3,Technical Degree,Female,Sales Executive,4,Single,5666,1,2,6,1,3,5
0,34,Research & Development,1,3,Medical,Male,Healthcare Representative,1,Single,5343,0,3,14,3,3,13
0,56,Research & Development,9,3,Medical,Female,Research Scientist,3,Married,2942,2,2,18,4,3,5
0,37,Research & Development,11,3,Other,Male,Research Director,4,Divorced,12185,1,3,10,1,3,10
0,36,Research & Development,3,2,Medical,Male,Laboratory Technician,2,Single,2088,4,3,13,3,2,8
0,28,Sales,3,3,Medical,Female,Sales Representative,2,Married,2856,1,4,1,3,3,1
0,41,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Divorced,2289,1,2,5,2,3,5
0,50,Research & Development,24,3,Life Sciences,Male,Manufacturing Director,3,Married,13973,3,4,22,2,3,12
0,31,Human Resources,8,2,Medical,Female,Human Resources,2,Single,2109,9,4,8,3,3,3
0,37,Sales,16,4,Marketing,Male,Sales Executive,3,Divorced,6334,4,4,9,2,3,1
0,55,Research & Development,8,1,Medical,Male,Healthcare Representative,2,Divorced,13577,1,4,34,3,3,33
0,43,Research & Development,28,3,Medical,Female,Research Scientist,3,Single,4739,4,4,18,2,3,3
1,48,Sales,7,2,Medical,Female,Sales Representative,3,Married,2655,2,3,19,3,3,9
0,32,Research & Development,2,2,Life Sciences,Male,Laboratory Technician,4,Single,3068,0,3,8,2,2,7
