text,label
i drank a lot and i got my hands on all sorts of drugs but most of the pain im feeling today can be blamed on lack of sleep and the hours we spent walking around atlanta,sadness
im sober i feel that sort of numb much like when i was on celexa but none of the calm,sadness
i should give as charity only what i feel is valuable to the person receiving it,joy
i just feel skeptical,fear
im sure they feel the more caring loving people in the kids lives the better,love
i cannot feel more sincere,joy
i have found both in my own life and from coaching hundreds of people during the past years that one of the main things that makes it hard for us to make good decisions is our feelings especially the unpleasant ones such as sadness rejection fear etc,sadness
i feel so honored to have this wonderful man as my husband,joy
i feel more optimistic about pakistan for now,joy
i have been starting to feel drained,sadness
i feel about it has me shocked,surprise
i do have good days and bad days but the bad days are awful resulting in constant trips to the bathroom a lot of pain bloat and discomfort lots of blood and just feeling completely exhausted and rundown,sadness
i do feel a little needy,sadness
i feel so fucking horny,love
i feel their exuberance upon being accepted and i feel their pain upon being rejected,joy
i was attracted to the feeling of being admired being an object of desire and refusing to give in,joy
i sometimes had the feeling she wasn t being entirely truthful with me about things she had no reason to lie about,joy
i get the feeling that hes not impressed with me,surprise
i go further let me tell you why i feel unhappy,sadness
i am so sorry you are feeling so sad,sadness
i feel like a tranny a lot of the time a title blake lively feels like a tranny href http www,joy
i be able to look them in the face again without feeling awkward,sadness
i have just had such a crappy week that i am still feeling all agitated and like the day wasn t what i wanted,fear
im still feeling quite lively,joy
i can make a sugar laden roasted chocolate cake like the best of em and nobody can even tell its vegan phase which is perfectly understandable for a year old girl to feel i am thrilled that she is a vegan and wish her continued success and health,joy
i did not feel troubled,sadness
i feel more in control and less frightened about my headaches and migraine attacks excellent service,fear
i am feeling as though i am doing something worthwhile and rewarding i dont feel the need to stay home and hide out with my laptop so much,joy
i feel so mad i feel so angry i feel so callous so lost confused again i feel so cheap so used unfaithful let s start over let s start over let s start over,anger
i feel like my good friend narcissism might have something to do with that well that and a spoonful of boredom,joy
i feel so excited to have made time to blog again,joy
i get to the other side of months and possibly extend than it does to drink that wine and wake up feeling sad that i didnt finish what i started,sadness
i didnt know when i feel boring but though im happy i made a new blog linked happywarmworld,sadness
im going to help you in this so if you feel that regretful then buy me an ice cream the next time we see each other,sadness
i guess you could say i am a loner but i feel more lonely in a crowed room with boring people than i feel on my own,sadness
i am pretty certain we will use this name as a middle name if its a girl as it has such a special feeling to it and the connection with his her poppy is so lovely to me,love
i somehow feel more vulnerable without it,fear
i love when everything looks so bright even i feel so dull,sadness
i had some delicious apple pie so needless to say i was feeling pretty groggy,sadness
i feel unwelcome in this home of mine,sadness
im feeling kinda homesick,sadness
i feel that he was desperately fond of me,love
i am and growing up when i was feeling unsure about myself and my feelings i would hear about actresses i looked up to being very open about it,fear
i feel worthless unmotivated like i m getting no where,sadness
i dislike feeling needy,sadness
i wanted to upgrade the characters i was creating and engage them in battles of a similar setting transformations the raising of energy flashy colors chaotic explosions feelings of desperation when the adversary has you beaten etc,sadness
im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,fear
i began to feel bitter towards them,anger
i know that i feel more successful now writing a blog in my sweatpants while my baby sleeps on me than i did when i commuted on trains and ferries with a business card in the pocket of my armani blazer,joy
i feel about perfect endings,joy
i feel beaten a href http ediebloom,sadness
i think i was feeling so excited today,joy
i don t feel so fearless,joy
i am but all of a sudden i feel ignored and unloved and forgotten and i know its probably mostly in my head but what if it isnt,sadness
i was feeling isolated lonely and misunderstood,sadness
i told dh i was feeling internally shaky,fear
i know is sounds a tad silly but its a lovely feeling capturing moments and im just glad some people like them too,joy
im honest when i say a part of me feels tortured as though this is part of the system of function in your life the one that allows you to order and manipulate people in such a way so that they are lined up and positioned to serve their prupose when you should need them,fear
i have a feeling its because i was never that friendly,joy
i love they way they feel in my hand im sort of shocked i dont have some psycho fetish,surprise
i hate to interrupt you but the truth is i m feeling uncomfortable,fear
i was feeling like death was knocking on my door in the living room and i would have gladly welcomed an epidural at this point,joy
i feel lost atom href http www,sadness
i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,surprise
im feeling a little disillusioned about vision therapy lately,sadness
when i found out that i had passed the last two exams by a margin of three marks,joy
i feel this product deserves a positive review i do want to leave you with a somewhat contradictory final thought,joy
i feel like im facing alone my love hes gone,sadness
im better than the rest of you feeling but a feeling of being accepted,love
i feel like when you only have one child that the time you have with them is all the more precious,joy
i feel like i should be spending this precious last half hour of ness and doing something fun and interesting to roll into my new year and by not doing so im letting myself down,joy
im back to my un emo mood re reading that post makes me feel like im over reacting over something so petty,anger
i am feeling rather triumphant that i decided to disagree with davids notion that the real peak was further on and decided to give the side trail a chance,joy
im feeling good but just need a vacation after my vacation,joy
i really feel i was wronged as a patient,anger
i am feeling suspicious lj cut text suspicions,fear
i am sure that i will feel a lot more positive once i am feeling a little more myself but it has been months since i ve known what that means,joy
ive been holding onto that are making me feel rotten,sadness
i feel incredibly slacking mrs greedy guts is still in desperate search for an unspoilt base on her career ladder,anger
i feel it is always important to have a career plan if i am not aiming towards something then i am not growing and developing new skills,joy
i feel empty inside iphone wallpaper mobile wallpaper a href http www,sadness
i currently have it sitting in a bowl of rice in the sun in the hope it will dry out but im not feeling optimistic,joy
i ask that before you dump millions of dollars into your party which you have rightfully earned perhaps consider that as the leader of the free world you should be feeling the crunch as well,joy
i feel incredibly relieved,joy
i didnt respond because i feel that some days i cant just put on a fake smile and pretend like life is great and not let the negativity creep in,sadness
i feel so mush freeer and less repressed,sadness
i feel as though canadians are coming complacent with the workings of our country because of how well weve fared in the recession,joy
ive left my job i feel a lot less stressed in general and i had a really good time just observing how much the kids enjoy the process of creating something new,sadness
i used to always feel jealous about most things they received from compliments to some valuable stuffs,anger
i feel fine which is good enough on a sunday evening,joy
i love it he makes me feel so greedy,anger
i feel a bit lost today,sadness
im feeling boring,sadness
i vow to be gasp nicer to everyone not just a select few marybeth and isabella lol i will say what i feel and not cover up something sweet with something shitty,love
im incredibly sensitive to the cold and as such i feel that its an extremely unpleasant thing to be exposed to,sadness
ill add i havent tried all that time but i do feel as i adapt and pick up techniques quickly this is one of the things im amazed that its taken me this long,surprise
i cant help but feel amused hmm,joy
i am feeling energetic and healthy for the first time in a long time i guess an almost lb total weightloss will do that for you,joy
i feel welcomed by my confidence that i belong here,joy
i had been lying to myself feeling that maybe because i so loved spending time with this fellow and thought he enjoyed his time so equally with me that maybe the ends justified the means,love
i reshaped the workout slightly because my left upper arm was feeling tender,love
i feel terrible about that,sadness
i have noticed my body has not been to happy when i eat red meat and last week i was feeling lethargic and a little seedy nothing i put in seem,sadness
i knelt down in front of her close enough to feel her gentle breath she did not move or speak but yet there was no need our eyes shared a mutual understanding we communicated with no words just pure silence i felt at peace,love
im feeling today i was successful,joy
i often feel like a child here i speak the language like a child i generally walk around the town confused like a child i have child like relationships with most of the natives and my knowledge of the area and culture is equivalent to a childs,fear
ive never in my life had anyone make me feel as unimportant as insignificant as you did,sadness
i feel fine,joy
i feel so emotional when i saw those touch flusher but the position is still on the back when youre in seated position,sadness
i feel like my life has become rather dull it lacks excitement but i feel next year will be different,sadness
i feel anguish for a family that was assaulted raped and systematically assassinated by u,fear
i feel hated by jim martin s,anger
i am not feeling very clever or creative,joy
i was feeling severely beaten and whooped by the beer bat and not looking forward to be being on my unsteady feet for the duration of the show,sadness
i feel so depressed when i m not with her and when i think about her because it is so destroyed i just think i should move on,sadness
i feed him and how strongly i feel about not feeding him crappy processed dog food because i want him to live forever,sadness
i wear this shirt i feel artistic you are artistic but now i look artistic yes son you do,joy
im not feeling fantastic is that i havent actually taken any time to rest,joy
i always feel horny nowadays,love
i forget that any time we have a disagreement or she feels like she s been wronged in some way that every bad thing i ve ever done in my life every poor choice every single thing that she doesn t agree with comes back screaming in my face,anger
i feel i have no hope of supporting a family and purchasing a house in vancouver,love
im sure there are plenty of lovely parties going on but im not feeling very sociable whats new,joy
i think about it how harmless that insect is i feel pathetic to be so overpowered by fear,sadness
i feel just complain that companies are becoming too rich because of the taxes imposed upon them,joy
i feel so fucked up now i want to shut myself up,anger
i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,joy
i feel pained if people are making this kind of statement,sadness
i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,sadness
i have a gut feeling you will do fabulous and i will be the one taking notes love mom journal entries september th,joy
i came out of there feeling so abused,sadness
i feeling more assured of having success than ever,joy
i combinations frozen yogurt food art and many more snaps making me feel so miserable about my life while i was still stuck in the office,sadness
i were feeling energetic so we decided we were going to bike to the rest of the temples,joy
i again feel like going out in a friendly and safe environment i am booking a flight to pe,joy
i walked away from the weekend feeling simply dirty like i had done something really harmful and this feeling more than anything is what overpowers my feeble attempts to justify my actions last weekend,sadness
ive been feeling jealous lately of bloggers going off to author readings and book si,anger
i had to move rooms and i just feel absolutely exhausted,sadness
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,joy
ive suffered from eating disorders and depression since i was and i feel amazed to say that i consider myself recovered now,surprise
i feel like we barely know each other and time just isnt being generous with our love,love
i don t want to feel resigned to the typically american life and i know a lot of others aren t happy with that either,sadness
i still get my days were i seem to get more kicks than others but i feel so reassured that everything is ok when i do feel them,joy
i went back to it because i was feeling so intensely crappy,sadness
i was sent home still feeling a bit shaky and dizzy,fear
i feel peaceful centered and an endless supply of energy each day to accomplish what is most important,joy
i feeling humiliated,sadness
im just feeling particularly obnoxious tonight,anger
i feel passionate about and dating is,love
i feel less bothered my get the rape stick out of your ass because i think a statement like that says a lot more about the speaker than the target,anger
i didnt feel as obnoxious as before when i didnt feel like doing anything but sulk,anger
i feel sure it could be developed into a thrilling piece of theatre,joy
im feeling generous or in a restaurant like the mandarin grill which has a fairly stellar reputation this impression may be extended to edible yet decorative garnishes like samphire,love
i think about the woman in the congregation who cried as she spoke about the family trying to find a church where her homosexual daughter would feel accepted,love
i put on make up for the first time in months because i needed to feel pretty,joy
i don t know why that surprises me because whenever i get exercise whether it s working out in my garden or going to the gym i feel terrific afterward which is naturally the reason i don t do it all the time,joy
i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,joy
i continued to gaze her beauty to feel the depth of her eyes her flawless skin got me vibes her beautiful lips held my heartbeats and her elegance was succeeding in taking away my heart,joy
i really feel unhappy,sadness
i feel like a greedy little traitor i m looking looking among these covers hey little snotface take me,anger
ive been desperately trying to finish up my machine learning p set but im now far enough along that im no longer in complete panic mode i feel like my mood is on a spinner is she detachedly amused or freaking the fuck out,joy
i just feel distressed i dont know why though but i do,fear
ive feeling a bit morose as of late,sadness
i feel so fond of him i want to squeeze him tightly and not unusually,love
i am writing this i remember between feeling assured i wasnt dead and checking the window that me and my mom started fighting,joy
i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied,anger
i keep feeling so disgusted with myself,anger
