date,sales,tot_sales,weekday,month,y
2017-01-03,87,584,1,1,86.0
2017-01-04,80,589,2,1,99.0
2017-01-05,86,636,3,1,105.0
2017-01-06,99,623,4,1,97.0
2017-01-07,105,648,5,1,75.0
2017-01-08,97,720,6,1,89.0
2017-01-09,75,454,0,1,82.0
2017-01-10,89,575,1,1,66.0
2017-01-11,82,553,2,1,116.0
2017-01-12,66,582,3,1,89.0
2017-01-13,116,610,4,1,97.0
2017-01-14,89,669,5,1,76.0
2017-01-15,97,700,6,1,84.0
2017-01-16,76,478,0,1,80.0
2017-01-17,84,545,1,1,98.0
2017-01-18,80,525,2,1,95.0
2017-01-19,98,582,3,1,86.0
2017-01-20,95,597,4,1,118.0
2017-01-21,86,673,5,1,82.0
2017-01-22,118,670,6,1,69.0
2017-01-23,82,501,0,1,74.0
2017-01-24,69,570,1,1,88.0
2017-01-25,74,532,2,1,86.0
2017-01-26,88,566,3,1,94.0
2017-01-27,86,623,4,1,80.0
2017-01-28,94,650,5,1,71.0
2017-01-29,80,684,6,1,85.0
2017-01-30,71,451,0,1,87.0
2017-01-31,85,536,1,1,79.0
2017-02-01,87,633,2,2,109.0
2017-02-02,79,662,3,2,131.0
2017-02-03,109,682,4,2,119.0
2017-02-04,131,741,5,2,74.0
2017-02-05,119,786,6,2,89.0
2017-02-06,74,516,0,2,90.0
2017-02-07,89,622,1,2,79.0
2017-02-08,90,591,2,2,100.0
2017-02-09,79,598,3,2,109.0
2017-02-10,100,682,4,2,132.0
2017-02-11,109,742,5,2,72.0
2017-02-12,132,771,6,2,97.0
2017-02-13,72,531,0,2,102.0
2017-02-14,97,607,1,2,83.0
2017-02-15,102,646,2,2,104.0
2017-02-16,83,647,3,2,96.0
2017-02-17,104,702,4,2,107.0
2017-02-18,96,699,5,2,72.0
2017-02-19,107,761,6,2,71.0
2017-02-20,72,519,0,2,77.0
2017-02-21,71,611,1,2,99.0
2017-02-22,77,593,2,2,107.0
2017-02-23,99,646,3,2,111.0
2017-02-24,107,685,4,2,120.0
2017-02-25,111,693,5,2,70.0
2017-02-26,120,760,6,2,88.0
2017-02-27,70,521,0,2,118.0
2017-02-28,88,585,1,2,109.0
2017-03-01,118,677,2,3,141.0
2017-03-02,109,733,3,3,133.0
2017-03-03,141,850,4,3,136.0
2017-03-04,133,921,5,3,98.0
2017-03-05,136,928,6,3,103.0
2017-03-06,98,587,0,3,98.0
2017-03-07,103,736,1,3,110.0
2017-03-08,98,724,2,3,111.0
2017-03-09,110,753,3,3,126.0
2017-03-10,111,839,4,3,118.0
2017-03-11,126,895,5,3,87.0
2017-03-12,118,966,6,3,115.0
2017-03-13,87,646,0,3,122.0
2017-03-14,115,744,1,3,114.0
2017-03-15,122,730,2,3,127.0
2017-03-16,114,705,3,3,135.0
2017-03-17,127,812,4,3,148.0
2017-03-18,135,907,5,3,78.0
2017-03-19,148,911,6,3,72.0
2017-03-20,78,613,0,3,121.0
2017-03-21,72,723,1,3,96.0
2017-03-22,121,676,2,3,94.0
2017-03-23,96,771,3,3,128.0
2017-03-24,94,808,4,3,131.0
2017-03-25,128,905,5,3,83.0
2017-03-26,131,920,6,3,96.0
2017-03-27,83,680,0,3,100.0
2017-03-28,96,700,1,3,116.0
2017-03-29,100,674,2,3,105.0
2017-03-30,116,725,3,3,148.0
2017-03-31,105,816,4,3,170.0
2017-04-01,148,1003,5,4,119.0
2017-04-02,170,1108,6,4,105.0
2017-04-03,119,718,0,4,115.0
2017-04-04,105,889,1,4,134.0
2017-04-05,115,800,2,4,163.0
2017-04-06,134,899,3,4,138.0
2017-04-07,163,974,4,4,146.0
2017-04-08,138,1020,5,4,103.0
2017-04-09,146,1038,6,4,122.0
2017-04-10,103,782,0,4,113.0
2017-04-11,122,843,1,4,122.0
2017-04-12,113,898,2,4,150.0
2017-04-13,122,907,3,4,138.0
2017-04-14,150,916,4,4,162.0
2017-04-15,138,1020,5,4,113.0
2017-04-16,162,1119,6,4,116.0
2017-04-17,113,721,0,4,110.0
2017-04-18,116,832,1,4,137.0
2017-04-19,110,792,2,4,148.0
2017-04-20,137,915,3,4,152.0
2017-04-21,148,972,4,4,162.0
2017-04-22,152,1041,5,4,96.0
2017-04-23,162,1088,6,4,126.0
2017-04-24,96,736,0,4,133.0
2017-04-25,126,910,1,4,137.0
2017-04-26,133,879,2,4,149.0
2017-04-27,137,898,3,4,144.0
2017-04-28,149,924,4,4,138.0
2017-04-29,144,1015,5,4,111.0
2017-04-30,138,1043,6,4,135.0
2017-05-01,111,773,0,5,120.0
2017-05-02,135,900,1,5,132.0
2017-05-03,120,914,2,5,147.0
2017-05-04,132,982,3,5,153.0
2017-05-05,147,1018,4,5,160.0
2017-05-06,153,1089,5,5,131.0
2017-05-07,160,1111,6,5,146.0
2017-05-08,131,778,0,5,114.0
2017-05-09,146,892,1,5,142.0
2017-05-10,114,903,2,5,142.0
2017-05-11,142,966,3,5,163.0
2017-05-12,142,1079,4,5,161.0
2017-05-13,163,1105,5,5,114.0
2017-05-14,161,1117,6,5,122.0
2017-05-15,114,748,0,5,123.0
2017-05-16,122,945,1,5,138.0
2017-05-17,123,901,2,5,137.0
2017-05-18,138,979,3,5,156.0
2017-05-19,137,1007,4,5,164.0
2017-05-20,156,1101,5,5,117.0
2017-05-21,164,1152,6,5,118.0
2017-05-22,117,760,0,5,129.0
2017-05-23,118,887,1,5,166.0
2017-05-24,129,885,2,5,153.0
2017-05-25,166,978,3,5,195.0
2017-05-26,153,1039,4,5,164.0
2017-05-27,195,1109,5,5,111.0
2017-05-28,164,1151,6,5,133.0
2017-05-29,111,746,0,5,134.0
2017-05-30,133,861,1,5,141.0
2017-05-31,134,889,2,5,163.0
2017-06-01,141,1003,3,6,149.0
2017-06-02,163,1125,4,6,196.0
2017-06-03,149,1154,5,6,131.0
2017-06-04,196,1211,6,6,154.0
2017-06-05,131,821,0,6,145.0
2017-06-06,154,977,1,6,143.0
2017-06-07,145,975,2,6,161.0
2017-06-08,143,1066,3,6,162.0
2017-06-09,161,1088,4,6,184.0
2017-06-10,162,1141,5,6,112.0
2017-06-11,184,1217,6,6,151.0
2017-06-12,112,837,0,6,159.0
2017-06-13,151,968,1,6,140.0
2017-06-14,159,964,2,6,166.0
2017-06-15,140,1025,3,6,179.0
2017-06-16,166,1133,4,6,190.0
2017-06-17,179,1129,5,6,99.0
2017-06-18,190,1234,6,6,156.0
2017-06-19,99,850,0,6,150.0
2017-06-20,156,1032,1,6,142.0
2017-06-21,150,973,2,6,157.0
2017-06-22,142,1059,3,6,155.0
2017-06-23,157,1118,4,6,198.0
2017-06-24,155,1124,5,6,110.0
2017-06-25,198,1201,6,6,150.0
2017-06-26,110,855,0,6,147.0
2017-06-27,150,986,1,6,151.0
2017-06-28,147,985,2,6,169.0
2017-06-29,151,1084,3,6,186.0
2017-06-30,169,1087,4,6,231.0
2017-07-01,186,1226,5,7,136.0
2017-07-02,231,1304,6,7,145.0
2017-07-03,136,844,0,7,162.0
2017-07-04,145,963,1,7,159.0
2017-07-05,162,1034,2,7,162.0
2017-07-06,159,1108,3,7,175.0
2017-07-07,162,1179,4,7,205.0
2017-07-08,175,1284,5,7,134.0
2017-07-09,205,1282,6,7,149.0
2017-07-10,134,815,0,7,150.0
2017-07-11,149,1040,1,7,152.0
2017-07-12,150,1050,2,7,172.0
2017-07-13,152,1076,3,7,169.0
2017-07-14,172,1115,4,7,194.0
2017-07-15,169,1255,5,7,149.0
2017-07-16,194,1306,6,7,141.0
2017-07-17,149,882,0,7,148.0
2017-07-18,141,1074,1,7,162.0
2017-07-19,148,1076,2,7,198.0
2017-07-20,162,1084,3,7,167.0
2017-07-21,198,1241,4,7,197.0
2017-07-22,167,1253,5,7,135.0
2017-07-23,197,1318,6,7,145.0
2017-07-24,135,848,0,7,134.0
2017-07-25,145,990,1,7,163.0
2017-07-26,134,1046,2,7,197.0
2017-07-27,163,1077,3,7,176.0
2017-07-28,197,1138,4,7,181.0
2017-07-29,176,1168,5,7,135.0
2017-07-30,181,1298,6,7,118.0
2017-07-31,135,914,0,7,138.0
2017-08-01,118,944,1,8,158.0
2017-08-02,138,872,2,8,148.0
2017-08-03,158,987,3,8,189.0
2017-08-04,148,1095,4,8,159.0
2017-08-05,189,1143,5,8,118.0
2017-08-06,159,1127,6,8,129.0
2017-08-07,118,742,0,8,145.0
2017-08-08,129,870,1,8,135.0
2017-08-09,145,922,2,8,138.0
2017-08-10,135,938,3,8,151.0
2017-08-11,138,1019,4,8,183.0
2017-08-12,151,1141,5,8,110.0
2017-08-13,183,1159,6,8,122.0
2017-08-14,110,746,0,8,128.0
2017-08-15,122,919,1,8,142.0
2017-08-16,128,930,2,8,143.0
2017-08-17,142,993,3,8,163.0
2017-08-18,143,1079,4,8,181.0
2017-08-19,163,1036,5,8,106.0
2017-08-20,181,1167,6,8,147.0
2017-08-21,106,776,0,8,137.0
2017-08-22,147,918,1,8,136.0
2017-08-23,137,903,2,8,151.0
2017-08-24,136,987,3,8,192.0
2017-08-25,151,976,4,8,168.0
2017-08-26,192,1122,5,8,104.0
2017-08-27,168,1101,6,8,138.0
2017-08-28,104,790,0,8,144.0
2017-08-29,138,896,1,8,131.0
2017-08-30,144,922,2,8,137.0
2017-08-31,131,940,3,8,143.0
2017-09-01,137,933,4,9,158.0
2017-09-02,143,1023,5,9,111.0
2017-09-03,158,1069,6,9,126.0
2017-09-04,111,740,0,9,118.0
2017-09-05,126,813,1,9,137.0
2017-09-06,118,804,2,9,137.0
2017-09-07,137,900,3,9,164.0
2017-09-08,137,987,4,9,136.0
2017-09-09,164,991,5,9,96.0
2017-09-10,136,1112,6,9,105.0
2017-09-11,96,713,0,9,133.0
2017-09-12,105,869,1,9,127.0
2017-09-13,133,857,2,9,123.0
2017-09-14,127,934,3,9,172.0
2017-09-15,123,947,4,9,155.0
2017-09-16,172,1030,5,9,110.0
2017-09-17,155,1072,6,9,114.0
2017-09-18,110,734,0,9,118.0
2017-09-19,114,880,1,9,131.0
2017-09-20,118,873,2,9,133.0
2017-09-21,131,862,3,9,163.0
2017-09-22,133,952,4,9,180.0
2017-09-23,163,1048,5,9,117.0
2017-09-24,180,1058,6,9,148.0
2017-09-25,117,697,0,9,122.0
2017-09-26,148,803,1,9,118.0
2017-09-27,122,790,2,9,119.0
2017-09-28,118,867,3,9,159.0
2017-09-29,119,954,4,9,152.0
2017-09-30,159,1044,5,9,90.0
2017-10-01,152,927,6,10,119.0
2017-10-02,90,675,0,10,117.0
2017-10-03,119,818,1,10,130.0
2017-10-04,117,831,2,10,117.0
2017-10-05,130,797,3,10,141.0
2017-10-06,117,866,4,10,159.0
2017-10-07,141,933,5,10,95.0
2017-10-08,159,1035,6,10,126.0
2017-10-09,95,681,0,10,118.0
2017-10-10,126,772,1,10,142.0
2017-10-11,118,783,2,10,124.0
2017-10-12,142,804,3,10,136.0
2017-10-13,124,924,4,10,135.0
2017-10-14,136,942,5,10,102.0
2017-10-15,135,1024,6,10,126.0
2017-10-16,102,675,0,10,115.0
2017-10-17,126,795,1,10,121.0
2017-10-18,115,793,2,10,120.0
2017-10-19,121,871,3,10,132.0
2017-10-20,120,913,4,10,139.0
2017-10-21,132,941,5,10,103.0
2017-10-22,139,993,6,10,113.0
2017-10-23,103,689,0,10,104.0
2017-10-24,113,807,1,10,129.0
2017-10-25,104,800,2,10,134.0
2017-10-26,129,873,3,10,139.0
2017-10-27,134,890,4,10,134.0
2017-10-28,139,914,5,10,96.0
2017-10-29,134,1035,6,10,113.0
2017-10-30,96,631,0,10,112.0
2017-10-31,113,808,1,10,132.0
2017-11-01,112,857,2,11,133.0
2017-11-02,132,898,3,11,148.0
2017-11-03,133,987,4,11,166.0
2017-11-04,148,1012,5,11,96.0
2017-11-05,166,1117,6,11,118.0
2017-11-06,96,728,0,11,113.0
2017-11-07,118,854,1,11,117.0
2017-11-08,113,870,2,11,146.0
2017-11-09,117,908,3,11,143.0
2017-11-10,146,1008,4,11,174.0
2017-11-11,143,1010,5,11,110.0
2017-11-12,174,1094,6,11,132.0
2017-11-13,110,708,0,11,111.0
2017-11-14,132,911,1,11,137.0
2017-11-15,111,858,2,11,133.0
2017-11-16,137,986,3,11,127.0
2017-11-17,133,992,4,11,150.0
2017-11-18,127,1042,5,11,109.0
2017-11-19,150,1100,6,11,120.0
2017-11-20,109,685,0,11,132.0
2017-11-21,120,816,1,11,132.0
2017-11-22,132,867,2,11,168.0
2017-11-23,132,850,3,11,168.0
2017-11-24,168,963,4,11,143.0
2017-11-25,168,947,5,11,102.0
2017-11-26,143,1073,6,11,125.0
2017-11-27,102,723,0,11,125.0
2017-11-28,125,860,1,11,124.0
2017-11-29,125,822,2,11,103.0
2017-11-30,124,875,3,11,108.0
2017-12-01,103,669,4,12,106.0
2017-12-02,108,773,5,12,74.0
2017-12-03,106,823,6,12,75.0
2017-12-04,74,558,0,12,80.0
2017-12-05,75,590,1,12,115.0
2017-12-06,80,624,2,12,83.0
2017-12-07,115,624,3,12,116.0
2017-12-08,83,696,4,12,111.0
2017-12-09,116,760,5,12,73.0
2017-12-10,111,786,6,12,106.0
2017-12-11,73,530,0,12,66.0
2017-12-12,106,601,1,12,108.0
2017-12-13,66,609,2,12,100.0
2017-12-14,108,658,3,12,111.0
2017-12-15,100,673,4,12,113.0
2017-12-16,111,748,5,12,79.0
2017-12-17,113,755,6,12,96.0
2017-12-18,79,523,0,12,84.0
2017-12-19,96,602,1,12,99.0
2017-12-20,84,624,2,12,103.0
2017-12-21,99,625,3,12,108.0
2017-12-22,103,714,4,12,117.0
2017-12-23,108,719,5,12,82.0
2017-12-24,117,754,6,12,80.0
2017-12-25,82,514,0,12,105.0
2017-12-26,80,620,1,12,89.0
2017-12-27,105,565,2,12,101.0
2017-12-28,89,586,3,12,104.0
2017-12-29,101,677,4,12,106.0
