COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
1,21905,258,59,821754,205,5,1,sat,very_high,never_thought,0
0,38004,233,0,688467,209,25,8,very_unsat,very_little,considering,0
1,140536,54,11,521064,786,3,6,very_unsat,very_little,actively_looking_into_it,0
0,71994,203,17,206724,380,11,4,sat,little,considering,0
1,45610,225,6,456479,244,12,6,very_unsat,little,considering,0
1,124819,0,60,186059,142,0,2,unsat,little,considering,0
0,101315,222,74,385609,580,29,1,very_unsat,very_high,considering,0
0,37911,0,18,198477,167,0,6,very_unsat,little,actively_looking_into_it,0
1,67839,70,0,152218,284,5,8,very_sat,very_little,actively_looking_into_it,0
1,35343,0,22,718459,182,1,5,very_sat,very_little,actively_looking_into_it,1
0,121779,64,33,909147,525,3,2,very_unsat,high,considering,0
0,32931,0,12,536702,236,0,5,very_sat,high,no,0
1,77029,195,30,914236,367,0,2,unsat,little,never_thought,0
1,30946,195,54,631785,168,16,2,sat,avg,considering,0
0,147348,0,0,285269,551,0,15,very_sat,little,actively_looking_into_it,0
1,67836,0,45,987605,399,1,2,very_unsat,very_little,considering,0
1,23661,96,63,365271,155,5,1,very_sat,little,considering,0
0,21271,0,19,257613,202,4,5,very_unsat,little,no,0
1,74421,0,24,356573,357,0,4,very_sat,little,no,0
0,84696,20,14,495401,214,0,6,very_unsat,avg,considering,0
1,75416,0,0,651524,132,0,5,very_unsat,little,considering,0
0,91644,70,7,746242,264,4,6,avg,high,actively_looking_into_it,0
0,42264,67,71,188326,236,4,2,unsat,little,actively_looking_into_it,0
0,34148,186,21,369813,199,23,4,very_sat,very_little,considering,0
1,132572,0,0,854049,743,1,13,very_unsat,little,considering,0
0,120424,0,0,418354,787,1,14,sat,very_little,considering,0
1,149705,0,8,928895,680,0,2,unsat,high,considering,0
1,121277,80,0,837328,643,4,14,very_unsat,very_little,no,1
0,31515,83,0,543734,236,4,11,very_sat,very_little,considering,0
1,102671,69,0,455248,404,4,11,unsat,little,actively_looking_into_it,0
1,44247,0,37,788232,158,20,2,very_unsat,very_little,no,0
0,34719,0,59,162738,161,0,2,very_sat,little,actively_looking_into_it,0
1,65936,212,0,846633,334,3,9,very_unsat,very_little,considering,0
1,83781,0,0,619208,699,1,12,very_unsat,very_high,considering,0
0,64329,230,0,681859,372,18,11,very_unsat,little,actively_looking_into_it,0
1,150322,0,0,298476,658,0,11,unsat,very_high,no,0
0,24008,211,30,819002,236,13,1,very_unsat,very_little,no,0
0,142938,43,74,990170,626,4,2,very_unsat,very_little,actively_looking_into_it,0
1,152897,193,0,412586,425,21,14,very_unsat,high,considering,0
0,159549,0,0,271015,893,1,9,very_unsat,high,no,0
0,86168,75,0,605298,349,4,9,very_unsat,very_high,actively_looking_into_it,0
0,110638,0,15,353434,172,0,4,very_unsat,very_high,considering,0
0,75567,67,19,350487,351,0,6,very_unsat,very_little,never_thought,0
0,106426,76,0,531000,783,5,15,very_sat,little,considering,0
0,26767,195,49,610203,166,27,2,very_unsat,little,perhaps,0
1,62569,156,0,903009,385,15,8,very_sat,little,never_thought,0
0,94725,63,0,436687,384,3,15,very_sat,very_little,considering,0
0,89605,47,68,897552,307,4,1,unsat,little,considering,0
1,93076,221,14,371270,345,23,6,unsat,little,no,0
1,45736,204,7,909070,248,17,6,very_sat,very_little,considering,0
0,137553,0,5,682320,335,0,4,avg,very_high,considering,0
0,21214,47,34,358739,227,3,2,very_sat,little,considering,0
1,60097,74,29,280799,359,5,2,very_unsat,very_little,actively_looking_into_it,0
1,31937,0,27,426584,139,1,1,unsat,little,considering,1
1,60832,168,0,690615,264,27,11,very_unsat,very_little,actively_looking_into_it,0
1,146302,81,32,263346,815,5,8,very_unsat,very_high,considering,0
0,93308,56,0,733259,337,4,15,unsat,little,actively_looking_into_it,0
1,86823,0,14,653254,145,0,6,very_unsat,very_little,considering,0
1,92167,151,55,158246,293,22,2,very_unsat,little,considering,0
0,40094,219,7,461762,167,13,6,very_unsat,little,actively_looking_into_it,0
0,20597,0,0,261632,223,0,15,very_unsat,high,considering,0
0,29903,203,8,940217,217,16,2,very_unsat,high,considering,0
0,44830,0,0,478676,131,1,10,unsat,high,no,1
1,84371,38,22,763123,292,14,4,very_sat,little,considering,0
1,21858,159,14,337654,137,18,4,very_sat,little,actively_looking_into_it,0
0,120628,0,67,731222,854,1,2,very_unsat,very_high,actively_looking_into_it,0
0,20660,42,0,156480,238,20,8,very_unsat,very_little,actively_looking_into_it,0
0,109568,227,21,225390,686,10,6,unsat,very_high,considering,0
1,74051,48,56,745968,308,4,1,unsat,high,actively_looking_into_it,0
0,121052,0,18,569783,149,1,5,very_unsat,very_little,considering,0
0,31499,199,11,657719,225,25,2,sat,high,actively_looking_into_it,0
0,41285,0,51,620035,133,1,2,very_sat,very_little,actively_looking_into_it,0
1,151208,73,14,774769,454,5,5,very_unsat,avg,considering,0
0,72496,81,37,880243,378,4,2,sat,little,actively_looking_into_it,0
1,151393,0,11,205703,781,0,4,very_unsat,little,actively_looking_into_it,0
0,45352,71,37,526275,230,3,2,very_sat,very_little,perhaps,0
0,123366,0,20,177893,494,1,4,very_unsat,little,no,0
1,150825,0,49,536822,884,1,1,unsat,high,considering,0
0,98327,65,16,242423,309,5,15,very_sat,little,actively_looking_into_it,0
0,76059,175,17,789738,320,25,6,very_sat,little,considering,0
0,78986,55,49,225474,361,3,10,very_unsat,very_high,considering,0
0,64565,212,84,163422,331,11,2,very_sat,very_little,perhaps,0
1,137220,0,12,288310,481,1,5,very_unsat,little,actively_looking_into_it,0
0,143637,0,0,219865,663,1,10,very_unsat,little,no,0
1,88660,0,22,930623,348,0,6,avg,high,considering,0
0,32611,0,10,740731,192,1,4,very_unsat,high,actively_looking_into_it,0
0,156332,0,5,339529,440,1,6,very_sat,little,no,0
0,91056,214,37,707826,317,13,1,very_unsat,very_high,no,0
0,84496,197,37,243837,281,29,2,very_unsat,little,no,0
1,82605,62,15,388367,394,4,4,very_unsat,little,actively_looking_into_it,0
0,121089,184,18,927453,539,19,6,unsat,little,considering,0
0,54703,48,49,637381,299,3,5,very_unsat,avg,actively_looking_into_it,0
1,27853,0,15,361969,171,1,6,very_unsat,very_high,never_thought,0
1,158159,0,0,790965,448,1,15,unsat,very_high,actively_looking_into_it,0
0,46121,0,14,302777,203,1,6,very_unsat,very_little,considering,0
0,87621,202,0,706816,354,19,12,very_sat,very_little,actively_looking_into_it,0
0,119166,227,89,797091,868,10,1,very_unsat,very_little,considering,0
0,58767,0,6,494326,366,1,4,very_unsat,little,never_thought,0
1,96715,198,13,483581,600,13,5,unsat,very_little,considering,0
0,155239,0,17,165514,338,1,5,very_sat,little,no,0
0,36066,174,40,273631,142,21,2,very_unsat,very_little,considering,0
0,81186,176,0,687355,261,10,9,very_unsat,very_little,considering,0
1,55168,36,0,289979,294,4,5,very_sat,very_little,no,0
1,41880,46,11,701033,229,5,5,very_sat,avg,never_thought,0
1,59898,197,44,509727,762,1,1,unsat,little,considering,0
1,21981,0,16,294566,169,1,1,very_unsat,very_little,considering,0
1,39933,233,6,890564,156,5,4,very_unsat,high,actively_looking_into_it,0
1,56447,213,0,688363,352,16,12,unsat,high,perhaps,0
0,20658,59,6,604559,246,3,6,very_unsat,little,actively_looking_into_it,0
1,81243,0,55,743977,134,1,2,very_sat,very_little,considering,0
1,31855,136,10,938929,191,13,5,very_sat,very_little,considering,0
0,87894,0,17,216850,283,4,5,very_unsat,very_high,actively_looking_into_it,0
1,84680,65,0,464392,393,4,9,very_unsat,little,considering,0
0,45401,0,89,938305,162,0,2,avg,very_high,considering,0
1,49024,167,0,875770,221,10,10,very_unsat,very_little,considering,0
0,29745,0,24,583768,148,1,5,avg,very_high,no,0
1,132929,196,66,358159,662,26,1,very_unsat,high,no,1
0,134037,187,9,997755,748,28,6,unsat,very_high,considering,0
1,25793,195,27,901631,149,0,1,very_unsat,very_high,no,0
0,122977,0,17,431095,493,1,6,very_sat,very_little,considering,0
0,48179,67,28,646495,237,4,2,unsat,little,never_thought,0
1,46091,0,18,657561,183,0,2,very_unsat,very_high,considering,0
1,123599,42,0,970641,468,3,8,very_sat,very_high,considering,0
1,50076,136,78,698633,261,18,11,very_sat,little,actively_looking_into_it,0
1,70428,193,37,700747,382,0,1,unsat,little,no,0
1,27858,240,0,599014,711,21,13,avg,little,considering,0
1,78620,260,29,930797,621,13,2,very_unsat,avg,perhaps,0
0,116549,31,0,335287,877,5,12,very_unsat,avg,perhaps,0
0,107913,0,38,197719,625,1,1,unsat,little,considering,0
0,26559,0,9,242474,132,1,5,very_sat,little,actively_looking_into_it,0
0,157240,177,19,759348,460,26,4,avg,little,never_thought,0
0,33074,0,8,999067,239,1,6,very_unsat,very_high,never_thought,0
0,36110,0,16,281482,135,1,12,very_unsat,avg,actively_looking_into_it,0
0,116474,45,15,555008,540,4,5,very_sat,very_high,actively_looking_into_it,1
0,28483,219,39,237307,245,14,1,unsat,little,actively_looking_into_it,1
1,154933,0,6,493094,632,1,4,very_sat,very_high,actively_looking_into_it,0
0,40455,209,73,638106,178,26,2,very_unsat,very_high,actively_looking_into_it,0
0,57426,156,8,749201,197,10,5,very_unsat,very_little,considering,0
0,36022,65,48,811352,162,3,1,unsat,high,no,0
1,48305,0,69,818974,222,1,2,very_unsat,little,considering,0
0,40147,170,0,158580,234,1,14,avg,very_little,no,0
0,36310,0,8,288018,143,1,4,very_sat,avg,considering,0
0,30609,53,87,511326,211,3,1,very_sat,very_little,considering,0
1,45731,186,14,882582,228,20,5,very_sat,very_high,actively_looking_into_it,0
1,22951,46,48,690672,202,3,6,very_unsat,very_high,no,0
0,86846,0,16,294300,335,1,5,unsat,little,considering,0
0,20242,78,18,432774,205,4,5,unsat,very_high,considering,0
0,113179,0,14,827779,488,0,6,avg,very_little,considering,0
0,106847,0,18,893570,613,1,5,very_unsat,little,considering,0
1,53517,73,0,658292,260,5,14,very_sat,little,no,0
0,110577,0,0,962467,855,1,12,very_sat,very_little,actively_looking_into_it,0
1,57715,65,7,876928,272,3,5,very_unsat,very_little,considering,0
0,50167,0,16,903172,357,0,5,very_sat,little,actively_looking_into_it,0
1,116299,0,18,218522,780,0,5,very_sat,very_little,actively_looking_into_it,0
0,128696,0,30,985933,703,4,1,avg,avg,never_thought,0
0,90919,47,10,696391,290,5,4,very_unsat,little,considering,0
1,82445,0,21,410465,295,1,4,unsat,high,considering,0
0,22508,0,0,244453,197,1,6,avg,high,considering,0
0,121275,58,0,335204,619,4,13,very_unsat,little,no,0
1,66746,0,19,282167,381,1,1,very_unsat,very_little,considering,0
1,57204,0,15,240967,349,1,6,very_sat,little,actively_looking_into_it,0
1,33332,72,5,926277,309,4,4,very_unsat,very_little,considering,0
1,47332,184,18,794826,226,0,6,very_sat,very_little,never_thought,0
0,42240,231,0,997908,241,21,12,unsat,little,never_thought,0
1,117377,49,0,601537,685,4,9,very_sat,very_little,never_thought,0
1,44661,187,23,259027,177,15,4,very_unsat,little,considering,0
1,31316,51,42,673115,136,4,2,very_unsat,high,considering,0
1,95872,0,8,491633,322,0,5,very_unsat,very_little,never_thought,0
0,128442,211,0,578785,794,27,11,very_unsat,little,considering,0
0,95432,38,47,193901,337,4,1,very_sat,very_little,considering,0
0,118969,87,56,592651,669,4,2,very_unsat,very_high,no,0
0,43486,212,0,927082,211,22,12,avg,high,actively_looking_into_it,0
1,75443,24,89,211025,256,3,1,unsat,very_little,actively_looking_into_it,0
0,125974,61,0,248995,859,5,15,unsat,high,considering,0
1,61033,0,8,278518,391,0,4,unsat,very_high,actively_looking_into_it,0
0,26616,0,37,546160,191,3,2,very_sat,very_little,no,0
1,132174,0,20,291953,784,1,4,very_unsat,very_little,no,0
0,146231,0,7,496103,417,4,8,very_unsat,very_high,considering,0
1,85692,56,45,441158,305,5,1,unsat,little,considering,0
0,36445,78,18,267623,182,3,4,very_sat,little,considering,0
1,139706,45,0,659734,400,3,4,unsat,very_high,no,0
0,24931,49,0,224313,249,4,8,very_sat,little,considering,0
1,88103,155,0,990506,133,25,11,very_unsat,little,considering,0
1,120643,69,39,188380,732,3,2,very_sat,avg,considering,1
1,144551,196,0,464574,651,19,10,unsat,very_high,no,0
1,82473,251,22,538728,367,4,6,very_unsat,very_little,no,0
1,94002,79,0,188109,344,5,15,unsat,little,perhaps,0
1,63267,47,63,187435,134,4,2,very_unsat,very_high,considering,0
0,138441,0,19,467077,850,0,6,very_unsat,very_high,never_thought,0
0,87476,82,11,480004,355,4,5,very_unsat,little,no,0
0,32653,0,0,645704,168,0,11,avg,very_high,actively_looking_into_it,0
0,44667,37,0,260883,168,3,9,very_unsat,little,no,0
1,40827,68,12,597798,138,5,5,avg,high,no,0
1,42357,0,21,630410,178,1,5,very_unsat,very_high,considering,0
1,126661,210,53,371355,634,1,1,unsat,little,considering,0
1,114416,227,0,179183,270,1,10,sat,very_little,no,0
1,33713,0,0,756067,242,0,12,unsat,little,no,0
1,130450,0,0,289832,548,1,11,unsat,very_high,considering,0
1,70403,23,0,289422,380,5,9,very_unsat,little,considering,0
0,156786,149,0,336095,543,20,8,very_sat,avg,considering,0
0,154547,0,14,204120,493,1,4,very_unsat,little,actively_looking_into_it,0
1,24018,47,39,700272,168,3,1,very_sat,very_little,considering,0
1,121828,68,43,999448,733,4,6,unsat,very_little,considering,0
1,47087,39,77,791312,178,5,1,very_sat,little,actively_looking_into_it,0
1,46550,54,52,561871,167,4,2,unsat,very_little,no,0
0,63194,52,66,757495,194,5,2,unsat,little,actively_looking_into_it,0
0,144388,0,23,283622,480,1,4,very_unsat,little,actively_looking_into_it,0
1,94657,0,10,952813,392,1,4,very_sat,little,considering,0
1,158686,0,0,748228,503,1,11,very_unsat,very_high,perhaps,0
1,53350,54,31,282556,363,4,2,very_sat,little,no,0
0,72791,77,0,414673,289,5,12,very_sat,little,actively_looking_into_it,0
0,21237,133,22,184690,223,15,6,very_sat,little,actively_looking_into_it,0
0,25191,0,8,280730,225,0,4,sat,very_little,considering,0
1,156434,55,15,417298,501,5,4,very_unsat,high,considering,0
0,22782,210,17,697956,228,12,4,very_unsat,very_little,never_thought,0
0,50630,66,37,920589,308,0,1,very_unsat,very_high,actively_looking_into_it,0
1,118145,83,0,673177,416,4,14,unsat,high,no,0
1,129001,0,5,801750,793,1,5,very_sat,little,never_thought,0
1,83053,187,20,268643,374,10,6,very_unsat,very_high,actively_looking_into_it,0
1,112005,0,20,190594,687,1,6,very_unsat,little,no,0
1,131042,57,8,636251,597,3,6,sat,very_high,considering,0
0,95843,212,48,727469,383,15,1,very_unsat,very_little,considering,0
0,41363,0,14,592602,455,1,6,very_unsat,high,considering,0
0,44098,0,7,708642,162,0,5,very_sat,very_high,considering,0
1,119755,232,21,771758,371,26,5,very_unsat,very_high,no,0
1,69555,44,11,285339,357,5,6,very_unsat,little,perhaps,0
1,92030,178,14,357414,252,20,6,very_sat,high,considering,0
1,37146,217,24,943259,131,26,6,unsat,avg,no,0
0,135633,0,74,810629,742,1,14,very_sat,little,actively_looking_into_it,0
1,110203,16,0,183032,632,5,15,very_unsat,avg,considering,1
0,33050,62,0,826103,148,4,15,very_unsat,little,considering,0
1,146654,0,17,229220,478,1,6,very_sat,high,considering,0
0,144877,156,0,208556,548,17,15,very_sat,very_little,no,0
1,41060,0,6,930655,160,0,5,very_unsat,little,actively_looking_into_it,0
0,75862,42,0,611199,265,3,13,very_sat,very_little,never_thought,0
1,32232,0,0,974692,221,1,12,sat,little,considering,0
0,61126,73,20,726762,403,5,4,very_unsat,very_high,perhaps,0
0,46853,67,80,220970,301,5,2,very_sat,little,considering,0
0,37232,0,26,376092,231,4,2,very_unsat,high,actively_looking_into_it,0
1,59825,0,0,944047,333,0,10,very_unsat,very_little,never_thought,0
0,37337,0,6,181148,220,1,12,very_unsat,little,considering,0
0,128759,65,8,984926,158,3,5,very_unsat,high,considering,0
0,37689,0,23,386010,153,1,5,unsat,little,perhaps,0
1,26360,0,0,738849,163,0,12,very_sat,little,considering,0
1,139124,0,0,159278,649,1,9,unsat,very_high,no,0
1,45259,66,11,924872,206,5,5,very_unsat,little,never_thought,0
1,35187,0,12,909389,159,4,4,avg,little,actively_looking_into_it,0
1,59306,0,47,334572,303,1,2,very_sat,very_little,no,0
0,153212,67,21,252808,625,5,5,very_unsat,little,actively_looking_into_it,0
1,120736,0,56,824267,856,1,1,unsat,very_high,considering,0
0,110137,48,0,573225,526,3,15,very_unsat,little,considering,0
1,41792,0,13,903217,161,1,4,very_unsat,little,considering,0
1,50549,0,13,386651,281,1,4,very_sat,very_high,considering,0
1,139134,0,0,542516,855,0,11,very_unsat,avg,actively_looking_into_it,0
0,45733,0,0,486363,180,0,15,avg,very_little,no,0
0,115786,0,48,382833,705,1,2,very_sat,avg,considering,0
1,41239,80,19,876023,134,5,5,very_sat,very_high,considering,0
1,129738,0,14,906958,583,1,6,very_unsat,very_high,no,0
0,75883,208,82,849335,345,13,2,very_sat,high,considering,0
0,29983,0,29,863653,135,1,5,very_unsat,little,actively_looking_into_it,0
1,26669,0,84,723189,314,1,1,very_unsat,little,considering,0
1,20470,0,16,876567,181,0,5,avg,high,considering,0
1,122134,55,0,276212,772,5,11,unsat,very_high,actively_looking_into_it,0
1,67226,38,0,421266,346,4,8,avg,little,never_thought,0
0,72922,206,0,612484,317,13,11,very_sat,little,actively_looking_into_it,0
1,29773,39,30,190433,158,5,5,very_sat,little,actively_looking_into_it,0
1,51655,75,54,829706,365,26,2,very_sat,little,actively_looking_into_it,0
0,145276,66,18,940627,516,15,4,avg,little,considering,0
1,34438,144,50,391808,191,12,2,unsat,very_high,actively_looking_into_it,0
1,81357,73,5,586446,343,3,5,very_sat,little,considering,0
1,53258,20,6,503398,324,3,5,very_unsat,very_little,actively_looking_into_it,0
0,70543,219,57,900452,379,15,1,avg,little,never_thought,0
0,150587,0,9,958124,159,17,4,unsat,high,no,0
0,109612,0,6,156888,145,1,6,unsat,little,considering,0
1,68645,92,0,683511,303,4,15,very_unsat,very_high,actively_looking_into_it,0
0,48266,69,0,731877,633,4,11,very_unsat,little,considering,0
0,121153,221,49,170833,666,14,2,very_unsat,very_little,no,0
0,38418,193,69,172604,162,24,2,avg,little,considering,1
1,63050,0,49,751576,250,0,1,very_unsat,little,no,0
1,41588,219,41,395289,240,22,1,sat,little,actively_looking_into_it,0
1,149370,70,7,200020,582,4,4,avg,little,actively_looking_into_it,0
1,124225,199,82,165192,419,10,1,very_sat,very_little,no,0
0,94711,0,5,181290,252,0,5,very_unsat,little,actively_looking_into_it,0
1,93721,220,0,213499,364,25,11,sat,very_high,considering,0
0,54083,69,21,425278,340,4,5,unsat,very_high,considering,0
1,89972,47,6,775792,343,11,4,very_sat,very_little,no,0
1,111218,0,19,255982,697,1,4,very_sat,little,considering,0
1,22374,227,12,349983,130,17,4,very_sat,little,no,0
0,76246,0,23,173842,250,0,5,very_unsat,very_little,considering,0
1,88456,0,13,691304,265,0,6,very_unsat,very_little,no,0
0,50714,71,0,708017,269,5,14,very_unsat,very_little,never_thought,0
0,26866,60,82,400440,176,5,1,very_sat,very_high,never_thought,0
1,94577,61,0,923819,252,3,4,very_sat,very_little,actively_looking_into_it,0
1,122952,82,81,196620,826,10,2,very_unsat,very_little,considering,0
1,116175,181,0,504093,473,5,15,very_unsat,very_little,no,0
0,42651,204,69,824154,160,17,2,very_sat,little,considering,0
0,98533,60,17,197883,347,4,6,unsat,little,considering,0
0,102931,0,6,349419,813,1,4,avg,little,considering,0
0,30674,211,33,921527,159,13,1,unsat,very_little,never_thought,0
1,45732,0,0,201817,226,0,13,very_unsat,very_high,considering,0
1,86094,0,6,265321,336,1,6,very_unsat,very_little,actively_looking_into_it,0
1,124168,0,10,803270,409,1,5,very_unsat,high,considering,0
0,92413,207,0,742687,396,11,15,very_unsat,very_high,considering,0
0,32874,48,0,517902,231,5,8,avg,high,actively_looking_into_it,0
0,23446,90,45,569129,157,3,4,unsat,very_high,actively_looking_into_it,0
1,41661,74,6,911879,226,3,5,very_sat,very_high,never_thought,0
0,103380,85,0,187475,528,3,10,very_unsat,very_little,no,0
1,38169,168,67,579943,201,22,2,very_unsat,little,never_thought,0
0,135217,58,0,566213,753,4,14,very_unsat,little,never_thought,0
0,32372,242,69,373788,235,21,1,very_sat,little,never_thought,0
1,22578,0,16,215378,163,1,4,very_sat,high,considering,0
0,66575,0,82,611056,287,1,1,sat,high,never_thought,0
0,28402,65,32,795259,242,3,2,very_unsat,very_high,considering,0
0,101669,0,56,244415,667,1,4,very_unsat,little,actively_looking_into_it,0
0,82560,0,0,293346,337,0,8,avg,little,actively_looking_into_it,0
1,69430,192,6,441329,374,17,6,very_unsat,little,considering,0
1,23110,0,0,239313,142,25,9,unsat,high,no,0
1,98189,0,0,553839,266,1,14,very_unsat,high,perhaps,0
1,114676,240,42,537862,598,28,2,very_sat,very_high,perhaps,0
0,100790,67,13,564081,644,19,4,very_unsat,very_little,no,0
0,43773,57,6,297108,199,12,6,very_unsat,high,considering,0
1,35663,0,73,340038,222,1,2,very_sat,little,considering,0
0,23443,189,0,983604,245,29,1,unsat,little,actively_looking_into_it,0
1,78898,32,14,947088,857,5,6,unsat,avg,never_thought,0
0,155032,181,8,615742,792,29,5,avg,very_little,considering,0
1,87970,141,86,274488,379,25,1,unsat,very_little,considering,0
0,24310,42,9,637102,224,5,5,sat,high,considering,0
1,29647,0,65,151690,169,1,1,very_unsat,very_high,perhaps,0
0,44572,75,0,234036,354,4,15,very_sat,little,actively_looking_into_it,0
1,70278,191,39,755754,327,27,2,very_sat,very_high,considering,0
1,81630,0,20,469753,329,1,4,very_unsat,little,actively_looking_into_it,0
1,121868,64,6,251199,148,3,6,unsat,very_little,never_thought,0
1,157428,0,48,187746,217,1,2,very_unsat,little,considering,0
0,94054,66,22,504580,771,4,5,unsat,very_little,perhaps,0
0,49572,0,12,399190,189,1,5,unsat,very_high,considering,0
1,78831,148,67,898590,345,17,1,unsat,little,considering,0
1,66796,209,81,992196,302,16,2,very_sat,high,considering,0
0,50718,94,17,262264,349,5,4,very_unsat,very_high,considering,0
1,70807,56,44,838186,325,4,1,unsat,very_little,no,0
1,132105,215,10,709371,427,21,5,sat,very_high,actively_looking_into_it,0
1,105013,0,0,558868,270,1,15,very_unsat,very_high,considering,0
1,25124,62,75,289950,209,4,2,very_unsat,little,perhaps,0
0,31689,0,14,380907,287,0,1,very_unsat,very_little,perhaps,0
1,137729,46,11,207827,594,5,4,unsat,little,actively_looking_into_it,0
0,133484,0,13,937197,493,20,4,avg,very_little,considering,0
0,136911,194,23,567195,714,10,5,very_sat,very_little,actively_looking_into_it,0
1,87269,0,0,244719,349,1,9,sat,little,no,0
0,25160,0,43,419088,239,1,1,avg,little,actively_looking_into_it,1
0,30420,62,11,358459,162,4,5,very_unsat,very_little,considering,0
0,89901,0,81,459086,362,1,2,very_unsat,very_high,considering,0
0,64243,51,0,325289,324,4,15,very_sat,little,no,0
0,150264,0,42,813162,660,0,1,unsat,little,considering,0
0,90918,145,0,181561,281,13,8,avg,very_little,considering,1
1,24121,146,0,668016,142,17,11,very_unsat,high,considering,0
1,147121,77,14,247911,708,4,5,sat,little,considering,0
1,23770,30,75,205429,235,17,2,very_unsat,little,never_thought,0
0,119745,41,44,269792,499,3,2,very_unsat,little,actively_looking_into_it,0
0,79085,54,0,181707,343,5,11,unsat,little,actively_looking_into_it,0
0,35195,41,22,544400,171,4,5,very_unsat,little,never_thought,0
0,49669,216,8,937478,236,23,6,very_unsat,avg,perhaps,0
1,54519,0,16,891151,346,0,4,unsat,little,considering,0
1,48017,0,0,704624,240,1,8,sat,very_little,considering,0
1,44738,187,15,229548,240,16,5,very_unsat,little,never_thought,0
1,102967,33,0,493138,645,5,13,unsat,little,considering,0
0,94206,0,20,741261,351,0,5,very_unsat,very_high,considering,0
1,84215,40,20,651590,301,5,5,very_unsat,little,actively_looking_into_it,0
1,26517,0,0,727096,134,1,10,very_sat,little,never_thought,0
1,97344,0,19,376266,329,1,4,very_unsat,little,actively_looking_into_it,0
0,90610,0,18,768218,205,1,5,very_unsat,avg,considering,0
0,117219,238,15,185725,672,26,6,very_unsat,little,actively_looking_into_it,0
1,64065,0,19,290895,332,0,4,sat,little,no,0
1,99794,229,6,912988,648,1,6,unsat,high,considering,0
1,48799,0,8,157765,188,0,6,very_unsat,very_high,considering,0
0,143659,0,0,260671,232,1,10,very_unsat,high,actively_looking_into_it,0
1,24956,73,62,686727,240,3,2,unsat,very_high,considering,0
1,39899,0,65,967576,141,1,12,avg,little,no,0
0,49897,0,16,361467,222,0,4,very_sat,very_high,considering,0
0,68992,51,12,382257,302,1,5,very_unsat,little,actively_looking_into_it,0
0,120770,68,0,359796,424,18,15,unsat,very_high,no,0
0,100587,0,0,855654,531,1,8,very_unsat,little,never_thought,0
1,61412,0,0,816474,270,0,2,avg,very_little,never_thought,0
0,36593,49,0,553676,409,3,12,very_unsat,little,considering,0
0,91195,0,0,951264,257,3,12,unsat,little,no,0
0,30292,0,78,653223,190,1,2,very_sat,little,actively_looking_into_it,0
0,31418,0,0,164598,207,0,10,very_sat,little,considering,0
0,138072,0,21,643323,627,0,5,very_unsat,little,considering,0
0,80228,163,22,990625,396,29,4,unsat,high,actively_looking_into_it,0
1,45961,0,7,209669,176,0,4,very_unsat,very_little,perhaps,0
0,41970,0,60,422907,191,1,2,very_sat,very_little,actively_looking_into_it,0
1,46001,52,18,422188,207,5,4,very_sat,little,never_thought,0
1,87108,0,7,275532,334,4,4,avg,very_little,actively_looking_into_it,0
0,37841,222,17,269685,140,26,4,very_unsat,very_little,no,0
0,153759,179,0,677946,208,23,11,very_unsat,high,considering,1
0,100864,48,12,168675,568,3,5,unsat,little,never_thought,0
0,90718,0,0,848993,253,1,14,very_sat,very_little,actively_looking_into_it,0
0,152641,0,51,220892,677,3,2,unsat,very_high,considering,0
0,136738,174,79,287439,577,24,2,very_sat,avg,actively_looking_into_it,0
0,76223,70,43,892077,390,27,5,very_unsat,high,never_thought,0
0,85127,0,71,827773,324,0,2,very_sat,very_little,considering,0
0,35146,63,21,874969,222,5,4,very_unsat,very_high,no,0
0,49443,217,8,828084,238,25,4,very_unsat,high,considering,0
0,137927,209,0,201659,408,19,12,very_unsat,very_little,no,0
1,91247,38,22,166142,313,3,5,very_sat,very_high,no,0
0,84648,62,15,550607,273,5,5,avg,very_high,no,0
0,83042,0,20,762346,373,1,6,very_sat,very_little,considering,0
0,91822,0,10,245097,370,0,4,unsat,very_high,actively_looking_into_it,0
1,135137,0,84,152761,527,0,14,unsat,high,considering,0
1,86514,0,0,298403,824,0,13,very_unsat,little,never_thought,0
0,107493,0,0,411616,867,1,13,very_unsat,little,actively_looking_into_it,0
1,25013,57,88,497345,138,3,2,very_sat,very_little,actively_looking_into_it,0
1,142959,56,0,872929,779,3,14,avg,little,never_thought,0
0,57206,0,68,207261,348,1,2,very_unsat,little,perhaps,0
0,22946,0,10,556089,151,0,5,very_sat,very_high,perhaps,0
0,20116,56,80,836858,153,3,2,very_unsat,high,considering,0
1,49667,50,38,880446,234,5,2,very_sat,little,considering,0
0,105059,42,24,301880,832,4,14,very_unsat,little,considering,0
1,21451,188,0,491388,232,18,10,unsat,very_high,considering,0
0,35982,0,16,919066,192,1,5,unsat,very_high,no,0
1,74047,68,19,471403,254,3,5,very_sat,little,actively_looking_into_it,0
0,130397,0,0,714607,875,1,8,very_unsat,very_high,actively_looking_into_it,0
1,27465,173,0,755966,160,18,8,sat,very_high,actively_looking_into_it,0
0,85951,0,0,969622,278,1,14,unsat,little,considering,0
