X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2,Y11,Y22
0.76,661.50,416.50,122.50,7.00,4,0.25,1,36.91,37.45,L,L
0.76,661.50,416.50,122.50,7.00,2,0.25,2,36.95,36.87,L,L
0.76,661.50,416.50,122.50,7.00,2,0.25,4,36.95,37.20,L,L
0.76,661.50,416.50,122.50,7.00,2,0.25,1,36.96,36.85,L,L
0.79,637.00,343.00,147.00,7.00,4,0.10,2,36.97,33.87,L,L
0.79,637.00,343.00,147.00,7.00,4,0.10,3,36.97,35.10,L,L
0.79,637.00,343.00,147.00,7.00,2,0.10,5,37.03,34.99,L,L
0.79,637.00,343.00,147.00,7.00,5,0.10,4,37.10,35.29,L,L
0.79,637.00,343.00,147.00,7.00,3,0.10,1,37.12,35.28,L,L
0.90,563.50,318.50,122.50,7.00,3,0.40,1,37.24,36.38,L,L
0.79,637.00,343.00,147.00,7.00,3,0.10,2,37.26,34.62,L,L
0.79,637.00,343.00,147.00,7.00,4,0.25,4,38.33,44.16,L,L
0.79,637.00,343.00,147.00,7.00,3,0.25,3,38.35,43.66,L,L
0.79,637.00,343.00,147.00,7.00,2,0.25,2,38.57,43.86,L,L
0.79,637.00,343.00,147.00,7.00,5,0.25,5,38.65,43.73,L,L
0.79,637.00,343.00,147.00,7.00,2,0.25,1,38.67,43.80,L,L
0.76,661.50,416.50,122.50,7.00,2,0.40,5,38.82,39.37,L,L
0.79,637.00,343.00,147.00,7.00,3,0.25,4,38.84,45.48,L,L
0.76,661.50,416.50,122.50,7.00,4,0.40,3,38.89,39.66,L,L
0.79,637.00,343.00,147.00,7.00,5,0.25,2,38.98,45.97,L,L
0.79,637.00,343.00,147.00,7.00,4,0.25,5,39.01,45.28,L,L
0.79,637.00,343.00,147.00,7.00,5,0.25,1,39.04,45.52,L,L
0.79,637.00,343.00,147.00,7.00,2,0.25,3,39.04,45.13,L,L
0.76,661.50,416.50,122.50,7.00,4,0.40,5,39.31,37.79,L,L
0.76,661.50,416.50,122.50,7.00,2,0.40,3,39.32,38.17,L,L
0.76,661.50,416.50,122.50,7.00,5,0.40,3,39.68,40.10,L,L
0.76,661.50,416.50,122.50,7.00,3,0.40,5,39.72,39.80,L,L
0.79,637.00,343.00,147.00,7.00,4,0.25,3,39.81,37.76,L,L
0.79,637.00,343.00,147.00,7.00,5,0.25,3,39.83,36.87,L,L
0.79,637.00,343.00,147.00,7.00,3,0.25,5,39.83,36.66,L,L
0.76,661.50,416.50,122.50,7.00,3,0.40,3,39.84,38.48,L,L
0.79,637.00,343.00,147.00,7.00,4,0.25,1,39.86,36.85,L,L
0.76,661.50,416.50,122.50,7.00,5,0.40,5,39.86,38.18,L,L
0.79,637.00,343.00,147.00,7.00,2,0.25,5,39.89,37.54,L,L
0.79,637.00,343.00,147.00,7.00,4,0.25,2,39.97,36.77,L,L
0.76,661.50,416.50,122.50,7.00,3,0.40,1,39.97,40.85,L,L
0.79,637.00,343.00,147.00,7.00,2,0.25,4,40.00,36.26,L,L
0.79,637.00,343.00,147.00,7.00,3,0.25,1,40.03,37.81,L,L
0.76,661.50,416.50,122.50,7.00,5,0.40,4,40.11,40.77,L,L
0.79,637.00,343.00,147.00,7.00,5,0.25,4,40.12,37.26,L,L
0.76,661.50,,122.50,7.00,3,0.40,2,40.15,40.40,L,L
0.79,637.00,343.00,147.00,7.00,3,0.25,2,40.19,37.41,L,L
0.76,661.50,416.50,122.50,7.00,3,0.40,4,40.40,39.67,L,L
0.76,661.50,416.50,122.50,7.00,5,0.40,2,40.42,39.70,L,L
0.76,661.50,416.50,122.50,7.00,5,0.40,1,40.43,39.48,L,L
0.76,661.50,416.50,122.50,7.00,4,0.40,2,40.57,40.47,L,L
0.76,661.50,416.50,122.50,7.00,4,0.40,4,40.60,39.85,L,L
0.76,661.50,416.50,122.50,7.00,2,0.40,4,40.68,40.36,L,L
0.76,661.50,416.50,122.50,7.00,4,0.40,1,40.71,40.63,H,H
0.76,661.50,416.50,122.50,7.00,2,0.40,1,40.78,39.55,H,H
0.76,661.50,416.50,122.50,7.00,2,0.40,2,40.78,39.48,H,H
0.79,637.00,343.00,147.00,7.00,5,0.40,5,40.79,44.87,H,H
0.79,637.00,343.00,147.00,7.00,4,0.40,5,41.09,47.01,H,H
0.79,637.00,343.00,147.00,7.00,2,0.40,3,41.26,46.44,H,H
0.79,637.00,343.00,147.00,7.00,3,0.40,3,41.30,44.18,H,H
0.79,637.00,343.00,147.00,7.00,4,0.40,4,41.32,46.23,H,H
0.79,637.00,343.00,147.00,7.00,2,0.40,1,41.40,45.29,H,H
0.79,637.00,343.00,147.00,7.00,2,0.40,2,41.64,45.59,H,H
0.79,637.00,343.00,147.00,7.00,5,0.40,1,41.67,46.94,H,H
0.79,637.00,,147.00,7.00,3,0.40,4,41.73,47.59,H,H
0.79,637.00,343.00,147.00,7.00,5,0.40,2,41.92,48.03,H,H
0.79,637.00,343.00,147.00,7.00,3,0.40,5,41.96,37.70,H,H
0.79,637.00,343.00,147.00,7.00,5,0.40,3,42.08,38.23,H,H
0.79,637.00,343.00,147.00,7.00,2,0.40,5,42.11,38.56,H,H
0.79,637.00,343.00,147.00,7.00,4,0.40,3,42.49,38.81,H,H
0.79,637.00,343.00,147.00,7.00,4,0.40,1,42.50,38.35,H,H
0.79,637.00,343.00,147.00,7.00,3,0.40,1,42.62,39.07,H,H
0.79,637.00,343.00,147.00,7.00,4,0.40,2,42.74,38.84,H,H
0.79,637.00,343.00,147.00,7.00,2,0.40,4,42.77,38.33,H,H
0.79,637.00,343.00,147.00,7.00,5,0.40,4,42.96,39.56,H,H
0.79,637.00,343.00,147.00,7.00,3,0.40,2,43.10,39.41,H,H
