id,COLLEGE,INCOME ,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
7786,0,78382,53,74,999166,359,4,1,unsat,high,considering,STAY
7787,1,27035,213,35,205662,200,14,2,very_sat,little,considering,STAY
7788,0,90037,0,19,262694,773,0,4,very_sat,little,actively_looking_into_it,STAY
7789,1,22789,0,22,842171,170,0,6,very_sat,little,considering,STAY
7790,1,42291,206,0,292863,233,5,8,unsat,little,perhaps,LEAVE
7791,0,48805,0,81,483348,501,1,2,very_sat,little,actively_looking_into_it,LEAVE
7792,0,135337,84,5,218198,877,3,2,avg,little,considering,LEAVE
7793,1,28958,0,0,780116,219,0,12,very_unsat,very_high,considering,STAY
7794,1,98930,66,38,739734,299,4,2,avg,very_high,no,STAY
7795,0,31953,188,19,689675,208,10,5,very_sat,very_high,considering,STAY
7796,1,147558,214,0,984291,517,14,8,very_sat,little,no,LEAVE
7797,0,51540,223,20,246118,299,23,4,very_unsat,little,no,LEAVE
7798,1,29589,0,11,291748,240,4,10,very_sat,little,considering,STAY
7799,1,36880,81,0,903916,155,4,9,very_unsat,very_little,considering,STAY
7800,0,24429,194,0,555872,202,23,10,very_unsat,very_high,no,LEAVE
7801,1,98370,0,0,313745,351,1,13,very_unsat,avg,considering,LEAVE
7802,1,92346,60,7,403928,369,5,13,very_sat,very_little,considering,LEAVE
7803,0,107628,192,67,720422,452,14,2,very_unsat,very_high,actively_looking_into_it,STAY
7804,0,143854,59,17,794173,483,17,4,very_unsat,little,considering,STAY
7805,1,125005,0,50,269942,153,0,1,very_unsat,little,considering,LEAVE
7806,1,49720,68,18,585641,163,4,5,very_unsat,little,perhaps,LEAVE
7807,1,36616,0,0,784676,196,1,15,very_unsat,little,actively_looking_into_it,STAY
7808,0,21453,191,29,173597,224,29,1,unsat,very_little,considering,LEAVE
7809,0,29702,0,66,499767,148,1,2,avg,very_little,no,LEAVE
7810,1,22643,217,25,414511,153,19,5,unsat,very_little,considering,STAY
7811,0,126430,203,24,268434,620,23,4,very_sat,very_little,actively_looking_into_it,LEAVE
7812,1,111209,180,7,869891,743,25,5,very_sat,very_high,never_thought,STAY
7813,1,120594,187,21,177758,191,0,4,very_sat,very_little,no,LEAVE
7814,1,98609,216,30,271971,301,15,4,very_sat,very_little,considering,LEAVE
7815,1,75127,61,0,634259,375,3,15,very_unsat,high,no,LEAVE
7816,0,131145,163,6,922183,889,19,5,unsat,very_high,never_thought,LEAVE
7817,1,153480,0,46,528651,675,1,1,very_unsat,high,actively_looking_into_it,LEAVE
7818,0,67689,0,0,977354,349,0,14,avg,very_little,considering,STAY
7819,1,158159,0,0,790965,448,1,15,unsat,very_high,actively_looking_into_it,STAY
7820,0,59647,182,0,272213,322,10,9,unsat,very_little,no,LEAVE
7821,1,63334,69,16,845357,393,4,5,very_sat,little,actively_looking_into_it,STAY
7822,1,106962,68,9,245029,695,5,4,unsat,very_little,never_thought,STAY
7823,1,83197,197,6,805908,289,28,4,very_unsat,little,considering,LEAVE
7824,1,31915,262,5,544353,187,19,4,avg,little,considering,LEAVE
7825,1,60839,183,11,810017,367,19,5,very_sat,little,considering,STAY
7826,1,119529,0,59,248998,846,0,2,very_sat,little,considering,STAY
7827,1,47476,0,23,588637,156,0,5,very_unsat,very_little,actively_looking_into_it,LEAVE
7828,1,23668,0,22,586865,248,1,6,very_unsat,little,considering,LEAVE
7829,0,118969,87,56,592651,669,4,2,very_unsat,very_high,no,STAY
7830,0,139882,196,24,776070,708,16,6,very_unsat,very_high,considering,LEAVE
7831,0,37478,0,35,822559,209,0,1,very_unsat,little,considering,STAY
7832,1,76063,74,0,543770,306,4,13,unsat,very_little,actively_looking_into_it,LEAVE
7833,0,135978,85,5,920206,512,4,5,very_sat,very_high,no,LEAVE
7834,0,145651,0,13,665734,603,0,6,very_sat,avg,actively_looking_into_it,STAY
7835,0,41094,41,63,222549,586,4,1,unsat,very_high,considering,LEAVE
7836,1,27858,240,0,599014,711,21,13,avg,little,considering,STAY
7837,0,73708,249,0,741701,288,18,14,very_unsat,very_high,considering,STAY
7838,1,100344,0,0,173287,254,0,10,very_sat,very_high,actively_looking_into_it,LEAVE
7839,1,54000,60,0,567508,306,4,14,very_unsat,little,no,STAY
7840,1,23684,76,0,222367,131,3,12,avg,high,no,LEAVE
7841,0,130969,67,14,273003,412,5,5,avg,very_little,never_thought,STAY
7842,1,50160,54,0,606872,731,5,15,very_sat,little,considering,STAY
7843,0,97739,43,44,904894,341,4,2,very_unsat,little,considering,STAY
7844,1,62204,226,36,153202,379,17,2,very_sat,little,actively_looking_into_it,LEAVE
7845,1,60781,193,32,378274,333,27,1,unsat,little,never_thought,LEAVE
7846,1,145635,38,0,401897,750,3,13,unsat,high,never_thought,LEAVE
7847,0,94718,82,89,500467,259,1,2,sat,little,perhaps,LEAVE
7848,0,152195,59,71,322350,782,13,2,very_unsat,little,considering,LEAVE
7849,0,39475,188,60,399859,246,0,1,avg,very_high,actively_looking_into_it,STAY
7850,1,35296,0,0,960791,182,1,11,unsat,very_high,considering,LEAVE
7851,1,65474,58,71,313531,269,5,1,very_sat,little,no,LEAVE
7852,0,53977,0,5,711008,340,0,15,sat,little,considering,STAY
7853,1,33038,155,6,749125,709,0,5,avg,little,considering,LEAVE
7854,1,54642,49,57,229718,288,4,1,avg,little,actively_looking_into_it,LEAVE
7855,1,25371,0,43,928331,177,0,1,avg,very_little,considering,STAY
7856,1,110433,196,77,568620,464,1,2,unsat,very_high,perhaps,LEAVE
7857,1,23711,51,10,489424,130,1,5,very_sat,high,actively_looking_into_it,LEAVE
7858,1,73343,199,0,624067,311,22,9,very_sat,very_high,considering,STAY
7859,1,50233,0,21,172116,360,1,4,unsat,high,considering,STAY
7860,1,27374,0,11,216916,198,0,5,unsat,very_high,actively_looking_into_it,STAY
7861,1,45806,79,0,746182,260,3,11,avg,very_high,considering,STAY
7862,1,104737,0,21,184707,896,1,6,avg,very_little,actively_looking_into_it,STAY
7863,1,119755,232,21,771758,371,26,5,very_unsat,very_high,no,STAY
7864,0,40261,38,10,175711,161,26,6,sat,little,considering,LEAVE
7865,1,30062,37,15,951922,227,15,6,avg,very_high,no,STAY
7866,1,149163,197,0,240833,147,24,15,very_sat,very_little,no,LEAVE
7867,0,83929,36,0,854370,337,3,1,very_sat,very_little,no,STAY
7868,0,34357,51,9,527515,239,3,6,very_unsat,very_little,considering,STAY
7869,1,37923,0,80,513112,141,1,2,avg,very_little,actively_looking_into_it,LEAVE
7870,1,158928,195,70,531404,131,5,1,very_unsat,very_high,considering,LEAVE
7871,1,114130,0,87,198814,856,0,1,very_unsat,very_high,considering,STAY
7872,0,32323,53,5,813402,144,3,1,very_unsat,very_high,actively_looking_into_it,LEAVE
7873,0,94791,30,11,210520,174,4,4,unsat,very_little,actively_looking_into_it,LEAVE
7874,1,62774,64,63,731278,365,3,2,avg,little,considering,LEAVE
7875,0,98016,0,13,199621,327,5,4,very_sat,little,considering,STAY
7876,0,85310,73,0,386802,378,5,8,very_unsat,very_high,considering,LEAVE
7877,0,26426,0,0,402342,190,0,11,very_unsat,avg,actively_looking_into_it,STAY
7878,0,84615,46,14,360002,373,3,6,very_unsat,very_high,considering,STAY
7879,1,53559,218,24,840979,329,29,6,unsat,avg,considering,STAY
7880,0,50816,54,72,199202,371,5,2,very_unsat,very_little,no,STAY
7881,0,154208,220,0,222566,715,18,8,unsat,high,considering,LEAVE
7882,0,28368,232,38,483698,191,13,2,sat,very_little,considering,LEAVE
7883,1,124801,46,62,795572,396,4,2,very_unsat,high,no,STAY
7884,0,61209,0,59,585706,357,1,1,unsat,high,considering,LEAVE
7885,1,145258,62,0,435702,371,3,11,very_sat,very_high,no,STAY
7886,1,142814,187,17,346690,716,24,4,unsat,high,considering,LEAVE
7887,0,37201,209,0,776390,150,25,9,very_sat,very_high,actively_looking_into_it,STAY
7888,0,38148,0,0,338171,133,0,8,very_sat,little,considering,STAY
7889,1,28161,79,15,181019,192,3,12,unsat,little,actively_looking_into_it,STAY
7890,1,36878,152,12,378796,240,11,4,very_sat,little,no,LEAVE
7891,1,47897,173,0,282256,155,19,10,unsat,very_high,considering,LEAVE
7892,0,42242,0,47,779579,171,0,2,very_unsat,very_little,perhaps,LEAVE
7893,1,85774,58,0,928328,264,5,9,avg,little,considering,LEAVE
7894,0,149043,74,0,270962,234,3,11,very_unsat,little,considering,STAY
7895,1,64590,52,7,821535,333,4,6,very_sat,very_little,no,STAY
7896,0,37678,244,37,296656,166,22,2,very_sat,little,actively_looking_into_it,LEAVE
7897,1,142419,0,0,766309,557,0,13,avg,very_little,actively_looking_into_it,STAY
7898,0,45226,72,0,151682,229,5,9,very_unsat,little,never_thought,LEAVE
7899,1,58494,0,23,248191,280,1,5,very_unsat,little,actively_looking_into_it,STAY
7900,1,33447,0,20,157092,142,1,4,unsat,little,considering,STAY
7901,1,29642,49,0,211922,238,5,8,unsat,very_high,actively_looking_into_it,LEAVE
7902,0,38789,184,0,645002,151,5,12,very_unsat,little,never_thought,LEAVE
7903,1,42781,53,85,502302,744,4,1,very_sat,little,no,STAY
7904,1,97623,44,12,523884,262,5,4,very_sat,little,considering,LEAVE
7905,1,152242,0,73,812617,790,0,2,very_unsat,very_little,considering,STAY
7906,0,108734,234,15,151385,858,20,15,unsat,little,considering,LEAVE
7907,0,21427,83,24,826914,138,3,6,avg,very_high,considering,STAY
7908,0,44459,78,10,256852,192,3,4,unsat,very_little,never_thought,STAY
7909,1,83970,179,18,445699,296,18,4,sat,little,actively_looking_into_it,LEAVE
7910,0,142938,43,74,990170,626,4,2,very_unsat,very_little,actively_looking_into_it,STAY
7911,0,155259,166,86,549255,171,23,2,unsat,high,considering,LEAVE
7912,0,34991,59,0,641390,200,4,9,unsat,little,never_thought,STAY
7913,0,25227,160,69,249245,145,24,2,avg,very_high,no,STAY
7914,1,45746,192,13,533813,130,19,5,very_sat,little,no,LEAVE
7915,1,21909,70,62,203164,184,5,1,very_unsat,very_little,considering,STAY
7916,0,32029,66,0,814470,175,3,15,very_sat,very_little,never_thought,STAY
7917,0,67994,54,0,505615,360,3,4,very_unsat,little,considering,LEAVE
7918,0,98134,132,5,288854,353,22,4,very_unsat,very_high,no,LEAVE
7919,0,26566,165,87,301746,134,10,2,unsat,avg,perhaps,STAY
7920,0,29291,64,52,244518,150,4,1,very_unsat,little,considering,LEAVE
7921,1,83451,0,0,954181,395,1,9,very_sat,little,never_thought,STAY
7922,1,121730,227,0,279990,732,17,15,very_sat,very_high,perhaps,STAY
7923,0,85518,173,0,237274,366,18,8,very_sat,little,considering,LEAVE
7924,1,119665,40,0,552871,698,3,12,very_unsat,very_high,no,LEAVE
7925,0,51073,64,78,249257,221,3,2,very_sat,little,perhaps,LEAVE
7926,1,153027,223,49,201519,640,18,1,very_unsat,very_high,considering,LEAVE
7927,1,82682,68,0,771676,259,5,12,unsat,very_little,actively_looking_into_it,STAY
7928,0,33461,49,46,373922,209,3,2,very_sat,very_little,considering,LEAVE
7929,1,68442,69,0,644808,310,5,15,very_unsat,little,no,STAY
7930,0,30435,49,0,549082,182,3,12,very_unsat,very_high,considering,STAY
7931,1,116584,202,47,173961,781,26,2,avg,very_high,considering,LEAVE
7932,0,157997,0,6,540779,356,1,1,avg,very_high,never_thought,STAY
7933,0,122437,0,0,256461,654,1,15,very_unsat,little,no,LEAVE
7934,1,149370,70,7,200020,582,4,4,avg,little,actively_looking_into_it,STAY
7935,0,134392,0,0,489343,510,1,14,very_unsat,very_little,considering,STAY
7936,0,115239,0,19,178002,561,1,4,very_unsat,very_little,never_thought,STAY
7937,1,86882,0,59,958607,874,0,2,unsat,very_little,considering,LEAVE
7938,0,49669,216,8,937478,236,23,6,very_unsat,avg,perhaps,STAY
7939,0,59864,0,9,781233,373,0,4,unsat,little,considering,STAY
7940,1,116611,230,34,212680,752,1,1,very_unsat,very_high,never_thought,LEAVE
7941,0,49842,54,24,307118,163,4,4,very_unsat,very_little,actively_looking_into_it,STAY
7942,0,49566,58,16,795320,144,3,5,unsat,high,considering,STAY
7943,1,103448,40,24,993878,558,3,4,unsat,very_high,actively_looking_into_it,STAY
7944,0,50483,0,48,633374,380,1,1,very_unsat,avg,considering,STAY
7945,1,21088,0,0,988788,214,0,9,very_unsat,little,no,STAY
7946,1,81193,64,0,417310,262,5,15,unsat,very_high,actively_looking_into_it,LEAVE
7947,0,38495,167,23,228558,153,15,6,very_unsat,high,perhaps,LEAVE
7948,0,55556,0,0,962062,295,1,14,very_unsat,little,actively_looking_into_it,STAY
7949,1,85192,0,24,163515,307,1,6,very_sat,very_little,considering,STAY
7950,1,64447,0,83,598211,316,0,2,avg,very_little,considering,LEAVE
7951,0,46193,0,29,751428,171,1,2,very_sat,very_high,considering,STAY
7952,1,77101,98,40,597815,676,5,2,very_unsat,little,no,LEAVE
7953,0,73037,64,0,168431,367,4,12,avg,very_little,considering,LEAVE
7954,0,39748,206,21,155121,136,14,6,very_unsat,very_little,considering,STAY
7955,1,22772,82,0,215767,612,3,8,unsat,little,no,LEAVE
7956,1,84495,220,0,519012,362,25,9,unsat,little,considering,LEAVE
7957,0,29044,52,19,175127,213,5,5,unsat,very_little,no,LEAVE
7958,0,38754,0,10,978660,190,5,4,very_sat,very_little,actively_looking_into_it,STAY
7959,0,34798,68,57,517364,218,3,1,unsat,high,actively_looking_into_it,STAY
7960,1,62288,0,0,306791,396,1,13,very_sat,little,actively_looking_into_it,STAY
7961,1,136339,221,66,281344,781,17,2,unsat,little,considering,LEAVE
7962,0,98372,221,6,242743,262,17,6,unsat,high,never_thought,LEAVE
7963,1,65098,60,16,150949,340,5,6,sat,little,actively_looking_into_it,LEAVE
7964,0,47898,0,30,587438,154,5,2,very_unsat,high,considering,STAY
7965,0,89318,0,0,162233,266,1,12,unsat,very_little,considering,STAY
7966,0,116374,68,64,201641,466,5,1,very_sat,avg,never_thought,STAY
7967,0,143927,30,15,303604,833,4,5,very_unsat,very_little,no,LEAVE
7968,0,22957,201,30,903344,148,17,1,very_unsat,very_little,considering,STAY
7969,1,50549,0,13,386651,281,1,4,very_sat,very_high,considering,STAY
7970,1,152211,61,7,433042,709,3,4,very_unsat,high,considering,LEAVE
7971,0,102018,58,23,414524,895,5,6,very_sat,little,considering,STAY
7972,1,42721,0,34,586751,155,1,1,very_unsat,very_high,considering,LEAVE
7973,1,41928,195,78,594312,308,1,1,unsat,very_high,no,STAY
7974,1,60278,0,26,478714,282,0,2,avg,little,actively_looking_into_it,STAY
7975,1,28600,0,61,162838,141,1,2,very_sat,very_high,no,STAY
7976,1,127898,64,13,250039,444,4,5,very_sat,little,considering,STAY
7977,0,40608,242,0,928544,209,26,12,unsat,high,considering,STAY
7978,1,120643,69,39,188380,732,3,2,very_sat,avg,considering,LEAVE
7979,0,25046,135,8,774266,210,23,14,sat,very_little,actively_looking_into_it,STAY
7980,1,48875,0,11,198589,231,1,6,very_unsat,very_high,considering,STAY
7981,0,32493,0,8,547332,149,0,6,very_unsat,little,no,STAY
7982,0,72682,56,13,209549,316,4,5,very_unsat,high,no,LEAVE
7983,1,94207,0,17,285178,141,1,6,very_unsat,very_high,actively_looking_into_it,STAY
7984,1,36838,237,0,244398,212,16,12,avg,little,actively_looking_into_it,LEAVE
7985,0,137587,60,0,388414,881,5,8,very_unsat,very_high,actively_looking_into_it,STAY
7986,0,81265,158,8,410502,276,25,5,very_sat,very_high,perhaps,LEAVE
7987,0,28622,61,44,883535,192,5,1,very_sat,little,considering,LEAVE
7988,0,32792,0,51,197726,243,1,1,avg,little,actively_looking_into_it,STAY
7989,1,123226,0,0,298208,824,1,2,very_unsat,very_little,no,LEAVE
7990,0,32687,180,0,365940,207,26,15,very_unsat,very_high,perhaps,LEAVE
7991,1,75905,75,65,342741,300,3,2,unsat,little,considering,LEAVE
7992,1,86196,48,0,170655,378,5,15,very_unsat,little,considering,LEAVE
7993,0,116985,232,10,577028,473,15,4,unsat,very_little,considering,LEAVE
7994,1,142959,56,0,872929,779,3,14,avg,little,never_thought,STAY
7995,0,42517,54,8,555994,242,3,5,very_unsat,little,no,LEAVE
7996,1,72269,0,12,247700,378,1,6,unsat,little,never_thought,STAY
7997,0,95192,69,0,850429,383,5,8,avg,little,no,STAY
7998,0,41861,36,0,814328,199,3,10,sat,little,actively_looking_into_it,STAY
7999,0,112895,86,78,445323,510,5,6,very_unsat,little,perhaps,LEAVE
8000,0,143696,231,15,638526,720,16,6,very_unsat,very_little,perhaps,LEAVE
8001,0,152121,0,31,270204,136,12,1,very_unsat,very_little,considering,STAY
8002,1,78625,79,25,802156,389,4,2,very_sat,very_high,considering,STAY
8003,0,43079,199,86,332650,179,15,1,very_unsat,little,considering,STAY
8004,0,133454,166,23,228512,686,28,6,unsat,very_little,actively_looking_into_it,LEAVE
8005,1,51969,194,5,222180,762,21,6,very_unsat,little,considering,LEAVE
8006,0,97168,0,0,405735,255,0,2,very_unsat,little,no,LEAVE
8007,0,49819,0,25,169232,140,0,1,very_unsat,very_little,considering,STAY
8008,0,25099,66,76,661682,197,5,2,very_unsat,little,no,STAY
8009,1,131476,43,0,574334,779,4,12,very_sat,very_little,actively_looking_into_it,STAY
8010,1,78942,218,19,640741,161,25,13,unsat,very_high,no,STAY
8011,1,23361,0,60,317376,243,0,1,very_unsat,little,no,LEAVE
8012,1,33475,68,0,242719,178,3,9,very_unsat,little,actively_looking_into_it,STAY
8013,1,152614,0,0,582408,414,1,15,very_unsat,little,actively_looking_into_it,STAY
8014,0,34826,218,77,234374,156,1,1,unsat,high,no,LEAVE
8015,0,80432,0,22,443670,369,10,5,very_unsat,high,actively_looking_into_it,STAY
8016,0,75680,260,43,484710,329,13,2,avg,very_little,considering,LEAVE
8017,0,31264,72,11,925055,146,5,5,very_unsat,very_high,considering,STAY
8018,1,67474,0,33,761319,396,0,11,very_sat,very_high,considering,STAY
8019,0,146487,53,63,280560,609,4,1,very_unsat,very_high,considering,STAY
8020,0,65053,211,0,751096,254,20,10,very_sat,very_high,considering,STAY
8021,1,46146,207,68,419685,179,22,5,unsat,avg,never_thought,LEAVE
8022,1,43538,0,86,565890,168,1,1,very_unsat,little,actively_looking_into_it,LEAVE
8023,1,149029,0,18,677583,837,1,5,very_unsat,little,no,STAY
8024,1,48267,0,13,176657,232,0,5,very_unsat,avg,considering,STAY
8025,0,71092,0,9,857324,274,1,6,very_unsat,very_little,no,STAY
8026,1,130810,65,17,291449,727,5,6,very_unsat,little,actively_looking_into_it,LEAVE
8027,1,54424,74,48,207997,376,4,2,very_unsat,very_high,no,STAY
8028,0,137917,81,21,583815,240,5,5,unsat,little,considering,STAY
8029,1,107117,0,6,289973,436,1,6,avg,very_high,never_thought,STAY
8030,1,79190,155,0,181140,340,1,12,very_unsat,very_little,actively_looking_into_it,LEAVE
8031,0,92108,0,0,582674,282,0,15,very_unsat,very_high,considering,LEAVE
8032,0,124538,260,0,606916,612,21,9,avg,little,considering,STAY
8033,1,62623,57,14,278189,268,4,5,avg,very_high,no,LEAVE
8034,0,37551,205,0,638097,156,19,11,sat,little,no,STAY
8035,0,41346,67,89,651836,239,3,1,unsat,little,never_thought,STAY
8036,0,156742,220,79,176488,883,25,13,very_unsat,very_high,considering,LEAVE
8037,1,123268,153,26,282520,824,16,1,avg,little,considering,STAY
8038,1,118213,71,9,316751,804,0,6,very_unsat,very_little,considering,STAY
8039,1,51331,0,0,739595,317,1,14,unsat,very_high,considering,STAY
8040,1,61321,42,0,970851,386,3,15,very_sat,little,perhaps,STAY
8041,1,104083,171,51,932495,382,26,2,unsat,very_little,considering,LEAVE
8042,0,81375,0,0,964633,272,1,15,very_unsat,very_little,actively_looking_into_it,STAY
8043,1,21666,0,0,959414,130,1,5,very_unsat,very_little,actively_looking_into_it,STAY
8044,0,25263,59,14,790357,203,4,4,very_sat,little,actively_looking_into_it,LEAVE
8045,1,138997,60,81,247667,852,5,2,very_unsat,very_little,no,STAY
8046,0,49165,0,8,703146,218,0,4,very_unsat,high,considering,STAY
8047,0,140829,147,0,196781,503,15,11,very_unsat,little,no,STAY
8048,1,138808,70,31,925982,634,3,1,very_unsat,very_high,never_thought,LEAVE
8049,0,44442,195,21,299174,139,18,5,very_sat,little,perhaps,LEAVE
8050,0,116519,0,21,486377,726,0,6,avg,very_little,actively_looking_into_it,STAY
8051,0,41835,64,9,276831,226,4,5,very_sat,very_little,no,LEAVE
8052,0,53153,0,17,373638,352,1,5,avg,high,perhaps,STAY
8053,1,39704,50,0,170099,366,4,14,very_unsat,little,no,LEAVE
8054,0,105942,55,6,326673,700,4,4,very_unsat,little,considering,LEAVE
8055,1,106147,256,0,825021,512,5,13,unsat,very_high,no,LEAVE
8056,1,46937,37,0,188810,224,4,10,very_unsat,very_little,actively_looking_into_it,LEAVE
8057,1,79159,0,44,949179,375,1,2,very_unsat,avg,actively_looking_into_it,STAY
8058,1,68422,0,15,408220,310,1,5,very_sat,very_high,actively_looking_into_it,STAY
8059,0,39036,27,86,247652,166,4,1,unsat,very_little,actively_looking_into_it,STAY
8060,0,24941,204,32,357167,211,19,2,very_unsat,avg,considering,STAY
8061,0,50904,35,8,991780,262,4,8,very_sat,very_high,considering,STAY
8062,0,37047,67,0,435059,207,3,9,unsat,very_little,no,STAY
8063,0,40683,212,15,844664,188,24,5,very_unsat,very_little,no,STAY
8064,1,35975,212,9,370892,350,12,6,avg,high,considering,STAY
8065,1,147556,0,9,199739,173,1,5,very_unsat,little,actively_looking_into_it,STAY
8066,0,36960,62,43,403899,209,5,2,very_unsat,little,considering,LEAVE
8067,1,24551,53,0,937949,178,4,9,very_unsat,little,never_thought,STAY
8068,1,155213,0,19,943512,817,1,4,unsat,avg,no,STAY
8069,0,147495,215,17,405106,414,1,6,unsat,little,considering,LEAVE
8070,0,148354,48,20,242908,457,5,11,avg,very_high,considering,STAY
8071,0,58246,0,0,640137,263,0,11,very_unsat,very_high,considering,LEAVE
8072,0,27359,69,75,721505,227,19,1,very_sat,little,never_thought,STAY
8073,0,48794,0,40,601700,244,0,2,sat,high,considering,STAY
8074,0,63847,44,31,924376,377,3,2,very_sat,very_high,considering,STAY
8075,1,108358,234,61,534548,416,20,1,unsat,high,actively_looking_into_it,LEAVE
8076,0,44313,73,8,152565,201,5,6,unsat,little,never_thought,STAY
8077,0,40903,0,0,196230,151,0,2,very_sat,very_high,considering,LEAVE
8078,1,130143,0,0,284109,813,1,9,very_sat,little,no,LEAVE
8079,1,42826,147,0,202315,216,20,10,very_sat,avg,never_thought,LEAVE
8080,1,150358,44,56,153815,758,3,2,avg,very_high,actively_looking_into_it,LEAVE
8081,0,116586,0,23,299998,666,1,6,very_unsat,very_little,considering,STAY
8082,1,62528,0,0,346004,302,1,9,very_sat,little,perhaps,STAY
8083,0,122078,0,0,266496,582,0,14,very_sat,avg,considering,STAY
8084,0,60429,46,55,647062,328,4,1,very_unsat,little,actively_looking_into_it,STAY
8085,1,40022,59,0,585369,165,15,10,very_sat,very_high,considering,LEAVE
8086,1,150428,0,69,923634,894,0,2,very_sat,high,considering,STAY
8087,1,51889,0,8,290785,253,1,6,unsat,very_little,no,STAY
8088,1,38495,68,6,625230,164,5,5,very_unsat,very_high,considering,STAY
8089,1,135401,164,0,380309,705,10,1,avg,very_little,actively_looking_into_it,LEAVE
8090,0,59588,78,0,858419,267,4,13,unsat,little,perhaps,LEAVE
8091,0,52807,154,16,346070,298,25,4,very_unsat,little,actively_looking_into_it,LEAVE
8092,0,60794,0,0,449333,298,1,10,very_sat,very_high,considering,STAY
8093,0,72744,0,89,525078,257,1,1,very_sat,little,never_thought,LEAVE
8094,1,105927,196,8,204825,510,28,5,unsat,very_little,considering,STAY
8095,0,76872,0,9,197557,318,0,6,very_unsat,avg,never_thought,STAY
8096,0,116068,217,0,908278,599,11,14,very_sat,high,considering,LEAVE
8097,0,24299,155,18,436047,133,29,5,very_unsat,very_high,never_thought,LEAVE
8098,1,67719,178,59,172151,332,5,1,sat,little,considering,LEAVE
8099,0,110360,0,0,279223,157,0,10,very_unsat,little,considering,LEAVE
8100,1,39488,209,21,328861,241,13,5,very_unsat,very_high,never_thought,LEAVE
8101,0,61020,77,69,900359,361,5,1,sat,very_little,no,STAY
8102,1,145297,71,37,969515,478,4,1,avg,very_little,no,STAY
8103,0,55696,59,37,412244,361,3,1,very_sat,little,considering,LEAVE
8104,1,25313,46,74,618153,141,5,1,very_sat,very_high,no,STAY
8105,1,146433,0,0,349332,841,1,15,very_unsat,avg,considering,STAY
8106,1,50492,48,15,412587,294,4,5,unsat,little,never_thought,LEAVE
8107,0,155858,182,26,740532,897,28,1,very_sat,little,actively_looking_into_it,STAY
8108,1,87517,0,0,619921,320,0,10,very_unsat,high,considering,LEAVE
8109,0,61304,146,6,944950,253,21,4,unsat,very_little,considering,STAY
8110,0,153184,0,14,932984,742,0,5,avg,high,no,LEAVE
8111,0,98306,0,0,894704,130,4,14,very_sat,very_little,considering,STAY
8112,0,45742,0,21,222327,240,1,6,very_unsat,little,considering,STAY
8113,0,31657,168,0,928770,150,27,12,unsat,high,considering,LEAVE
8114,1,24970,0,0,203309,204,0,11,very_sat,very_high,considering,STAY
8115,1,91751,227,0,307489,274,22,15,very_sat,very_high,actively_looking_into_it,LEAVE
8116,0,136589,0,7,412075,786,0,5,very_sat,little,never_thought,STAY
8117,1,159304,213,6,906885,354,14,4,unsat,little,considering,LEAVE
8118,0,131261,0,0,589010,567,1,11,very_sat,avg,considering,LEAVE
8119,1,96633,0,47,533932,371,1,1,unsat,very_high,considering,LEAVE
8120,1,27363,228,11,427892,329,15,5,very_sat,high,actively_looking_into_it,LEAVE
8121,0,47516,207,0,400529,179,21,12,very_unsat,avg,actively_looking_into_it,LEAVE
8122,1,83053,187,20,268643,374,10,6,very_unsat,very_high,actively_looking_into_it,STAY
8123,1,59052,183,8,358720,269,25,4,unsat,very_little,considering,STAY
8124,1,124373,74,67,769041,830,12,1,very_unsat,little,perhaps,LEAVE
8125,1,57263,0,5,993155,346,1,4,unsat,little,actively_looking_into_it,STAY
8126,0,86787,70,39,165229,345,4,2,very_sat,little,considering,LEAVE
8127,1,108719,43,62,277949,514,5,1,very_unsat,very_high,perhaps,LEAVE
8128,0,119222,0,16,433902,717,0,4,avg,avg,considering,STAY
8129,1,46644,190,0,280347,198,24,8,very_unsat,high,never_thought,LEAVE
8130,0,93926,0,24,187763,269,0,4,very_sat,high,considering,STAY
8131,0,120752,202,8,590450,787,22,6,very_unsat,little,perhaps,LEAVE
8132,1,99178,0,72,918824,371,1,1,avg,avg,considering,STAY
8133,0,40578,0,87,500780,220,1,2,very_sat,very_little,considering,STAY
8134,0,39709,0,71,656620,197,1,1,very_unsat,very_little,perhaps,STAY
8135,1,51772,0,28,330531,391,0,1,very_sat,very_high,considering,LEAVE
8136,0,50182,0,77,239334,253,25,5,very_unsat,little,considering,LEAVE
8137,1,43676,237,0,681715,157,24,12,very_sat,very_little,considering,STAY
8138,1,49843,51,16,209118,170,4,6,very_sat,little,considering,LEAVE
8139,0,119085,222,12,595172,794,28,4,very_sat,very_little,considering,STAY
8140,1,34980,0,0,268958,186,0,13,sat,high,no,STAY
8141,1,122013,214,72,753497,647,23,2,unsat,very_little,no,LEAVE
8142,1,72629,56,0,288382,287,1,12,very_sat,high,no,STAY
8143,1,111374,215,0,204811,568,28,15,very_sat,avg,perhaps,LEAVE
8144,1,24506,62,71,368975,194,4,2,avg,very_little,perhaps,STAY
8145,1,129521,0,0,504524,705,1,5,very_sat,very_little,no,LEAVE
8146,1,25878,224,0,216066,199,25,13,very_sat,little,considering,LEAVE
